symbol,exchange,security_name,source
APWC,Q,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",nasdaq
APXT,Q,Apex Treasury Corporation - Class A Ordinary Share,nasdaq
APYX,Q,Apyx Medical Corporation - Common Stock,nasdaq
AQB,Q,"AquaBounty Technologies, Inc. - Common Stock",nasdaq
AQMS,Q,"Aqua Metals, Inc. - Common Stock",nasdaq
AQN,N,Algonquin Power & Utilities Corp. Common Shares,nasdaq
AQNB,N,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",nasdaq
AQST,Q,"Aquestive Therapeutics, Inc. - Common Stock",nasdaq
AR,N,Antero Resources Corporation Common Stock,nasdaq
ARAI,Q,Arrive AI Inc. - Common Stock,nasdaq
ARAY,Q,Accuray Incorporated - Common Stock,nasdaq
ARBB,Q,ARB IOT Group Limited - Ordinary Shares,nasdaq
ARBE,Q,Arbe Robotics Ltd. - Ordinary Shares,nasdaq
ARBK,Q,Argo Blockchain plc - American Depositary Shares,nasdaq
ARCB,Q,ArcBest Corporation - Common Stock,nasdaq
ARCC,Q,Ares Capital Corporation - Closed End Fund,nasdaq
ARCI,Q,Archimedes Tech SPAC Partners III Co. - Ordinary Share,nasdaq
ARCL,Q,ARC Group Acquisition I Corp - Class A Ordinary Shares,nasdaq
ARCLR,Q,ARC Group Acquisition I Corp - Right,nasdaq
ARCO,N,Arcos Dorados Holdings Inc. Class A Shares,nasdaq
ARCT,Q,Arcturus Therapeutics Holdings Inc. - Common Stock,nasdaq
ARDC,N,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",nasdaq
ARDT,N,"Ardent Health, Inc. Common Stock",nasdaq
ARDX,Q,"Ardelyx, Inc. - Common Stock",nasdaq
ARE,N,"Alexandria Real Estate Equities, Inc. Common Stock",nasdaq
AREC,Q,American Resources Corporation - Class A Common Stock,nasdaq
AREN,A,"The Arena Group Holdings, Inc. Common Stock",nasdaq
ARES,N,Ares Management Corporation Class A Common Stock,nasdaq
ARGX,Q,argenx SE - American Depositary Shares,nasdaq
ARHS,Q,"Arhaus, Inc. - Class A Common Stock",nasdaq
ARI,N,"Apollo Commercial Real Estate Finance, Inc",nasdaq
ARIS,N,Aris Mining Corporation Common Shares,nasdaq
ARKO,Q,ARKO Corp. - Common Stock,nasdaq
ARKR,Q,Ark Restaurants Corp. - Common Stock,nasdaq
ARL,N,"American Realty Investors, Inc. Common Stock",nasdaq
ARLO,N,"Arlo Technologies, Inc. Common Stock",nasdaq
ARM,Q,Arm Holdings plc - American Depositary Shares,nasdaq
ARMK,N,Aramark Common Stock,nasdaq
ARMP,A,"Armata Pharmaceuticals, Inc. Common Stock",nasdaq
AROC,N,"Archrock, Inc. Common Stock",nasdaq
AROW,Q,Arrow Financial Corporation - Common Stock,nasdaq
ARQ,Q,"Arq, Inc. - Common Stock",nasdaq
ARQQ,Q,Arqit Quantum Inc. - Ordinary Shares,nasdaq
ARQT,Q,"Arcutis Biotherapeutics, Inc. - Common stock",nasdaq
ARR,N,"ARMOUR Residential REIT, Inc.",nasdaq
ARRY,Q,"Array Technologies, Inc. - Common Stock",nasdaq
ARTC,Q,Art Technology Acquisition Corp. - Class A Ordinary Shares,nasdaq
ARTL,Q,"Artelo Biosciences, Inc. - Common Stock",nasdaq
ARTNA,Q,Artesian Resources Corporation - Class A Non-Voting Common Stock,nasdaq
ARTV,Q,"Artiva Biotherapeutics, Inc. - Common Stock",nasdaq
ARTW,Q,"Art's-Way Manufacturing Co., Inc. - Common Stock",nasdaq
ARVN,Q,"Arvinas, Inc. - Common Stock",nasdaq
ARW,N,"Arrow Electronics, Inc. Common Stock",nasdaq
ARWR,Q,"Arrowhead Pharmaceuticals, Inc. - Common Stock",nasdaq
ARX,N,Accelerant Holdings Class A Common Shares,nasdaq
ARXS,Q,"Arxis, Inc. - Class A Common Stock",nasdaq
AS,N,"Amer Sports, Inc. Ordinary Shares",nasdaq
ASA,N,ASA  Gold and Precious Metals Limited,nasdaq
ASAN,N,"Asana, Inc. Class A Common Stock",nasdaq
ASB,N,Associated Banc-Corp Common Stock,nasdaq
ASBA,N,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,nasdaq
ASBP,Q,"Aspire Biopharma Holdings, Inc.  - Common Stock",nasdaq
ASC,N,Ardmore Shipping Corporation Common Stock,nasdaq
ASG,N,"Liberty All-Star Growth Fund, Inc.",nasdaq
ASGI,N,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,nasdaq
ASH,N,Ashland Inc. Common Stock,nasdaq
ASIC,N,Ategrity Specialty Insurance Company Holdings Common Stock,nasdaq
ASIX,N,AdvanSix Inc. Common Stock ,nasdaq
ASLE,Q,AerSale Corporation - Common Stock,nasdaq
ASM,A,Avino Silver & Gold Mines Ltd. Common Shares (Canada),nasdaq
ASMB,Q,"Assembly Biosciences, Inc. - Common Stock",nasdaq
ASML,Q,ASML Holding N.V. - New York Registry Shares,nasdaq
ASND,Q,Ascendis Pharma A/S - Ordinary Share,nasdaq
ASO,Q,"Academy Sports and Outdoors, Inc. - Common Stock",nasdaq
ASPC,Q,A SPAC III Acquisition Corp. - Class A Ordinary Shares,nasdaq
ASPCR,Q,A SPAC III Acquisition Corp. - Right,nasdaq
ASPI,Q,ASP Isotopes Inc. - Common Stock,nasdaq
ASPN,N,"Aspen Aerogels, Inc. Common Stock",nasdaq
ASPS,Q,Altisource Portfolio Solutions S.A. - Common Stock,nasdaq
ASR,N,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",nasdaq
ASRV,Q,AmeriServ Financial Inc. - Common Stock,nasdaq
ASST,Q,"Strive, Inc. - Class A Common Stock",nasdaq
ASTC,Q,Astrotech Corporation - Common Stock,nasdaq
ASTE,Q,"Astec Industries, Inc. - Common Stock",nasdaq
ASTH,Q,Astrana Health Inc. - Common Stock,nasdaq
ASTI,Q,"Ascent Solar Technologies, Inc - Common Stock",nasdaq
ASTL,Q,Algoma Steel Group Inc. - Common Shares,nasdaq
ASTS,Q,"AST SpaceMobile, Inc. - Class A Common Stock",nasdaq
ASUR,Q,Asure Software Inc - Common Stock,nasdaq
ASX,N,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",nasdaq
ASYS,Q,"Amtech Systems, Inc. - Common Stock",nasdaq
ATAI,Q,AtaiBeckley Inc. - Common Stock,nasdaq
ATAT,Q,Atour Lifestyle Holdings Limited - American Depositary Shares,nasdaq
ATCH,A,"AtlasClear Holdings, Inc. Common Stock",nasdaq
ATCX,Q,Atlas Critical Minerals Corporation - Common Stock,nasdaq
ATEC,Q,"Alphatec Holdings, Inc. - Common Stock",nasdaq
ATEN,N,"A10 Networks, Inc. Common Stock",nasdaq
ATER,Q,"Aterian, Inc. - Common Stock",nasdaq
ATEX,Q,Anterix Inc. - Common Stock,nasdaq
ATGL,Q,Alpha Technology Group Limited - Class A Ordinary Shares,nasdaq
ATH$A,N,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share, Series A",nasdaq
ATH$B,N,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share, Series B, par value $1.00 per share",nasdaq
ATH$D,N,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share, Series D",nasdaq
ATH$E,N,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share, Series E",nasdaq
ATHE,Q,Alterity Therapeutics Limited - American Depositary Shares,nasdaq
ATHM,N,"Autohome Inc. American Depositary Shares, each representing four class A ordinary shares.",nasdaq
ATHR,Q,"Aether Holdings, Inc. - Common Stock",nasdaq
ATHS,N,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,nasdaq
ATI,N,ATI Inc. Common Stock,nasdaq
ATII,Q,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,nasdaq
ATKR,N,Atkore Inc. Common Stock,nasdaq
ATLC,Q,Atlanticus Holdings Corporation - Common Stock,nasdaq
ATLCL,Q,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,nasdaq
ATLCZ,Q,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,nasdaq
ATLO,Q,Ames National Corporation - Common Stock,nasdaq
ATLX,Q,Atlas Lithium Corporation - Common Stock,nasdaq
ATMP,Z,iPath Select MLP ETN,nasdaq
ATMU,N,Atmus Filtration Technologies Inc. Common Stock,nasdaq
ATNI,Q,"ATN International, Inc. - Common Stock",nasdaq
ATNM,A,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",nasdaq
ATO,N,Atmos Energy Corporation Common Stock,nasdaq
ATOM,Q,Atomera Incorporated - Common Stock,nasdaq
ATOS,Q,"Atossa Therapeutics, Inc. - Common Stock",nasdaq
ATPC,Q,Agape ATP Corporation - Common Stock,nasdaq
ATR,N,"AptarGroup, Inc. Common Stock",nasdaq
ATRA,Q,"Atara Biotherapeutics, Inc. - Common Stock",nasdaq
ATRC,Q,"AtriCure, Inc. - Common Stock",nasdaq
ATRO,Q,Astronics Corporation - Common Stock,nasdaq
ATS,N,ATS Corporation Common Shares,nasdaq
ATXG,Q,Addentax Group Corp. - Common Stock,nasdaq
ATYR,Q,"aTyr Pharma, Inc. - Common Stock",nasdaq
AU,N,AngloGold Ashanti PLC Ordinary Shares,nasdaq
AUB,N,Atlantic Union Bankshares Corporation Common Stock,nasdaq
AUBN,Q,"Auburn National Bancorporation, Inc. - Common Stock",nasdaq
AUC,Q,ATIF Holdings Limited - Ordinary Shares,nasdaq
AUDC,Q,AudioCodes Ltd. - Ordinary Shares,nasdaq
AUGO,Q,Aura Minerals Inc. - Common Shares,nasdaq
AUID,Q,authID Inc. - Common Stock,nasdaq
AUNA,N,Auna SA Class A Ordinary Shares,nasdaq
AUPH,Q,Aurinia Pharmaceuticals Inc - Common Shares,nasdaq
AUR,Q,"Aurora Innovation, Inc.  - Class A Common Stock",nasdaq
AURA,Q,"Aura Biosciences, Inc. - Common Stock",nasdaq
AURE,Q,Aurelion Inc.  - Class A Ordinary Shares,nasdaq
AUST,A,Austin Gold Corp. Common Shares,nasdaq
AUTL,Q,Autolus Therapeutics plc - American Depositary Shares,nasdaq
AUUD,Q,Auddia Inc. - Common Stock,nasdaq
AVA,N,Avista Corporation Common Stock,nasdaq
AVAH,Q,Aveanna Healthcare Holdings Inc. - Common Stock,nasdaq
AVAT,Q,Avalanche Treasury Corporation - Class A Common Stock,nasdaq
AVAV,Q,"AeroVironment, Inc. - Common Stock",nasdaq
AVB,N,"AvalonBay Communities, Inc. Common Stock",nasdaq
AVBC,N,"Avidia Bancorp, Inc. Common Stock",nasdaq
AVBH,Q,"Avidbank Holdings, Inc. - Common Stock",nasdaq
AVBP,Q,"ArriVent BioPharma, Inc. - Common Stock",nasdaq
AVD,N,American Vanguard Corporation Common Stock ($0.10 Par Value),nasdaq
AVEX,N,AEVEX Corp. Class A Common Stock,nasdaq
AVGO,Q,Broadcom Inc. - Common Stock,nasdaq
AVIR,Q,"Atea Pharmaceuticals, Inc. - common stock",nasdaq
AVK,N,Advent Convertible and Income Fund,nasdaq
AVLN,Q,Avalyn Pharma Inc. - common stock,nasdaq
AVNS,N,"Avanos Medical, Inc. Common Stock",nasdaq
AVNT,N,Avient Corporation Common Stock,nasdaq
AVNW,Q,"Aviat Networks, Inc. - Common Stock",nasdaq
AVO,Q,"Mission Produce, Inc. - Common Stock",nasdaq
AVPT,Q,"AvePoint, Inc. - Class A Common Stock",nasdaq
AVR,Q,Anteris Technologies Global Corp. - Common Stock,nasdaq
AVT,Q,"Avnet, Inc. - Common Stock",nasdaq
AVTR,N,"Avantor, Inc. Common Stock",nasdaq
AVTX,Q,"Avalo Therapeutics, Inc. - Common Stock",nasdaq
AVX,Q,Avax One Technology Ltd. - Common Shares,nasdaq
AVXL,Q,Anavex Life Sciences Corp. - Common Stock,nasdaq
AVY,N,Avery Dennison Corporation Common Stock,nasdaq
AWF,N,Alliancebernstein Global High Income Fund,nasdaq
AWI,N,Armstrong World Industries Inc Common Stock,nasdaq
AWK,N,"American Water Works Company, Inc. Common Stock",nasdaq
AWP,N,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,nasdaq
AWR,N,American States Water Company Common Stock,nasdaq
AWRE,Q,"Aware, Inc. - Common Stock",nasdaq
AWX,A,Avalon Holdings Corporation Common Stock,nasdaq
AX,N,"Axos Financial, Inc. Common Stock",nasdaq
AXG,Q,Solowin Holdings - Class A Ordinary Share,nasdaq
AXGN,Q,"Axogen, Inc. - Common Stock",nasdaq
AXIA,N,AXIA Energia American Depositary Shares (Each representing one Common Share),nasdaq
AXIL,A,"AXIL Brands, Inc. Common Stock",nasdaq
AXIN,Q,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares,nasdaq
AXINR,Q,Axiom Intelligence Acquisition Corp 1 - Right,nasdaq
AXON,Q,"Axon Enterprise, Inc. - Common Stock",nasdaq
AXP,N,American Express Company Common Stock,nasdaq
AXR,N,AMREP Corporation Common Stock,nasdaq
AXS,N,Axis Capital Holdings Limited Common Stock,nasdaq
AXSM,Q,"Axsome Therapeutics, Inc. - Common Stock",nasdaq
AXTA,N,Axalta Coating Systems Ltd. Common Shares,nasdaq
AXTI,Q,AXT Inc - Common Stock,nasdaq
AYA,Q,Aya Gold & Silver Inc. - Common Shares,nasdaq
AYI,N,Acuity Inc. Common Stock,nasdaq
AYTU,Q,"Aytu BioPharma, Inc.  - Common Stock",nasdaq
AZ,Q,A2Z Cust2Mate Solutions Corp. - Common Shares,nasdaq
AZI,Q,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,nasdaq
AZIO,Q,"Azio AI Holdings, Inc. - Common stock",nasdaq
AZN,N,AstraZeneca PLC Ordinary Shares,nasdaq
AZO,N,"AutoZone, Inc. Common Stock",nasdaq
AZTA,Q,"Azenta, Inc. - Common Stock",nasdaq
AZTR,A,Azitra Inc Common Stock,nasdaq
AZUL,N,"Azul S.A. American Depositary Shares, each representing two (2) Common Shares",nasdaq
AZZ,N,AZZ Inc.,nasdaq
B,N,Barrick Mining Corporation Common Shares,nasdaq
BA,N,Boeing Company (The) Common Stock,nasdaq
BABA,N,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,nasdaq
BAC,N,Bank of America Corporation Common Stock,nasdaq
BAC$E,N,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,nasdaq
BAC$L,N,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,nasdaq
BACC,Q,Blue Acquisition Corp. - Class A Ordinary Shares,nasdaq
BACCR,Q,Blue Acquisition Corp. - Right,nasdaq
BAER,Q,"Bridger Aerospace Group Holdings, Inc. - Common Stock",nasdaq
BAFN,Q,BayFirst Financial Corp. - Common Stock,nasdaq
BAH,N,Booz Allen Hamilton Holding Corporation Common Stock,nasdaq
BAK,N,Braskem SA ADR,nasdaq
BALL,N,Ball Corporation Common Stock,nasdaq
BALY,N,Bally's Corporation Common Stock,nasdaq
BAM,N,Brookfield Asset Management Inc Class A Limited Voting Shares,nasdaq
BANC,N,"Banc of California, Inc. Common Stock",nasdaq
BAND,Q,Bandwidth Inc. - Class A Common Stock,nasdaq
BANF,Q,BancFirst Corporation - Common Stock,nasdaq
BANL,Q,CBL International Limited - Class B Ordinary Shares,nasdaq
BANR,Q,Banner Corporation - Common Stock,nasdaq
BANX,Q,ArrowMark Financial Corp. - Closed End Fund,nasdaq
BAOS,Q,Baosheng Media Group Holdings Limited - Ordinary shares,nasdaq
BAP,N,Credicorp Ltd. Common Stock,nasdaq
BAR,P,GraniteShares Gold Trust Shares of Beneficial Interest,nasdaq
BARK,N,"BARK, Inc. Class A Common Stock",nasdaq
BATL,A,Battalion Oil Corporation Common Stock,nasdaq
BATRA,Q,"Atlanta Braves Holdings, Inc. - Series A Common Stock",nasdaq
BATRK,Q,"Atlanta Braves Holdings, Inc. - Series C Common Stock",nasdaq
BAX,N,Baxter International Inc. Common Stock,nasdaq
BB,N,BlackBerry Limited Common Stock,nasdaq
BBAI,N,"BigBear.ai, Inc. Common Stock",nasdaq
BBAR,N,Banco BBVA Argentina S.A. ADS,nasdaq
BBBY,N,"Bed Bath & Beyond, Inc. Common Stock",nasdaq
BBCP,Q,"Concrete Pumping Holdings, Inc.  - Common Stock",nasdaq
BBCQ,Q,Bleichroeder Acquisition Corp. II - Class A Ordinary Shares,nasdaq
BBD,N,Banco Bradesco Sa American Depositary Shares,nasdaq
BBDC,N,"Barings BDC, Inc. Common Stock",nasdaq
BBDO,N,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),nasdaq
BBGI,Q,"Beasley Broadcast Group, Inc. - Class A Common Stock",nasdaq
BBIO,Q,"BridgeBio Pharma, Inc. - Common Stock",nasdaq
BBLG,Q,Bone Biologics Corp - Common Stock,nasdaq
BBN,N,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,nasdaq
BBNX,Q,"Beta Bionics, Inc. - Common Stock",nasdaq
BBOT,Q,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",nasdaq
BBSI,Q,"Barrett Business Services, Inc. - Common Stock",nasdaq
BBT,N,Beacon Financial Corporation Common stock,nasdaq
BBUC,N,Brookfield Business Corporation Class A Subordinate Voting Shares,nasdaq
BBVA,N,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,nasdaq
BBW,N,"Build-A-Bear Workshop, Inc. Common Stock",nasdaq
BBWI,N,"Bath & Body Works, Inc.",nasdaq
BBY,N,"Best Buy Co., Inc. Common Stock",nasdaq
BC,N,Brunswick Corporation Common Stock,nasdaq
BC$C,N,Brunswick Corporation 6.375% Notes due 2049,nasdaq
BCAB,Q,"BioAtla, Inc. - Common Stock",nasdaq
BCAL,Q,California BanCorp - Common Stock,nasdaq
BCAR,Q,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,nasdaq
BCAT,N,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,nasdaq
BCAX,Q,Bicara Therapeutics Inc. - Common Stock,nasdaq
BCBP,Q,"BCB Bancorp, Inc. (NJ) - Common Stock",nasdaq
BCC,N,"Boise Cascade, L.L.C. Common Stock",nasdaq
BCDA,Q,"BioCardia, Inc. - Common Stock",nasdaq
BCE,N,"BCE, Inc. Common Stock",nasdaq
BCG,Q,"Binah Capital Group, Inc. - Common Stock",nasdaq
BCH,N,Banco De Chile ADS,nasdaq
BCHT,A,Birchtech Corp. Common Stock,nasdaq
BCIC,Q,BCP Investment Corporation - Closed End Fund,nasdaq
BCML,Q,BayCom Corp - Common Stock,nasdaq
BCO,N,Brinks Company (The) Common Stock,nasdaq
BCPC,Q,Balchem Corporation - Common Stock,nasdaq
BCRX,Q,"BioCryst Pharmaceuticals, Inc. - Common Stock",nasdaq
BCS,N,Barclays PLC Common Stock,nasdaq
BCSF,N,"Bain Capital Specialty Finance, Inc. Common Stock",nasdaq
BCSS,N,Bain Capital GSS Investment Corp. Class A Ordinary Shares,nasdaq
BCTX,Q,BriaCell Therapeutics Corp. - Common Shares,nasdaq
BCV,A,"Bancroft Fund, Ltd.",nasdaq
BCX,N,BlackRock Resources Common Shares of Beneficial Interest,nasdaq
BCYC,Q,Bicycle Therapeutics plc - American Depositary Shares,nasdaq
BDC,N,Belden Inc Common Stock,nasdaq
BDCI,Q,BTC Development Corp. - Class A Ordinary Shares,nasdaq
BDCZ,P,"ETRACS MarketVector Business Development Companies Liquid Index ETN due April 26, 2041",nasdaq
BDJ,N,Blackrock Enhanced Equity Dividend Trust,nasdaq
BDL,A,"Flanigan's Enterprises, Inc. Common Stock",nasdaq
BDMD,Q,Baird Medical Investment Holdings Ltd - Ordinary Share,nasdaq
BDN,N,Brandywine Realty Trust Common Stock,nasdaq
BDRX,Q,Biodexa Pharmaceuticals plc - American Depositary Shares,nasdaq
BDSX,Q,"Biodesix, Inc. - Common Stock",nasdaq
BDTX,Q,"Black Diamond Therapeutics, Inc. - Common Stock",nasdaq
BDX,N,"Becton, Dickinson and Company Common Stock",nasdaq
BE,N,Bloom Energy Corporation Class A Common Stock,nasdaq
BEAG,Q,Bold Eagle Acquisition Corp. - Class A Ordinary Shares,nasdaq
BEAGR,Q,Bold Eagle Acquisition Corp. - Right,nasdaq
BEAM,Q,Beam Therapeutics Inc. - Common Stock,nasdaq
BEAT,Q,"Heartbeam, Inc. - Common Stock",nasdaq
BEBE,N,TGE Value Creative Solutions Corp Class A Ordinary Shares,nasdaq
BEEM,Q,Beam Global - Common Stock,nasdaq
BEEP,Q,Mobile Infrastructure Corporation - Common Stock,nasdaq
BEKE,N,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),nasdaq
BELFA,Q,Bel Fuse Inc. - Class A Common Stock,nasdaq
BELFB,Q,Bel Fuse Inc. - Class B Common Stock,nasdaq
BEN,N,"Franklin Resources, Inc. Common Stock",nasdaq
BENF,Q,Beneficient - Class A Common Stock,nasdaq
BEPC,N,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,nasdaq
BEPH,N,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,nasdaq
BEPI,N,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,nasdaq
BEPJ,N,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,nasdaq
BESS,A,Bimergen Energy Corporation Common Stock,nasdaq
BETA,N,"Beta Technologies, Inc. Class A Common Stock",nasdaq
BETR,Q,Better Home & Finance Holding Company - Class A Common Stock,nasdaq
BF.A,N,Brown Forman Inc Class A Common Stock,nasdaq
BF.B,N,Brown Forman Inc Class B Common Stock,nasdaq
BFAM,N,Bright Horizons Family Solutions Inc. Common Stock,nasdaq
BFC,Q,Bank First Corporation - Common Stock,nasdaq
BFH,N,"Bread Financial Holdings, Inc. Common Stock",nasdaq
BFLY,N,"Butterfly Network, Inc. Class A Common Stock",nasdaq
BFRG,Q,"Bullfrog AI Holdings, Inc. - Common Stock",nasdaq
BFRI,Q,Biofrontera Inc. - Common Stock,nasdaq
BFS,N,"Saul Centers, Inc. Common Stock",nasdaq
BFST,Q,"Business First Bancshares, Inc. - Common Stock",nasdaq
BG,N,Bunge Limited Common Shares,nasdaq
BGB,N,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,nasdaq
BGC,Q,"BGC Group, Inc. - Class A Common Stock",nasdaq
BGDE,Q,"Big Digital Energy, Inc. - Common Stock",nasdaq
BGH,N,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,nasdaq
BGI,A,Birks Group Inc. Common Stock,nasdaq
BGIN,Q,Bgin Blockchain Limited - Class A Ordinary Shares,nasdaq
BGL,Q,Blue Gold Limited - Class A ordinary shares,nasdaq
BGLC,Q,BioNexus Gene Lab Corp - Common stock,nasdaq
BGM,Q,BGM Group Ltd. - Class A Ordinary Shares,nasdaq
BGMS,Q,"Bio Green Med Solution, Inc. - Common Stock",nasdaq
BGR,N,BlackRock Energy and Resources Trust,nasdaq
BGS,N,"B&G Foods, Inc. Common Stock",nasdaq
BGSF,N,"BGSF, Inc. Common Stock",nasdaq
BGSI,N,Boyd Group Services Inc. Common Shares,nasdaq
BGT,N,BlackRock Floating Rate Income Trust,nasdaq
BGX,N,Blackstone Long Short Credit Income Fund Common Shares,nasdaq
BGY,N,Blackrock Enhanced International Dividend Trust,nasdaq
BH,N,Biglari Holdings Inc. Class B Common Stock,nasdaq
BH.A,N,Biglari Holdings Inc. Class A Common Stock,nasdaq
BHAV,Q,BHAV Acquisition Corp - Class A Ordinary Shares,nasdaq
BHAVR,Q,BHAV Acquisition Corp - Rights,nasdaq
BHB,A,"Bar Harbor Bankshares, Inc. Common Stock",nasdaq
BHC,N,Bausch Health Companies Inc. Common Stock,nasdaq
BHE,N,"Benchmark Electronics, Inc. Common Stock",nasdaq
BHF,Q,"Brighthouse Financial, Inc. - Common Stock",nasdaq
BHFAL,Q,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",nasdaq
BHK,N,Blackrock Core Bond Trust,nasdaq
BHM,A,"Bluerock Homes Trust, Inc. Class A Common Stock",nasdaq
BHP,N,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),nasdaq
BHR,N,Braemar Hotels & Resorts Inc. Common Stock,nasdaq
BHRB,Q,Burke & Herbert Financial Services Corp. - Common Stock,nasdaq
BHST,Q,BioHarvest Sciences Inc. - Common Stock,nasdaq
BHV,N,BlackRock Virginia Municipal Bond Trust,nasdaq
BHVN,N,Biohaven Ltd. Common Shares ,nasdaq
BIAF,Q,"bioAffinity Technologies, Inc. - Common Stock",nasdaq
BID,Q,Tribeca Strategic Acquisition Corp. - Class A Ordinary Shares,nasdaq
BIDU,Q,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",nasdaq
BIDWR,Q,Tribeca Strategic Acquisition Corp. - Rights,nasdaq
BIIB,Q,Biogen Inc. - Common Stock,nasdaq
BIII,N,Black Spade Acquisition III Co Class A Ordinary Shares,nasdaq
BILI,Q,Bilibili Inc. - American Depositary Shares,nasdaq
BILL,N,"BILL Holdings, Inc. Common Stock",nasdaq
BIO,N,"Bio-Rad Laboratories, Inc. Class A Common Stock",nasdaq
