symbol,exchange,security_name,source
DINO,N,HF Sinclair Corporation Common Stock,nasdaq
DIOD,Q,Diodes Incorporated - Common Stock,nasdaq
DIS,N,Walt Disney Company (The) Common Stock,nasdaq
DIT,A,AMCON Distributing Company Common Stock,nasdaq
DJCO,Q,Daily Journal Corp. (S.C.) - Common Stock,nasdaq
DJP,P,iPath Bloomberg Commodity Index Total Return ETN,nasdaq
DJT,Q,Trump Media & Technology Group Corp. - Common Stock,nasdaq
DK,N,"Delek US Holdings, Inc. Common Stock",nasdaq
DKI,Q,DarkIris Inc. - Class A Ordinary Shares,nasdaq
DKNG,Q,DraftKings Inc. - Class A Common Stock,nasdaq
DKS,N,Dick's Sporting Goods Inc Common Stock,nasdaq
DLB,N,Dolby Laboratories Common Stock,nasdaq
DLHC,Q,DLH Holdings Corp. - Common Stock,nasdaq
DLO,Q,DLocal Limited - Class A Common Shares,nasdaq
DLPN,Q,"Dolphin Entertainment, Inc. - Common Stock",nasdaq
DLR,N,"Digital Realty Trust, Inc. Common Stock",nasdaq
DLTH,Q,Duluth Holdings Inc. - Class B Common Stock,nasdaq
DLTR,Q,"Dollar Tree, Inc. - Common Stock",nasdaq
DLX,N,Deluxe Corporation Common Stock,nasdaq
DLXY,Q,Delixy Holdings Limited - Class A Ordinary Shares,nasdaq
DLY,N,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,nasdaq
DMA,N,Destra Multi-Alternative Fund Common Stock,nasdaq
DMAA,Q,Drugs Made In America Acquisition Corp. - Ordinary Shares,nasdaq
DMAAR,Q,Drugs Made In America Acquisition Corp. - Rights,nasdaq
DMAC,Q,DiaMedica Therapeutics Inc. - Common Stock,nasdaq
DMB,N,"BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock",nasdaq
DMC,N,Del Monte Corporation Ordinary Shares,nasdaq
DMII,Q,Drugs Made In America Acquisition II Corp. - Ordinary Shares,nasdaq
DMIIR,Q,Drugs Made In America Acquisition II Corp. - Right,nasdaq
DMO,N,Western Asset Mortgage Opportunity Fund Inc. Common Stock,nasdaq
DMRA,Q,"Damora Therapeutics, Inc. - Ordinary Shares",nasdaq
DMRC,Q,Digimarc Corporation - Common Stock,nasdaq
DNA,N,"Ginkgo Bioworks Holdings, Inc. Class A Common Stock",nasdaq
DNLI,Q,Denali Therapeutics Inc. - Common Stock,nasdaq
DNMX,Q,Dynamix Corporation III - Class A Ordinary Shares,nasdaq
DNN,A,Denison Mines Corp Ordinary Shares (Canada),nasdaq
DNOW,N,DNOW Inc. Common Stock,nasdaq
DNP,N,"DNP Select Income Fund, Inc. Common Stock",nasdaq
DNTH,Q,"Dianthus Therapeutics, Inc. - Common Stock",nasdaq
DNUT,Q,"Krispy Kreme, Inc. - Common Stock",nasdaq
DOC,N,"Healthpeak Properties, Inc. Common Stock",nasdaq
DOCN,N,"DigitalOcean Holdings, Inc. Common Stock",nasdaq
DOCS,N,"Doximity, Inc. Class A Common Stock",nasdaq
DOCU,Q,"DocuSign, Inc. - Common Stock",nasdaq
DOGZ,Q,Dogness (International) Corporation - Class A Common Stock,nasdaq
DOLE,N,Dole plc Ordinary Shares,nasdaq
DOMH,Q,Dominari Holdings Inc. - Common Stock,nasdaq
DOMO,Q,"Domo, Inc. - Class B Common Stock",nasdaq
DOO,Q,BRP Inc. - Common Subordinate Voting Shares,nasdaq
DORM,Q,"Dorman Products, Inc. - Common Stock",nasdaq
DOUG,N,Douglas Elliman Inc. Common Stock,nasdaq
DOV,N,Dover Corporation Common Stock,nasdaq
DOW,N,Dow Inc. Common Stock ,nasdaq
DOX,Q,Amdocs Limited - Ordinary Shares,nasdaq
DOYU,Q,DouYu International Holdings Limited - American Depositary Shares,nasdaq
DPC,N,DPC Holdings PLC Ordinary Shares,nasdaq
DPG,N,Duff & Phelps Utility and Infrastructure Fund Inc.,nasdaq
DPRO,Q,Draganfly Inc. - Common Shares,nasdaq
DPU,Q,Top KingWin Ltd - Class A Ordinary Shares,nasdaq
DPZ,Q,Domino's Pizza Inc - Common Stock,nasdaq
DQ,N,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",nasdaq
DRCT,Q,"Direct Digital Holdings, Inc. - Class A Common Stock",nasdaq
DRD,N,DRDGOLD Limited American Depositary Shares,nasdaq
DRDB,Q,Roman DBDR Acquisition Corp. II - Ordinary shares,nasdaq
DRH,Q,Diamondrock Hospitality Company - Common Stock,nasdaq
DRI,N,"Darden Restaurants, Inc. Common Stock",nasdaq
DRIO,Q,DarioHealth Corp. - Common Stock,nasdaq
DRMA,Q,"Dermata Therapeutics, Inc. - Common Stock",nasdaq
DRS,Q,"Leonardo DRS, Inc. - Common Stock",nasdaq
DRTS,Q,Alpha Tau Medical Ltd. - Ordinary Shares,nasdaq
DRUG,Q,Bright Minds Biosciences Inc. - common stock,nasdaq
DRVN,Q,Driven Brands Holdings Inc. - Common Stock,nasdaq
DSAC,Q,Daedalus Special Acquisition Corp. - Class A Ordinary Shares,nasdaq
DSC,Q,DSC Holdings Ltd. - American Depositary Shares,nasdaq
DSGN,Q,"Design Therapeutics, Inc. - Common Stock",nasdaq
DSGR,Q,"Distribution Solutions Group, Inc. - Common Stock",nasdaq
DSGX,Q,The Descartes Systems Group Inc. - Common Stock,nasdaq
DSL,N,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,nasdaq
DSM,N,"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",nasdaq
DSP,Q,Viant Technology Inc. - common stock,nasdaq
DSS,A,"DSS, Inc. Common Stock",nasdaq
DSU,N,"Blackrock Debt Strategies Fund, Inc. Common Stock",nasdaq
DSWL,Q,"Deswell Industries, Inc. - Common Shares",nasdaq
DSX,N,Diana Shipping inc. common stock,nasdaq
DSY,Q,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,nasdaq
DT,N,"Dynatrace, Inc. Common Stock",nasdaq
DTB,N,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,nasdaq
DTCX,Q,"Datacentrex, Inc. - Common Stock",nasdaq
DTE,N,DTE Energy Company Common Stock,nasdaq
DTF,N,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,nasdaq
DTG,N,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,nasdaq
DTI,Q,Drilling Tools International Corporation  - Common Stock,nasdaq
DTIL,Q,"Precision BioSciences, Inc. - Common Stock",nasdaq
DTK,N,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,nasdaq
DTM,N,"DT Midstream, Inc. Common Stock ",nasdaq
DTSQ,Q,DT Cloud Star Acquisition Corporation - Ordinary Shares,nasdaq
DTSQR,Q,DT Cloud Star Acquisition Corporation - Right,nasdaq
DTSS,Q,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,nasdaq
DTST,Q,Data Storage Corporation - Common Stock,nasdaq
DTW,N,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,nasdaq
DUK,N,Duke Energy Corporation (Holding Company) Common Stock,nasdaq
DUKB,N,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,nasdaq
DUKR,Q,DUKE Robotics Corp. - Common Stock,nasdaq
DUO,Q,Fangdd Network Group Ltd. - Class A Ordinary Shares,nasdaq
DUOL,Q,"Duolingo, Inc. - Class A Common Stock",nasdaq
DUOT,Q,"Duos Technologies Group, Inc. - Common Stock",nasdaq
DV,N,"DoubleVerify Holdings, Inc. Common Stock",nasdaq
DVA,N,DaVita Inc. Common Stock,nasdaq
DVLT,Q,Datavault AI Inc. - Common Stock,nasdaq
DVN,N,Devon Energy Corporation Common Stock,nasdaq
DWSN,Q,Dawson Geophysical Company - Common Stock,nasdaq
DWTX,Q,"Dogwood Therapeutics, Inc.  - Common Stock",nasdaq
DX,N,"Dynex Capital, Inc. Common Stock",nasdaq
DXC,N,DXC Technology Company Common Stock ,nasdaq
DXCM,Q,"DexCom, Inc. - Common Stock",nasdaq
DXF,A,"Eason Technology Limited American Depositary Shares (each representing sixty-thousand (60,000) Ordinary Shares)",nasdaq
DXLG,Q,"Destination XL Group, Inc. - Common Stock",nasdaq
DXPE,Q,"DXP Enterprises, Inc. - Common Stock",nasdaq
DXR,Q,Daxor Corporation - Closed End Fund,nasdaq
DXST,Q,Decent Holding Inc. - Class A Ordinary Shares,nasdaq
DXYZ,N,Destiny Tech100 Inc. Common Stock,nasdaq
DY,N,"Dycom Industries, Inc. Common Stock",nasdaq
DYAI,Q,"Dyadic International, Inc. - Common Stock",nasdaq
DYN,Q,"Dyne Therapeutics, Inc. - Common Stock",nasdaq
DYNC,Q,Dynamix Corporation - Class A Ordinary Share,nasdaq
DYOR,Q,Insight Digital Partners II - Class A Ordinary Shares,nasdaq
DZZ,P,"DB Gold Double Short ETN due February 15, 2038",nasdaq
E,N,ENI S.p.A. Common Stock,nasdaq
EA,Q,Electronic Arts Inc. - Common Stock,nasdaq
EAD,A,Allspring Income Opportunities Fund Common Shares,nasdaq
EAF,N,GrafTech International Ltd. Common Stock,nasdaq
EAI,N,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",nasdaq
EARN,N,Ellington Credit Company Common Shares of Beneficial Interest,nasdaq
EAT,N,"Brinker International, Inc. Common Stock",nasdaq
EBAY,Q,eBay Inc. - Common Stock,nasdaq
EBC,Q,"Eastern Bankshares, Inc. - Common Stock",nasdaq
EBF,N,"Ennis, Inc. Common Stock",nasdaq
EBMT,Q,"Eagle Bancorp Montana, Inc. - Common Stock",nasdaq
EBON,Q,Ebang International Holdings Inc. - Class A Ordinary Shares,nasdaq
EBS,N,Emergent BioSolutions Inc. Common Stock,nasdaq
EC,N,Ecopetrol S.A. American Depositary Shares,nasdaq
ECAT,N,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,nasdaq
ECBK,Q,"ECB Bancorp, Inc. - Common Stock",nasdaq
ECC,N,Eagle Point Credit Company Common Share of Beneficial Interest,nasdaq
ECCU,N,Eagle Point Credit Company 7.75% Notes due 2030,nasdaq
ECCV,N,Eagle Point Credit Company 5.375% Notes due 2029,nasdaq
ECF,A,Ellsworth Growth and Income Fund Ltd.,nasdaq
ECG,N,"Everus Construction Group, Inc. Common Stock",nasdaq
ECHO,Q,EchoStar Corporation - Common stock,nasdaq
ECL,N,Ecolab Inc. Common Stock,nasdaq
ECO,N,Okeanis Eco Tankers Corp. Common Stock,nasdaq
ECOR,Q,"electroCore, Inc. - Common Stock",nasdaq
ECPG,Q,Encore Capital Group Inc - Common Stock,nasdaq
ECVT,N,Ecovyst Inc. Common Stock,nasdaq
ECX,Q,ECARX Holdings Inc. - Class A Ordinary shares,nasdaq
ED,N,"Consolidated Edison, Inc. Common Stock",nasdaq
EDBL,Q,Edible Garden AG Incorporated - Common Stock,nasdaq
EDD,N,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. Common Stock",nasdaq
EDF,N,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,nasdaq
EDHL,Q,Everbright Digital Holding Limited - Ordinary Shares,nasdaq
EDIT,Q,"Editas Medicine, Inc. - Common Stock",nasdaq
EDN,N,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,nasdaq
EDRY,Q,EuroDry Ltd. - Common Shares,nasdaq
EDSA,Q,"Edesa Biotech, Inc. - Common Shares",nasdaq
EDTK,Q,Skillful Craftsman Education Technology Limited - Ordinary Share,nasdaq
EDU,N,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",nasdaq
EDUC,Q,Educational Development Corporation - Common Stock,nasdaq
EE,N,"Excelerate Energy, Inc. Class A Common Stock",nasdaq
EEA,N,"The European Equity Fund, Inc. Common Stock",nasdaq
EEFT,Q,"Euronet Worldwide, Inc. - Common Stock",nasdaq
EEIQ,Q,EpicQuest Education Group International Limited - Common Stock,nasdaq
EFC,N,Ellington Financial Inc. Common Stock ,nasdaq
EFOI,Q,"Energy Focus, Inc. - Common Stock",nasdaq
EFOR,N,"Everforth, Inc. Common Stock",nasdaq
EFR,N,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,nasdaq
EFSC,Q,Enterprise Financial Services Corporation - Common Stock,nasdaq
EFSI,Q,Eagle Financial Services Inc - Common Stock,nasdaq
EFT,N,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,nasdaq
EFTY,Q,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",nasdaq
EFX,N,"Equifax, Inc. Common Stock",nasdaq
EFXT,N,Enerflex Ltd Common Shares,nasdaq
EG,N,"Everest Group, Ltd. Common Stock",nasdaq
EGAN,Q,eGain Corporation - Common Stock,nasdaq
EGBN,Q,"Eagle Bancorp, Inc. - Common Stock",nasdaq
EGG,A,Enigmatig Limited Class A Ordinary Shares,nasdaq
EGHA,Q,EGH Acquisition Corp. - Class A ordinary shares,nasdaq
EGHAR,Q,EGH Acquisition Corp. - rights,nasdaq
EGHT,Q,8x8 Inc - Common stock,nasdaq
EGO,N,Eldorado Gold Corporation Ordinary Shares,nasdaq
EGP,N,"EastGroup Properties, Inc. Common Stock",nasdaq
EGY,N,"VAALCO Energy, Inc.  Common Stock",nasdaq
EH,Q,EHang Holdings Limited - ADS,nasdaq
EHC,N,Encompass Health Corporation Common Stock,nasdaq
EHGO,Q,Eshallgo Inc. - Class A Ordinary Shares,nasdaq
EHI,N,Western Asset Global High Income Fund Inc Common Stock,nasdaq
EHLD,Q,Euroholdings Ltd. - Common Stock,nasdaq
EHTH,Q,"eHealth, Inc. - Common Stock",nasdaq
EIC,N,Eagle Point Income Company Inc. Common Stock,nasdaq
EIG,N,Employers Holdings Inc Common Stock,nasdaq
EIKN,Q,"Eikon Therapeutics, Inc. - Common Stock",nasdaq
EIM,A,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",nasdaq
EIX,N,Edison International Common Stock,nasdaq
EJH,Q,E-Home Household Service Holdings Limited - Ordinary shares,nasdaq
EL,N,"Estee Lauder Companies, Inc. (The) Common Stock",nasdaq
ELA,A,Envela Corporation Common Stock,nasdaq
ELAB,Q,PMGC Holdings Inc. - Common Stock,nasdaq
ELAN,N,Elanco Animal Health Incorporated Common Stock,nasdaq
ELBM,Q,Electra Battery Materials Corporation - Common Stock,nasdaq
ELC,N,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",nasdaq
ELDN,Q,"Eledon Pharmaceuticals, Inc. - Common Stock",nasdaq
ELE,Q,Elemental Royalty Corporation - Common Stock,nasdaq
ELF,N,"e.l.f. Beauty, Inc. Common Stock",nasdaq
ELLA,N,Ellington Credit Company 8.50% Notes due 2031,nasdaq
ELLO,A,Ellomay Capital Ltd Ordinary Shares (Israel),nasdaq
ELMD,A,"Electromed, Inc. Common Stock",nasdaq
ELME,N,Elme Communities Common Stock,nasdaq
ELMT,Q,The Elmet Group Co. - Common Stock,nasdaq
ELOG,Q,Eastern International Ltd. - Ordinary Shares,nasdaq
ELOX,Q,"Eloxx Pharmaceuticals, Inc. - Common Stock",nasdaq
ELPC,N,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),nasdaq
ELPW,Q,Elong Power Holding Limited - Class A Ordinary Shares,nasdaq
ELS,N,"Equity Lifestyle Properties, Inc. Common Stock",nasdaq
ELSE,Q,"Electro-Sensors, Inc. - Common Stock",nasdaq
ELTK,Q,Eltek Ltd. - Ordinary Shares,nasdaq
ELTX,Q,"Elicio Therapeutics, Inc. - Common Stock",nasdaq
ELUT,Q,"Elutia, Inc. - Class A Common Stock",nasdaq
ELV,N,"Elevance Health, Inc. Common Stock",nasdaq
ELVA,Q,Electrovaya Inc. - Common Shares,nasdaq
ELVN,Q,"Enliven Therapeutics, Inc.  - Common Stock",nasdaq
ELVR,Q,Elevra Lithium Limited - American Depository Shares,nasdaq
ELWT,Q,"Elauwit Connection, Inc. - Common Stock",nasdaq
EMA,N,Emera Incorporated Common Shares,nasdaq
EMAT,Q,Evolution Metals & Technologies Corp. - Common Stock,nasdaq
EMBC,Q,Embecta Corp. - Common Stock,nasdaq
EMBJ,N,Embraer S.A. Common Stock,nasdaq
EMD,N,Western Asset Emerging Markets Debt Fund Inc Common Stock,nasdaq
EME,N,"EMCOR Group, Inc. Common Stock",nasdaq
EMF,N,Templeton Emerging Markets Fund Common Stock,nasdaq
EMIS,Q,Emmis Acquisition Corp. - Class A Ordinary Share,nasdaq
EMISR,Q,Emmis Acquisition Corp. - Rights,nasdaq
EML,Q,Eastern Company (The) - Common Stock,nasdaq
EMN,N,Eastman Chemical Company Common Stock,nasdaq
EMO,N,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,nasdaq
EMP,N,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",nasdaq
EMPD,Q,Empery Digital Inc. - Common stock,nasdaq
EMPG,Q,Empro Group Inc. - Ordinary shares,nasdaq
EMR,N,Emerson Electric Company Common Stock,nasdaq
EMTL,Z,SSGA Active Trust,deleted
ENB,N,Enbridge Inc Common Stock,nasdaq
ENGN,Q,enGene Therapeutics Inc. - Common Stock,nasdaq
ENGS,Q,Energys Group Limited - Ordinary Shares,nasdaq
ENHA,N,Enhanced Group Inc. Class A Common Stock,nasdaq
ENIC,N,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),nasdaq
ENJ,N,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",nasdaq
ENLT,Q,Enlight Renewable Energy Ltd. - Ordinary Shares,nasdaq
ENLV,Q,Enlivex Ltd. - Ordinary Shares,nasdaq
ENO,N,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",nasdaq
ENOV,N,Enovis Corporation Common Stock,nasdaq
ENPH,Q,"Enphase Energy, Inc. - Common Stock",nasdaq
ENR,N,"Energizer Holdings, Inc. Common Stock",nasdaq
ENRD,Q,Einride AB - American Depositary Shares,nasdaq
ENS,N,EnerSys Common Stock,nasdaq
ENSC,Q,"Ensysce Biosciences, Inc. - Common Stock",nasdaq
ENSG,Q,"The Ensign Group, Inc. - Common Stock",nasdaq
ENTA,Q,"Enanta Pharmaceuticals, Inc. - Common Stock",nasdaq
ENTG,Q,"Entegris, Inc. - Common Stock",nasdaq
ENTX,Q,Entera Bio Ltd. - Ordinary Shares,nasdaq
ENVA,N,"Enova International, Inc. Common Stock",nasdaq
ENVB,Q,"Enveric Biosciences, Inc.  - Common Stock",nasdaq
ENVX,Q,Enovix Corporation - Common Stock,nasdaq
EOD,N,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,nasdaq
EOG,N,"EOG Resources, Inc. Common Stock",nasdaq
EOI,N,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,nasdaq
EOLS,Q,"Evolus, Inc. - Common Stock",nasdaq
EONR,A,EON Resources Inc. Class A Common Stock,nasdaq
EOS,N,Eaton Vance Enhance Equity Income Fund II Common Stock,nasdaq
EOSE,Q,"Eos Energy Enterprises, Inc. - Common Stock",nasdaq
EOT,N,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,nasdaq
EP,A,Empire Petroleum Corporation Common Stock,nasdaq
EPAC,N,Enerpac Tool Group Corp. Common Stock,nasdaq
EPAM,N,"EPAM Systems, Inc. Common Stock",nasdaq
EPC,N,Edgewell Personal Care Company Common Stock,nasdaq
EPD,N,Enterprise Products Partners L.P. Common Stock,nasdaq
EPM,A,"Evolution Petroleum Corporation, Inc. Common Stock",nasdaq
EPOW,Q,E-Power Inc. - Class A Ordinary Shares,nasdaq
EPR,N,EPR Properties Common Stock,nasdaq
EPR$E,N,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,nasdaq
EPRT,N,"Essential Properties Realty Trust, Inc. Common Stock",nasdaq
EPRX,Q,Eupraxia Pharmaceuticals Inc. - Common Stock,nasdaq
EPSM,Q,Epsium Enterprise Limited - Class A Ordinary Shares,nasdaq
EPSN,Q,Epsilon Energy Ltd. - Common Shares,nasdaq
EQ,Q,"Equillium, Inc. - Common Stock",nasdaq
EQBK,N,"Equity Bancshares, Inc. Class A Common Stock",nasdaq
EQH,N,"Equitable Holdings, Inc. Common Stock",nasdaq
EQH$A,N,"Equitable Holdings, Inc. Depositary Shares",nasdaq
EQIX,Q,"Equinix, Inc. - Common Stock",nasdaq
EQNR,N,Equinor ASA,nasdaq
EQPT,Q,EquipmentShare.com Inc - Class A Common Stock,nasdaq
EQR,N,Equity Residential Common Shares of Beneficial Interest,nasdaq
EQS,N,"Equus Total Return, Inc. Common Stock",nasdaq
EQT,N,EQT Corporation Common Stock,nasdaq
EQX,A,Equinox Gold Corp. Common Shares,nasdaq
ERAS,Q,"Erasca, Inc. - Common Stock",nasdaq
ERC,A,Allspring Multi-Sector Income Fund Common Stock,nasdaq
ERH,A,Allspring Utilities and High Income Fund Common Shares,nasdaq
ERIC,Q,Ericsson - American Depositary Shares each representing 1 underlying Class B share,nasdaq
ERIE,Q,Erie Indemnity Company - Class A Common Stock,nasdaq
ERII,Q,"Energy Recovery, Inc. - Common Stock",nasdaq
ERNA,Q,Ernexa Therapeutics Inc. - Common Stock,nasdaq
ERO,N,Ero Copper Corp. Common Shares,nasdaq
EROC,N,"ERock, Inc. Class A Common Stock",nasdaq
EROK,N,"EagleRock Land, LLC Class A shares representing limited liability company interests",nasdaq
ES,N,Eversource Energy (D/B/A) Common Stock,nasdaq
ESAB,N,ESAB Corporation Common Stock,nasdaq
ESCA,Q,"Escalade, Incorporated - Common Stock",nasdaq
ESE,N,ESCO Technologies Inc. Common Stock,nasdaq
ESEA,Q,Euroseas Ltd. - Common Stock,nasdaq
ESI,N,Element Solutions Inc. Common Stock,nasdaq
ESLA,Q,"Estrella Immunopharma, Inc. - Common Stock",nasdaq
ESLT,Q,Elbit Systems Ltd. - Ordinary Shares,nasdaq
ESNT,N,Essent Group Ltd. Common Shares,nasdaq
ESOA,Q,Energy Services of America Corporation - Common Stock,nasdaq
ESP,A,Espey Mfg. & Electronics Corp. Common Stock,nasdaq
ESQ,Q,"Esquire Financial Holdings, Inc. - Common Stock",nasdaq
ESRT,N,"Empire State Realty Trust, Inc. Class A Common Stock",nasdaq
ESS,N,"Essex Property Trust, Inc. Common Stock",nasdaq
ESTA,Q,Establishment Labs Holdings Inc. - Common Shares,nasdaq
ESTC,N,Elastic N.V. Ordinary Shares,nasdaq
ETB,N,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,nasdaq
ETD,N,Ethan Allen Interiors Inc. Common Stock,nasdaq
ETG,N,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,nasdaq
ETJ,N,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,nasdaq
ETN,N,"Eaton Corporation, PLC Ordinary Shares",nasdaq
ETO,N,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,nasdaq
ETON,Q,"Eton Pharmaceuticals, Inc. - Common Stock",nasdaq
ETOR,Q,eToro Group Ltd. - Class A Common Shares,nasdaq
ETR,N,Entergy Corporation Common Stock,nasdaq
ETS,Q,Elite Express Holding Inc. - Class A Common Stock,nasdaq
ETSS,N,Energy Transition Special Opportunities Class A Ordinary Shares,nasdaq
ETSY,N,"Etsy, Inc. Common Stock",nasdaq
ETV,N,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,nasdaq
ETW,N,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,nasdaq
ETX,N,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,nasdaq
ETY,N,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",nasdaq
EU,Q,enCore Energy Corp. - Common Stock,nasdaq
EUDA,Q,Euda Health Holdings Limited - Ordinary Shares,nasdaq
EURK,Q,Eureka Acquisition Corp - Class A Ordinary Share,nasdaq
EURKR,Q,Eureka Acquisition Corp - Right,nasdaq
EVAC,N,EQV Ventures Acquisition Corp. II Class A Ordinary Shares,nasdaq
EVAX,Q,Evaxion A/S - American Depositary Share,nasdaq
EVC,N,Entravision Communications Corporation Common Stock,nasdaq
EVCM,Q,EverCommerce Inc. - Common Stock,nasdaq
EVER,Q,"EverQuote, Inc. - Class A Common Stock",nasdaq
EVEX,N,"Eve Holding, Inc. Common Stock",nasdaq
EVF,N,Eaton Vance Senior Income Trust Common Stock,nasdaq
EVG,N,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,nasdaq
EVGN,Q,Evogene Ltd. - Ordinary Shares,nasdaq
EVGO,Q,EVgo Inc. - Common Stock,nasdaq
EVH,N,"Evolent Health, Inc Class A Common Stock",nasdaq
EVI,A,"EVI Industries, Inc.  Common Stock",nasdaq
EVLV,Q,"Evolv Technologies Holdings, Inc. - Class A Common Stock",nasdaq
EVMN,N,"Evommune, Inc. Common Stock",nasdaq
EVN,N,Eaton Vance Municipal Income Trust Common Stock,nasdaq
EVO,Q,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,nasdaq
EVOX,Q,Evolution Global Acquisition Corp - Class A Ordinary Shares,nasdaq
EVR,N,Evercore Inc. Class A Common Stock,nasdaq
EVRG,Q,"Evergy, Inc. - Common Stock",nasdaq
EVT,N,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,nasdaq
EVTC,N,"Evertec, Inc. Common Stock",nasdaq
EVTL,N,Vertical Aerospace Ltd. Ordinary Shares,nasdaq
EVV,A,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,nasdaq
EW,N,Edwards Lifesciences Corporation Common Stock,nasdaq
EWBC,Q,"East West Bancorp, Inc. - Common Stock",nasdaq
EWTX,Q,"Edgewise Therapeutics, Inc. - Common Stock",nasdaq
EXC,Q,Exelon Corporation - Common Stock,nasdaq
EXE,Q,Expand Energy Corporation - Common Stock,nasdaq
EXEL,Q,"Exelixis, Inc. - Common Stock",nasdaq
EXFY,Q,"Expensify, Inc. - Class A Common Stock",nasdaq
EXG,N,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,nasdaq
EXK,N,Endeavour Silver Corporation Ordinary Shares (Canada),nasdaq
EXLS,Q,"ExlService Holdings, Inc. - Common Stock",nasdaq
EXOD,A,"Exodus Movement, Inc. Class A Common Stock",nasdaq
EXOZ,Q,eXoZymes Inc. - Common Stock,nasdaq
EXP,N,Eagle Materials Inc Common Stock,nasdaq
EXPD,N,"Expeditors International of Washington, Inc. Common Stock",nasdaq
EXPE,Q,"Expedia Group, Inc. - Common Stock",nasdaq
EXPO,Q,"Exponent, Inc. - Common Stock",nasdaq
EXR,N,Extra Space Storage Inc Common Stock,nasdaq
EXTR,Q,"Extreme Networks, Inc. - Common Stock",nasdaq
EXYN,Q,"Exyn Technologies, Inc. - Common Stock",nasdaq
EYE,Q,"National Vision Holdings, Inc. - Common Stock",nasdaq
EYPT,Q,"EyePoint, Inc. - Common Stock",nasdaq
EZGO,Q,EZGO Technologies Ltd. - Ordinary Shares,nasdaq
EZPW,Q,"EZCORP, Inc. - Class A Non-Voting Common Stock",nasdaq
EZRA,Q,"Reliance Global Group, Inc. - Common Stock",nasdaq
F,N,Ford Motor Company Common Stock,nasdaq
F$B,N,"Ford Motor Company 6.20% Notes due June 1, 2059",nasdaq
