fact_unit,2014-11-14,2015-03-03,2015-05-08,2015-08-07,2015-11-06,2016-02-26,2016-05-09,2016-08-05,2016-11-04,2017-02-24,2017-05-04,2017-08-03,2017-11-03,2018-02-22,2018-05-09,2018-08-06,2018-11-07,2019-02-21,2019-05-08,2019-08-06,2019-11-06,2020-02-24,2020-05-07,2020-08-06,2020-11-04,2021-02-23,2021-05-05,2021-08-03,2021-11-03,2022-02-23,2022-05-04,2022-08-03,2022-11-04,2023-02-17,2023-05-10,2023-08-08,2023-11-06,2024-02-16,2024-05-06,2024-08-06,2024-11-04,2025-02-13,2025-05-01,2025-08-04,2025-11-03
NoninterestBearingDepositLiabilities / USD,24931000000.0,24931000000.0,26086000000.0,26086000000.0,26086000000.0,26086000000.0,27649000000.0,27649000000.0,27649000000.0,27649000000.0,28472000000.0,28472000000.0,28472000000.0,28472000000.0,29279000000.0,29279000000.0,29279000000.0,29279000000.0,29458000000.0,29458000000.0,29458000000.0,29458000000.0,29233000000.0,29233000000.0,29233000000.0,29233000000.0,43831000000.0,43831000000.0,43831000000.0,43831000000.0,49443000000.0,49443000000.0,49443000000.0,49443000000.0,49283000000.0,49283000000.0,49283000000.0,49283000000.0,37107000000.0,37107000000.0,37107000000.0,37107000000.0,36920000000.0,36920000000.0,36920000000.0
NoninterestExpense / USD,6861000000.0,3457000000.0,810000000.0,1758000000.0,2568000000.0,7679000000.0,810000000.0,1651000000.0,2449000000.0,3392000000.0,811000000.0,1638000000.0,2505000000.0,3259000000.0,854000000.0,1718000000.0,2576000000.0,3352000000.0,883000000.0,1758000000.0,2668000000.0,3474000000.0,937000000.0,1888000000.0,2861000000.0,3619000000.0,1012000000.0,1991000000.0,2979000000.0,3847000000.0,1018000000.0,2009000000.0,3020000000.0,3991000000.0,1106000000.0,2411000000.0,3652000000.0,4081000000.0,1296000000.0,2602000000.0,3895000000.0,4892000000.0,1358000000.0,2659000000.0,3918000000.0
NoninterestIncome / USD,1253000000.0,1667000000.0,358000000.0,998000000.0,1339000000.0,1632000000.0,347000000.0,707000000.0,1060000000.0,1678000000.0,330000000.0,685000000.0,1120000000.0,1422000000.0,379000000.0,749000000.0,1130000000.0,1497000000.0,371000000.0,759000000.0,1175000000.0,1534000000.0,428000000.0,890000000.0,1383000000.0,1596000000.0,497000000.0,1087000000.0,1741000000.0,1877000000.0,542000000.0,1027000000.0,1541000000.0,2319000000.0,498000000.0,992000000.0,1504000000.0,2135000000.0,485000000.0,991000000.0,1483000000.0,2009000000.0,517000000.0,1070000000.0,1602000000.0
NoninterestIncomeOther / USD,,,,,,,,,,,21000000.0,43000000.0,133000000.0,106000000.0,25000000.0,31000000.0,50000000.0,159000000.0,18000000.0,34000000.0,52000000.0,91000000.0,26000000.0,54000000.0,75000000.0,67000000.0,10000000.0,18000000.0,55000000.0,89000000.0,15000000.0,31000000.0,57000000.0,67000000.0,24000000.0,12000000.0,46000000.0,89000000.0,17000000.0,40000000.0,58000000.0,82000000.0,17000000.0,27000000.0,51000000.0
NoninterestIncomeOtherOperatingIncome / USD,90000000.0,115000000.0,32000000.0,350000000.0,367000000.0,120000000.0,27000000.0,44000000.0,76000000.0,389000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,353000000.0,543000000.0,,176000000.0,359000000.0,541000000.0,,150000000.0,301000000.0,466000000.0
NumberOfOperatingSegments / segment,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,2.0,2.0,2.0,,,,3.0,,,,3.0,,,
NumberOfReportableSegments / segment,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0
NumberOfReportingUnits / reportingUnit,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,2.0,2.0,2.0,,,,2.0,,,,2.0,,,
OccupancyNet / USD,244000000.0,310000000.0,81000000.0,168000000.0,245000000.0,327000000.0,80000000.0,170000000.0,245000000.0,326000000.0,76000000.0,152000000.0,230000000.0,319000000.0,82000000.0,161000000.0,239000000.0,307000000.0,81000000.0,160000000.0,241000000.0,319000000.0,83000000.0,165000000.0,245000000.0,333000000.0,84000000.0,166000000.0,247000000.0,333000000.0,88000000.0,170000000.0,247000000.0,331000000.0,83000000.0,194000000.0,300000000.0,333000000.0,124000000.0,260000000.0,367000000.0,410000000.0,114000000.0,227000000.0,335000000.0
OciBeforeReclassificationsNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,,84000000.0,96000000.0,-201000000.0,-324000000.0,-397000000.0,-518000000.0,-20000000.0,285000000.0,574000000.0,612000000.0,-272000000.0,496000000.0,537000000.0,493000000.0,604000000.0,-328000000.0,-272000000.0,-392000000.0,479000000.0,-1568000000.0,-2525000000.0,-4166000000.0,,500000000.0,-244000000.0,-1070000000.0,-3985000000.0,-574000000.0,-732000000.0,259000000.0
OffBalanceSheetCreditLossLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227000000.0,227000000.0,44000000.0,176000000.0,176000000.0,176000000.0,227000000.0,257000000.0,257000000.0,257000000.0,176000000.0,220000000.0,220000000.0,220000000.0
OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93000000.0,-78000000.0,185000000.0,-18000000.0,6000000.0,39000000.0,-51000000.0,1000000.0,-2000000.0,-19000000.0,80000000.0,2000000.0,-39000000.0,-13000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,,,,40000000.0,81000000.0,123000000.0,165000000.0,,,,165000000.0,,,,165000000.0,,,,165000000.0,,,,161000000.0,,,,216000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,762000000.0,750000000.0,733000000.0,721000000.0,,,,721000000.0,,,,835000000.0,,,,800000000.0,,,,1066000000.0,,,,977000000.0,,,
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,39000000.0,80000000.0,122000000.0,164000000.0,,,,164000000.0,,,,164000000.0,,,,167000000.0,,,,163000000.0,,,,219000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,746000000.0,732000000.0,712000000.0,699000000.0,,,,699000000.0,,,,800000000.0,,,,766000000.0,,,,1019000000.0,,,,885000000.0,,,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,0.0323,0.0323,0.032,0.0315,,,,0.0315,,,,0.0248,,,,0.0234,,,,0.0274,,,,0.031,,,
OperatingLossCarryforwards / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719000000.0,,,,651000000.0,,,,581000000.0,,,
OtherAssets / USD,2078000000.0,2078000000.0,2412000000.0,2412000000.0,2384000000.0,2384000000.0,2841000000.0,2841000000.0,2841000000.0,2841000000.0,2993000000.0,2993000000.0,2993000000.0,2993000000.0,3429000000.0,3429000000.0,3429000000.0,3429000000.0,4754000000.0,4754000000.0,4754000000.0,4754000000.0,5878000000.0,5878000000.0,5878000000.0,6732000000.0,8003000000.0,8003000000.0,8003000000.0,8003000000.0,8810000000.0,8810000000.0,8810000000.0,8746000000.0,13089000000.0,13089000000.0,13089000000.0,13089000000.0,13359000000.0,13359000000.0,13359000000.0,13359000000.0,13941000000.0,13941000000.0,13941000000.0
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax / USD,0.0,-107000000.0,,,-59000000.0,110000000.0,,,,-148000000.0,,,,-3000000.0,,,,-34000000.0,,,,19000000.0,,,,-35000000.0,,,,36000000.0,,,,-27000000.0,,,,55000000.0,0.0,0.0,0.0,-37000000.0,4000000.0,4000000.0,4000000.0
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax / USD,0.0,-63000000.0,,,-35000000.0,66000000.0,,,,-92000000.0,,,,-3000000.0,,,,-20000000.0,,,,12000000.0,,,,-14000000.0,,,,12000000.0,,,,-10000000.0,,,,19000000.0,0.0,0.0,0.0,-15000000.0,1000000.0,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,,,-52000000.0,107000000.0,103000000.0,103000000.0,39000000.0,107000000.0,103000000.0,-33000000.0,96000000.0,88000000.0,88000000.0,103000000.0,-21000000.0,25000000.0,14000000.0,97000000.0,-491000000.0,-669000000.0,-1407000000.0,-49000000.0,173000000.0,-332000000.0,-580000000.0,-1340000000.0,-405000000.0,-534000000.0,-84000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,-70000000.0,143000000.0,138000000.0,138000000.0,51000000.0,143000000.0,138000000.0,-44000000.0,129000000.0,118000000.0,118000000.0,138000000.0,-28000000.0,34000000.0,19000000.0,130000000.0,-661000000.0,-905000000.0,-1901000000.0,-66000000.0,233000000.0,-447000000.0,-773000000.0,-1806000000.0,-550000000.0,-727000000.0,-114000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationTax / USD,,,,,,,,,,,,,,,,,,,-18000000.0,36000000.0,35000000.0,35000000.0,13000000.0,36000000.0,35000000.0,-11000000.0,33000000.0,30000000.0,30000000.0,35000000.0,-7000000.0,9000000.0,5000000.0,33000000.0,-170000000.0,-236000000.0,-494000000.0,-17000000.0,60000000.0,-115000000.0,-193000000.0,-466000000.0,-145000000.0,-193000000.0,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,,,-2000000.0,-30000000.0,-40000000.0,-43000000.0,-15000000.0,-30000000.0,-40000000.0,-33000000.0,3000000.0,37000000.0,79000000.0,-43000000.0,25000000.0,52000000.0,77000000.0,111000000.0,24000000.0,32000000.0,-2000000.0,101000000.0,-94000000.0,-195000000.0,-315000000.0,-85000000.0,-149000000.0,-319000000.0,-522000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax / USD,,,,,,,,,,,,,,,,,,,0.0,-9000000.0,-13000000.0,-14000000.0,-5000000.0,-9000000.0,-13000000.0,10000000.0,1000000.0,12000000.0,27000000.0,14000000.0,9000000.0,19000000.0,27000000.0,38000000.0,8000000.0,11000000.0,-1000000.0,34000000.0,-33000000.0,-68000000.0,-105000000.0,-30000000.0,-54000000.0,-116000000.0,
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,-15000000.0,,,,0.0,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,-327000000.0,216000000.0,105000000.0,290000000.0,213000000.0,-336000000.0,132000000.0,13000000.0,113000000.0,276000000.0,151000000.0,228000000.0,200000000.0,-15000000.0,-15000000.0,75000000.0,87000000.0,-281000000.0,-325000000.0,-390000000.0,-498000000.0,-7000000.0,298000000.0,603000000.0,651000000.0,-276000000.0,496000000.0,505000000.0,421000000.0,680000000.0,-351000000.0,-321000000.0,-448000000.0,351000000.0,-1593000000.0,-2553000000.0,-4158000000.0,-605000000.0,617000000.0,-3000000.0,-683000000.0,-3895000000.0,-406000000.0,-377000000.0,832000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax / USD,,40000000.0,,,,-188000000.0,,,,-192000000.0,,,,8000000.0,,,,-39000000.0,,,,48000000.0,,,,-33000000.0,,,,68000000.0,,,,-20000000.0,,,,106000000.0,,,,38000000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax / USD,71000000.0,45000000.0,14000000.0,12000000.0,13000000.0,86000000.0,4000000.0,9000000.0,9000000.0,11000000.0,5000000.0,3000000.0,1000000.0,14000000.0,2000000.0,1000000.0,2000000.0,2000000.0,5000000.0,6000000.0,8000000.0,2000000.0,5000000.0,8000000.0,10000000.0,12000000.0,0.0,2000000.0,3000000.0,15000000.0,2000000.0,5000000.0,7000000.0,3000000.0,3000000.0,4000000.0,4000000.0,8000000.0,-20000000.0,-40000000.0,-63000000.0,7000000.0,-14000000.0,-29000000.0,-42000000.0
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax / USD,,,,,,,,,,,,,1000000.0,8000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0,3000000.0,-4000000.0,0.0,1000000.0,1000000.0,-8000000.0,1000000.0,1000000.0,2000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,-7000000.0,-14000000.0,-21000000.0,2000000.0,-5000000.0,-9000000.0,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax / USD,,-38000000.0,,,,-14000000.0,,,,10000000.0,,,,15000000.0,,,,16000000.0,,,,18000000.0,,,,17000000.0,,,,19000000.0,,,,17000000.0,,,,17000000.0,,,,-14000000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax / USD,-5000000.0,-24000000.0,-1000000.0,-2000000.0,-4000000.0,-9000000.0,-2000000.0,-4000000.0,-7000000.0,-7000000.0,-2000000.0,-5000000.0,-7000000.0,-12000000.0,-3000000.0,-5000000.0,-8000000.0,-10000000.0,-3000000.0,-6000000.0,-10000000.0,-13000000.0,-3000000.0,-6000000.0,-9000000.0,-14000000.0,-3000000.0,-7000000.0,-10000000.0,-13000000.0,-4000000.0,-8000000.0,-28000000.0,-13000000.0,-2000000.0,-8000000.0,-10000000.0,-26000000.0,-3000000.0,-6000000.0,-9000000.0,-12000000.0,-5000000.0,-7000000.0,-9000000.0
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax / USD,4000000.0,14000000.0,-1000000.0,1000000.0,2000000.0,5000000.0,1000000.0,3000000.0,3000000.0,3000000.0,2000000.0,3000000.0,5000000.0,3000000.0,2000000.0,4000000.0,6000000.0,-6000000.0,-1000000.0,-2000000.0,-3000000.0,-5000000.0,-2000000.0,-3000000.0,-5000000.0,3000000.0,-1000000.0,-1000000.0,-2000000.0,6000000.0,0.0,-1000000.0,-2000000.0,-4000000.0,-1000000.0,1000000.0,-1000000.0,-7000000.0,-1000000.0,-2000000.0,-4000000.0,-2000000.0,-1000000.0,,
OtherComprehensiveIncomeLossTax / USD,,125000000.0,,,,-194000000.0,,,,154000000.0,,,,-12000000.0,,,,-168000000.0,,,,-7000000.0,,,,-96000000.0,,,,225000000.0,,,,112000000.0,,,,-199000000.0,,,,-1319000000.0,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax / USD,-184000000.0,138000000.0,71000000.0,188000000.0,127000000.0,-285000000.0,90000000.0,-20000000.0,41000000.0,198000000.0,154000000.0,218000000.0,190000000.0,-66000000.0,5000000.0,61000000.0,74000000.0,-139000000.0,-272000000.0,-332000000.0,-427000000.0,-6000000.0,246000000.0,467000000.0,509000000.0,-239000000.0,400000000.0,449000000.0,405000000.0,501000000.0,-307000000.0,-297000000.0,-406000000.0,382000000.0,-1077000000.0,-1856000000.0,-2759000000.0,-528000000.0,327000000.0,88000000.0,-490000000.0,-2608000000.0,-173000000.0,-202000000.0,339000000.0
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax / USD,-107000000.0,80000000.0,41000000.0,109000000.0,73000000.0,-165000000.0,54000000.0,-12000000.0,25000000.0,116000000.0,92000000.0,131000000.0,114000000.0,-38000000.0,3000000.0,36000000.0,44000000.0,-82000000.0,-86000000.0,-105000000.0,-139000000.0,-4000000.0,80000000.0,152000000.0,165000000.0,-79000000.0,129000000.0,145000000.0,131000000.0,165000000.0,-100000000.0,-97000000.0,-132000000.0,124000000.0,-357000000.0,-628000000.0,-933000000.0,-172000000.0,109000000.0,29000000.0,-160000000.0,-868000000.0,-56000000.0,-65000000.0,
OtherCostAndExpenseOperating / USD,384000000.0,709000000.0,146000000.0,317000000.0,439000000.0,528000000.0,133000000.0,272000000.0,405000000.0,573000000.0,115000000.0,243000000.0,387000000.0,530000000.0,124000000.0,272000000.0,405000000.0,521000000.0,120000000.0,247000000.0,378000000.0,542000000.0,110000000.0,228000000.0,355000000.0,495000000.0,111000000.0,222000000.0,317000000.0,476000000.0,91000000.0,184000000.0,308000000.0,419000000.0,110000000.0,263000000.0,428000000.0,411000000.0,169000000.0,366000000.0,542000000.0,585000000.0,203000000.0,391000000.0,555000000.0
OtherExpenses / USD,190000000.0,271000000.0,64000000.0,141000000.0,199000000.0,256000000.0,65000000.0,161000000.0,241000000.0,303000000.0,57000000.0,117000000.0,187000000.0,271000000.0,53000000.0,124000000.0,178000000.0,241000000.0,52000000.0,105000000.0,160000000.0,300000000.0,83000000.0,173000000.0,269000000.0,262000000.0,87000000.0,171000000.0,242000000.0,364000000.0,57000000.0,103000000.0,178000000.0,253000000.0,64000000.0,152000000.0,235000000.0,234000000.0,95000000.0,193000000.0,279000000.0,323000000.0,92000000.0,185000000.0,269000000.0
OtherIntangibleAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64000000.0,197000000.0,197000000.0,197000000.0,197000000.0,157000000.0,157000000.0,157000000.0,157000000.0,146000000.0,146000000.0,146000000.0
OtherLiabilities / USD,1193000000.0,1193000000.0,1606000000.0,1606000000.0,1606000000.0,1606000000.0,1490000000.0,1490000000.0,1490000000.0,1490000000.0,1447000000.0,1447000000.0,1447000000.0,1447000000.0,1660000000.0,1660000000.0,1660000000.0,1660000000.0,2019000000.0,2019000000.0,2019000000.0,2019000000.0,2912000000.0,2912000000.0,2912000000.0,2912000000.0,4166000000.0,4166000000.0,4166000000.0,4166000000.0,3425000000.0,3425000000.0,3425000000.0,3425000000.0,4520000000.0,4520000000.0,4520000000.0,4520000000.0,4746000000.0,4746000000.0,4746000000.0,4746000000.0,4870000000.0,4870000000.0,4870000000.0
OtherLiabilitiesFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000.0,101000000.0,101000000.0,101000000.0
OtherNoninterestExpense / USD,384000000.0,709000000.0,146000000.0,317000000.0,439000000.0,528000000.0,133000000.0,272000000.0,405000000.0,573000000.0,115000000.0,243000000.0,387000000.0,530000000.0,124000000.0,272000000.0,405000000.0,521000000.0,120000000.0,247000000.0,378000000.0,542000000.0,110000000.0,228000000.0,355000000.0,495000000.0,111000000.0,222000000.0,317000000.0,476000000.0,91000000.0,184000000.0,308000000.0,419000000.0,110000000.0,263000000.0,428000000.0,411000000.0,169000000.0,366000000.0,542000000.0,585000000.0,203000000.0,391000000.0,555000000.0
OtherShortTermBorrowings / USD,2251000000.0,2251000000.0,6253000000.0,6253000000.0,6253000000.0,6253000000.0,2630000000.0,2630000000.0,2630000000.0,2630000000.0,3211000000.0,3211000000.0,3211000000.0,3211000000.0,1856000000.0,1856000000.0,1856000000.0,1856000000.0,161000000.0,161000000.0,161000000.0,161000000.0,9000000.0,9000000.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
PaymentsForProceedsFromLoansAndLeases / USD,-1289000000.0,1432000000.0,1486000000.0,2171000000.0,4120000000.0,341000000.0,1183000000.0,3573000000.0,4315000000.0,6900000000.0,2401000000.0,5045000000.0,6724000000.0,6019000000.0,769000000.0,1785000000.0,3549000000.0,9074000000.0,1020000000.0,2992000000.0,4278000000.0,3634000000.0,1047000000.0,806000000.0,1534000000.0,6445000000.0,7630000000.0,7014000000.0,5303000000.0,3824000000.0,-1194000000.0,-939000000.0,-776000000.0,4794000000.0,2196000000.0,6615000000.0,6937000000.0,3177000000.0,-696000000.0,-2659000000.0,-3790000000.0,7927000000.0,-2873000000.0,-3831000000.0,-3860000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,53000000.0,111000000.0,172000000.0,419000000.0,175000000.0,-87000000.0,-124000000.0,106000000.0,47000000.0,115000000.0,197000000.0,65000000.0,83000000.0,727000000.0,732000000.0,316000000.0,227000000.0,5000000.0,181000000.0,771000000.0,-23000000.0,-38000000.0,29000000.0
PaymentsForProceedsFromProductiveAssets / USD,,,,,,,,,,,,,,,,,,,,,,,-15000000.0,10000000.0,47000000.0,232000000.0,16000000.0,53000000.0,-1000000.0,95000000.0,10000000.0,32000000.0,59000000.0,118000000.0,51000000.0,56000000.0,141000000.0,124000000.0,52000000.0,91000000.0,124000000.0,126000000.0,10000000.0,40000000.0,74000000.0
PaymentsForRepurchaseOfCommonStock / USD,,0.0,21000000.0,0.0,0.0,0.0,,250000000.0,500000000.0,334000000.0,0.0,0.0,250000000.0,500000000.0,130000000.0,260000000.0,485000000.0,430000000.0,175000000.0,325000000.0,725000000.0,820000000.0,200000000.0,320000000.0,820000000.0,1025000000.0,270000000.0,270000000.0,270000000.0,1220000000.0,95000000.0,95000000.0,95000000.0,270000000.0,0.0,2000000.0,2000000.0,295000000.0,400000000.0,656000000.0,906000000.0,153000000.0,300000000.0,500000000.0,825000000.0
PaymentsForRepurchaseOfRedeemablePreferredStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,250000000.0,0.0,,,,250000000.0,,,0.0,0.0,,,300000000.0
PaymentsOfDividendsCommonStock / USD,,,,,0.0,1200000000.0,,,,806000000.0,,,,214000000.0,,,,241000000.0,,,,322000000.0,149000000.0,297000000.0,459000000.0,471000000.0,168000000.0,336000000.0,504000000.0,617000000.0,167000000.0,335000000.0,502000000.0,672000000.0,165000000.0,360000000.0,569000000.0,670000000.0,205000000.0,410000000.0,609000000.0,779000000.0,197000000.0,391000000.0,581000000.0
PaymentsOfDividendsPreferredStockAndPreferenceStock / USD,,,,,0.0,0.0,,0.0,7000000.0,0.0,,7000000.0,7000000.0,7000000.0,,7000000.0,7000000.0,14000000.0,0.0,7000000.0,7000000.0,14000000.0,15000000.0,30000000.0,48000000.0,14000000.0,23000000.0,45000000.0,73000000.0,65000000.0,32000000.0,55000000.0,88000000.0,98000000.0,33000000.0,56000000.0,90000000.0,113000000.0,33000000.0,57000000.0,89000000.0,113000000.0,31000000.0,61000000.0,96000000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,,,,,,,,,,,,,,,1705000000.0,2282000000.0,4088000000.0,7664000000.0,1099000000.0,2343000000.0,3084000000.0,5394000000.0,2047000000.0,3502000000.0,4633000000.0,4270000000.0,2102000000.0,3308000000.0,5547000000.0,8422000000.0,4256000000.0,6413000000.0,8669000000.0,9271000000.0,2656000000.0,8638000000.0,9772000000.0,12406000000.0,1223000000.0,3206000000.0,5576000000.0,10776000000.0,3057000000.0,4487000000.0,6497000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,533000000.0,0.0,129000000.0,129000000.0,129000000.0,533000000.0,3000000.0,3000000.0,3000000.0,129000000.0,0.0,0.0,14000000.0,3000000.0,143000000.0,234000000.0,235000000.0,165000000.0,,,,255000000.0,,,
PaymentsToAcquireFinanceReceivables / USD,,,,,,,,,,,,,,2458000000.0,448000000.0,,,,,,,,,,,,,,,1592000000.0,478000000.0,1005000000.0,1925000000.0,3315000000.0,718000000.0,979000000.0,1007000000.0,3778000000.0,0.0,0.0,0.0,1007000000.0,345000000.0,440000000.0,517000000.0
PaymentsToAcquireLifeInsurancePolicies / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,375000000.0,500000000.0,650000000.0,0.0,100000000.0,100000000.0,100000000.0,1050000000.0,,,,100000000.0,,,
PreferredStockDividendsIncomeStatementImpact / USD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,7000000.0,7000000.0,14000000.0,7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,7000000.0,7000000.0,14000000.0,14000000.0,15000000.0,33000000.0,50000000.0,29000000.0,22000000.0,50000000.0,75000000.0,73000000.0,23000000.0,55000000.0,81000000.0,107000000.0,24000000.0,56000000.0,81000000.0,113000000.0,23000000.0,57000000.0,87000000.0,113000000.0,30000000.0,65000000.0,103000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,1.0,1.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
PreferredStockRedemptionPricePerShare / USD/shares,,,,,,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,1000.0,,,,1000.0,,,,1000.0,,,,1000.0,,,,1000.0,,,,1000.0,,,
PreferredStockSharesAuthorized / shares,30000.0,30000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
PreferredStockSharesIssued / shares,,,,0.0,0.0,0.0,,,,,,,,,,250000.0,250000.0,250000.0,850000.0,850000.0,850000.0,850000.0,1600000.0,1600000.0,1600000.0,1600000.0,2000000.0,2000000.0,2000000.0,2000000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2150000.0,2150000.0,2150000.0
PreferredStockSharesOutstanding / shares,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,,,,850000.0,1600000.0,1600000.0,1600000.0,1600000.0,2000000.0,2000000.0,2000000.0,2000000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2050000.0,2150000.0,2150000.0,2150000.0
PreferredStockValue / USD,0.0,0.0,0.0,0.0,0.0,0.0,247000000.0,247000000.0,247000000.0,247000000.0,247000000.0,247000000.0,247000000.0,247000000.0,247000000.0,247000000.0,247000000.0,247000000.0,840000000.0,840000000.0,840000000.0,840000000.0,1570000000.0,1570000000.0,1570000000.0,1570000000.0,1965000000.0,1965000000.0,1965000000.0,1965000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2113000000.0,2113000000.0,2113000000.0
