fact_unit,2024-02-22,2024-04-24,2024-08-01,2024-10-30,2025-02-20,2025-05-07,2025-08-05,2025-11-05
PreferredStockDividendsPerShareDeclared / USD/shares,4.875,,,,1.21875,,,
PrepaidExpenseCurrent / USD,376000000.0,346000000.0,346000000.0,346000000.0,346000000.0,164000000.0,164000000.0,164000000.0
ProceedsFromCollectionOfRetainedInterestInSecuritizedReceivables / USD,5234000000.0,61000000.0,79000000.0,85000000.0,6824000000.0,,,
ProceedsFromContributedCapital / USD,,2000000.0,33000000.0,40000000.0,6000000.0,15000000.0,31000000.0,41000000.0
ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates / USD,,,0.0,0.0,0.0,0.0,103000000.0,103000000.0
ProceedsFromIssuanceOfLongTermDebt / USD,1001000000.0,1000000000.0,978000000.0,1000000000.0,300000000.0,15000000.0,15000000.0,2036000000.0
ProceedsFromMinorityShareholders / USD,0.0,,,,542000000.0,0.0,0.0,0.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,-5000000.0,-9000000.0,-1000000.0,-12000000.0,-50000000.0,-17000000.0,-19000000.0,-32000000.0
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess / USD,-2181000000.0,7000000.0,-26000000.0,161000000.0,127000000.0,219000000.0,271000000.0,113000000.0
ProceedsFromSaleAndMaturityOfMarketableSecurities / USD,171000000.0,1000000.0,14000000.0,21000000.0,326000000.0,239000000.0,554000000.0,739000000.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,647000000.0,159000000.0,162000000.0,165000000.0,508000000.0,,3000000.0,6000000.0
ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths / USD,2529000000.0,154000000.0,457000000.0,848000000.0,1753000000.0,238000000.0,496000000.0,646000000.0
ProceedsFromStockOptionsExercised / USD,116000000.0,,,,92000000.0,,,
ProfitLoss / USD,2167000000.0,659000000.0,1288000000.0,1677000000.0,1678000000.0,252000000.0,325000000.0,558000000.0
PropertyPlantAndEquipmentAdditions / USD,437000000.0,,,,593000000.0,,,
PropertyPlantAndEquipmentGross / USD,7836000000.0,,,,9227000000.0,,,
PropertyPlantAndEquipmentNet / USD,3617000000.0,4541000000.0,4541000000.0,4541000000.0,4541000000.0,5254000000.0,5254000000.0,5254000000.0
ProvisionForDoubtfulAccounts / USD,66000000.0,15000000.0,39000000.0,55000000.0,71000000.0,12000000.0,25000000.0,39000000.0
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax / USD,4000000.0,-104000000.0,-103000000.0,-101000000.0,-130000000.0,,,
RedeemableNoncontrollingInterestEquityCarryingAmount / USD,4000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
RepaymentsOfLongTermDebt / USD,4000000.0,1000000.0,879000000.0,879000000.0,1029000000.0,1000000.0,1000000.0,752000000.0
RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths / USD,2442000000.0,158000000.0,282000000.0,593000000.0,1856000000.0,233000000.0,590000000.0,765000000.0
ResearchAndDevelopmentExpense / USD,33000000.0,,,,33000000.0,,,
RestrictedCashCurrent / USD,3000000.0,5000000.0,30000000.0,20000000.0,26000000.0,14000000.0,40000000.0,53000000.0
RetainedEarningsAccumulatedDeficit / USD,10222000000.0,12077000000.0,12077000000.0,12077000000.0,12077000000.0,12838000000.0,12838000000.0,12838000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,16811000000.0,4724000000.0,9106000000.0,13461000000.0,21074000000.0,3944000000.0,7678000000.0,11550000000.0
RevenueNotFromContractWithCustomer / USD,,,,,46158000000.0,,,
Revenues / USD,59152000000.0,15328000000.0,30377000000.0,44604000000.0,67232000000.0,13417000000.0,26658000000.0,39566000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,567000000.0,,,,403000000.0,,,
SegmentExpenditureAdditionToLongLivedAssets / USD,399000000.0,,,,555000000.0,236000000.0,533000000.0,887000000.0
SellingGeneralAndAdministrativeExpense / USD,1234000000.0,353000000.0,773000000.0,1220000000.0,1369000000.0,439000000.0,888000000.0,1325000000.0
ShareBasedCompensation / USD,,17000000.0,34000000.0,51000000.0,,,,
ShortTermBorrowings / USD,546000000.0,797000000.0,797000000.0,797000000.0,797000000.0,875000000.0,875000000.0,875000000.0
ShortTermDebtWeightedAverageInterestRate / pure,0.1553,,,,0.0836,,,
ShortTermLeaseCost / USD,1485000000.0,,,,747000000.0,,,
StockIssuedDuringPeriodValueShareBasedCompensation / USD,118000000.0,-24000000.0,-23000000.0,-20000000.0,50000000.0,,,
StockRepurchaseProgramAuthorizedAmount1 / USD,500000000.0,500000000.0,500000000.0,500000000.0,2000000000.0,2000000000.0,2700000000.0,2700000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,300000000.0,300000000.0,300000000.0,300000000.0,800000000.0,800000000.0,,
StockRepurchasedDuringPeriodValue / USD,100000000.0,400000000.0,400000000.0,488000000.0,200000000.0,400000000.0,400000000.0,600000000.0
StockholdersEquity / USD,9224000000.0,10851000000.0,10851000000.0,10851000000.0,10851000000.0,9913000000.0,9913000000.0,9913000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,6205000000.0,9956000000.0,9956000000.0,9956000000.0,7825000000.0,11814000000.0,11814000000.0,11814000000.0
SubleaseIncome / USD,335000000.0,,,,176000000.0,,,
TaxesPayableCurrent / USD,156000000.0,238000000.0,238000000.0,238000000.0,238000000.0,80000000.0,80000000.0,80000000.0
TemporaryEquityNetIncome / USD,,,,,,-1000000.0,7000000.0,-1000000.0
TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount / USD,583000000.0,343000000.0,343000000.0,343000000.0,343000000.0,123000000.0,123000000.0,123000000.0
TreasuryStockCommonShares / shares,18835812.0,16109804.0,16109804.0,16109804.0,16109804.0,21318307.0,21318307.0,21318307.0
TreasuryStockCommonValue / USD,,1073000000.0,1073000000.0,1073000000.0,,1549000000.0,1549000000.0,1549000000.0
TreasuryStockSharesAcquired / shares,,,,11848791.0,17558624.0,17558624.0,,
TreasuryStockValue / USD,1320000000.0,,,,1073000000.0,,,
TreasuryStockValueAcquiredCostMethod / USD,,,,1200000000.0,1700000000.0,1700000000.0,,
UndistributedEarningsOfForeignSubsidiaries / USD,1700000000.0,,,,2000000000.0,,,
UnrealizedGainLossOnInvestments / USD,47000000.0,-7000000.0,-6000000.0,-10000000.0,-140000000.0,-1000000.0,-7000000.0,-1000000.0
UnrecognizedTaxBenefits / USD,320000000.0,,,,329000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,0.0,,,,27000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,2000000.0,,,,9000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,14000000.0,,,,20000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,22000000.0,,,,2000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,3000000.0,,,,1000000.0,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount / USD,321000000.0,,,,5000000.0,,,
ValueAddedTaxReceivableCurrent / USD,365000000.0,378000000.0,378000000.0,378000000.0,378000000.0,315000000.0,315000000.0,315000000.0
ValueAddedTaxReceivableNoncurrent / USD,59000000.0,25000000.0,25000000.0,25000000.0,25000000.0,19000000.0,19000000.0,19000000.0
VariableInterestEntityEntityMaximumLossExposureAmount / USD,472000000.0,,,,589000000.0,,,
VariableLeaseCost / USD,69000000.0,,,,47000000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,152366712.0,152263992.0,152232133.0,151891814.0,153134754.0,145414139.0,144291340.0,143571879.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,141015388.0,150079448.0,150345757.0,149958262.0,148712251.0,143501016.0,142560804.0,141875297.0
