fact_unit,2013-05-08,2013-08-09,2013-11-12,2014-02-21,2014-05-09,2014-08-07,2014-11-07,2015-02-20,2015-05-08,2015-08-07,2015-11-06,2016-02-19,2016-05-06,2016-08-05,2016-11-07,2017-02-17,2017-05-05,2017-08-07,2017-11-07,2018-02-16,2018-05-04,2018-08-07,2018-11-07,2019-02-27,2019-05-03,2019-08-05,2019-11-06,2020-02-21,2020-05-08,2020-08-04,2020-11-04,2021-02-19,2021-05-07,2021-08-02,2021-11-02,2022-02-18,2022-05-06,2022-08-04,2022-11-04,2023-02-17,2023-05-05,2023-08-07,2023-11-06,2024-02-20,2024-05-03,2024-08-07,2024-11-04,2025-02-14,2025-05-09,2025-08-04,2025-11-04
StockIssuedDuringPeriodValueShareBasedCompensation / USD,-7000000.0,191000000.0,315000000.0,486000000.0,,,,486000000.0,,,,486000000.0,,,,536000000.0,,,,501000000.0,,,,681000000.0,272000000.0,351000000.0,440000000.0,639000000.0,209000000.0,297000000.0,388000000.0,516000000.0,245000000.0,559000000.0,760000000.0,469000000.0,362000000.0,591000000.0,771000000.0,1000000000.0,454000000.0,632000000.0,787000000.0,976000000.0,399000000.0,625000000.0,814000000.0,976000000.0,504000000.0,727000000.0,1015000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,1000000000.0,4700000000.0,9400000000.0,4400000000.0,3500000000.0,1900000000.0,1900000000.0,2100000000.0,2100000000.0,36000000.0,4500000000.0,4500000000.0,4500000000.0,4000000000.0,10000000000.0,2500000000.0,,4300000000.0,4000000000.0,4000000000.0,4000000000.0,4000000000.0,3500000000.0,3500000000.0,3500000000.0,,2600000000.0,2600000000.0,2600000000.0,,1400000000.0,1400000000.0,1400000000.0,,4800000000.0,4800000000.0,4800000000.0,,3900000000.0,3900000000.0,3900000000.0,,2900000000.0,2900000000.0,2900000000.0
StockholdersEquity / USD,-350000000.0,-350000000.0,-350000000.0,-350000000.0,4492000000.0,4492000000.0,4492000000.0,4492000000.0,1742000000.0,1742000000.0,1742000000.0,4492000000.0,3945000000.0,3945000000.0,3945000000.0,4492000000.0,4636000000.0,4636000000.0,4636000000.0,1742000000.0,5097000000.0,5097000000.0,5097000000.0,3945000000.0,5097000000.0,5097000000.0,5097000000.0,4636000000.0,-8446000000.0,-8172000000.0,-8172000000.0,-8172000000.0,13076000000.0,13076000000.0,13076000000.0,13076000000.0,15408000000.0,15408000000.0,15408000000.0,15408000000.0,17254000000.0,17254000000.0,17254000000.0,17254000000.0,10360000000.0,10360000000.0,10360000000.0,10360000000.0,3325000000.0,3325000000.0,3325000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8446000000.0,-8446000000.0,5097000000.0,-8172000000.0,-8172000000.0,-8172000000.0,-8446000000.0,13097000000.0,13097000000.0,13097000000.0,-8172000000.0,15436000000.0,15436000000.0,15436000000.0,13097000000.0,17287000000.0,17287000000.0,17287000000.0,15436000000.0,10397000000.0,10397000000.0,10397000000.0
TreasuryStockCommonShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44589000.0,44589000.0,44589000.0,44589000.0,57105354.0,57105354.0,57105354.0,57105354.0,66337508.0,66337508.0,66337508.0
TreasuryStockValue / USD,97000000.0,121000000.0,119000000.0,320000000.0,320000000.0,320000000.0,320000000.0,320000000.0,972000000.0,972000000.0,972000000.0,972000000.0,8839000000.0,8839000000.0,8839000000.0,8839000000.0,10852000000.0,10852000000.0,10852000000.0,10852000000.0,11923000000.0,11923000000.0,11923000000.0,11923000000.0,24108000000.0,24108000000.0,24108000000.0,24108000000.0,24504000000.0,24504000000.0,24504000000.0,24504000000.0,2264000000.0,2264000000.0,2264000000.0,2264000000.0,3143000000.0,3143000000.0,3143000000.0,3143000000.0,4594000000.0,4594000000.0,4594000000.0,4594000000.0,6533000000.0,6533000000.0,6533000000.0,6533000000.0,8201000000.0,8201000000.0,8201000000.0
TreasuryStockValueAcquiredCostMethod / USD,,,,223000000.0,,,,223000000.0,,,,223000000.0,,,,665000000.0,,,,7886000000.0,,,,6018000000.0,1431000000.0,8947000000.0,9956000000.0,1125000000.0,419000000.0,422000000.0,425000000.0,12215000000.0,643000000.0,662000000.0,682000000.0,428000000.0,787000000.0,797000000.0,803000000.0,978000000.0,1470000000.0,1479000000.0,1483000000.0,934000000.0,1955000000.0,1965000000.0,1969000000.0,1487000000.0,1324000000.0,1333000000.0,1350000000.0
UnrecognizedTaxBenefits / USD,,,,1645000000.0,,,,1039000000.0,,,,1140000000.0,,,,247000000.0,,,,421000000.0,,,,954000000.0,,,,1168000000.0,,,,2701000000.0,,,,2852000000.0,,,,2661000000.0,,,,5264000000.0,,,,5489000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,604000000.0,,,,220000000.0,,,,6000000.0,,,,6000000.0,,,,15000000.0,,,,7000000.0,,,,2000000.0,,,,36000000.0,,,,21000000.0,,,,7000000.0,,,,62000000.0,,,,33000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,430000000.0,,,,50000000.0,,,,,,,,,,,,0.0,,,,0.0,,,,233000000.0,,,,79000000.0,,,,749000000.0,,,,141000000.0,,,,24000000.0,,,,7000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,,,,,,,,,,,15000000.0,,,,25000000.0,,,,83000000.0,,,,112000000.0,,,,120000000.0,,,,190000000.0,,,,191000000.0,,,,642000000.0,,,,803000000.0,,,,1100000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,,,,,,,,,,,,3000000.0,,,,10000000.0,,,,13000000.0,,,,35000000.0,,,,24000000.0,,,,73000000.0,,,,51000000.0,,,,142000000.0,,,,161000000.0,,,,339000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,2674000000.0,,,,,,,,0.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,294000000.0,,,,370000000.0,,,,195000000.0,,,,115000000.0,,,,187000000.0,,,,118000000.0,,,,1768000000.0,,,,163000000.0,,,,113000000.0,,,,91000000.0,,,,208000000.0,,,,88000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,149000000.0,,,,1000000.0,,,,67000000.0,,,,67000000.0,,,,369000000.0,,,,111000000.0,,,,16000000.0,,,,110000000.0,,,,499000000.0,,,,59000000.0,,,,137000000.0,,,,243000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,,,,,-2000000.0,,,,-2000000.0,,,,2000000.0,,,,8000000.0,,,,8000000.0,,,,16000000.0,,,,7000000.0,,,,33000000.0,,,,73000000.0,,,,34000000.0,,,,110000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,218000000.0,,,,218000000.0,,,,389000000.0,,,,901000000.0,,,,1100000000.0,,,,2600000000.0,,,,2700000000.0,,,,2400000000.0,,,,5000000000.0,,,,5200000000.0,,,,5500000000.0,,,,5600000000.0,,,
VariableLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,29000000.0,46000000.0,62000000.0,,,,62000000.0,,,,62000000.0,,,,60000000.0,,,,71000000.0,,,,71000000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,1577000000.0,1577000000.0,1577000000.0,1577000000.0,1605000000.0,1605000000.0,1602000000.0,1577000000.0,1609000000.0,1608000000.0,1609000000.0,1604000000.0,1608000000.0,1621000000.0,1635000000.0,1610000000.0,1625000000.0,1629000000.0,1633000000.0,1637000000.0,1603000000.0,1602000000.0,1602000000.0,1631000000.0,1596000000.0,1584000000.0,1561000000.0,1603000000.0,1483000000.0,1483000000.0,1483000000.0,1546000000.0,1484000000.0,1568000000.0,1637000000.0,1484000000.0,1775000000.0,1776000000.0,1776000000.0,1673000000.0,1778000000.0,1777000000.0,1777000000.0,1777000000.0,1776000000.0,1773000000.0,1772000000.0,1778000000.0,1773000000.0,1772000000.0,1772000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,1577000000.0,1577000000.0,1577000000.0,1577000000.0,1588000000.0,1586000000.0,1588000000.0,1577000000.0,1595000000.0,1594000000.0,1595000000.0,1589000000.0,1595000000.0,1608000000.0,1623000000.0,1595000000.0,1616000000.0,1620000000.0,1624000000.0,1625000000.0,1597000000.0,1595000000.0,1596000000.0,1622000000.0,1591000000.0,1579000000.0,1556000000.0,1596000000.0,1480000000.0,1480000000.0,1480000000.0,1541000000.0,1481000000.0,1564000000.0,1633000000.0,1481000000.0,1769000000.0,1769000000.0,1769000000.0,1667000000.0,1771000000.0,1770000000.0,1771000000.0,1770000000.0,1770000000.0,1768000000.0,1768000000.0,1771000000.0,1769000000.0,1769000000.0,1769000000.0
