fact_unit,2016-05-06,2016-08-04,2016-11-02,2017-02-27,2017-05-04,2017-08-02,2017-11-08,2018-02-27,2018-05-02,2018-08-01,2018-11-07,2019-02-27,2019-05-01,2019-08-01,2019-11-06,2020-02-26,2020-05-06,2020-08-05,2020-11-05,2021-02-23,2021-05-06,2021-08-02,2021-11-04,2022-02-24,2022-05-05,2022-08-04,2022-11-03,2023-02-23,2023-05-04,2023-08-03,2023-11-02,2024-02-22,2024-05-02,2024-08-01,2024-11-07,2025-02-24,2025-05-01,2025-08-07,2025-11-06
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,-0.001,,,,-0.002,,,,-0.001,,,,-0.004,,,,-0.011,,,,0.001,,,,0.003,,,,0.006,,,,-0.011,,,
EffectiveIncomeTaxRateReconciliationTaxCredits / pure,,,,-0.027,,,,-0.082,,,,-0.085,,,,-0.415,,,,-1.648,,,,0.139,,,,0.346,,,,0.839,,,,-0.27,,,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount / USD,,,0.0,0.0,0.0,900000.0,2000000.0,0.0,500000.0,1200000.0,2500000.0,2800000.0,1500000.0,4300000.0,6300000.0,3700000.0,1700000.0,3700000.0,6000000.0,9300000.0,2300000.0,5800000.0,9500000.0,8200000.0,3400000.0,7400000.0,11000000.0,13900000.0,3900000.0,7600000.0,13200000.0,15100000.0,5900000.0,13100000.0,22500000.0,20700000.0,6500000.0,17100000.0,29500000.0
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,,,,257600000.0,,,,423800000.0,,,,564500000.0,,,,687300000.0,,,1200000000.0,1100000000.0,1100000000.0,1600000000.0,1700000000.0,1700000000.0,1800000000.0,2800000000.0,2600000000.0,2700000000.0,2500000000.0,3400000000.0,3200000000.0,2900000000.0,2500000000.0,3100000000.0,2700000000.0,2600000000.0,2300000000.0,2600000000.0,2300000000.0
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800000.0,,,,10500000.0,,,,218900000.0,,,
EntityPublicFloat / USD,,,,1400000000.0,,,,6400000000.0,,,,18600000000.0,,,,24600000000.0,,,,38700000000.0,,,,95200000000.0,,,,35500000000.0,,,,38500000000.0,,,,37800000000.0,,,
EquitySecuritiesFvNiGainLoss / USD,,,,,,,,,,,0.0,0.0,0.0,0.0,36908000.0,0.0,-14087000.0,-18929000.0,-16467000.0,20342000.0,0.0,20999000.0,20999000.0,-12326000.0,-28900000.0,47843000.0,41007000.0,295297000.0,49741000.0,44626000.0,43914000.0,35492000.0,-14885000.0,-16255000.0,-16838000.0,73457000.0,-1111000.0,2483000.0,-470000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208880000.0,205268000.0,205268000.0,205268000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707000.0,2476000.0,2061000.0,2061000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8112000.0,98000.0,98000.0,2348000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount / USD,,,,,,,,,,,,,,,,,,21000000.0,21000000.0,,,,,,,,,,,,,,,,,0.0,334000.0,4145000.0,4145000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115187000.0,115521000.0,155329000.0,155329000.0
FinanceLeaseLiability / USD,,,,,,,,,,,,,6191000.0,4907000.0,3624000.0,2446000.0,1391000.0,522000.0,242000.0,0.0,0.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
FinancingReceivableSignificantSales / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437500000.0,,,,438600000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,9799000.0,9799000.0,9799000.0,9799000.0,18813000.0,18813000.0,18813000.0,18813000.0,26428000.0,26428000.0,26428000.0,26428000.0,39531000.0,39531000.0,39531000.0,39531000.0,45420000.0,45420000.0,45420000.0,45420000.0,64714000.0,64714000.0,64714000.0,64714000.0,103038000.0,103038000.0,103038000.0,103038000.0,307261000.0,307261000.0,307261000.0,307261000.0,548203000.0,548203000.0,548203000.0,548203000.0,710963000.0,710963000.0,710963000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,7380000.0,,,,6226000.0,,,,13744000.0,,,,12800000.0,,18069000.0,20595000.0,27679000.0,25493000.0,39535000.0,42971000.0,42908000.0,229737000.0,224493000.0,218629000.0,221883000.0,217392000.0,214611000.0,222249000.0,227482000.0,205317000.0,206929000.0,211160000.0,190611000.0,180956000.0,183165000.0,183187000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,6259000.0,4125000.0,2048000.0,,5481000.0,3538000.0,1734000.0,,4864000.0,7863000.0,4069000.0,,11185000.0,8216000.0,3714000.0,,11994000.0,9291000.0,5277000.0,,20640000.0,20781000.0,11250000.0,,172804000.0,112301000.0,54684000.0,,165612000.0,108989000.0,60708000.0,,163387000.0,105960000.0,54049000.0,,142705000.0,95711000.0,52655000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,2983000.0,2983000.0,2983000.0,1140000.0,1296000.0,1296000.0,1296000.0,846000.0,892000.0,10440000.0,10299000.0,8369000.0,9484000.0,11179000.0,10134000.0,8917000.0,12153000.0,11763000.0,14292000.0,21376000.0,14436000.0,28479000.0,31915000.0,31852000.0,206281000.0,200138000.0,194274000.0,197528000.0,148734000.0,146962000.0,142779000.0,147028000.0,140740000.0,141880000.0,145443000.0,133055000.0,132973000.0,135183000.0,135204000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,5687000.0,5687000.0,5687000.0,3097000.0,3253000.0,3253000.0,3253000.0,1479000.0,2039000.0,11638000.0,11496000.0,10299000.0,11413000.0,13109000.0,11829000.0,10134000.0,13405000.0,14743000.0,17270000.0,24353000.0,21264000.0,35306000.0,38742000.0,38679000.0,219932000.0,214204000.0,208340000.0,211595000.0,196498000.0,193717000.0,188953000.0,194185000.0,144871000.0,146050000.0,149669000.0,136843000.0,133604000.0,135813000.0,135835000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,7187000.0,7187000.0,7187000.0,5881000.0,6037000.0,6037000.0,6037000.0,3442000.0,4002000.0,13843000.0,13702000.0,11496000.0,12611000.0,14306000.0,12800000.0,11829000.0,15479000.0,15995000.0,18521000.0,25605000.0,24241000.0,38284000.0,41720000.0,41657000.0,226760000.0,221032000.0,215168000.0,218422000.0,210565000.0,207784000.0,203020000.0,208252000.0,191250000.0,192863000.0,197093000.0,180407000.0,137392000.0,139601000.0,139623000.0
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,896000.0,0.0,-932000.0,-298000.0,-762000.0,1812000.0,35310000.0,,,859000.0,,,,-40553000.0,,,
FiniteLivedIntangibleAssetsGross / USD,36575000.0,36575000.0,36575000.0,36575000.0,38105000.0,38105000.0,38105000.0,38105000.0,40762000.0,40762000.0,40762000.0,40762000.0,116633000.0,116633000.0,116633000.0,116633000.0,114499000.0,114499000.0,114499000.0,114499000.0,202326000.0,202326000.0,202326000.0,202326000.0,360087000.0,360087000.0,360087000.0,360087000.0,2321295000.0,2321295000.0,2321295000.0,2321295000.0,2309724000.0,2309724000.0,2309724000.0,2309724000.0,2144030000.0,2144030000.0,2144030000.0
FiniteLivedIntangibleAssetsNet / USD,26776000.0,26776000.0,26776000.0,26776000.0,19292000.0,19292000.0,19292000.0,19292000.0,14334000.0,19292000.0,19292000.0,26776000.0,14334000.0,14334000.0,14334000.0,19292000.0,77102000.0,77102000.0,77102000.0,14334000.0,69079000.0,69079000.0,69079000.0,77102000.0,137612000.0,137612000.0,137612000.0,69079000.0,257049000.0,257049000.0,257049000.0,137612000.0,2014034000.0,2014034000.0,2014034000.0,257049000.0,1761521000.0,1761521000.0,1761521000.0
FinitelivedIntangibleAssetsAcquired1 / USD,,,,,,,,,,1224000.0,1224000.0,1529000.0,1679000.0,75871000.0,75871000.0,2657000.0,6082000.0,14559000.0,14559000.0,75871000.0,17009000.0,39009000.0,51109000.0,14559000.0,0.0,141000000.0,159100000.0,85960000.0,2025000000.0,2028490000.0,2028490000.0,159100000.0,,,0.0,2006490000.0,,,7536000.0
GainLossOnSaleOfNotesReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,95500000.0,,,,164300000.0,,,
GeneralAndAdministrativeExpense / USD,28119000.0,59923000.0,97743000.0,94220000.0,96107000.0,146891000.0,198966000.0,143466000.0,56935000.0,119923000.0,184235000.0,251993000.0,75501000.0,158273000.0,243800000.0,250553000.0,101598000.0,202106000.0,318086000.0,339245000.0,129495000.0,265881000.0,419783000.0,436878000.0,195909000.0,416621000.0,683969000.0,579203000.0,444149000.0,839869000.0,1235306000.0,982817000.0,432825000.0,982118000.0,1463003000.0,1686849000.0,471260000.0,944828000.0,1420683000.0
Goodwill / USD,56699000.0,56699000.0,56699000.0,40267000.0,57173000.0,57173000.0,57173000.0,57173000.0,58327000.0,58327000.0,58327000.0,57173000.0,261705000.0,261705000.0,261705000.0,58327000.0,266345000.0,266345000.0,266345000.0,261705000.0,316701000.0,316701000.0,316701000.0,266345000.0,519276000.0,519276000.0,519276000.0,316701000.0,11966761000.0,11966761000.0,11966761000.0,519276000.0,11919720000.0,11919720000.0,11919720000.0,11966761000.0,11417422000.0,11417422000.0,11417422000.0
GoodwillAcquiredDuringPeriod / USD,,,,16432000.0,,,,,,197329000.0,201637000.0,1154000.0,7437000.0,10832000.0,10832000.0,203378000.0,22188000.0,29492000.0,33984000.0,10832000.0,,184827000.0,203247000.0,49571000.0,11688990000.0,11707851000.0,11718209000.0,203079000.0,,,,11761866000.0,,,,7921000.0,,,
GoodwillAndIntangibleAssetImpairment / USD,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,220664000.0,-244992000.0,-679501000.0,-314381000.0,220700000.0,-245000000.0,-679500000.0,-314381000.0,-47600000.0,-22800000.0,-217500000.0,77351000.0,-198200000.0,-97300000.0,128300000.0
GoodwillImpairmentLoss / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,132313000.0,,,
GoodwillTransfers / USD,,,,,,,,,,,,,,,-4186000.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
GrossProfit / USD,74285000.0,164627000.0,260937000.0,226074000.0,110240000.0,259199000.0,409513000.0,370030000.0,173431000.0,380860000.0,599476000.0,576038000.0,255170000.0,570986000.0,923646000.0,839306000.0,396754000.0,862599000.0,1362636000.0,1303700000.0,538501000.0,1135264000.0,1929719000.0,1889685000.0,963501000.0,2104565000.0,3237780000.0,2733409000.0,1294960000.0,2764608000.0,4331697000.0,4419823000.0,1714584000.0,3580685000.0,5479134000.0,5991892000.0,2094473000.0,4327953000.0,6577638000.0
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,19860000.0,65126000.0,71126000.0,0.0,0.0,35961000.0,37580000.0,71126000.0,,,,46571000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,-139675000.0,,,,-157229000.0,,,,-145499000.0,,,,-10900000.0,,,,44538000.0,,,,456335000.0,,,,369016000.0,,,,417356000.0,,,,-347968000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,-47560000.0,-76028000.0,-129026000.0,-152653000.0,-96416000.0,-123449000.0,-155542000.0,-176071000.0,-14581000.0,-30071000.0,-46816000.0,-169673000.0,-23811000.0,-29113000.0,-8404000.0,-62664000.0,-38022000.0,-45238000.0,-13235000.0,-36127000.0,-105356000.0,-117586000.0,-82440000.0,378213000.0,39955000.0,234273000.0,231849000.0,215967000.0,-209065000.0,-417038000.0,-453071000.0,157462000.0,74706000.0,-38822000.0,-51227000.0,-565317000.0,506312000.0,755213000.0,1079360000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,-12978000.0,,,,-18842000.0,,,,-24174000.0,,,,-51764000.0,,,,-80665000.0,,,,-78122000.0,,,,-153049000.0,,,,-259894000.0,,,,-217349000.0,,,
IncomeTaxExpenseBenefit / USD,418000.0,1570000.0,2502000.0,1440000.0,339000.0,651000.0,881000.0,3746000.0,509000.0,981000.0,334000.0,1917000.0,175000.0,779000.0,1845000.0,149000.0,129000.0,-347000.0,2259000.0,2326000.0,535000.0,-217000.0,-1586000.0,2767000.0,947000.0,-8413000.0,-7961000.0,2862000.0,-1702000.0,-398000.0,-17687000.0,-1364000.0,-21122000.0,-29272000.0,51867000.0,-12312000.0,35492000.0,94521000.0,137532000.0
IncomeTaxesPaid / USD,420000.0,791000.0,1798000.0,2442000.0,220000.0,168000.0,321000.0,1916000.0,334000.0,850000.0,1117000.0,395000.0,658000.0,854000.0,1265000.0,1254000.0,1342000.0,1717000.0,2266000.0,1622000.0,2599000.0,3156000.0,4452000.0,2744000.0,6376000.0,8009000.0,9071000.0,6001000.0,1611000.0,7347000.0,18629000.0,10041000.0,18652000.0,50301000.0,61325000.0,39045000.0,38652000.0,131406000.0,205697000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,,,,,,,,,,,,,,22136000.0,1702000.0,-2703000.0,-5095000.0,-3010000.0,34218000.0,27624000.0,27563000.0,96668000.0,129155000.0,47480000.0,20399000.0,49273000.0,-74838000.0,185308000.0,-12132000.0,152562000.0,360660000.0,61983000.0,49722000.0,193648000.0,-61513000.0,369639000.0,-205970000.0,-124486000.0,-100489000.0
IncreaseDecreaseInPayablesToCustomers / USD,,,,49971000.0,60438000.0,84826000.0,139105000.0,76009000.0,-11132000.0,34149000.0,295406000.0,206574000.0,147977000.0,267746000.0,581530000.0,301778000.0,912749000.0,1052867000.0,519123000.0,15597000.0,212929000.0,1291968000.0,1445608000.0,181520000.0,80310000.0,175677000.0,235624000.0,371598000.0,136474000.0,332827000.0,599886000.0,171555000.0,-418948000.0,-184570000.0,1390888000.0,1060861000.0,465891000.0,871931000.0,-1319654000.0
IncrementalCommonSharesAttributableToConversionOfDebtSecurities / shares,,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,322000.0,19585000.0,18727000.0,0.0,,,,408000.0,14181000.0,0.0,0.0,0.0,12108000.0,12108000.0,12108000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,30645000.0,20972000.0,19897000.0,18991000.0,23628000.0,,,,17849000.0,7164000.0,0.0,0.0,0.0,8851000.0,7610000.0,6481000.0
InterestExpenseDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
InterestIncomeDebtSecuritiesAvailableForSaleOperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
InterestIncomeExpenseNonoperatingNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7105000.0,28520000.0,-36228000.0,18745000.0,20616000.0,6805000.0
InterestOnConvertibleDebtNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
InterestPaidNet / USD,,,,,,,,,,,1230000.0,570000.0,966000.0,1108000.0,1945000.0,1374000.0,538000.0,2836000.0,3377000.0,4125000.0,397000.0,2553000.0,3665000.0,5677000.0,828000.0,3945000.0,4770000.0,3857000.0,2725000.0,37948000.0,42836000.0,40446000.0,16680000.0,63251000.0,80120000.0,84876000.0,23031000.0,72217000.0,89353000.0
InventoryNet / USD,11864000.0,11864000.0,11864000.0,11864000.0,13724000.0,13724000.0,13724000.0,13724000.0,16777000.0,16777000.0,16777000.0,16777000.0,28627000.0,28627000.0,28627000.0,28627000.0,47683000.0,47683000.0,47683000.0,47683000.0,61129000.0,61129000.0,61129000.0,61129000.0,77058000.0,77058000.0,77058000.0,77058000.0,97703000.0,97703000.0,97703000.0,97703000.0,110097000.0,110097000.0,110097000.0,110097000.0,104990000.0,104990000.0,104990000.0
InvestmentIncomeInterest / USD,,,,,,,,,,,,,,,,,,,,19800000.0,,,,23400000.0,,,,,,,,0.0,,,,0.0,,,
LeaseCost / USD,,,,,,,,,,,,,,16754000.0,27788000.0,39319000.0,9061000.0,19745000.0,29226000.0,39319000.0,22322000.0,,,86106000.0,,,,88447000.0,,,,108797000.0,,,,91613000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,425957000.0,452720000.0,492508000.0,534778000.0,557513000.0,556781000.0,544926000.0,566328000.0,550495000.0,,,540172000.0,,,,499473000.0,,,,393531000.0,,,,374827000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,211056000.0,233739000.0,270872000.0,253091000.0,269229000.0,,,240827000.0,,,,224498000.0,,,,186827000.0,,,,128729000.0,,,,85662000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,42173000.0,,70520000.0,70582000.0,70774000.0,79498000.0,,,78304000.0,,,,81160000.0,,,,65279000.0,,,,65306000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,47952000.0,50866000.0,54842000.0,43058000.0,45520000.0,,,49430000.0,,,,46015000.0,,,,49056000.0,,,,45631000.0,,,,48153000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,54229000.0,57054000.0,61005000.0,62847000.0,65056000.0,46023000.0,46850000.0,54095000.0,49424000.0,,,53839000.0,,,,52460000.0,,,,45389000.0,,,,54115000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,53426000.0,57178000.0,59459000.0,68106000.0,70409000.0,65724000.0,65840000.0,72478000.0,54291000.0,,,59612000.0,,,,61301000.0,,,,49352000.0,,,,58422000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,39182000.0,40578000.0,40388000.0,65503000.0,67683000.0,71259000.0,72208000.0,78724000.0,73060000.0,,,77904000.0,,,,68669000.0,,,,59151000.0,,,,63169000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,14323000.0,13072000.0,13245000.0,13494000.0,78640000.0,86469000.0,84783000.0,82811000.0,80806000.0,,,76407000.0,,,,65639000.0,,,,48177000.0,,,,40927000.0,,,
Liabilities / USD,386724000.0,386724000.0,386724000.0,386724000.0,635209000.0,635209000.0,635209000.0,635209000.0,1400937000.0,1400937000.0,1400937000.0,1400937000.0,2160522000.0,2160522000.0,2160522000.0,2160522000.0,2836208000.0,2836208000.0,2836208000.0,2836208000.0,7187981000.0,7187981000.0,7187981000.0,7187981000.0,10612175000.0,11712771000.0,11712771000.0,11712771000.0,14112985000.0,14112985000.0,14112985000.0,14112985000.0,15377057000.0,15377057000.0,15377057000.0,14338472000.0,15542633000.0,15542633000.0,15542633000.0
LiabilitiesAndStockholdersEquity / USD,894772000.0,894772000.0,894772000.0,894772000.0,1211362000.0,1211362000.0,1211362000.0,1211362000.0,2187270000.0,2187270000.0,2187270000.0,2187270000.0,3281023000.0,3281023000.0,3281023000.0,3281023000.0,4551258000.0,4551258000.0,4551258000.0,4551258000.0,9869550000.0,9869550000.0,9869550000.0,9869550000.0,13925764000.0,15026360000.0,15026360000.0,15026360000.0,31364340000.0,31364340000.0,31364340000.0,31364340000.0,34069893000.0,34069893000.0,34069893000.0,33031308000.0,36777595000.0,36777595000.0,36777595000.0
LiabilitiesCurrent / USD,334202000.0,334202000.0,334202000.0,334202000.0,577464000.0,577464000.0,577464000.0,577464000.0,972827000.0,972827000.0,972827000.0,972827000.0,1018541000.0,1018541000.0,1018541000.0,1018541000.0,1694085000.0,1694085000.0,1694085000.0,1694085000.0,4126104000.0,4126104000.0,4126104000.0,4126104000.0,5435104000.0,6535700000.0,6535700000.0,6535700000.0,8434516000.0,8434516000.0,8434516000.0,8434516000.0,9921629000.0,9921629000.0,9921629000.0,8883044000.0,8546798000.0,8546798000.0,8546798000.0
LoansReceivableHeldForSaleNetNotPartOfDisposalGroup / USD,,604000.0,604000.0,604000.0,42144000.0,42144000.0,42144000.0,42144000.0,73420000.0,73420000.0,73420000.0,73420000.0,89974000.0,89974000.0,89974000.0,89974000.0,164834000.0,164834000.0,164834000.0,164834000.0,462665000.0,462665000.0,462665000.0,462665000.0,517940000.0,517940000.0,517940000.0,517940000.0,474036000.0,474036000.0,474036000.0,474036000.0,775424000.0,775424000.0,775424000.0,775424000.0,1111107000.0,1111107000.0,1111107000.0
LongTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4122653000.0,4120091000.0,4120091000.0,,6105436000.0,6105436000.0,6105436000.0
LongTermLineOfCredit / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,877066000.0,877066000.0,877066000.0,877066000.0,854882000.0,854882000.0,854882000.0,854882000.0,1296680000.0,1296680000.0,1296680000.0
MinorityInterest / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,40734000.0,40734000.0,40734000.0,40734000.0,28476000.0,28476000.0,28476000.0,28476000.0,-2420000.0,-2420000.0,-2420000.0,-2420000.0,-32970000.0,-32970000.0,-32970000.0
NetCashProvidedByUsedInFinancingActivities / USD,1749000.0,8633000.0,-17791000.0,194152000.0,-4850000.0,9966000.0,42774000.0,264763000.0,377583000.0,427779000.0,431121000.0,90741000.0,3038000.0,791811000.0,690738000.0,454933000.0,-26852000.0,-42405000.0,-86209000.0,515755000.0,918120000.0,1366812000.0,1331424000.0,243401000.0,1119588000.0,2920992000.0,2610022000.0,3676735000.0,-968556000.0,-1240199000.0,-881408000.0,2652034000.0,-9083000.0,-721010000.0,-1040573000.0,97580000.0,32409000.0,1173347000.0,1245092000.0
NetCashProvidedByUsedInInvestingActivities / USD,-14269000.0,-24620000.0,-35586000.0,-24554000.0,-81013000.0,-96753000.0,-111947000.0,-43218000.0,-170394000.0,-255744000.0,-360509000.0,-114241000.0,-15493000.0,-166047000.0,-775255000.0,-340611000.0,-70387000.0,-95755000.0,-296678000.0,-905848000.0,-114617000.0,-302295000.0,-531713000.0,95193000.0,-158023000.0,-933039000.0,-1256619000.0,-606636000.0,1130613000.0,1340283000.0,1505250000.0,-1310879000.0,623924000.0,578899000.0,404968000.0,1225696000.0,1042387000.0,867414000.0,973108000.0
NetCashProvidedByUsedInOperatingActivities / USD,-10950000.0,-10499000.0,3130000.0,-112379000.0,-13749000.0,-32538000.0,23235000.0,21123000.0,43998000.0,90590000.0,130317000.0,23131000.0,52053000.0,71032000.0,118660000.0,127711000.0,32444000.0,165836000.0,404583000.0,295080000.0,121296000.0,-151833000.0,260877000.0,327630000.0,-29193000.0,246154000.0,653476000.0,173110000.0,229423000.0,114797000.0,130534000.0,847830000.0,294401000.0,407719000.0,898884000.0,175903000.0,489395000.0,1008787000.0,1693550000.0
NetChangeInterestBearingDepositsDomestic / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,21633000.0,53791000.0,58909000.0,59844000.0,13601000.0,28583000.0,57243000.0,82049000.0,18650000.0,41969000.0,73687000.0
NetIncomeLoss / USD,-47978000.0,-77598000.0,-131528000.0,-154093000.0,-96755000.0,-124100000.0,-156423000.0,-179817000.0,-15090000.0,-31052000.0,-47150000.0,-171590000.0,-23986000.0,-23986000.0,-23986000.0,-62813000.0,-38151000.0,-38151000.0,-38151000.0,-38453000.0,-105891000.0,-117369000.0,-80854000.0,375446000.0,39008000.0,243029000.0,243113000.0,213105000.0,-204199000.0,-412213000.0,-426924000.0,166284000.0,98316000.0,-3726000.0,-92464000.0,-540747000.0,472005000.0,667273000.0,951027000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-343000.0,-3303000.0,0.0,-3164000.0,-4427000.0,-8460000.0,-7458000.0,-2488000.0,-5824000.0,-10630000.0,-12258000.0,-1185000.0,-6581000.0,-9199000.0
NetIncomeLossAttributableToParentDiluted / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-540747000.0,472005000.0,667273000.0,951027000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,-154093000.0,,,,-212017000.0,,,,,,,,,,,,,,-117369000.0,-80854000.0,375446000.0,39008000.0,243029000.0,243113000.0,213105000.0,-204199000.0,-412213000.0,-426924000.0,166284000.0,98316000.0,-3726000.0,-92464000.0,-540747000.0,472005000.0,667273000.0,951027000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,,,,,,,,,,,,,,,,-117369000.0,-80854000.0,375446000.0,39008000.0,243029000.0,243113000.0,213105000.0,-204199000.0,-412213000.0,-426924000.0,166284000.0,98316000.0,-3726000.0,-92464000.0,-540747000.0,472005000.0,667273000.0,951027000.0
NoncurrentAssets / USD,170697000.0,170697000.0,170697000.0,170697000.0,164793000.0,164793000.0,164793000.0,164793000.0,164157000.0,164157000.0,164157000.0,164157000.0,481209000.0,481209000.0,481209000.0,481209000.0,597766000.0,597766000.0,597766000.0,597766000.0,1144721000.0,1144721000.0,1144721000.0,1144721000.0,1507871000.0,1507871000.0,1507871000.0,1507871000.0,14683269000.0,14683269000.0,14683269000.0,14683269000.0,14221998000.0,14221998000.0,14221998000.0,14221998000.0,13384875000.0,13384875000.0,13384875000.0
NumberOfReportableSegments / segment,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OperatingIncomeLoss / USD,-46350000.0,-74424000.0,-126641000.0,-150491000.0,-97133000.0,-124493000.0,-156475000.0,-174458000.0,-14082000.0,-26306000.0,-41197000.0,-170453000.0,-20992000.0,-23639000.0,-33506000.0,-54206000.0,-22042000.0,-22885000.0,9209000.0,-36614000.0,-90288000.0,-113340000.0,-63998000.0,26557000.0,67736000.0,192730000.0,215726000.0,-18815000.0,-226789000.0,-440562000.0,-489351000.0,161112000.0,-6172000.0,-138279000.0,-148187000.0,-624532000.0,249743000.0,556305000.0,879314000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,6690000.0,14177000.0,21626000.0,29422000.0,6690000.0,14177000.0,21626000.0,29422000.0,15125000.0,,,70254000.0,,,,83136000.0,,,,93365000.0,,,,77659000.0,,,
