fact_unit,2014-09-05,2014-10-31,2015-02-23,2015-05-01,2015-07-31,2015-10-30,2016-02-25,2016-04-28,2016-07-28,2016-10-27,2017-02-23,2017-05-01,2017-07-28,2017-10-26,2018-02-22,2018-04-26,2018-07-27,2018-10-25,2019-02-15,2019-04-25,2019-07-25,2019-10-25,2020-02-13,2020-04-22,2020-07-23,2020-10-22,2021-02-11,2021-04-27,2021-07-22,2021-10-21,2022-02-10,2022-04-21,2022-07-21,2022-10-25,2023-02-09,2023-04-20,2023-07-21,2023-10-24,2024-02-08,2024-04-25,2024-07-19,2024-10-23,2025-02-07,2025-04-24,2025-07-23,2025-10-22
DeferredTaxAssetsStateTaxes / USD,,,40000000.0,,,,45000000.0,,,,135000000.0,,,,154000000.0,,,,95000000.0,,,,110000000.0,,,,106000000.0,,,,122000000.0,,,,134000000.0,,,,128000000.0,,,,149000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses / USD,,,1027000000.0,,,,1221000000.0,,,,1329000000.0,,,,1662000000.0,,,,1381000000.0,,,,1588000000.0,,,,1399000000.0,,,,2559000000.0,,,,2166000000.0,,,,2366000000.0,,,,2626000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,0.0,,,,10000000.0,,,,9000000.0,,,,5000000.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,13000000.0,,,,18000000.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets / USD,,,216000000.0,,,,259000000.0,,,,246000000.0,,,,222000000.0,,,,141000000.0,,,,187000000.0,,,,198000000.0,,,,203000000.0,,,,197000000.0,,,,193000000.0,,,,198000000.0,,,
DeferredTaxLiabilitiesInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,24000000.0,,,,15000000.0,,,,18000000.0,,,,132000000.0,,,,120000000.0,,,,133000000.0,,,,112000000.0,,,,114000000.0,,,,177000000.0,,,,149000000.0,,,,108000000.0,,,
DefinedContributionPlanCostRecognized / USD,,,,,,,,,,,77000000.0,,,,77000000.0,,,,77000000.0,,,,76000000.0,,,,74000000.0,,,,69000000.0,,,,69000000.0,,,,69000000.0,,,,80000000.0,,,
DefinedContributionPlanEmployerMatchingContributionPercent / pure,,,,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch / pure,,,,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,
DemandDepositAccounts / USD,,,,,,,,,,,,,,,,,,,,,,,,,21800000000.0,23300000000.0,25100000000.0,28400000000.0,28400000000.0,29200000000.0,29600000000.0,31400000000.0,30400000000.0,31100000000.0,30400000000.0,29300000000.0,28500000000.0,29000000000.0,28100000000.0,29300000000.0,30400000000.0,30000000000.0,,,,
Deposits / USD,25719000000.0,25719000000.0,25719000000.0,34955000000.0,34955000000.0,34955000000.0,34955000000.0,43367000000.0,43367000000.0,43367000000.0,43367000000.0,52055000000.0,52055000000.0,52055000000.0,52055000000.0,56488000000.0,56488000000.0,56488000000.0,56488000000.0,64019000000.0,64019000000.0,64019000000.0,64019000000.0,65154000000.0,65154000000.0,65154000000.0,65154000000.0,62782000000.0,62782000000.0,62782000000.0,62782000000.0,62270000000.0,62270000000.0,62270000000.0,62270000000.0,71735000000.0,71735000000.0,71735000000.0,71735000000.0,81153000000.0,81153000000.0,81153000000.0,81153000000.0,82062000000.0,82062000000.0,82062000000.0
DepositsSavingsDeposits / USD,,,,,,,,,,,14600000000.0,16000000000.0,15600000000.0,15900000000.0,16200000000.0,16900000000.0,16700000000.0,16700000000.0,16700000000.0,17500000000.0,17600000000.0,17900000000.0,18300000000.0,18500000000.0,20700000000.0,22100000000.0,23800000000.0,27000000000.0,26900000000.0,27800000000.0,28200000000.0,28800000000.0,27800000000.0,28600000000.0,28000000000.0,27800000000.0,26800000000.0,27200000000.0,26200000000.0,27300000000.0,28400000000.0,27900000000.0,26220000000.0,28605000000.0,28605000000.0,28605000000.0
DepreciationDepletionAndAmortization / USD,52000000.0,77000000.0,83000000.0,31000000.0,63000000.0,96000000.0,104000000.0,37000000.0,81000000.0,127000000.0,131000000.0,54000000.0,108000000.0,164000000.0,174000000.0,59000000.0,118000000.0,187000000.0,219000000.0,71000000.0,144000000.0,222000000.0,254000000.0,87000000.0,179000000.0,273000000.0,302000000.0,96000000.0,193000000.0,290000000.0,367000000.0,95000000.0,192000000.0,285000000.0,383000000.0,107000000.0,213000000.0,318000000.0,390000000.0,111000000.0,224000000.0,340000000.0,419000000.0,119000000.0,240000000.0,361000000.0
DisposalGroupIncludingDiscontinuedOperationCash / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,,,
DividendsCommonStockCash / USD,,,,,,,,,,107000000.0,214000000.0,105000000.0,210000000.0,107000000.0,214000000.0,105000000.0,210000000.0,328000000.0,214000000.0,114000000.0,114000000.0,114000000.0,446000000.0,150000000.0,150000000.0,150000000.0,534000000.0,135000000.0,135000000.0,135000000.0,581000000.0,128000000.0,128000000.0,128000000.0,520000000.0,114000000.0,114000000.0,114000000.0,500000000.0,100000000.0,100000000.0,100000000.0,434000000.0,102000000.0,102000000.0,102000000.0
DividendsPreferredStockCash / USD,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,11000000.0,11000000.0,42000000.0,11000000.0,11000000.0,11000000.0,42000000.0,11000000.0,11000000.0,11000000.0,42000000.0,10000000.0,10000000.0,10000000.0,42000000.0,11000000.0,11000000.0,11000000.0,42000000.0,,10000000.0,10000000.0
EarningsPerShareBasic / USD/shares,1.27,2.18,3.0,0.79,1.46,2.16,2.81,0.66,1.31,2.0,2.78,0.7,1.28,2.01,2.66,0.61,1.23,1.93,2.71,0.84,1.76,2.68,2.43,1.57,2.82,4.42,3.76,0.45,0.52,1.04,5.59,1.74,3.87,5.89,2.28,1.79,3.4,4.89,7.4,1.36,2.74,4.16,6.19,3.17,4.74,6.71
EarningsPerShareDiluted / USD/shares,1.27,2.18,3.0,0.79,1.46,2.16,2.81,0.66,1.31,2.0,2.78,0.7,1.28,2.01,2.65,0.61,1.23,1.93,2.71,0.83,1.75,2.66,2.42,1.56,2.81,4.4,3.74,0.45,0.52,1.04,5.56,1.73,3.84,5.84,2.27,1.77,3.38,4.86,7.34,1.35,2.73,4.14,6.15,3.14,4.7,6.65
EffectiveIncomeTaxRateContinuingOperations / pure,0.374,,0.372,,,,0.37,,,,0.377,,,,0.373,0.362,0.371,0.369,0.369,,,,0.418,,,,0.234,,,,0.233,,,,0.229,,,,0.233,,,,0.239,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,0.35,,0.35,,,,0.35,,,,0.35,,,,0.35,0.35,0.35,0.35,0.35,,,,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent / pure,,,0.0,,,,0.001,,,,0.002,,,,0.0,,,,-0.003,,,,-0.002,,,,0.0,,,,-0.004,,,,0.0,,,,-0.011,,,,-0.007,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,0.022,,,,0.019,,,,0.025,,,,0.023,,,,0.022,,,,0.022,,,,0.032,,,,0.031,,,,0.036,,,,0.034,,,,0.036,,,
EntityCommonStockSharesOutstanding / shares,833764589.0,833764589.0,833764589.0,833764589.0,833764963.0,833825875.0,833828859.0,833920403.0,833925364.0,825465791.0,810786641.0,811013257.0,795335232.0,782591569.0,760216905.0,754756608.0,740686112.0,718731714.0,709862330.0,689316399.0,663440036.0,646192751.0,613476835.0,583707826.0,583755011.0,583792187.0,583881805.0,581598847.0,569699116.0,547259177.0,521271848.0,501488808.0,481759025.0,450541428.0,437035160.0,428570576.0,418183060.0,413804360.0,406843602.0,401543685.0,395226701.0,389344383.0,388749489.0,380650709.0,372057548.0,360171098.0
EntityPublicFloat / USD,,,0.0,,,,4231311700.0,,,,21081515270.0,,,,23716562515.0,,,,24921449418.0,,,,23206326259.0,,,,12935102284.0,,,,27822151695.0,,,,13473650047.0,,,,14182270780.0,,,,18645501294.0,,,
EquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816000000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76000000.0,111000000.0,126000000.0,135000000.0,232000000.0,242000000.0,247000000.0,246000000.0,245000000.0,250000000.0,255000000.0,268000000.0,270000000.0,272000000.0,273000000.0,270000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentAnnualAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,0.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0,3000000.0,3000000.0,0.0,1000000.0,6000000.0,6000000.0,0.0,2000000.0,7000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,10000000.0,10000000.0,11000000.0,11000000.0,8000000.0,9000000.0,14000000.0,14000000.0,14000000.0,16000000.0,21000000.0,21000000.0,13000000.0,9000000.0,17000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,32000000.0,48000000.0,57000000.0,148000000.0,7000000.0,7000000.0,7000000.0,7000000.0,0.0,0.0,17000000.0,17000000.0,0.0,0.0,0.0
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181000000.0,188000000.0,188000000.0,188000000.0,188000000.0,188000000.0,188000000.0,205000000.0,205000000.0,205000000.0,205000000.0,205000000.0,205000000.0,201000000.0,201000000.0,201000000.0
FinancingReceivableAllowanceForCreditLossPurchasedWithCreditDeteriorationIncrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000000.0,46000000.0,46000000.0,0.0,39000000.0,46000000.0,46000000.0
FinancingReceivableAllowanceForCreditLosses / USD,,,,,,,,,,,,,,,,,,,,,,,,5602000000.0,5602000000.0,5602000000.0,5602000000.0,8623000000.0,8623000000.0,8623000000.0,8623000000.0,10265000000.0,10265000000.0,10265000000.0,8623000000.0,8688000000.0,8688000000.0,8688000000.0,10265000000.0,9527000000.0,9527000000.0,9527000000.0,8688000000.0,10571000000.0,10571000000.0,10571000000.0
FinancingReceivableAllowanceForCreditLossesRecovery / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194000000.0,430000000.0,625000000.0,844000000.0,231000000.0,484000000.0,721000000.0,834000000.0,301000000.0,657000000.0,961000000.0
FinancingReceivableAllowanceForCreditLossesWriteOffs / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752000000.0,1555000000.0,2385000000.0,3148000000.0,1237000000.0,2586000000.0,3939000000.0,3370000000.0,1886000000.0,3863000000.0,5720000000.0
FinancingReceivableModificationsPostModificationRecordedInvestment2 / USD,295000000.0,418000000.0,539000000.0,109000000.0,206000000.0,314000000.0,428000000.0,120000000.0,230000000.0,366000000.0,504000000.0,133000000.0,252000000.0,417000000.0,585000000.0,173000000.0,349000000.0,560000000.0,756000000.0,222000000.0,419000000.0,647000000.0,889000000.0,216000000.0,409000000.0,636000000.0,852000000.0,226000000.0,353000000.0,551000000.0,854000000.0,262000000.0,416000000.0,566000000.0,772000000.0,224000000.0,417000000.0,683000000.0,996000000.0,517000000.0,1002000000.0,,996000000.0,,,
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1 / USD,73000000.0,95000000.0,86000000.0,29000000.0,50000000.0,63000000.0,59000000.0,23000000.0,35000000.0,50000000.0,61000000.0,21000000.0,46000000.0,61000000.0,57000000.0,40000000.0,74000000.0,91000000.0,73000000.0,54000000.0,86000000.0,102000000.0,91000000.0,44000000.0,82000000.0,89000000.0,92000000.0,49000000.0,80000000.0,103000000.0,99000000.0,47000000.0,99000000.0,115000000.0,81000000.0,42000000.0,85000000.0,117000000.0,103000000.0,7000000.0,45000000.0,123000000.0,135000000.0,119000000.0,216000000.0,261000000.0
FinancingReceivableModifiedWeightedAverageInterestRateDecreaseFromModification / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
FinancingReceivableNonaccrualPercentPastDue1 / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing / USD,1119000000.0,1119000000.0,1119000000.0,1160000000.0,1160000000.0,1160000000.0,1160000000.0,1270000000.0,1270000000.0,1270000000.0,1270000000.0,1542000000.0,1542000000.0,1542000000.0,1542000000.0,1864000000.0,1864000000.0,1864000000.0,1864000000.0,2116000000.0,2116000000.0,2116000000.0,2116000000.0,1868000000.0,1868000000.0,1868000000.0,1868000000.0,1138000000.0,1138000000.0,1138000000.0,1138000000.0,936000000.0,936000000.0,936000000.0,936000000.0,1548000000.0,1548000000.0,1548000000.0,,2330000000.0,2330000000.0,2330000000.0,,2473000000.0,2473000000.0,2473000000.0
FinancingReceivableRecordedInvestmentNonaccrualStatus / USD,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0,3000000.0,3000000.0,3000000.0,4000000.0,4000000.0,4000000.0,4000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,7000000.0,7000000.0,7000000.0,7000000.0,5000000.0,5000000.0,5000000.0,5000000.0,6000000.0,6000000.0,6000000.0,6000000.0,14000000.0,14000000.0,14000000.0,14000000.0,23000000.0,23000000.0,23000000.0,23000000.0,39000000.0,39000000.0,39000000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,341000000.0,341000000.0,341000000.0,450000000.0,450000000.0,450000000.0,450000000.0,597000000.0,597000000.0,597000000.0,597000000.0,675000000.0,675000000.0,675000000.0,675000000.0,861000000.0,861000000.0,861000000.0,861000000.0,1055000000.0,1055000000.0,1055000000.0,1055000000.0,1345000000.0,1345000000.0,1345000000.0,1345000000.0,1652000000.0,1652000000.0,1652000000.0,1652000000.0,2036000000.0,2036000000.0,2036000000.0,2036000000.0,2159000000.0,2159000000.0,2159000000.0,1180000000.0,1454000000.0,1454000000.0,1454000000.0,1454000000.0,1702000000.0,1702000000.0,1702000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,116000000.0,,,,158000000.0,,,,164000000.0,,,,184000000.0,,,,240000000.0,,,,290000000.0,,,,275000000.0,,,,310000000.0,,,,336000000.0,,,,283000000.0,,,,295000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,54000000.0,,,,89000000.0,,,,68000000.0,,,,55000000.0,,,,85000000.0,,,,119000000.0,,,,100000000.0,,,,98000000.0,,,,107000000.0,,,,50000000.0,,,,47000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,64000000.0,,,,110000000.0,,,,120000000.0,,,,94000000.0,,,,125000000.0,,,,154000000.0,,,,146000000.0,,,,164000000.0,,,,176000000.0,,,,99000000.0,,,,110000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,92000000.0,,,,120000000.0,,,,142000000.0,,,,147000000.0,,,,167000000.0,,,,194000000.0,,,,182000000.0,,,,211000000.0,,,,238000000.0,,,,154000000.0,,,,165000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,114000000.0,,,,131000000.0,,,,152000000.0,,,,171000000.0,,,,214000000.0,,,,240000000.0,,,,226000000.0,,,,249000000.0,,,,286000000.0,,,,215000000.0,,,,222000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,641000000.0,641000000.0,641000000.0,969000000.0,969000000.0,969000000.0,969000000.0,1298000000.0,1298000000.0,1298000000.0,1298000000.0,1387000000.0,1387000000.0,1387000000.0,1387000000.0,1610000000.0,1610000000.0,1610000000.0,1610000000.0,2192000000.0,2192000000.0,2192000000.0,2192000000.0,2610000000.0,2610000000.0,2610000000.0,2610000000.0,2777000000.0,2777000000.0,2777000000.0,2777000000.0,3204000000.0,3204000000.0,3204000000.0,3204000000.0,3446000000.0,3446000000.0,3446000000.0,1922000000.0,2269000000.0,2269000000.0,2269000000.0,2269000000.0,2556000000.0,2556000000.0,2556000000.0
FiniteLivedIntangibleAssetsNet / USD,300000000.0,300000000.0,300000000.0,519000000.0,519000000.0,519000000.0,519000000.0,701000000.0,701000000.0,701000000.0,701000000.0,712000000.0,712000000.0,712000000.0,712000000.0,749000000.0,749000000.0,749000000.0,749000000.0,1137000000.0,1137000000.0,1137000000.0,1137000000.0,1265000000.0,1265000000.0,1265000000.0,1265000000.0,1125000000.0,1125000000.0,1125000000.0,1125000000.0,1168000000.0,1168000000.0,1168000000.0,1168000000.0,1287000000.0,1287000000.0,1287000000.0,742000000.0,815000000.0,815000000.0,815000000.0,815000000.0,854000000.0,854000000.0,854000000.0
FinitelivedIntangibleAssetsAcquired1 / USD,,,328000000.0,67000000.0,123000000.0,232000000.0,329000000.0,44000000.0,90000000.0,163000000.0,185000000.0,167000000.0,175000000.0,215000000.0,242000000.0,89000000.0,230000000.0,534000000.0,632000000.0,193000000.0,224000000.0,264000000.0,436000000.0,33000000.0,74000000.0,95000000.0,217000000.0,127000000.0,142000000.0,214000000.0,437000000.0,79000000.0,126000000.0,158000000.0,489000000.0,108000000.0,136000000.0,182000000.0,392000000.0,64000000.0,121000000.0,193000000.0,363000000.0,79000000.0,182000000.0,319000000.0
GainLossOnSaleOfBusiness / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1069000000.0,1069000000.0,1069000000.0
Goodwill / USD,949000000.0,949000000.0,936000000.0,949000000.0,949000000.0,949000000.0,949000000.0,949000000.0,949000000.0,949000000.0,949000000.0,949000000.0,949000000.0,949000000.0,949000000.0,991000000.0,991000000.0,991000000.0,949000000.0,1024000000.0,1024000000.0,1024000000.0,991000000.0,1078000000.0,1078000000.0,1078000000.0,1024000000.0,1078000000.0,1078000000.0,1078000000.0,1078000000.0,1105000000.0,1105000000.0,1105000000.0,1078000000.0,1105000000.0,1105000000.0,1105000000.0,1105000000.0,1018000000.0,1018000000.0,1018000000.0,1105000000.0,1274000000.0,1274000000.0,1274000000.0
GoodwillAcquiredDuringPeriod / USD,,,13000000.0,,,,0.0,,,,0.0,,,,0.0,,,,42000000.0,,,,33000000.0,,,,54000000.0,,,,0.0,,,,27000000.0,,,,,51000000.0,252000000.0,252000000.0,0.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,3352000000.0,,,,3124000000.0,,,,3377000000.0,,,,3513000000.0,,,,3545000000.0,,,,3334000000.0,,,,3628000000.0,,,,4870000000.0,,,,1780000000.0,,,,5483000000.0,,,,3947000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,1429000000.0,2450000000.0,3376000000.0,890000000.0,1654000000.0,2533000000.0,3142000000.0,883000000.0,1744000000.0,2663000000.0,3386000000.0,928000000.0,1699000000.0,2662000000.0,3531000000.0,782000000.0,1570000000.0,2449000000.0,3570000000.0,847000000.0,1739000000.0,2632000000.0,3324000000.0,1462000000.0,2591000000.0,3966000000.0,3644000000.0,382000000.0,441000000.0,853000000.0,4887000000.0,1315000000.0,2956000000.0,4456000000.0,1797000000.0,1233000000.0,2299000000.0,3221000000.0,5503000000.0,790000000.0,1532000000.0,2365000000.0,3962000000.0,1708000000.0,2552000000.0,3580000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,24000000.0,,,,18000000.0,,,,9000000.0,,,,18000000.0,,,,25000000.0,,,,-10000000.0,,,,16000000.0,,,,17000000.0,,,,17000000.0,,,,20000000.0,,,,15000000.0,,,
IncomeTaxExpenseBenefit / USD,534000000.0,914000000.0,1257000000.0,332000000.0,624000000.0,955000000.0,1163000000.0,331000000.0,651000000.0,996000000.0,1277000000.0,346000000.0,628000000.0,987000000.0,1317000000.0,283000000.0,575000000.0,899000000.0,1319000000.0,207000000.0,403000000.0,625000000.0,1389000000.0,355000000.0,631000000.0,950000000.0,854000000.0,96000000.0,107000000.0,206000000.0,1140000000.0,290000000.0,689000000.0,1048000000.0,412000000.0,301000000.0,563000000.0,782000000.0,1282000000.0,189000000.0,362000000.0,567000000.0,946000000.0,415000000.0,616000000.0,855000000.0
IncomeTaxesPaidNet / USD,,,228000000.0,,,,1183000000.0,,,,1787000000.0,,,,1219000000.0,,,,1771000000.0,,,,754000000.0,,,,772000000.0,,,,1017000000.0,,,,847000000.0,,,,1112000000.0,,,,1290000000.0,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities / USD,245000000.0,817000000.0,189000000.0,204000000.0,214000000.0,261000000.0,810000000.0,62000000.0,66000000.0,125000000.0,-172000000.0,-449000000.0,-496000000.0,-321000000.0,803000000.0,-846000000.0,-556000000.0,-58000000.0,-32000000.0,-511000000.0,-256000000.0,120000000.0,210000000.0,-251000000.0,-162000000.0,125000000.0,356000000.0,-481000000.0,-312000000.0,-483000000.0,363000000.0,-234000000.0,-214000000.0,88000000.0,-67000000.0,-413000000.0,-391000000.0,-322000000.0,560000000.0,-177000000.0,-179000000.0,-7000000.0,-93000000.0,-204000000.0,-239000000.0,-192000000.0
IncreaseDecreaseInDeposits / USD,-4213000000.0,-3076000000.0,972000000.0,1492000000.0,4595000000.0,6822000000.0,481000000.0,-214000000.0,2589000000.0,5364000000.0,9044000000.0,1292000000.0,2737000000.0,6119000000.0,8261000000.0,-528000000.0,792000000.0,2400000000.0,8666000000.0,-3000000.0,2484000000.0,5792000000.0,4431000000.0,36000000.0,1616000000.0,1940000000.0,7509000000.0,-528000000.0,-997000000.0,-1656000000.0,1117000000.0,-35000000.0,-2957000000.0,-2447000000.0,-2369000000.0,1302000000.0,2434000000.0,6125000000.0,-534000000.0,2720000000.0,4056000000.0,6354000000.0,9453000000.0,2396000000.0,1938000000.0,1120000000.0
IncreaseDecreaseInOtherOperatingAssets / USD,13000000.0,-1000000.0,-1180000000.0,-59000000.0,-101000000.0,-129000000.0,-40000000.0,7000000.0,99000000.0,-8000000.0,-196000000.0,-36000000.0,-42000000.0,-29000000.0,-70000000.0,-231000000.0,31000000.0,79000000.0,398000000.0,-148000000.0,112000000.0,39000000.0,-144000000.0,-118000000.0,65000000.0,-46000000.0,-81000000.0,71000000.0,34000000.0,85000000.0,-93000000.0,-87000000.0,150000000.0,79000000.0,-19000000.0,12000000.0,-11000000.0,26000000.0,-37000000.0,-19000000.0,124000000.0,-37000000.0,-21000000.0,-45000000.0,120000000.0,5000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,-32000000.0,-62000000.0,-60000000.0,1000000.0,-24000000.0,-49000000.0,-63000000.0,-114000000.0,-190000000.0,-289000000.0,-294000000.0,-136000000.0,-261000000.0,-388000000.0,-429000000.0,-172000000.0,-323000000.0,-488000000.0,-525000000.0,-170000000.0,-322000000.0,-452000000.0,-649000000.0,-144000000.0,-284000000.0,-445000000.0,-601000000.0,-180000000.0,-367000000.0,-546000000.0,-608000000.0,-130000000.0,-265000000.0,-419000000.0,-720000000.0,-147000000.0,-190000000.0,-375000000.0,-522000000.0,-164000000.0,-364000000.0,-541000000.0,-574000000.0,-155000000.0,-208000000.0,-353000000.0
InformationTechnologyAndDataProcessing / USD,94000000.0,141000000.0,165000000.0,52000000.0,105000000.0,152000000.0,193000000.0,63000000.0,137000000.0,214000000.0,212000000.0,82000000.0,163000000.0,250000000.0,297000000.0,90000000.0,178000000.0,274000000.0,338000000.0,104000000.0,203000000.0,308000000.0,373000000.0,113000000.0,236000000.0,363000000.0,426000000.0,123000000.0,239000000.0,364000000.0,485000000.0,131000000.0,268000000.0,407000000.0,492000000.0,145000000.0,308000000.0,458000000.0,550000000.0,166000000.0,345000000.0,522000000.0,623000000.0,186000000.0,393000000.0,596000000.0
InterestAndFeeIncomeLoansAndLeases / USD,5380000000.0,8263000000.0,10300000000.0,2928000000.0,5848000000.0,8964000000.0,11295000000.0,3140000000.0,6306000000.0,9685000000.0,12216000000.0,3498000000.0,6992000000.0,10763000000.0,13179000000.0,3877000000.0,7804000000.0,11986000000.0,14682000000.0,4172000000.0,8253000000.0,12870000000.0,16219000000.0,4687000000.0,9323000000.0,14213000000.0,17644000000.0,4340000000.0,8148000000.0,11969000000.0,18705000000.0,3732000000.0,7299000000.0,11186000000.0,15950000000.0,4008000000.0,8047000000.0,12305000000.0,15228000000.0,4616000000.0,9428000000.0,14579000000.0,16881000000.0,5293000000.0,10594000000.0,16116000000.0
InterestBearingDepositLiabilities / USD,25360000000.0,25360000000.0,25360000000.0,34847000000.0,34847000000.0,34847000000.0,34847000000.0,43215000000.0,43215000000.0,43215000000.0,43215000000.0,51896000000.0,51896000000.0,51896000000.0,51896000000.0,56276000000.0,56276000000.0,56276000000.0,56276000000.0,63738000000.0,63738000000.0,63738000000.0,63738000000.0,64877000000.0,64877000000.0,64877000000.0,64877000000.0,62469000000.0,62469000000.0,62469000000.0,62469000000.0,61911000000.0,61911000000.0,61911000000.0,61911000000.0,71336000000.0,71336000000.0,71336000000.0,71336000000.0,80789000000.0,80789000000.0,80789000000.0,80789000000.0,81664000000.0,81664000000.0,81664000000.0
InterestBearingDepositsInBanks / USD,,,,,,,,,,,10689000000.0,,,,8400000000.0,,,,10100000000.0,,,,8300000000.0,,,,9600000000.0,,,,10100000000.0,,,,6800000000.0,,,,8800000000.0,,,,12800000000.0,,,
InterestBearingDomesticDepositCertificatesOfDeposits / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38546000000.0,41055000000.0,41055000000.0,41055000000.0
InterestExpenseDeposits / USD,187000000.0,281000000.0,362000000.0,96000000.0,205000000.0,331000000.0,374000000.0,137000000.0,283000000.0,442000000.0,470000000.0,172000000.0,351000000.0,539000000.0,607000000.0,194000000.0,396000000.0,615000000.0,727000000.0,249000000.0,522000000.0,836000000.0,848000000.0,375000000.0,772000000.0,1183000000.0,1186000000.0,356000000.0,649000000.0,894000000.0,1566000000.0,170000000.0,316000000.0,447000000.0,1094000000.0,127000000.0,287000000.0,567000000.0,566000000.0,557000000.0,1274000000.0,2074000000.0,1008000000.0,954000000.0,1921000000.0,2889000000.0
InterestExpenseOperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636000000.0,2628000000.0,1521000000.0,1163000000.0,2340000000.0,3516000000.0
