fact_unit,2011-11-07,2012-02-06,2012-05-07,2012-09-13,2012-11-07,2013-02-06,2013-05-10,2013-09-11,2013-11-07,2014-02-07,2014-05-07,2014-09-15,2014-11-06,2015-02-09,2015-05-07,2015-09-10,2015-11-16,2016-02-04,2016-05-06,2016-08-26,2016-11-07,2017-02-07,2017-05-10,2019-05-17,2019-12-19,2019-12-20,2020-02-07,2020-05-11,2020-08-31,2020-11-06,2021-02-05,2021-05-07,2021-08-27,2021-11-05,2022-02-04,2022-05-06,2022-08-29,2022-11-04,2023-02-03,2023-05-05,2023-08-28,2023-11-03,2024-02-02,2024-05-06,2025-02-25,2025-05-12,2025-08-28,2025-11-07
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,-45000.0,-72000.0,-101000.0,-88000.0,-6000.0,-38000.0,175000.0,163000.0,-119000.0,185000.0,540000.0,362000.0,376000.0,-11000.0,-9000.0,-304000.0,560000.0,-1472000.0,-1693000.0,-2269000.0,-678000.0,-1634000.0,-3400000.0,4500000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,,,0.363,0.358,0.33,,0.417,0.354,0.102,0.342,0.351,0.341,0.294,0.2,0.2,0.298,0.287,0.32,0.354,0.308,0.308,0.302,0.267,0.21,0.198,0.169,0.436,0.253,0.176,0.128,0.166,0.127,0.139,0.105,0.034,0.117,0.141,0.159,0.058,0.174,0.159,0.15,0.157,0.067,0.147,0.15
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,0.35,,,,0.35,,,,0.35,,,,0.35,0.35,,,0.35,,,,0.35,0.35,,,,0.281,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,0.21,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,,,,,-0.011,,,,-0.01,,,,-0.067,-0.067,,,-0.025,,,,-0.027,0.008,,,,-0.06,,,,0.011,,,,0.0,,,,-0.005,,0.02,,-0.003,,0.008,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,-0.017,,,,-0.013,,,,-0.011,,,,0.049,0.049,,,0.001,,,,-0.021,0.006,,,,0.034,,,,0.01,,,,0.011,,,,0.012,,,,0.001,,0.002,
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes / pure,,,,,,,,,,,,-0.002,,,,-0.039,-0.039,,,-0.007,,,,,0.001,,,,0.015,,,,-0.016,,,,-0.011,,,,-0.019,,,,0.001,,-0.001,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.033,,,,-0.015,,-0.034,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.035,,,,0.044,,,,0.025,,,,0.038,0.038,,,0.033,,,,0.033,0.046,,,,-0.001,,,,0.005,,,,0.0,,,,0.003,,,,0.009,,0.011,
EffectiveIncomeTaxRateReconciliationTaxContingencies / pure,,,,,,,,-0.006,,,,-0.005,,,,-0.11,-0.11,,,-0.021,,,,-0.008,-0.076,,,,0.063,,,,0.041,,,,-0.023,,,,0.02,,,,0.003,,0.001,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch / pure,,,,-0.058,,,,-0.087,,,,0.057,,,,0.144,0.144,,,0.04,,,,0.038,0.094,,,,0.087,,,,0.095,,,,0.131,,,,0.105,,,,0.039,,0.033,
EmployeeRelatedLiabilitiesCurrent / USD,,,,,,,,10048000.0,12084000.0,12084000.0,12084000.0,12084000.0,11624000.0,11624000.0,11624000.0,11624000.0,11624000.0,15141000.0,15141000.0,15141000.0,16015000.0,16015000.0,16015000.0,15499000.0,25532000.0,25552000.0,25552000.0,25552000.0,25552000.0,33577000.0,33577000.0,33577000.0,33577000.0,45770000.0,45770000.0,45770000.0,45770000.0,57736000.0,57736000.0,57736000.0,,53439000.0,53439000.0,53439000.0,62006000.0,62006000.0,62006000.0,82156000.0
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,100000.0
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,1052000.0,231000.0,538000.0,1332000.0,1412000.0,228000.0,409000.0,449000.0,1582000.0,288000.0,669000.0,2146000.0,548000.0,548000.0,1392000.0,2747000.0,2426000.0,285000.0,2099000.0,3290000.0,4247000.0,5946000.0,1242000.0,2324000.0,3339000.0,6902000.0,1143000.0,2283000.0,5142000.0,4349000.0,1955000.0,3687000.0,6080000.0,6814000.0,1888000.0,4198000.0,8077000.0,8574000.0,1339000.0,4720000.0,8165000.0,12220000.0,72641000.0,18106000.0,15873000.0
EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77900000.0,,28300000.0,
EntityCommonStockSharesOutstanding / shares,40479571.0,40678166.0,41486563.0,41654183.0,41792466.0,42080357.0,42239626.0,42702605.0,42761172.0,43720499.0,44931042.0,45675186.0,45976613.0,46540736.0,47265389.0,47521065.0,47521065.0,47756966.0,48395436.0,48656429.0,47980148.0,48295896.0,48692992.0,49881914.0,50085282.0,50085282.0,51260228.0,51923646.0,52436548.0,51782128.0,50575310.0,49934337.0,50590466.0,51075818.0,51563316.0,51906873.0,52347039.0,52922886.0,53637158.0,52488494.0,52905947.0,53313542.0,55933330.0,58556527.0,593481352.0,596817646.0,594273308.0,596971133.0
EntityPublicFloat / USD,,,,463910000.0,,,,331423204.0,,,,576341886.0,,,,1263882520.0,1263882520.0,,,1312866144.0,,,,1110444831.0,596876261.0,,,,1057388840.0,,,,1374947450.0,,,,1962046138.0,,,,3828767079.0,,,,13520556853.0,,15529499954.0,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,3539000.0,,,,900000.0,,,,100000.0,100000.0,100000.0,100000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1700000.0,1700000.0,1700000.0,0.0,54600000.0,54617000.0,110617000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossCumulativeAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11600000.0,11600000.0
ForeignCurrencyTransactionGainLossBeforeTax / USD,,,,,,,,0.0,,,,0.0,-241000.0,115000.0,334000.0,153000.0,153000.0,1305000.0,595000.0,96000.0,2007000.0,1539000.0,1492000.0,830000.0,-1274000.0,-178000.0,112000.0,292000.0,-171000.0,561000.0,-428000.0,-311000.0,313000.0,-618000.0,-2905000.0,-1097000.0,-1008000.0,-45000.0,2738000.0,8157000.0,-2482000.0,9203000.0,4614000.0,2497000.0,7700000.0,,200000.0,
ForeignCurrencyTransactionGainLossUnrealized / USD,,,,,0.0,0.0,0.0,,-202000.0,-278000.0,158000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13747000.0,282000.0,2619000.0,-924000.0
GainsLossesOnExtinguishmentOfDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
GeneralAndAdministrativeExpense / USD,4374000.0,8631000.0,12589000.0,15318000.0,4578000.0,9785000.0,15587000.0,17444000.0,6346000.0,12091000.0,18225000.0,21872000.0,5648000.0,11132000.0,16938000.0,23902000.0,23902000.0,10000000.0,17334000.0,23017000.0,8200000.0,18711000.0,27695000.0,25040000.0,44646000.0,33460000.0,70040000.0,106214000.0,98597000.0,28298000.0,61338000.0,107680000.0,141228000.0,24379000.0,49640000.0,75864000.0,133941000.0,22244000.0,47507000.0,75280000.0,100539000.0,23806000.0,46901000.0,71351000.0,102435000.0,123241000.0,99585000.0,65284000.0
GrossProfit / USD,33037000.0,73216000.0,111072000.0,114992000.0,39626000.0,82240000.0,122969000.0,151104000.0,35015000.0,75137000.0,114030000.0,165417000.0,46792000.0,101884000.0,159148000.0,160053000.0,160053000.0,153645000.0,230465000.0,225545000.0,72215000.0,178577000.0,257729000.0,306584000.0,349958000.0,123239000.0,251161000.0,363488000.0,429994000.0,130929000.0,269333000.0,402693000.0,495522000.0,129915000.0,266010000.0,389027000.0,526210000.0,138139000.0,301882000.0,512657000.0,534538000.0,347535000.0,684957000.0,911316000.0,800001000.0,1515381000.0,1283012000.0,775580000.0
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,39103000.0,,,,53187000.0,,,,41540000.0,,,,14102000.0,14102000.0,,,66152000.0,,,,108437000.0,82078000.0,,,,39394000.0,,,,45126000.0,,,,35701000.0,,,,80922000.0,,,,250513000.0,,632237000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,1362000.0,,,,4886000.0,,,,3811000.0,,,,12494000.0,12494000.0,,,13442000.0,,,,24200000.0,9513000.0,,,,48821000.0,,,,44397000.0,,,,49127000.0,,,,37706000.0,,,,86320000.0,,122060000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments / USD,11870000.0,28640000.0,43658000.0,40465000.0,13337000.0,26902000.0,36312000.0,58073000.0,1542000.0,9005000.0,14305000.0,45351000.0,11865000.0,31931000.0,53257000.0,26596000.0,26596000.0,74203000.0,105395000.0,79594000.0,21203000.0,69953000.0,94001000.0,132637000.0,91591000.0,26284000.0,50818000.0,62320000.0,88215000.0,33902000.0,60741000.0,76706000.0,89523000.0,28931000.0,63188000.0,81653000.0,84828000.0,28374000.0,77666000.0,170575000.0,118628000.0,224239000.0,431330000.0,529046000.0,336833000.0,914810000.0,754297000.0,499078000.0
IncomeLossFromEquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,-303000.0,-1419000.0,-3213000.0,-3572000.0,-3607000.0,1011000.0,-9000.0,-1066000.0,-2721000.0,1330000.0,-145000.0,-409000.0,2402000.0,388000.0,627000.0,882000.0,173000.0,-889000.0,-2240000.0,-3253000.0,1206000.0,2347000.0,-3633000.0,-19000.0
IncomeTaxExpenseBenefit / USD,4653000.0,9854000.0,14176000.0,13550000.0,4845000.0,9636000.0,11969000.0,17860000.0,643000.0,3192000.0,1452000.0,15498000.0,4166000.0,10897000.0,15649000.0,5317000.0,5317000.0,22098000.0,30234000.0,25437000.0,7504000.0,21565000.0,28951000.0,40082000.0,24434000.0,5523000.0,10043000.0,10540000.0,38443000.0,8568000.0,10681000.0,9782000.0,14884000.0,3660000.0,8768000.0,8541000.0,2922000.0,3325000.0,10924000.0,27116000.0,6936000.0,38934000.0,68507000.0,79364000.0,52876000.0,61735000.0,110666000.0,74732000.0
IncomeTaxesPaidNet / USD,675000.0,7473000.0,9506000.0,6542000.0,634000.0,3485000.0,6301000.0,9813000.0,1974000.0,6448000.0,6793000.0,8455000.0,1807000.0,6840000.0,8940000.0,8074000.0,8074000.0,15464000.0,27455000.0,13096000.0,5736000.0,19636000.0,34562000.0,30671000.0,30809000.0,3522000.0,18388000.0,21657000.0,14734000.0,30800000.0,37741000.0,42516000.0,23604000.0,1204000.0,-698000.0,2213000.0,43317000.0,2732000.0,7270000.0,11623000.0,2914000.0,27274000.0,96156000.0,107054000.0,19690000.0,300596000.0,114963000.0,3336000.0
IncreaseDecreaseInAccountsPayable / USD,17574000.0,48100000.0,32795000.0,21840000.0,9919000.0,1887000.0,29424000.0,16933000.0,-34688000.0,-25094000.0,-9602000.0,61336000.0,-7732000.0,31950000.0,32492000.0,-2208000.0,-2208000.0,60016000.0,38712000.0,46298000.0,-37652000.0,20738000.0,-23176000.0,81701000.0,135320000.0,-64724000.0,-70109000.0,-201624000.0,132533000.0,-24865000.0,32415000.0,103880000.0,-173410000.0,-85704000.0,-25296000.0,45301000.0,59889000.0,-54343000.0,83188000.0,173031000.0,189309000.0,132302000.0,-90908000.0,-9120000.0,50145000.0,309613000.0,127135000.0,220353000.0
IncreaseDecreaseInAccountsReceivable / USD,288000.0,8223000.0,11225000.0,28026000.0,2800000.0,-4880000.0,16178000.0,12541000.0,10910000.0,16973000.0,21021000.0,17226000.0,-14435000.0,12910000.0,34072000.0,48255000.0,48255000.0,45959000.0,9017000.0,64874000.0,-25418000.0,-7613000.0,-35875000.0,78186000.0,149455000.0,-33616000.0,-54568000.0,-155232000.0,127082000.0,-37340000.0,-33444000.0,-58935000.0,-85027000.0,-81035000.0,-81156000.0,3036000.0,7023000.0,-5859000.0,33491000.0,216464000.0,60145000.0,-95088000.0,-68036000.0,-165883000.0,372438000.0,501870000.0,311897000.0,-15288000.0
IncreaseDecreaseInAccruedIncomeTaxesPayable / USD,1000000.0,-2267000.0,740000.0,9497000.0,4093000.0,5962000.0,6704000.0,5687000.0,1250000.0,679000.0,1943000.0,8968000.0,1841000.0,2677000.0,9879000.0,4490000.0,4490000.0,5314000.0,5814000.0,10880000.0,2966000.0,650000.0,-8583000.0,8979000.0,-1873000.0,3741000.0,2533000.0,1538000.0,5827000.0,-9215000.0,-9492000.0,-11042000.0,5831000.0,1625000.0,5855000.0,4916000.0,-8321000.0,1532000.0,1723000.0,4672000.0,8041000.0,26668000.0,-3030000.0,50855000.0,29002000.0,-99824000.0,87423000.0,61440000.0
IncreaseDecreaseInAccruedLiabilities / USD,4251000.0,6519000.0,3804000.0,5514000.0,-830000.0,1345000.0,3266000.0,5348000.0,1436000.0,2203000.0,3268000.0,4967000.0,-3207000.0,1760000.0,-1767000.0,4384000.0,4384000.0,4795000.0,6748000.0,3293000.0,3686000.0,9715000.0,5701000.0,13893000.0,17329000.0,9223000.0,8847000.0,9706000.0,23238000.0,12693000.0,17810000.0,49924000.0,11456000.0,-36457000.0,-20619000.0,-5807000.0,27865000.0,-1330000.0,-2507000.0,4644000.0,24705000.0,8000.0,-44092000.0,-62639000.0,35891000.0,123937000.0,-50311000.0,25974000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,24308000.0,,,,,-1900000.0,-8800000.0,-13700000.0,-1500000.0,13100000.0,50200000.0,27400000.0,350000.0,86000000.0,46200000.0,76100000.0,-1452000.0,36100000.0,46243000.0,76062000.0,31544000.0,132043000.0,70587000.0,141806000.0
IncreaseDecreaseInInventories / USD,15836000.0,52551000.0,71649000.0,48154000.0,-1345000.0,4551000.0,41908000.0,60480000.0,-10537000.0,-26689000.0,-10514000.0,92467000.0,144000.0,38295000.0,43346000.0,-12704000.0,-12704000.0,97543000.0,119007000.0,63921000.0,-404000.0,26818000.0,21809000.0,177557000.0,235590000.0,8017000.0,20861000.0,-36750000.0,126232000.0,23371000.0,48460000.0,214131000.0,-119314000.0,-78544000.0,-42327000.0,57249000.0,199683000.0,147087000.0,356399000.0,561453000.0,189466000.0,190449000.0,-123789000.0,-5187000.0,504642000.0,2679023000.0,-100042000.0,606873000.0
IncreaseDecreaseInOtherNoncurrentLiabilities / USD,223000.0,1408000.0,1681000.0,2399000.0,143000.0,508000.0,1646000.0,930000.0,172000.0,-98000.0,-1350000.0,1757000.0,170000.0,797000.0,579000.0,-566000.0,-566000.0,1664000.0,1686000.0,1954000.0,8949000.0,18749000.0,21833000.0,7728000.0,-3071000.0,1165000.0,424000.0,-1625000.0,3525000.0,854000.0,-3654000.0,-8459000.0,116000.0,1157000.0,-3240000.0,-3295000.0,-8001000.0,-1461000.0,-7417000.0,-8892000.0,-4220000.0,-159000.0,-3040000.0,-3883000.0,-10557000.0,5424000.0,-4424000.0,1520000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,3772000.0,3127000.0,3651000.0,792000.0,340000.0,813000.0,2713000.0,4144000.0,-297000.0,-699000.0,-169000.0,1656000.0,-960000.0,-1428000.0,-1417000.0,67000.0,67000.0,-793000.0,-675000.0,-618000.0,1247000.0,4259000.0,3756000.0,11326000.0,2856000.0,172000.0,3978000.0,-26392000.0,15714000.0,31088000.0,35450000.0,34790000.0,-8410000.0,-43724000.0,-27426000.0,25039000.0,29869000.0,-6109000.0,24481000.0,32750000.0,5291000.0,11991000.0,-518000.0,-15088000.0,28794000.0,25673000.0,-8313000.0,-86774000.0
IncrementalCommonSharesAttributableToConversionOfDebtSecurities / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1550000.0,0.0,12860000.0
InterestExpense / USD,159000.0,328000.0,489000.0,383000.0,194000.0,367000.0,556000.0,686000.0,155000.0,307000.0,449000.0,717000.0,195000.0,379000.0,535000.0,610000.0,610000.0,379000.0,656000.0,757000.0,324000.0,724000.0,1141000.0,965000.0,2300000.0,2378000.0,4209000.0,5480000.0,5726000.0,552000.0,1112000.0,1630000.0,6690000.0,674000.0,1243000.0,1850000.0,2236000.0,804000.0,1954000.0,3485000.0,2485000.0,3938000.0,5694000.0,6982000.0,,,,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6413000.0,16240000.0,10491000.0,17354000.0
InterestOnConvertibleDebtNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,385000.0,0.0,2749000.0
InterestPaidNet / USD,132000.0,299000.0,454000.0,371000.0,187000.0,376000.0,545000.0,649000.0,257000.0,409000.0,551000.0,621000.0,200000.0,378000.0,533000.0,718000.0,718000.0,382000.0,649000.0,757000.0,298000.0,693000.0,1136000.0,933000.0,2082000.0,1673000.0,2687000.0,3402000.0,4541000.0,777000.0,1261000.0,1651000.0,3861000.0,512000.0,950000.0,1400000.0,2172000.0,508000.0,1765000.0,2990000.0,1948000.0,4076000.0,6084000.0,7223000.0,5492000.0,14813000.0,8541000.0,11454000.0
InterestPayableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,27701000.0
InventoryFinishedGoodsNetOfReserves / USD,,,,134990000.0,203498000.0,203498000.0,203498000.0,203498000.0,185459000.0,185459000.0,185459000.0,185459000.0,246803000.0,246803000.0,246803000.0,246803000.0,246803000.0,384647000.0,384647000.0,384647000.0,351209000.0,351209000.0,351209000.0,399776000.0,633348000.0,492387000.0,492387000.0,492387000.0,492387000.0,656817000.0,656817000.0,656817000.0,656817000.0,761694000.0,761694000.0,761694000.0,761694000.0,1025555000.0,1025555000.0,1025555000.0,1025555000.0,1045177000.0,1045177000.0,1045177000.0,1045177000.0,3312768000.0,3312768000.0,3465352000.0
InventoryNet / USD,192711000.0,192711000.0,192711000.0,192711000.0,276599000.0,276599000.0,276599000.0,276599000.0,254170000.0,254170000.0,254170000.0,254170000.0,315837000.0,315837000.0,315837000.0,315837000.0,315837000.0,463493000.0,463493000.0,463493000.0,448980000.0,448980000.0,448980000.0,516807000.0,853252000.0,670188000.0,670188000.0,670188000.0,670188000.0,851498000.0,851498000.0,851498000.0,851498000.0,1040964000.0,1040964000.0,1040964000.0,1040964000.0,1545606000.0,1545606000.0,1545606000.0,1545606000.0,1445564000.0,1445564000.0,1445564000.0,1445564000.0,4333029000.0,4333029000.0,4680375000.0
InventoryRawMaterialsAndSuppliesNetOfReserves / USD,,,,48181000.0,62849000.0,62849000.0,62849000.0,62849000.0,58271000.0,58271000.0,58271000.0,58271000.0,50240000.0,50240000.0,50240000.0,50240000.0,50240000.0,55632000.0,55632000.0,55632000.0,78666000.0,78666000.0,78666000.0,95344000.0,158742000.0,134203000.0,134203000.0,134203000.0,134203000.0,156535000.0,156535000.0,156535000.0,156535000.0,198798000.0,198798000.0,198798000.0,198798000.0,310475000.0,310475000.0,310475000.0,310475000.0,328513000.0,328513000.0,328513000.0,569268000.0,569268000.0,,540410000.0
InventoryRawMaterialsNetOfReserves / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328513000.0,,569268000.0,
InventoryWorkInProcessNetOfReserves / USD,,,,9540000.0,10252000.0,10252000.0,10252000.0,10252000.0,10440000.0,10440000.0,10440000.0,10440000.0,18794000.0,18794000.0,18794000.0,18794000.0,18794000.0,23214000.0,23214000.0,23214000.0,19105000.0,19105000.0,19105000.0,21687000.0,61162000.0,43598000.0,43598000.0,43598000.0,43598000.0,38146000.0,38146000.0,38146000.0,38146000.0,80472000.0,80472000.0,80472000.0,80472000.0,209576000.0,209576000.0,209576000.0,209576000.0,71874000.0,71874000.0,71874000.0,71874000.0,450993000.0,450993000.0,674613000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,14911000.0,14115000.0,28450000.0,26501000.0,26896000.0,26007000.0,23625000.0,22299000.0,26733000.0,25661000.0,27195000.0,25067000.0,23384000.0,22187000.0,20906000.0,19996000.0,28252000.0,27016000.0,40638000.0,40604000.0,204655000.0,398435000.0,514755000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1910000.0,1952000.0,5232000.0,956000.0,,,,,,,,533000.0,,,,,,,,6156000.0,,182932000.0,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7073000.0,6492000.0,6899000.0,6795000.0,6932000.0,6605000.0,6875000.0,7817000.0,7721000.0,6664000.0,6927000.0,7272000.0,7756000.0,9248000.0,9436000.0,10692000.0,10660000.0,23958000.0,39846000.0,54488000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1120000.0,1145000.0,4204000.0,4309000.0,,,,,,,,1550000.0,,,,536000.0,,,,4543000.0,,44866000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1130000.0,1186000.0,4219000.0,4221000.0,4354000.0,4415000.0,4367000.0,4382000.0,2015000.0,2213000.0,2644000.0,2602000.0,1563000.0,1564000.0,1566000.0,1575000.0,2735000.0,2827000.0,5001000.0,5039000.0,23565000.0,43635000.0,56273000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,2402000.0,2569000.0,5613000.0,4246000.0,4267000.0,4370000.0,4326000.0,4538000.0,5349000.0,5537000.0,6122000.0,6136000.0,2542000.0,2625000.0,2683000.0,3000000.0,3737000.0,3885000.0,6013000.0,6274000.0,23899000.0,43218000.0,54812000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,3621000.0,3890000.0,6974000.0,5696000.0,4933000.0,5204000.0,5125000.0,5430000.0,5498000.0,5685000.0,6524000.0,6525000.0,6252000.0,6368000.0,6627000.0,7129000.0,5226000.0,5600000.0,7628000.0,7932000.0,25044000.0,43938000.0,54302000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,4728000.0,3373000.0,2208000.0,,5857000.0,4075000.0,2010000.0,,5682000.0,3575000.0,2004000.0,,5828000.0,4168000.0,2222000.0,,6942000.0,4839000.0,2165000.0,7233000.0,6258000.0,,39777000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1128000.0,1095000.0,2859000.0,2089000.0,1977000.0,1822000.0,1590000.0,1438000.0,1967000.0,1605000.0,1489000.0,1267000.0,1206000.0,1146000.0,1095000.0,836000.0,2183000.0,1991000.0,4215000.0,5222000.0,49054000.0,96878000.0,124860000.0
LessorOperatingLeasePaymentsToBeReceived / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436500000.0,127652000.0,309516000.0,435168000.0
LessorOperatingLeasePaymentsToBeReceivedFiveYears / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30006000.0,
LessorOperatingLeasePaymentsToBeReceivedFourYears / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11653000.0,29132000.0,42008000.0
LessorOperatingLeasePaymentsToBeReceivedNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10037000.0,24684000.0,38443000.0
LessorOperatingLeasePaymentsToBeReceivedRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3699000.0,,28108000.0
LessorOperatingLeasePaymentsToBeReceivedThereafter / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169980000.0,
LessorOperatingLeasePaymentsToBeReceivedThreeYears / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11285000.0,28255000.0,40784000.0
LessorOperatingLeasePaymentsToBeReceivedTwoYears / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10984000.0,27459000.0,39596000.0
Liabilities / USD,177363000.0,177363000.0,177363000.0,177363000.0,250752000.0,250752000.0,250752000.0,250752000.0,258533000.0,258533000.0,258533000.0,258533000.0,327094000.0,327094000.0,327094000.0,327094000.0,327094000.0,470724000.0,470724000.0,470724000.0,444221000.0,444221000.0,444221000.0,494830000.0,925853000.0,741418000.0,741418000.0,741418000.0,741418000.0,852939000.0,852939000.0,852939000.0,852939000.0,1145566000.0,1145566000.0,1145566000.0,1145566000.0,1779330000.0,1779330000.0,1779330000.0,1779330000.0,1702559000.0,1702559000.0,1702559000.0,1702559000.0,4408722000.0,4408722000.0,7716558000.0
LiabilitiesAndStockholdersEquity / USD,464620000.0,464620000.0,464620000.0,464620000.0,589103000.0,589103000.0,589103000.0,589103000.0,632257000.0,632257000.0,632257000.0,632257000.0,796325000.0,796325000.0,796325000.0,796325000.0,796325000.0,1089809000.0,1089809000.0,1089809000.0,1165600000.0,1165600000.0,1165600000.0,1191483000.0,1769505000.0,1682594000.0,1682594000.0,1682594000.0,1682594000.0,1918646000.0,1918646000.0,1918646000.0,1918646000.0,2241964000.0,2241964000.0,2241964000.0,2241964000.0,3205077000.0,3205077000.0,3205077000.0,3205077000.0,3674729000.0,3674729000.0,3674729000.0,3674729000.0,9826092000.0,9826092000.0,14018429000.0
LiabilitiesCurrent / USD,140647000.0,140647000.0,140647000.0,140647000.0,220508000.0,220508000.0,220508000.0,220508000.0,241664000.0,241664000.0,241664000.0,241664000.0,310886000.0,310886000.0,310886000.0,310886000.0,310886000.0,454107000.0,454107000.0,454107000.0,363618000.0,363618000.0,363618000.0,409630000.0,811557000.0,605969000.0,605969000.0,605969000.0,605969000.0,707635000.0,707635000.0,707635000.0,707635000.0,968896000.0,968896000.0,968896000.0,968896000.0,1470024000.0,1470024000.0,1470024000.0,1470024000.0,1374652000.0,1374652000.0,1374652000.0,1374652000.0,2345721000.0,2345721000.0,2344792000.0
