fact_unit,2018-06-14,2018-09-13,2018-12-21,2019-03-15,2019-06-14,2019-09-13,2019-12-20,2020-03-13,2020-06-12,2020-06-26,2020-09-11,2020-12-18,2021-03-12,2021-06-11,2021-09-09,2021-12-17,2022-03-10,2022-06-09,2022-09-08,2022-12-16,2023-03-08,2023-06-07,2023-09-06,2023-12-14,2024-03-14,2024-06-13,2024-09-11,2024-12-20,2025-03-12,2025-06-11,2025-09-10
FinanceLeaseRightOfUseAssetAmortization / USD,,,,,,,,2000000.0,5000000.0,,9000000.0,14000000.0,,,,14000000.0,,,,14000000.0,,,,16000000.0,,,,18000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,0.0333,0.0333,,0.0333,0.0333,,,,0.0333,,,,0.0311,,,,0.0305,,,,0.0309,,,
FinancingReceivableSignificantSales / USD,57000000.0,362000000.0,178000000.0,,57000000.0,362000000.0,362000000.0,901000000.0,90000000.0,362000000.0,465000000.0,362000000.0,,,,1151000000.0,,,,3723000000.0,,,,4027000000.0,,,,3700000000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,7507000000.0,7507000000.0,7507000000.0,7917000000.0,7917000000.0,7917000000.0,7917000000.0,13144000000.0,13144000000.0,7917000000.0,13144000000.0,13144000000.0,19379000000.0,19379000000.0,19379000000.0,19379000000.0,24546000000.0,24546000000.0,24546000000.0,24546000000.0,20792000000.0,20792000000.0,20792000000.0,20792000000.0,16966000000.0,16966000000.0,16966000000.0,16966000000.0,15296000000.0,15296000000.0,15296000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,1726000000.0,1793000000.0,1143000000.0,2688000000.0,2701000000.0,2720000000.0,1244000000.0,1354000000.0,1367000000.0,1244000000.0,,718000000.0,,,,396000000.0,,,,198000000.0,,,,141000000.0,,,,6285000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,2882000000.0,,,,5054000000.0,,,5054000000.0,5417000000.0,5418000000.0,4367000000.0,4367000000.0,4367000000.0,4365000000.0,3237000000.0,3254000000.0,3254000000.0,3255000000.0,2388000000.0,2388000000.0,2389000000.0,2392000000.0,7630000000.0,7604000000.0,8055000000.0,8055000000.0,7572000000.0,7545000000.0,7880000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,1669000000.0,837000000.0,,3918000000.0,2618000000.0,1309000000.0,,4675000000.0,3117000000.0,,1568000000.0,,4047000000.0,2695000000.0,1347000000.0,,3235000000.0,2134000000.0,1067000000.0,,2369000000.0,1578000000.0,789000000.0,,6598000000.0,4728000000.0,2451000000.0,,6032000000.0,3997000000.0,2072000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,1425000000.0,1440000000.0,650000000.0,2156000000.0,2160000000.0,2166000000.0,1490000000.0,2355000000.0,2362000000.0,1490000000.0,,654000000.0,,,,323000000.0,,,,216000000.0,,,,69000000.0,,,,4356000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,1930000000.0,1944000000.0,1441000000.0,3153000000.0,3165000000.0,3171000000.0,2172000000.0,3222000000.0,3231000000.0,2172000000.0,2365000000.0,2365000000.0,656000000.0,657000000.0,659000000.0,659000000.0,323000000.0,343000000.0,343000000.0,344000000.0,216000000.0,216000000.0,218000000.0,222000000.0,5077000000.0,5051000000.0,5443000000.0,5443000000.0,4357000000.0,4337000000.0,4547000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,2424000000.0,2436000000.0,1945000000.0,4121000000.0,4135000000.0,4142000000.0,3180000000.0,4351000000.0,4360000000.0,3180000000.0,3237000000.0,3236000000.0,2367000000.0,2367000000.0,2369000000.0,2367000000.0,659000000.0,680000000.0,680000000.0,681000000.0,344000000.0,344000000.0,345000000.0,348000000.0,6180000000.0,6065000000.0,6533000000.0,6533000000.0,5444000000.0,5417000000.0,5673000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,2872000000.0,2881000000.0,2437000000.0,5024000000.0,5039000000.0,5045000000.0,4151000000.0,5394000000.0,5402000000.0,4151000000.0,4374000000.0,4366000000.0,3237000000.0,3237000000.0,3239000000.0,3237000000.0,2367000000.0,2387000000.0,2387000000.0,2388000000.0,681000000.0,681000000.0,682000000.0,685000000.0,7237000000.0,7035000000.0,7571000000.0,7571000000.0,6535000000.0,6507000000.0,6805000000.0
FiniteLivedIntangibleAssetsGross / USD,17627000000.0,17627000000.0,17627000000.0,18415000000.0,18415000000.0,18415000000.0,18415000000.0,30435000000.0,30435000000.0,18415000000.0,30435000000.0,30435000000.0,36136000000.0,36136000000.0,36136000000.0,36136000000.0,35893000000.0,35893000000.0,35893000000.0,35893000000.0,27874000000.0,27874000000.0,27874000000.0,27874000000.0,20823000000.0,20823000000.0,20823000000.0,20823000000.0,53539000000.0,53539000000.0,53539000000.0
FiniteLivedIntangibleAssetsNet / USD,10120000000.0,10120000000.0,10120000000.0,10498000000.0,10498000000.0,10498000000.0,10498000000.0,17291000000.0,17291000000.0,10498000000.0,17291000000.0,17291000000.0,16757000000.0,16757000000.0,16757000000.0,16757000000.0,11347000000.0,11347000000.0,11347000000.0,11347000000.0,7082000000.0,7082000000.0,7082000000.0,7082000000.0,3857000000.0,3857000000.0,3857000000.0,3857000000.0,38243000000.0,38243000000.0,38243000000.0
GainLossOnInvestments / USD,,,,,,,-1000000.0,,,-1000000.0,,3000000.0,,,0.0,145000000.0,119000000.0,94000000.0,90000000.0,31000000.0,,,,99000000.0,,,,-169000000.0,,,
GainsLossesOnExtinguishmentOfDebt / USD,-159000000.0,-159000000.0,-123000000.0,,,,-166000000.0,,0.0,-166000000.0,-2000000.0,0.0,-5000000.0,-98000000.0,-153000000.0,-28000000.0,-172000000.0,-198000000.0,-198000000.0,-169000000.0,,-100000000.0,-100000000.0,-198000000.0,,,0.0,-100000000.0,0.0,0.0,-105000000.0
Goodwill / USD,24706000000.0,24706000000.0,24732000000.0,26913000000.0,26913000000.0,26913000000.0,24706000000.0,36714000000.0,36714000000.0,24706000000.0,36714000000.0,26913000000.0,43447000000.0,43447000000.0,43447000000.0,36714000000.0,43450000000.0,43450000000.0,43450000000.0,43447000000.0,43614000000.0,43614000000.0,43614000000.0,43450000000.0,43653000000.0,43653000000.0,43653000000.0,43614000000.0,97873000000.0,97873000000.0,97873000000.0
GoodwillAcquiredDuringPeriod / USD,,2214000000.0,6000000.0,9734000000.0,,,2207000000.0,,6743000000.0,2207000000.0,6747000000.0,9801000000.0,10000000.0,10000000.0,10000000.0,6747000000.0,,153000000.0,158000000.0,10000000.0,,,,164000000.0,53933000000.0,,,39000000.0,,,
GrossProfit / USD,3977000000.0,6126000000.0,5940000000.0,2628000000.0,5179000000.0,7798000000.0,8509000000.0,3208000000.0,6297000000.0,8509000000.0,9331000000.0,10733000000.0,3264000000.0,6453000000.0,9769000000.0,12483000000.0,3952000000.0,8009000000.0,12206000000.0,13516000000.0,5049000000.0,10488000000.0,16169000000.0,16844000000.0,6004000000.0,12119000000.0,18283000000.0,22095000000.0,7375000000.0,15151000000.0,23507000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,1365000000.0,,,,2102000000.0,,,2102000000.0,,-705000000.0,,,,-4116000000.0,,,,-4221000000.0,,,,-3103000000.0,,,,-2020000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,632000000.0,1180000000.0,-1107000000.0,795000000.0,1894000000.0,3123000000.0,1825000000.0,278000000.0,935000000.0,1825000000.0,1479000000.0,4545000000.0,304000000.0,713000000.0,1306000000.0,2226000000.0,1384000000.0,2870000000.0,4596000000.0,2443000000.0,2687000000.0,5477000000.0,8814000000.0,6765000000.0,3840000000.0,7556000000.0,11130000000.0,12434000000.0,1342000000.0,3347000000.0,6153000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,-2472000000.0,,,,-277000000.0,,,-277000000.0,,5250000000.0,,,,6342000000.0,,,,6664000000.0,,,,9868000000.0,,,,14454000000.0,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest / USD,725000000.0,1234000000.0,-1749000000.0,6581000000.0,10317000000.0,11514000000.0,1790000000.0,481000000.0,1174000000.0,1790000000.0,1889000000.0,12629000000.0,380000000.0,948000000.0,1637000000.0,2736000000.0,,,,2961000000.0,,,,,3774000000.0,7255000000.0,10558000000.0,11495000000.0,1274000000.0,3395000000.0,1963000000.0
IncomeLossFromContinuingOperationsPerBasicShare / USD/shares,1.72,2.91,-4.46,15.23,24.01,26.58,4.19,1.2,2.94,4.19,4.73,29.37,0.77,2.0,3.53,6.8,,,,,,,,,9.03,17.4,2.54,2.74,0.28,0.74,0.43
IncomeLossFromContinuingOperationsPerDilutedShare / USD/shares,1.65,2.79,-4.57,14.66,23.03,25.78,4.03,1.15,2.8,4.03,4.5,28.48,0.73,1.91,3.37,6.46,,,,,,,,,8.8,16.95,2.47,2.65,0.27,0.72,0.41
IncomeLossFromDiscontinuedOperationsNetOfTax / USD,-9000000.0,-11000000.0,-112000000.0,-15000000.0,-18000000.0,-19000000.0,-6000000.0,-10000000.0,-12000000.0,-6000000.0,-12000000.0,-19000000.0,5000000.0,0.0,-1000000.0,-12000000.0,,,,-1000000.0,,,,,0.0,0.0,0.0,0.0,51000000.0,51000000.0,-392000000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare / USD/shares,-0.03,-0.03,-0.29,-0.03,-0.04,-0.05,-0.01,-0.03,-0.03,-0.01,-0.03,-0.04,0.01,0.0,-0.01,-0.03,,,,,,,,,0.0,0.0,0.0,0.0,0.01,0.01,-0.09
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare / USD/shares,-0.02,-0.02,-0.29,-0.04,-0.04,-0.04,-0.01,-0.03,-0.03,-0.01,-0.03,-0.04,0.01,0.0,-0.01,-0.03,,,,,,,,,0.0,0.0,0.0,0.0,0.01,0.01,-0.08
IncomeTaxExpenseBenefit / USD,-93000000.0,-54000000.0,642000000.0,-5786000000.0,-8423000000.0,-8391000000.0,35000000.0,-203000000.0,-239000000.0,35000000.0,-410000000.0,-8084000000.0,-76000000.0,-235000000.0,-331000000.0,-510000000.0,6000000.0,-1000000.0,-151000000.0,-518000000.0,215000000.0,415000000.0,678000000.0,29000000.0,66000000.0,301000000.0,572000000.0,939000000.0,68000000.0,-48000000.0,4190000000.0
IncomeTaxReconciliationDispositionOfAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,4522000000.0,,,,
IncomeTaxesPaidNet / USD,218000000.0,253000000.0,242000000.0,109000000.0,196000000.0,323000000.0,349000000.0,95000000.0,520000000.0,349000000.0,618000000.0,512000000.0,131000000.0,255000000.0,299000000.0,741000000.0,147000000.0,440000000.0,607000000.0,501000000.0,186000000.0,426000000.0,657000000.0,775000000.0,273000000.0,1164000000.0,1591000000.0,908000000.0,904000000.0,1738000000.0,2323000000.0
IncreaseDecreaseInAccountsPayable / USD,-251000000.0,-34000000.0,33000000.0,-403000000.0,-312000000.0,-353000000.0,-97000000.0,-169000000.0,-139000000.0,-97000000.0,105000000.0,-325000000.0,117000000.0,350000000.0,227000000.0,-42000000.0,44000000.0,-14000000.0,142000000.0,-3000000.0,0.0,-31000000.0,-383000000.0,243000000.0,-80000000.0,-194000000.0,-6000000.0,-79000000.0,-74000000.0,-167000000.0,206000000.0
IncreaseDecreaseInAccountsReceivable / USD,-108000000.0,236000000.0,491000000.0,-199000000.0,78000000.0,340000000.0,267000000.0,-68000000.0,-261000000.0,267000000.0,-201000000.0,652000000.0,392000000.0,-48000000.0,-590000000.0,-486000000.0,247000000.0,141000000.0,-50000000.0,-981000000.0,468000000.0,1004000000.0,629000000.0,-210000000.0,276000000.0,91000000.0,-44000000.0,870000000.0,-1756000000.0,-1243000000.0,-2078000000.0
IncreaseDecreaseInEmployeeRelatedLiabilities / USD,-53000000.0,29000000.0,163000000.0,-376000000.0,-292000000.0,-87000000.0,109000000.0,-458000000.0,-464000000.0,109000000.0,-360000000.0,6000000.0,-217000000.0,-156000000.0,75000000.0,-294000000.0,-375000000.0,-240000000.0,14000000.0,217000000.0,-528000000.0,-313000000.0,8000000.0,186000000.0,-657000000.0,-566000000.0,-382000000.0,136000000.0,-660000000.0,-409000000.0,-118000000.0
IncreaseDecreaseInInventories / USD,-96000000.0,23000000.0,-996000000.0,-250000000.0,-306000000.0,-325000000.0,39000000.0,-50000000.0,-90000000.0,39000000.0,-33000000.0,-417000000.0,-40000000.0,-30000000.0,98000000.0,-250000000.0,-51000000.0,1000000.0,157000000.0,31000000.0,223000000.0,370000000.0,540000000.0,294000000.0,-26000000.0,-39000000.0,-83000000.0,627000000.0,14000000.0,-68000000.0,-16000000.0
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet / USD,391000000.0,570000000.0,98000000.0,-284000000.0,-354000000.0,-206000000.0,490000000.0,-506000000.0,-469000000.0,490000000.0,-115000000.0,-369000000.0,-346000000.0,-464000000.0,-462000000.0,283000000.0,-408000000.0,-590000000.0,-363000000.0,-331000000.0,-521000000.0,-808000000.0,-610000000.0,177000000.0,-570000000.0,-405000000.0,-66000000.0,-222000000.0,2182000000.0,2568000000.0,3913000000.0
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet / USD,90000000.0,99000000.0,87000000.0,371000000.0,398000000.0,435000000.0,-159000000.0,-35000000.0,87000000.0,-159000000.0,124000000.0,641000000.0,223000000.0,609000000.0,425000000.0,301000000.0,59000000.0,129000000.0,206000000.0,402000000.0,79000000.0,107000000.0,367000000.0,295000000.0,164000000.0,343000000.0,482000000.0,436000000.0,-891000000.0,-322000000.0,848000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,16000000.0,0.0,16000000.0,15000000.0,13000000.0,16000000.0,18000000.0,21000000.0,16000000.0,21000000.0,13000000.0,22000000.0,19000000.0,19000000.0,21000000.0,21000000.0,21000000.0,20000000.0,19000000.0,17000000.0,16000000.0,15000000.0,19000000.0,11000000.0,11000000.0,120000000.0,143000000.0,149000000.0,151000000.0,156000000.0
IntangibleAssetsGrossExcludingGoodwill / USD,18339000000.0,18339000000.0,18339000000.0,18679000000.0,18679000000.0,18679000000.0,18679000000.0,30698000000.0,30698000000.0,18679000000.0,30698000000.0,30698000000.0,36161000000.0,36161000000.0,36161000000.0,36161000000.0,35920000000.0,35920000000.0,35920000000.0,35920000000.0,27903000000.0,27903000000.0,27903000000.0,27903000000.0,20833000000.0,20833000000.0,20833000000.0,20833000000.0,55879000000.0,55879000000.0,55879000000.0
IntangibleAssetsNetExcludingGoodwill / USD,10832000000.0,10832000000.0,10832000000.0,10762000000.0,10762000000.0,10762000000.0,10762000000.0,17554000000.0,17554000000.0,10762000000.0,17554000000.0,17554000000.0,16782000000.0,16782000000.0,16782000000.0,16782000000.0,11374000000.0,11374000000.0,11374000000.0,11374000000.0,7111000000.0,7111000000.0,7111000000.0,7111000000.0,3867000000.0,3867000000.0,3867000000.0,3867000000.0,40583000000.0,40583000000.0,40583000000.0
InterestExpense / USD,223000000.0,335000000.0,585000000.0,183000000.0,331000000.0,480000000.0,454000000.0,345000000.0,721000000.0,454000000.0,1083000000.0,628000000.0,406000000.0,893000000.0,1357000000.0,1444000000.0,570000000.0,1036000000.0,1451000000.0,1777000000.0,407000000.0,925000000.0,1331000000.0,1885000000.0,406000000.0,811000000.0,1217000000.0,1737000000.0,926000000.0,1973000000.0,3037000000.0
InterestIncomeOther / USD,,,10000000.0,,,,44000000.0,,,44000000.0,,114000000.0,,,,98000000.0,,,,53000000.0,,,,16000000.0,,,,100000000.0,,,
InterestPaidNet / USD,103000000.0,309000000.0,448000000.0,232000000.0,233000000.0,545000000.0,310000000.0,423000000.0,612000000.0,310000000.0,980000000.0,547000000.0,381000000.0,756000000.0,1025000000.0,1287000000.0,372000000.0,741000000.0,994000000.0,1408000000.0,240000000.0,699000000.0,989000000.0,1565000000.0,361000000.0,758000000.0,1106000000.0,1386000000.0,750000000.0,1696000000.0,2512000000.0
InterestPayableCurrent / USD,136000000.0,136000000.0,136000000.0,165000000.0,165000000.0,165000000.0,165000000.0,214000000.0,214000000.0,165000000.0,214000000.0,214000000.0,304000000.0,304000000.0,304000000.0,304000000.0,282000000.0,282000000.0,282000000.0,282000000.0,393000000.0,393000000.0,393000000.0,393000000.0,380000000.0,380000000.0,380000000.0,380000000.0,535000000.0,535000000.0,535000000.0
InventoryFinishedGoodsNetOfReserves / USD,562000000.0,562000000.0,562000000.0,483000000.0,483000000.0,483000000.0,483000000.0,339000000.0,339000000.0,483000000.0,339000000.0,339000000.0,323000000.0,323000000.0,323000000.0,323000000.0,423000000.0,423000000.0,423000000.0,423000000.0,780000000.0,780000000.0,780000000.0,780000000.0,676000000.0,676000000.0,676000000.0,676000000.0,504000000.0,504000000.0,504000000.0
InventoryNet / USD,1447000000.0,1447000000.0,1447000000.0,1124000000.0,1124000000.0,1124000000.0,1124000000.0,874000000.0,874000000.0,1124000000.0,874000000.0,874000000.0,1003000000.0,1003000000.0,1003000000.0,1003000000.0,1297000000.0,1297000000.0,1297000000.0,1297000000.0,1925000000.0,1925000000.0,1925000000.0,1925000000.0,1898000000.0,1898000000.0,1898000000.0,1898000000.0,1760000000.0,1760000000.0,1760000000.0
InventoryRawMaterialsNetOfReserves / USD,189000000.0,189000000.0,189000000.0,136000000.0,136000000.0,136000000.0,136000000.0,121000000.0,121000000.0,136000000.0,121000000.0,121000000.0,122000000.0,122000000.0,122000000.0,122000000.0,194000000.0,194000000.0,194000000.0,194000000.0,179000000.0,179000000.0,179000000.0,179000000.0,321000000.0,321000000.0,321000000.0,321000000.0,286000000.0,286000000.0,286000000.0
InventoryWorkInProcessNetOfReserves / USD,696000000.0,696000000.0,696000000.0,505000000.0,505000000.0,505000000.0,505000000.0,414000000.0,414000000.0,505000000.0,414000000.0,414000000.0,558000000.0,558000000.0,558000000.0,558000000.0,680000000.0,680000000.0,680000000.0,680000000.0,966000000.0,966000000.0,966000000.0,966000000.0,901000000.0,901000000.0,901000000.0,901000000.0,970000000.0,970000000.0,970000000.0
Land / USD,,,177000000.0,,,,189000000.0,,,189000000.0,,189000000.0,,,,194000000.0,,,,195000000.0,,,,195000000.0,,,,195000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,826000000.0,808000000.0,,797000000.0,773000000.0,,,,668000000.0,,,,568000000.0,,,,514000000.0,,,,1795000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,403000000.0,403000000.0,,,356000000.0,,,,311000000.0,,,,267000000.0,,,,236000000.0,,,,894000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,117000000.0,120000000.0,,,,101000000.0,,,,89000000.0,,,,75000000.0,,,,268000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,59000000.0,61000000.0,,,54000000.0,,,,46000000.0,,,,40000000.0,,,,40000000.0,,,,124000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,80000000.0,80000000.0,,64000000.0,65000000.0,,,,57000000.0,,,,45000000.0,,,,46000000.0,,,,144000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,87000000.0,91000000.0,,83000000.0,84000000.0,,,,67000000.0,,,,58000000.0,,,,52000000.0,,,,171000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,110000000.0,114000000.0,,94000000.0,94000000.0,,,,86000000.0,,,,69000000.0,,,,65000000.0,,,,194000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,163000000.0,160000000.0,,151000000.0,146000000.0,,,,125000000.0,,,,105000000.0,,,,95000000.0,,,,445000000.0,,,
Liabilities / USD,31232000000.0,31232000000.0,31232000000.0,23467000000.0,23467000000.0,23467000000.0,23467000000.0,42523000000.0,42523000000.0,23467000000.0,42523000000.0,42523000000.0,52032000000.0,52032000000.0,52032000000.0,52032000000.0,50581000000.0,50581000000.0,50581000000.0,50581000000.0,50540000000.0,50540000000.0,50540000000.0,50540000000.0,48873000000.0,48873000000.0,48873000000.0,48873000000.0,97967000000.0,97967000000.0,97967000000.0
LiabilitiesAndStockholdersEquity / USD,54418000000.0,54418000000.0,54418000000.0,50124000000.0,50124000000.0,50124000000.0,50124000000.0,67493000000.0,67493000000.0,50124000000.0,67493000000.0,67493000000.0,75933000000.0,75933000000.0,75933000000.0,75933000000.0,75570000000.0,75570000000.0,75570000000.0,75570000000.0,73249000000.0,73249000000.0,73249000000.0,73249000000.0,72861000000.0,72861000000.0,72861000000.0,72861000000.0,165645000000.0,165645000000.0,165645000000.0
LiabilitiesCurrent / USD,2529000000.0,2529000000.0,2529000000.0,2338000000.0,2338000000.0,2338000000.0,2338000000.0,6899000000.0,6899000000.0,2338000000.0,6899000000.0,6899000000.0,6371000000.0,6371000000.0,6371000000.0,6371000000.0,6281000000.0,6281000000.0,6281000000.0,6281000000.0,7052000000.0,7052000000.0,7052000000.0,7052000000.0,7405000000.0,7405000000.0,7405000000.0,7405000000.0,16697000000.0,16697000000.0,16697000000.0
LitigationSettlementExpense / USD,,,0.0,,,,122000000.0,,,122000000.0,,14000000.0,,,,,,,,,,,,204000000.0,,,,204000000.0,,,
LongTermDebtAndCapitalLeaseObligations / USD,,,,,,,,,,,,,,,,,,39440000000.0,39440000000.0,39440000000.0,39075000000.0,39075000000.0,39075000000.0,39075000000.0,37621000000.0,37621000000.0,37621000000.0,37621000000.0,66295000000.0,66295000000.0,66295000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,,,,,,,,,,,,,,827000000.0,,,,290000000.0,290000000.0,290000000.0,440000000.0,440000000.0,440000000.0,440000000.0,1608000000.0,1608000000.0,1608000000.0,1608000000.0,,,
LongTermDebtCurrent / USD,117000000.0,117000000.0,117000000.0,0.0,0.0,0.0,0.0,2787000000.0,2787000000.0,0.0,2787000000.0,2787000000.0,827000000.0,,827000000.0,827000000.0,290000000.0,264000000.0,264000000.0,264000000.0,403000000.0,403000000.0,403000000.0,403000000.0,1563000000.0,1563000000.0,1563000000.0,1563000000.0,1245000000.0,1245000000.0,1245000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,10563000000.0,10563000000.0,9563000000.0,16213000000.0,20713000000.0,20413000000.0,13706000000.0,17275000000.0,21775000000.0,13706000000.0,,25073000000.0,,,,35158000000.0,,,,33968000000.0,,,,31323000000.0,,,,36793000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,0.0,,,,4537000000.0,,,4537000000.0,807000000.0,,910000000.0,264000000.0,264000000.0,264000000.0,403000000.0,403000000.0,403000000.0,403000000.0,1563000000.0,1563000000.0,1563000000.0,1563000000.0,1245000000.0,1245000000.0,1245000000.0,1245000000.0,3152000000.0,3152000000.0,3152000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,3509000000.0,3509000000.0,1000000000.0,2150000000.0,2150000000.0,1650000000.0,5307000000.0,5582000000.0,5582000000.0,5307000000.0,,7319000000.0,,,,2596000000.0,,,,3137000000.0,,,,2645000000.0,,,,12655000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,750000000.0,750000000.0,3509000000.0,13909000000.0,6409000000.0,7909000000.0,1250000000.0,7644000000.0,7644000000.0,1250000000.0,3403000000.0,3403000000.0,3250000000.0,1832000000.0,1832000000.0,1515000000.0,2596000000.0,1652000000.0,1652000000.0,1652000000.0,3137000000.0,3137000000.0,3137000000.0,3137000000.0,3395000000.0,3395000000.0,3395000000.0,4270000000.0,10655000000.0,10655000000.0,4655000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,2788000000.0,2788000000.0,750000000.0,1650000000.0,3650000000.0,2950000000.0,5509000000.0,7059000000.0,4698000000.0,5509000000.0,6069000000.0,3069000000.0,2515000000.0,1563000000.0,1563000000.0,1563000000.0,1515000000.0,495000000.0,495000000.0,495000000.0,1652000000.0,1652000000.0,1652000000.0,1652000000.0,16082000000.0,16082000000.0,17332000000.0,11732000000.0,5370000000.0,6120000000.0,7120000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,0.0,0.0,2787000000.0,3937000000.0,3937000000.0,3937000000.0,2750000000.0,4300000000.0,2674000000.0,2750000000.0,1827000000.0,1827000000.0,404000000.0,403000000.0,403000000.0,403000000.0,1563000000.0,1563000000.0,1563000000.0,1563000000.0,495000000.0,495000000.0,495000000.0,495000000.0,14347000000.0,12347000000.0,3152000000.0,3152000000.0,6137000000.0,6137000000.0,6137000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,117000000.0,117000000.0,,0.0,1000000000.0,1000000000.0,,3162000000.0,3803000000.0,,0.0,,274000000.0,0.0,0.0,,9000000.0,9000000.0,9000000.0,,143000000.0,143000000.0,143000000.0,,1879000000.0,1879000000.0,1872000000.0,,750000000.0,750000000.0,0.0
MachineryAndEquipmentGross / USD,,,2925000000.0,,,,3257000000.0,,,3257000000.0,,3544000000.0,,,,3891000000.0,,,,4161000000.0,,,,4413000000.0,,,,4739000000.0,,,
NetCashProvidedByUsedInFinancingActivities / USD,-967000000.0,-1370000000.0,7704000000.0,-1586000000.0,-2633000000.0,-8757000000.0,2230000000.0,13862000000.0,11536000000.0,2230000000.0,9286000000.0,-11118000000.0,10054000000.0,9580000000.0,6098000000.0,6488000000.0,-1057000000.0,-4534000000.0,-6441000000.0,1611000000.0,-5121000000.0,-10268000000.0,-13800000000.0,-8974000000.0,-3702000000.0,-8980000000.0,-13053000000.0,-15816000000.0,18337000000.0,12408000000.0,4343000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-812000000.0,-1070000000.0,-9840000000.0,-4227000000.0,-4382000000.0,-4556000000.0,-674000000.0,-15193000000.0,-15299000000.0,-674000000.0,-15334000000.0,-4674000000.0,-10987000000.0,-10963000000.0,-11009000000.0,-15422000000.0,-122000000.0,-248000000.0,-295000000.0,-11109000000.0,-309000000.0,-619000000.0,-539000000.0,-245000000.0,-103000000.0,-421000000.0,-565000000.0,-667000000.0,-25477000000.0,-26183000000.0,-22938000000.0
NetCashProvidedByUsedInOperatingActivities / USD,2936000000.0,4592000000.0,3411000000.0,1685000000.0,3998000000.0,6245000000.0,6551000000.0,2132000000.0,4799000000.0,6551000000.0,7218000000.0,8880000000.0,2322000000.0,5535000000.0,8713000000.0,9697000000.0,3113000000.0,6682000000.0,10223000000.0,12061000000.0,3486000000.0,7729000000.0,12153000000.0,13764000000.0,4036000000.0,8538000000.0,13257000000.0,16736000000.0,4815000000.0,9395000000.0,14358000000.0
NetIncomeLoss / USD,679000000.0,1160000000.0,-1739000000.0,6230000000.0,9948000000.0,11144000000.0,,,,,,,,,,,,,,,,,,,,,,11495000000.0,,,
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,,,1692000000.0,471000000.0,1162000000.0,1692000000.0,1877000000.0,12259000000.0,311000000.0,799000000.0,1413000000.0,2695000000.0,1304000000.0,2721000000.0,4523000000.0,2663000000.0,2398000000.0,4913000000.0,7912000000.0,6437000000.0,3774000000.0,,,11223000000.0,,,
