fact_unit,2016-06-10,2016-09-06,2016-12-09,2017-03-31,2017-06-09,2017-09-08,2017-12-12,2018-03-29,2018-06-12,2018-08-06,2018-09-11,2018-12-10,2019-03-29,2019-06-10,2019-09-10,2019-12-09,2020-03-27,2020-06-08,2020-09-04,2020-12-07,2021-03-26,2021-06-07,2021-09-03,2021-12-03,2022-03-24,2022-06-06,2022-09-01,2022-12-05,2023-03-30,2023-06-12,2023-09-12,2023-12-08,2024-03-25,2024-06-11,2024-09-10,2024-12-10,2025-03-25,2025-06-10,2025-09-08
DeferredTaxAssetsOther / USD,,,,149000000.0,,,,262000000.0,,304000000.0,,,158000000.0,,,,193000000.0,,,,205000000.0,,,,296000000.0,,,,301000000.0,,,,417000000.0,,,,320000000.0,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,,176000000.0,,,,511000000.0,,511000000.0,,,540000000.0,,,,1927000000.0,,,,1951000000.0,,,,985000000.0,,,,1094000000.0,,,,938000000.0,,,,554000000.0,,
DeferredTaxAssetsValuationAllowance / USD,,,,816000000.0,,,,737000000.0,,709000000.0,,,777000000.0,,,,1704000000.0,,,,1687000000.0,,,,1297000000.0,,,,1423000000.0,,,,1535000000.0,,,,1232000000.0,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,,,1568000000.0,,,,7281000000.0,,7281000000.0,,,4004000000.0,,,,3254000000.0,,,,,,,,986000000.0,,,,673000000.0,,,,483000000.0,,,,338000000.0,,
DeferredTaxLiabilitiesOther / USD,,,,237000000.0,,,,38000000.0,,131000000.0,,,344000000.0,,,,242000000.0,,,,205000000.0,,,,341000000.0,,,,363000000.0,,,,339000000.0,,,,375000000.0,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,169000000.0,,,,743000000.0,,743000000.0,,,483000000.0,,,,547000000.0,,,,509000000.0,,,,351000000.0,,,,452000000.0,,,,470000000.0,,,,377000000.0,,
Depreciation / USD,,,,516000000.0,,,,500000000.0,,1200000000.0,,,1200000000.0,,,,1500000000.0,,,,1300000000.0,,,,1100000000.0,,,,1300000000.0,,,,1600000000.0,,,,1800000000.0,,
DepreciationDepletionAndAmortization / USD,718000000.0,1437000000.0,2156000000.0,2977000000.0,692000000.0,1321000000.0,2897000000.0,2872000000.0,2212000000.0,4938000000.0,4354000000.0,6491000000.0,4938000000.0,1914000000.0,3845000000.0,5806000000.0,8634000000.0,1616000000.0,3114000000.0,4608000000.0,7746000000.0,1316000000.0,2656000000.0,4017000000.0,6143000000.0,1239000000.0,2479000000.0,3721000000.0,5390000000.0,726000000.0,1470000000.0,2302000000.0,4551000000.0,809000000.0,1640000000.0,2462000000.0,3156000000.0,800000000.0,1584000000.0
DerivativeAssetFairValueGrossLiability / USD,209000000.0,209000000.0,209000000.0,209000000.0,198000000.0,198000000.0,198000000.0,198000000.0,286000000.0,198000000.0,286000000.0,286000000.0,286000000.0,215000000.0,215000000.0,215000000.0,215000000.0,218000000.0,218000000.0,218000000.0,218000000.0,194000000.0,194000000.0,194000000.0,194000000.0,350000000.0,350000000.0,350000000.0,350000000.0,540000000.0,540000000.0,540000000.0,540000000.0,163000000.0,163000000.0,163000000.0,163000000.0,366000000.0,366000000.0
DerivativeAssets / USD,195000000.0,195000000.0,195000000.0,195000000.0,205000000.0,205000000.0,205000000.0,205000000.0,83000000.0,205000000.0,83000000.0,83000000.0,83000000.0,97000000.0,97000000.0,97000000.0,97000000.0,81000000.0,81000000.0,81000000.0,81000000.0,104000000.0,104000000.0,104000000.0,95000000.0,253000000.0,253000000.0,253000000.0,253000000.0,295000000.0,295000000.0,295000000.0,295000000.0,104000000.0,104000000.0,104000000.0,104000000.0,302000000.0,302000000.0
DerivativeAssetsLiabilitiesAtFairValueNet / USD,183000000.0,183000000.0,183000000.0,183000000.0,141000000.0,141000000.0,141000000.0,141000000.0,-101000000.0,141000000.0,-101000000.0,-101000000.0,-101000000.0,37000000.0,37000000.0,37000000.0,37000000.0,13000000.0,13000000.0,13000000.0,13000000.0,-29000000.0,-29000000.0,-29000000.0,-33000000.0,115000000.0,115000000.0,115000000.0,115000000.0,-165000000.0,-165000000.0,-165000000.0,-165000000.0,20000000.0,20000000.0,20000000.0,20000000.0,227000000.0,227000000.0
DerivativeCollateralObligationToReturnCash / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000000.0,24000000.0,24000000.0,24000000.0,36000000.0,36000000.0
DerivativeCollateralObligationToReturnSecurities / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeCollateralRightToReclaimCash / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,15000000.0,15000000.0,15000000.0,15000000.0,2000000.0,2000000.0,2000000.0,2000000.0,24000000.0,24000000.0,24000000.0,24000000.0,25000000.0,25000000.0,25000000.0,25000000.0,9000000.0,9000000.0,9000000.0,9000000.0,8000000.0,8000000.0
DerivativeCollateralRightToReclaimSecurities / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeFairValueAmountOffsetAgainstCollateralNet / USD,183000000.0,183000000.0,183000000.0,183000000.0,141000000.0,141000000.0,141000000.0,141000000.0,-101000000.0,141000000.0,-101000000.0,-101000000.0,-101000000.0,41000000.0,41000000.0,41000000.0,41000000.0,28000000.0,28000000.0,28000000.0,28000000.0,-27000000.0,-27000000.0,-27000000.0,-31000000.0,139000000.0,139000000.0,139000000.0,139000000.0,-140000000.0,-140000000.0,-140000000.0,-140000000.0,5000000.0,5000000.0,5000000.0,5000000.0,199000000.0,199000000.0
DerivativeFairValueOfDerivativeAsset / USD,404000000.0,404000000.0,404000000.0,404000000.0,403000000.0,403000000.0,403000000.0,403000000.0,369000000.0,403000000.0,369000000.0,369000000.0,369000000.0,312000000.0,312000000.0,312000000.0,312000000.0,299000000.0,299000000.0,299000000.0,299000000.0,298000000.0,298000000.0,298000000.0,289000000.0,603000000.0,603000000.0,603000000.0,603000000.0,835000000.0,835000000.0,835000000.0,835000000.0,267000000.0,267000000.0,267000000.0,267000000.0,668000000.0,668000000.0
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral / USD,195000000.0,195000000.0,195000000.0,195000000.0,205000000.0,205000000.0,205000000.0,205000000.0,83000000.0,205000000.0,83000000.0,83000000.0,83000000.0,97000000.0,97000000.0,97000000.0,97000000.0,81000000.0,81000000.0,81000000.0,81000000.0,104000000.0,104000000.0,104000000.0,95000000.0,253000000.0,253000000.0,253000000.0,253000000.0,295000000.0,295000000.0,295000000.0,295000000.0,80000000.0,80000000.0,80000000.0,80000000.0,266000000.0,266000000.0
DerivativeFairValueOfDerivativeLiability / USD,221000000.0,221000000.0,221000000.0,221000000.0,262000000.0,262000000.0,262000000.0,262000000.0,470000000.0,262000000.0,470000000.0,470000000.0,470000000.0,275000000.0,275000000.0,275000000.0,275000000.0,286000000.0,286000000.0,286000000.0,286000000.0,327000000.0,327000000.0,327000000.0,322000000.0,488000000.0,488000000.0,488000000.0,488000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,247000000.0,247000000.0,247000000.0,247000000.0,441000000.0,441000000.0
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral / USD,12000000.0,12000000.0,12000000.0,12000000.0,64000000.0,64000000.0,64000000.0,64000000.0,184000000.0,64000000.0,184000000.0,184000000.0,184000000.0,56000000.0,56000000.0,56000000.0,56000000.0,53000000.0,53000000.0,53000000.0,53000000.0,131000000.0,131000000.0,131000000.0,126000000.0,114000000.0,114000000.0,114000000.0,114000000.0,435000000.0,435000000.0,435000000.0,435000000.0,75000000.0,75000000.0,75000000.0,75000000.0,67000000.0,67000000.0
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet / USD,,,,,,,,,,-12000000.0,,,,-41000000.0,33000000.0,52000000.0,-75000000.0,-73000000.0,-81000000.0,-67000000.0,-180000000.0,13000000.0,170000000.0,44000000.0,-180000000.0,-23000000.0,-160000000.0,-241000000.0,62000000.0,-214000000.0,-287000000.0,-170000000.0,-433000000.0,36000000.0,20000000.0,-92000000.0,-124000000.0,-54000000.0,-56000000.0
DerivativeLiabilities / USD,12000000.0,12000000.0,12000000.0,12000000.0,64000000.0,64000000.0,64000000.0,64000000.0,184000000.0,64000000.0,184000000.0,184000000.0,184000000.0,60000000.0,60000000.0,60000000.0,60000000.0,68000000.0,68000000.0,68000000.0,68000000.0,133000000.0,133000000.0,133000000.0,128000000.0,138000000.0,138000000.0,138000000.0,138000000.0,460000000.0,460000000.0,460000000.0,460000000.0,84000000.0,84000000.0,84000000.0,84000000.0,75000000.0,75000000.0
DerivativeLiabilityFairValueGrossAsset / USD,209000000.0,209000000.0,209000000.0,209000000.0,198000000.0,198000000.0,198000000.0,198000000.0,286000000.0,198000000.0,286000000.0,286000000.0,286000000.0,215000000.0,215000000.0,215000000.0,215000000.0,218000000.0,218000000.0,218000000.0,218000000.0,194000000.0,194000000.0,194000000.0,194000000.0,350000000.0,350000000.0,350000000.0,350000000.0,540000000.0,540000000.0,540000000.0,540000000.0,163000000.0,163000000.0,163000000.0,163000000.0,366000000.0,366000000.0
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents / USD,,295000000.0,328000000.0,0.0,268000000.0,147000000.0,82000000.0,254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,62000000.0,62000000.0
DividendsCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,248000000.0,248000000.0,248000000.0,248000000.0,248000000.0,248000000.0,248000000.0,248000000.0,270000000.0,562000000.0,838000000.0,986000000.0,331000000.0,654000000.0
DividendsCommonStockCash / USD,,,,,,,,,,,,,,,,,,,,,,,,,,253000000.0,,,,,,,,,270000000.0,270000000.0,270000000.0,316000000.0,316000000.0
EarningsPerShareBasic / USD/shares,-1.24,-1.9,,,,,,,,,,,,0.41,5.17,5.84,6.38,0.41,5.17,5.84,6.38,0.19,1.61,2.73,,,,,,1.42,2.12,2.47,,0.81,1.44,2.83,3.33,1.41,2.66
EarningsPerShareDiluted / USD/shares,-1.24,-1.9,,,,,,,,,,,,0.38,4.84,5.5,6.03,0.38,4.84,5.5,6.03,0.19,1.56,2.64,,,,,,1.37,2.06,2.41,,0.79,1.42,2.78,3.24,1.37,2.6
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,-6000000.0,24000000.0,48000000.0,47000000.0,24000000.0,-86000000.0,-216000000.0,-262000000.0,175000000.0,-36000000.0,-62000000.0,-100000000.0,-189000000.0,-136000000.0,-52000000.0,-67000000.0,-90000000.0,-5000000.0,-21000000.0,-54000000.0,36000000.0,-111000000.0,-194000000.0,-343000000.0,-106000000.0,-58000000.0,-117000000.0,,,,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200000000.0,-104000000.0,-55000000.0,-97000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,0.074,0.09,0.081,0.088,-0.184,-0.072,0.211,0.092,0.348,0.316,0.364,0.326,0.316,0.136,0.084,0.092,0.386,3.301,18.957,54.821,0.076,-0.338,-1.014,-0.061,11.216,0.057,0.096,0.167,0.043,0.119,0.148,0.211,0.166,0.18,0.272,0.216,0.249,-0.676,-0.149
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,0.35,,,0.35,,,,0.337,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,-0.079,,,,0.042,,-0.011,,,-0.011,,,,-0.018,,,,-0.066,,,,-2.333,,,,0.0,,,,0.004,,,,0.004,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,-0.255,,,,-0.334,,-0.034,,,-0.062,,,,-0.11,,,,-0.195,,,,-2.745,,,,0.089,,,,-0.003,,,,-0.008,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense / pure,,,,0.0,,,,-0.006,,-0.026,,,-0.011,,,,0.0,,,,-0.019,,,,-0.353,,,,0.01,,,,0.012,,,,0.008,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,0.016,,,,-0.004,,-0.064,,,-0.054,,,,-0.01,,,,-0.049,,,,-1.582,,,,0.021,,,,0.004,,,,0.007,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200000000.0,-200000000.0,-200000000.0,200000000.0,-200000000.0,-200000000.0
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent / pure,,,,,,,,,,,,,-0.002,,,,0.016,,,,0.041,,,,2.431,,,,-0.032,,,,-0.024,,,,-0.024,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.025,,,,0.019,,0.029,,,0.029,,,,0.029,,,,0.005,,,,0.451,,,,-0.035,,,,0.017,,,,0.02,,
EffectiveIncomeTaxRateReconciliationTaxCreditsOther / pure,,,,,,,,,,,,,-0.011,,,,-0.026,,,,-0.069,,,,-1.216,,,,0.025,,,,0.013,,,,0.026,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,19000000.0,26000000.0,,,,26000000.0,,122000000.0,,,122000000.0,,,,268000000.0,,,,260000000.0,,,,392000000.0,,,,313000000.0,,,,296000000.0,,,,163000000.0,,
EntityPublicFloat / USD,,,,0.0,,,,13072939343.0,,,,,18600000000.0,,,,12000000000.0,,,,15100000000.0,,,,27400000000.0,,,,11400000000.0,,,,13200000000.0,,,,29200000000.0,,
EquitySecuritiesFvNi / USD,,,,,,,,,,,,,241000000.0,334000000.0,334000000.0,334000000.0,334000000.0,12000000.0,12000000.0,12000000.0,12000000.0,449000000.0,449000000.0,449000000.0,287000000.0,86000000.0,86000000.0,86000000.0,86000000.0,33000000.0,33000000.0,33000000.0,33000000.0,10000000.0,10000000.0,10000000.0,10000000.0,8000000.0,8000000.0
EquitySecuritiesFvNiUnrealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,47000000.0,113000000.0,264000000.0,288000000.0,374000000.0,3000000.0,-260000000.0,-233000000.0,455000000.0,-19000000.0,-59000000.0,-56000000.0,-249000000.0,-35000000.0,-37000000.0
FinancingReceivableSignificantSales / USD,80000000.0,31000000.0,40000000.0,61000000.0,80000000.0,98000000.0,200000000.0,91000000.0,55000000.0,321000000.0,228000000.0,541000000.0,321000000.0,101000000.0,271000000.0,590000000.0,683000000.0,101000000.0,246000000.0,406000000.0,949000000.0,21000000.0,228000000.0,414000000.0,538000000.0,101000000.0,101000000.0,180000000.0,648000000.0,148000000.0,425000000.0,431000000.0,201000000.0,169000000.0,187000000.0,205000000.0,680000000.0,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,4887000000.0,4581000000.0,4581000000.0,4581000000.0,8264000000.0,8264000000.0,8264000000.0,8264000000.0,15246000000.0,8264000000.0,15246000000.0,15246000000.0,15246000000.0,21355000000.0,21355000000.0,21355000000.0,21355000000.0,25611000000.0,25611000000.0,25611000000.0,25611000000.0,28493000000.0,28493000000.0,28493000000.0,21478000000.0,23100000000.0,23100000000.0,23100000000.0,23100000000.0,23914000000.0,23914000000.0,23914000000.0,23914000000.0,24733000000.0,24733000000.0,24733000000.0,24733000000.0,25084000000.0,25084000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,518000000.0,511000000.0,10428000000.0,7855000000.0,8081000000.0,8080000000.0,8079000000.0,6381000000.0,6366000000.0,6381000000.0,6357000000.0,6334000000.0,4940000000.0,4851000000.0,4796000000.0,4889000000.0,3769000000.0,,,,2729000000.0,,,,1181000000.0,,,,916000000.0,,,,661000000.0,,,,508000000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,6826000000.0,,,,6083000000.0,4554000000.0,6083000000.0,3050000000.0,1543000000.0,4391000000.0,,,,3431000000.0,2665000000.0,2685000000.0,2698000000.0,2702000000.0,1826000000.0,1826000000.0,1826000000.0,977000000.0,776000000.0,776000000.0,776000000.0,764000000.0,619000000.0,644000000.0,654000000.0,654000000.0,495000000.0,495000000.0,480000000.0,480000000.0,372000000.0,372000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,1562000000.0,964000000.0,1492000000.0,,5178000000.0,3463000000.0,1730000000.0,,,,,,,3172000000.0,2095000000.0,1074000000.0,,2521000000.0,1687000000.0,846000000.0,,1993000000.0,1284000000.0,589000000.0,,732000000.0,488000000.0,244000000.0,,591000000.0,408000000.0,205000000.0,,490000000.0,327000000.0,160000000.0,,360000000.0,240000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,621000000.0,576000000.0,3214000000.0,2529000000.0,2609000000.0,2616000000.0,2616000000.0,1754000000.0,1759000000.0,1754000000.0,1756000000.0,1763000000.0,1403000000.0,1399000000.0,1386000000.0,1465000000.0,1128000000.0,,,,859000000.0,,,,361000000.0,,,,268000000.0,,,,190000000.0,,,,153000000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,901000000.0,765000000.0,4107000000.0,3204000000.0,3316000000.0,3333000000.0,3333000000.0,2638000000.0,2643000000.0,2638000000.0,2636000000.0,2648000000.0,1767000000.0,1762000000.0,1743000000.0,1838000000.0,1464000000.0,1091000000.0,1101000000.0,1101000000.0,1105000000.0,861000000.0,858000000.0,858000000.0,474000000.0,361000000.0,361000000.0,361000000.0,364000000.0,236000000.0,220000000.0,230000000.0,230000000.0,190000000.0,190000000.0,190000000.0,190000000.0,153000000.0,153000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,1773000000.0,1632000000.0,5899000000.0,4100000000.0,4238000000.0,4274000000.0,4274000000.0,3356000000.0,3361000000.0,3356000000.0,3346000000.0,3358000000.0,2652000000.0,2649000000.0,2619000000.0,2722000000.0,1838000000.0,1426000000.0,1444000000.0,1451000000.0,1455000000.0,1107000000.0,1107000000.0,1107000000.0,607000000.0,474000000.0,474000000.0,474000000.0,472000000.0,376000000.0,376000000.0,386000000.0,386000000.0,230000000.0,230000000.0,230000000.0,230000000.0,190000000.0,190000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,1853000000.0,1712000000.0,6787000000.0,5895000000.0,6026000000.0,6059000000.0,6059000000.0,4297000000.0,4299000000.0,4297000000.0,4308000000.0,4386000000.0,3362000000.0,3360000000.0,3325000000.0,3431000000.0,2722000000.0,1788000000.0,1808000000.0,1820000000.0,1824000000.0,1457000000.0,1458000000.0,1458000000.0,776000000.0,607000000.0,607000000.0,607000000.0,599000000.0,488000000.0,484000000.0,495000000.0,495000000.0,386000000.0,386000000.0,372000000.0,372000000.0,230000000.0,230000000.0
FiniteLivedIntangibleAssetsGross / USD,12642000000.0,11723000000.0,11723000000.0,11723000000.0,38673000000.0,38673000000.0,38673000000.0,38673000000.0,39755000000.0,38673000000.0,39755000000.0,39755000000.0,39755000000.0,39870000000.0,39870000000.0,39870000000.0,39870000000.0,39963000000.0,39963000000.0,39963000000.0,39963000000.0,39167000000.0,39167000000.0,39167000000.0,27508000000.0,27476000000.0,27476000000.0,27476000000.0,27476000000.0,27297000000.0,27297000000.0,27297000000.0,27297000000.0,27349000000.0,27349000000.0,27349000000.0,27349000000.0,27017000000.0,27017000000.0
FiniteLivedIntangibleAssetsNet / USD,7755000000.0,7142000000.0,7142000000.0,7142000000.0,30409000000.0,30409000000.0,30409000000.0,30409000000.0,24509000000.0,30409000000.0,24509000000.0,24509000000.0,24509000000.0,18515000000.0,18515000000.0,18515000000.0,18515000000.0,14352000000.0,14352000000.0,14352000000.0,14352000000.0,10674000000.0,10674000000.0,10674000000.0,6030000000.0,4376000000.0,4376000000.0,4376000000.0,4376000000.0,3383000000.0,3383000000.0,3383000000.0,3383000000.0,2616000000.0,2616000000.0,2616000000.0,2616000000.0,1933000000.0,1933000000.0
ForeignCurrencyTransactionGainLossBeforeTax / USD,-4000000.0,-53000000.0,-84000000.0,-76000000.0,,,,-107000000.0,,-77000000.0,,,-77000000.0,,,,-113000000.0,,,-123000000.0,-206000000.0,-99000000.0,-99000000.0,-130000000.0,-195000000.0,-52000000.0,-119000000.0,-152000000.0,-160000000.0,-89000000.0,-155000000.0,-227000000.0,-221000000.0,-32000000.0,-97000000.0,-127000000.0,-265000000.0,-38000000.0,-51000000.0
GainLossOnDispositionOfAssets1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
GainLossOnInvestments / USD,,,,-29000000.0,,,,-2000000.0,,4000000.0,,,4000000.0,,,,72000000.0,,,160000000.0,342000000.0,94000000.0,102000000.0,591000000.0,158000000.0,193000000.0,359000000.0,377000000.0,425000000.0,14000000.0,-241000000.0,-197000000.0,569000000.0,-15000000.0,-44000000.0,-36000000.0,-206000000.0,-30000000.0,-25000000.0
Goodwill / USD,9797000000.0,8406000000.0,8406000000.0,8406000000.0,38910000000.0,38910000000.0,38910000000.0,8406000000.0,39920000000.0,8406000000.0,39920000000.0,39920000000.0,38910000000.0,40089000000.0,40089000000.0,40089000000.0,39920000000.0,41691000000.0,41691000000.0,41691000000.0,40089000000.0,40829000000.0,40829000000.0,40829000000.0,21159000000.0,19770000000.0,19770000000.0,19770000000.0,20028000000.0,19676000000.0,19676000000.0,19676000000.0,19676000000.0,19700000000.0,19700000000.0,19700000000.0,19676000000.0,19120000000.0,19120000000.0
GoodwillAcquiredDuringPeriod / USD,0.0,0.0,31275000000.0,0.0,9000000.0,247000000.0,247000000.0,31539000000.0,,31539000000.0,,394000000.0,574000000.0,33000000.0,272000000.0,1909000000.0,784000000.0,24000000.0,218000000.0,238000000.0,1927000000.0,,1000000.0,1000000.0,9000000.0,,,,48000000.0,,,82000000.0,77000000.0,,,,77000000.0,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,-180000000.0,-201000000.0,24000000.0,263000000.0,186000000.0,-201000000.0,-194000000.0,-201000000.0,-346000000.0,-402000000.0,449000000.0,-107000000.0,-156000000.0,-103000000.0,-356000000.0,108000000.0,-118000000.0,-99000000.0,-118000000.0,-10000000.0,48000000.0,88000000.0,245000000.0,-172000000.0,-265000000.0,-404000000.0,-219000000.0,-15000000.0,-36000000.0,-142000000.0,-53000000.0,-60000000.0,-46000000.0,-30000000.0,-53000000.0,195000000.0,216000000.0
GrossProfit / USD,2129000000.0,3991000000.0,6133000000.0,8896000000.0,2193000000.0,4529000000.0,8428000000.0,8387000000.0,4457000000.0,2237000000.0,9425000000.0,14645000000.0,13649000000.0,5878000000.0,12001000000.0,17944000000.0,20537000000.0,6797000000.0,14123000000.0,21249000000.0,25053000000.0,6853000000.0,14009000000.0,21270000000.0,20639000000.0,5264000000.0,10739000000.0,16273000000.0,20140000000.0,5784000000.0,11223000000.0,16930000000.0,21891000000.0,5018000000.0,10405000000.0,15553000000.0,22686000000.0,4851000000.0,10212000000.0
HeldToMaturitySecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,454000000.0,593000000.0,593000000.0,593000000.0,593000000.0,714000000.0,714000000.0,714000000.0,714000000.0,732000000.0,732000000.0,732000000.0,732000000.0,739000000.0,739000000.0
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain / USD,,,,,,,,,,,,,,,,,,,,,,,,,419000000.0,900000000.0,900000000.0,900000000.0,900000000.0,651000000.0,651000000.0,651000000.0,651000000.0,1015000000.0,1015000000.0,1015000000.0,1015000000.0,1009000000.0,1009000000.0
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,52000000.0,52000000.0,52000000.0,52000000.0,100000000.0,100000000.0,100000000.0,100000000.0,454000000.0,454000000.0,454000000.0,454000000.0,261000000.0,261000000.0
HeldToMaturitySecuritiesFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,862000000.0,1441000000.0,1441000000.0,1441000000.0,1441000000.0,1265000000.0,1265000000.0,1265000000.0,1265000000.0,1293000000.0,1293000000.0,1293000000.0,1293000000.0,1487000000.0,1487000000.0
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266000000.0,266000000.0,,0.0,0.0,0.0,266000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,-3135000000.0,,,,-3498000000.0,,-6698000000.0,,,-6698000000.0,,,,-5995000000.0,,,,-4645000000.0,,,,-2894000000.0,,,,-1361000000.0,,,,1414000000.0,,,,-1316000000.0,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,-514000000.0,-811000000.0,-1088000000.0,-1215000000.0,-358000000.0,-640000000.0,-2946000000.0,-1286000000.0,-1844000000.0,-4494000000.0,-3054000000.0,-4146000000.0,-4494000000.0,,,,-4769000000.0,,,,-2361000000.0,,,,-51000000.0,699000000.0,1424000000.0,5971000000.0,2346000000.0,1213000000.0,1848000000.0,2302000000.0,5923000000.0,705000000.0,1419000000.0,2599000000.0,3225000000.0,592000000.0,1631000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,1920000000.0,,,,2212000000.0,,2204000000.0,,,2204000000.0,,,,1226000000.0,,,,2284000000.0,,,,2843000000.0,,,,3707000000.0,,,,4509000000.0,,,,4541000000.0,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,-623000000.0,-1091000000.0,-2086000000.0,-4769000000.0,-143000000.0,-254000000.0,-95000000.0,-2361000000.0,136000000.0,636000000.0,2038000000.0,,700000000.0,1400000000.0,6000000000.0,,1200000000.0,1800000000.0,2300000000.0,,700000000.0,1400000000.0,2600000000.0,,600000000.0,1600000000.0
IncomeTaxExpenseBenefit / USD,-38000000.0,-73000000.0,-88000000.0,-107000000.0,66000000.0,46000000.0,-623000000.0,-118000000.0,-641000000.0,-1420000000.0,-1112000000.0,-1353000000.0,-1420000000.0,-85000000.0,-92000000.0,-192000000.0,-1843000000.0,-472000000.0,-4815000000.0,-5208000000.0,-180000000.0,-46000000.0,-645000000.0,-124000000.0,-572000000.0,40000000.0,136000000.0,1000000000.0,101000000.0,144000000.0,273000000.0,486000000.0,981000000.0,127000000.0,386000000.0,562000000.0,803000000.0,-400000000.0,-243000000.0
