fact_unit,2016-06-10,2016-09-06,2016-12-09,2017-03-31,2017-06-09,2017-09-08,2017-12-12,2018-03-29,2018-06-12,2018-08-06,2018-09-11,2018-12-10,2019-03-29,2019-06-10,2019-09-10,2019-12-09,2020-03-27,2020-06-08,2020-09-04,2020-12-07,2021-03-26,2021-06-07,2021-09-03,2021-12-03,2022-03-24,2022-06-06,2022-09-01,2022-12-05,2023-03-30,2023-06-12,2023-09-12,2023-12-08,2024-03-25,2024-06-11,2024-09-10,2024-12-10,2025-03-25,2025-06-10,2025-09-08
ResearchAndDevelopmentExpense / USD,325000000.0,505000000.0,772000000.0,920000000.0,264000000.0,510000000.0,1365000000.0,1051000000.0,1133000000.0,2636000000.0,2226000000.0,3297000000.0,2636000000.0,1087000000.0,2262000000.0,3402000000.0,4384000000.0,1176000000.0,2405000000.0,3667000000.0,4604000000.0,1265000000.0,2524000000.0,3884000000.0,2454000000.0,619000000.0,1316000000.0,1966000000.0,2455000000.0,681000000.0,1307000000.0,1984000000.0,2577000000.0,688000000.0,1393000000.0,2085000000.0,2779000000.0,763000000.0,1543000000.0
RestrictedCashCurrent / USD,,,,,,,,,423000000.0,355000000.0,423000000.0,423000000.0,423000000.0,522000000.0,522000000.0,522000000.0,522000000.0,730000000.0,730000000.0,730000000.0,730000000.0,891000000.0,891000000.0,891000000.0,836000000.0,534000000.0,534000000.0,534000000.0,534000000.0,272000000.0,272000000.0,272000000.0,272000000.0,136000000.0,136000000.0,136000000.0,136000000.0,124000000.0,124000000.0
RestrictedCashNoncurrent / USD,,,,,,,,,13000000.0,3000000.0,13000000.0,13000000.0,13000000.0,42000000.0,42000000.0,42000000.0,42000000.0,119000000.0,119000000.0,119000000.0,119000000.0,92000000.0,92000000.0,92000000.0,70000000.0,71000000.0,71000000.0,71000000.0,71000000.0,15000000.0,15000000.0,15000000.0,15000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,
RestructuringCosts / USD,,,,46000000.0,17000000.0,26000000.0,156000000.0,20000000.0,,541000000.0,,,541000000.0,,,,159000000.0,,,141000000.0,215000000.0,98000000.0,191000000.0,417000000.0,174000000.0,,,,368000000.0,17000000.0,63000000.0,160000000.0,134000000.0,48000000.0,412000000.0,434000000.0,527000000.0,92000000.0,420000000.0
RestructuringReserve / USD,,,,433000000.0,26000000.0,26000000.0,26000000.0,95000000.0,,26000000.0,,,26000000.0,,,,416000000.0,,,146000000.0,175000000.0,196000000.0,196000000.0,196000000.0,102000000.0,,,,117000000.0,74000000.0,74000000.0,74000000.0,109000000.0,408000000.0,408000000.0,408000000.0,74000000.0,352000000.0,352000000.0
RetainedEarningsAccumulatedDeficit / USD,-3937000000.0,-3937000000.0,-3937000000.0,-3937000000.0,-5609000000.0,-5609000000.0,-5609000000.0,-5609000000.0,-6860000000.0,-4095000000.0,-6860000000.0,-6860000000.0,-6860000000.0,-21349000000.0,-21349000000.0,-21349000000.0,-21349000000.0,-16891000000.0,-16891000000.0,-16891000000.0,-16891000000.0,-13751000000.0,-13751000000.0,-13751000000.0,-13751000000.0,-8188000000.0,-8188000000.0,-8188000000.0,-8188000000.0,-6732000000.0,-6732000000.0,-6732000000.0,-6732000000.0,-4630000000.0,-4630000000.0,-4630000000.0,-4453000000.0,-1160000000.0,-1160000000.0
RevenueRemainingPerformanceObligation / USD,,,,,,,,,29000000000.0,,29000000000.0,30000000000.0,32000000000.0,31000000000.0,33000000000.0,34000000000.0,36000000000.0,37000000000.0,37000000000.0,38000000000.0,41000000000.0,42000000000.0,46000000000.0,47000000000.0,42000000000.0,42000000000.0,41000000000.0,39000000000.0,40000000000.0,39000000000.0,39000000000.0,39000000000.0,40000000000.0,39000000000.0,38000000000.0,37000000000.0,38000000000.0,49000000000.0,44000000000.0
Revenues / USD,,,,,,,,,,,37521000000.0,57077000000.0,62164000000.0,21356000000.0,44298000000.0,66780000000.0,79040000000.0,21908000000.0,45278000000.0,68122000000.0,90621000000.0,21897000000.0,44630000000.0,68112000000.0,84815000000.0,22590000000.0,46781000000.0,73205000000.0,86670000000.0,26116000000.0,52541000000.0,77262000000.0,101197000000.0,20922000000.0,43856000000.0,66107000000.0,102301000000.0,22244000000.0,47270000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,42000000.0,254000000.0,495000000.0,630000000.0,42000000.0,254000000.0,495000000.0,630000000.0,120000000.0,255000000.0,763000000.0,548000000.0,97000000.0,115000000.0,132000000.0,144000000.0,72000000.0,103000000.0,134000000.0,226000000.0,81000000.0,131000000.0,205000000.0,226000000.0,10000000.0,128000000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivable / USD,,,,,,,,,,,,,,7890000000.0,8322000000.0,8587000000.0,9310000000.0,9232000000.0,10033000000.0,10081000000.0,10391000000.0,10190000000.0,10253000000.0,10200000000.0,10583000000.0,10199000000.0,10343000000.0,10623000000.0,10978000000.0,10609000000.0,10619000000.0,10316000000.0,10533000000.0,10633000000.0,11092000000.0,10825000000.0,11216000000.0,11389000000.0,11989000000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceived / USD,,,,,,,,,,,,,,5533000000.0,5665000000.0,5575000000.0,5627000000.0,5450000000.0,5840000000.0,5848000000.0,5840000000.0,5707000000.0,5678000000.0,5497000000.0,5524000000.0,5265000000.0,5432000000.0,5720000000.0,5942000000.0,6089000000.0,6167000000.0,6101000000.0,6219000000.0,6802000000.0,7264000000.0,7317000000.0,7316000000.0,7500000000.0,6722000000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFourYears / USD,,,,,,,,,,,,,,390000000.0,542000000.0,693000000.0,313000000.0,,,,354000000.0,,,,375000000.0,,,,482000000.0,,,,414000000.0,,,,477000000.0,,
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedNextTwelveMonths / USD,,,,,,,,,,,,,,,,,2615000000.0,1812000000.0,2159000000.0,2378000000.0,2797000000.0,1819000000.0,2052000000.0,2207000000.0,2488000000.0,1721000000.0,1950000000.0,2191000000.0,2514000000.0,1894000000.0,2063000000.0,2221000000.0,2579000000.0,2416000000.0,2841000000.0,3114000000.0,3327000000.0,2631000000.0,2665000000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedRemainderOfFiscalYear / USD,,,,,,,,,,,,,,2038000000.0,1488000000.0,850000000.0,,2050000000.0,1475000000.0,794000000.0,,2232000000.0,1479000000.0,775000000.0,,1876000000.0,1329000000.0,723000000.0,,1997000000.0,1445000000.0,809000000.0,,2109000000.0,1569000000.0,871000000.0,,2655000000.0,1702000000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThreeYears / USD,,,,,,,,,,,,,,1086000000.0,1322000000.0,1487000000.0,901000000.0,406000000.0,609000000.0,783000000.0,931000000.0,429000000.0,592000000.0,735000000.0,938000000.0,474000000.0,659000000.0,895000000.0,1144000000.0,659000000.0,822000000.0,971000000.0,1129000000.0,522000000.0,654000000.0,793000000.0,998000000.0,628000000.0,700000000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedTwoYears / USD,,,,,,,,,,,,,,1890000000.0,2115000000.0,2272000000.0,1705000000.0,1045000000.0,1347000000.0,1533000000.0,1660000000.0,1086000000.0,1303000000.0,1445000000.0,1627000000.0,1050000000.0,1277000000.0,1524000000.0,1690000000.0,1361000000.0,1540000000.0,1712000000.0,1944000000.0,1529000000.0,1853000000.0,2085000000.0,2296000000.0,1307000000.0,1308000000.0
SalesTypeAndDirectFinancingLeasesLeaseReceivableUndiscountedExcessAmount / USD,,,,,,,,,,,,,,478000000.0,494000000.0,517000000.0,581000000.0,592000000.0,660000000.0,660000000.0,685000000.0,668000000.0,644000000.0,622000000.0,612000000.0,596000000.0,589000000.0,646000000.0,758000000.0,778000000.0,891000000.0,911000000.0,1036000000.0,1072000000.0,1136000000.0,1084000000.0,1100000000.0,1062000000.0,1021000000.0
SalesTypeLeaseLeaseIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246000000.0,,,,161000000.0,66000000.0,139000000.0
SalesTypeLeaseRevenue / USD,,,,,,,,,,,,,,130000000.0,353000000.0,604000000.0,770000000.0,130000000.0,353000000.0,604000000.0,770000000.0,215000000.0,464000000.0,648000000.0,770000000.0,230000000.0,424000000.0,607000000.0,824000000.0,220000000.0,439000000.0,646000000.0,756000000.0,247000000.0,539000000.0,766000000.0,851000000.0,728000000.0,1350000000.0
SalesTypeLeaseSellingProfitLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,188000000.0,67000000.0,119000000.0,140000000.0,246000000.0,16000000.0,71000000.0,114000000.0,173000000.0,51000000.0,151000000.0,202000000.0,124000000.0,110000000.0,195000000.0
SellingGeneralAndAdministrativeExpense / USD,2139000000.0,3900000000.0,5849000000.0,8292000000.0,2068000000.0,4091000000.0,8647000000.0,7850000000.0,4596000000.0,13403000000.0,9136000000.0,13695000000.0,13403000000.0,4944000000.0,9905000000.0,15064000000.0,18569000000.0,5071000000.0,10649000000.0,15677000000.0,20640000000.0,4886000000.0,9647000000.0,14419000000.0,15819000000.0,3658000000.0,7419000000.0,11257000000.0,14000000000.0,3553000000.0,7096000000.0,10364000000.0,14655000000.0,3261000000.0,6778000000.0,9748000000.0,14136000000.0,3123000000.0,6312000000.0
SeveranceCosts1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,174000000.0,,,,368000000.0,,63000000.0,160000000.0,134000000.0,48000000.0,412000000.0,434000000.0,527000000.0,92000000.0,420000000.0
ShareBasedCompensation / USD,18000000.0,34000000.0,53000000.0,72000000.0,14000000.0,34000000.0,183000000.0,72000000.0,201000000.0,398000000.0,409000000.0,630000000.0,398000000.0,199000000.0,415000000.0,671000000.0,835000000.0,263000000.0,564000000.0,886000000.0,918000000.0,370000000.0,783000000.0,1219000000.0,1262000000.0,435000000.0,934000000.0,1406000000.0,1609000000.0,232000000.0,468000000.0,703000000.0,1622000000.0,225000000.0,448000000.0,675000000.0,931000000.0,210000000.0,401000000.0
StandardProductWarrantyAccrual / USD,679000000.0,679000000.0,679000000.0,774000000.0,574000000.0,574000000.0,574000000.0,679000000.0,604000000.0,574000000.0,604000000.0,604000000.0,574000000.0,539000000.0,539000000.0,539000000.0,604000000.0,524000000.0,524000000.0,524000000.0,539000000.0,496000000.0,496000000.0,496000000.0,524000000.0,473000000.0,473000000.0,473000000.0,496000000.0,480000000.0,480000000.0,480000000.0,473000000.0,467000000.0,467000000.0,467000000.0,480000000.0,426000000.0,426000000.0
StandardProductWarrantyAccrualPayments / USD,206000000.0,429000000.0,655000000.0,955000000.0,213000000.0,391000000.0,639000000.0,859000000.0,237000000.0,947000000.0,479000000.0,718000000.0,947000000.0,206000000.0,427000000.0,672000000.0,970000000.0,227000000.0,439000000.0,655000000.0,871000000.0,168000000.0,371000000.0,577000000.0,882000000.0,217000000.0,445000000.0,693000000.0,805000000.0,235000000.0,484000000.0,725000000.0,950000000.0,225000000.0,426000000.0,628000000.0,969000000.0,229000000.0,432000000.0
StockIssuedDuringPeriodValueNewIssues / USD,,,4400000000.0,36000000.0,-4000000.0,-14000000.0,14468000000.0,14482000000.0,-4000000.0,14482000000.0,-14000000.0,-25000000.0,14482000000.0,-3000000.0,-4000000.0,-22000000.0,-31000000.0,-3000000.0,85000000.0,152000000.0,-27000000.0,9000000.0,78000000.0,124000000.0,345000000.0,19000000.0,28000000.0,19000000.0,178000000.0,-339000000.0,-344000000.0,-366000000.0,22000000.0,-299000000.0,-303000000.0,-339000000.0,-383000000.0,-515000000.0,-526000000.0
StockholdersEquity / USD,1466000000.0,1466000000.0,1466000000.0,1466000000.0,13243000000.0,13243000000.0,13243000000.0,13243000000.0,11719000000.0,14757000000.0,11719000000.0,11719000000.0,11719000000.0,-5765000000.0,-5765000000.0,-5765000000.0,-5765000000.0,-1574000000.0,-1574000000.0,-1574000000.0,-1574000000.0,2479000000.0,2479000000.0,2479000000.0,2479000000.0,-1685000000.0,-1685000000.0,-1685000000.0,-1685000000.0,-3122000000.0,-3122000000.0,-3122000000.0,-3122000000.0,-2404000000.0,-2404000000.0,-2404000000.0,-2227000000.0,-1482000000.0,-1482000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,1466000000.0,1466000000.0,2904000000.0,4014000000.0,1466000000.0,1466000000.0,1466000000.0,2904000000.0,20578000000.0,20578000000.0,20578000000.0,20578000000.0,1466000000.0,17485000000.0,17485000000.0,17485000000.0,20578000000.0,-942000000.0,-942000000.0,-942000000.0,17485000000.0,3155000000.0,3155000000.0,3155000000.0,-942000000.0,7553000000.0,7553000000.0,7553000000.0,3155000000.0,-1580000000.0,-1580000000.0,-1580000000.0,7553000000.0,-3025000000.0,-3025000000.0,-3025000000.0,-1580000000.0,-2132000000.0,-2132000000.0
SupplierFinanceProgramObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121000000.0,1400000000.0,1400000000.0
SupplierFinanceProgramObligationDecreaseSettlement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4944000000.0,,
SupplierFinanceProgramObligationIncrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191000000.0,,
TreasuryStockCommonValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,964000000.0,964000000.0,3813000000.0,3813000000.0,3813000000.0,3813000000.0,5900000000.0,5900000000.0,5900000000.0,5900000000.0,8502000000.0,8502000000.0
TreasuryStockValueAcquiredCostMethod / USD,2000000.0,2000000.0,175000000.0,752000000.0,361000000.0,2000000.0,175000000.0,752000000.0,361000000.0,752000000.0,384000000.0,688000000.0,752000000.0,37000000.0,47000000.0,47000000.0,688000000.0,2000000.0,2000000.0,2000000.0,47000000.0,240000000.0,240000000.0,240000000.0,2000000.0,1482000000.0,2090000000.0,2699000000.0,240000000.0,1482000000.0,2090000000.0,2699000000.0,659000000.0,251000000.0,507000000.0,1251000000.0,2849000000.0,722000000.0,1434000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,,,,,,,,,,,,,38400000000.0,,,,34100000000.0,,,,36500000000.0,,,,36500000000.0,,,,36500000000.0,,,,36400000000.0,,,,36900000000.0,,
UnrecognizedTaxBenefits / USD,3100000000.0,3100000000.0,3100000000.0,2463000000.0,,,,2455000000.0,,2479000000.0,,,2479000000.0,,3400000000.0,3400000000.0,2752000000.0,2500000000.0,2500000000.0,2500000000.0,2867000000.0,1400000000.0,1400000000.0,1400000000.0,2842000000.0,1200000000.0,1200000000.0,1200000000.0,2235000000.0,1300000000.0,1300000000.0,1300000000.0,1620000000.0,1300000000.0,1300000000.0,1300000000.0,1595000000.0,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,80000000.0,,,,61000000.0,,379000000.0,,,379000000.0,,,,90000000.0,,,,170000000.0,,,,659000000.0,,,,673000000.0,,,,153000000.0,,,,46000000.0,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,50000000.0,,,,13000000.0,,219000000.0,,,219000000.0,,,,14000000.0,,,,22000000.0,,,,402000000.0,,,,402000000.0,,,,50000000.0,,,,9000000.0,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,,,950000000.0,,,,737000000.0,,737000000.0,,,700000000.0,,,,900000000.0,,,,1000000000.0,,,,721000000.0,,,,404000000.0,,,,383000000.0,,,,400000000.0,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,142000000.0,,,,70000000.0,,116000000.0,,,116000000.0,,,,155000000.0,,,,116000000.0,,,,122000000.0,,,,102000000.0,,,,113000000.0,,,,132000000.0,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,14000000.0,,,,52000000.0,,227000000.0,,,227000000.0,,,,98000000.0,,,,288000000.0,,,,437000000.0,,,,385000000.0,,,,143000000.0,,,,181000000.0,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,34000000.0,,,,24000000.0,,30000000.0,,,30000000.0,,,,34000000.0,,,,90000000.0,,,,105000000.0,,,,27000000.0,,,,78000000.0,400000000.0,400000000.0,400000000.0,41000000.0,400000000.0,400000000.0
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,2100000000.0,,,,2300000000.0,,2300000000.0,,,2300000000.0,,,,2200000000.0,,,,2400000000.0,,,,1800000000.0,,,,900000000.0,,,,900000000.0,,,,1100000000.0,,
VariableLeaseCost / USD,,,,,,,,,,,,,,38000000.0,79000000.0,120000000.0,161000000.0,38000000.0,79000000.0,120000000.0,161000000.0,44000000.0,76000000.0,113000000.0,132000000.0,26000000.0,47000000.0,75000000.0,96000000.0,25000000.0,48000000.0,73000000.0,113000000.0,24000000.0,43000000.0,62000000.0,113000000.0,18000000.0,33000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,405000000.0,405000000.0,,,,,,,,,,,,751000000.0,751000000.0,750000000.0,,751000000.0,750000000.0,750000000.0,,755000000.0,758000000.0,764000000.0,751000000.0,782000000.0,784000000.0,785000000.0,767000000.0,780000000.0,768000000.0,759000000.0,791000000.0,737000000.0,737000000.0,738000000.0,753000000.0,727000000.0,725000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,405000000.0,405000000.0,,,,,,,,,,,,717000000.0,719000000.0,725000000.0,,717000000.0,718000000.0,720000000.0,,740000000.0,740000000.0,742000000.0,724000000.0,757000000.0,760000000.0,762000000.0,744000000.0,754000000.0,746000000.0,740000000.0,762000000.0,724000000.0,725000000.0,724000000.0,734000000.0,708000000.0,708000000.0
