fact_unit,2009-08-04,2009-10-29,2010-02-24,2010-04-28,2010-08-26,2010-10-28,2011-02-25,2011-04-28,2011-07-28,2011-10-27,2012-02-16,2012-04-26,2012-07-26,2012-10-30,2013-02-27,2013-04-25,2013-07-24,2013-10-24,2014-02-26,2014-04-24,2014-07-22,2014-10-30,2015-02-25,2015-04-23,2015-07-29,2015-10-29,2016-02-25,2016-04-28,2016-07-27,2016-10-27,2017-02-27,2017-05-02,2017-07-27,2017-10-26,2018-02-27,2018-04-26,2018-07-26,2018-10-25,2019-02-26,2019-04-25,2019-07-30,2019-10-31,2020-02-25,2020-04-30,2020-05-19,2020-07-30,2020-10-30,2021-02-26,2021-04-29,2021-05-26,2021-07-29,2021-10-28,2022-02-25,2022-04-28,2022-06-01,2022-07-28,2022-10-27,2023-02-27,2023-04-27,2023-06-01,2023-08-01,2023-10-26,2024-02-27,2024-04-25,2024-06-05,2024-07-31,2024-10-31,2025-02-26,2025-04-29,2025-06-04,2025-07-30,2025-10-30
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,,,,,,475000000.0,,,,462000000.0,,,,468000000.0,,,,441000000.0,,,,429000000.0,,,,261000000.0,,,,251000000.0,,,,,255000000.0,,,,,273000000.0,,,,,216000000.0,,,,,233000000.0,,,,,237000000.0,,,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent / USD,,1393000000.0,1393000000.0,1157000000.0,1157000000.0,1157000000.0,1157000000.0,1191000000.0,1191000000.0,1191000000.0,1191000000.0,1662000000.0,1662000000.0,1662000000.0,1662000000.0,1735000000.0,1735000000.0,1735000000.0,1735000000.0,212000000.0,212000000.0,212000000.0,212000000.0,1012000000.0,1012000000.0,1012000000.0,1012000000.0,1277000000.0,1277000000.0,1277000000.0,1277000000.0,805000000.0,805000000.0,805000000.0,805000000.0,445000000.0,445000000.0,445000000.0,445000000.0,544000000.0,544000000.0,544000000.0,544000000.0,473000000.0,,473000000.0,473000000.0,473000000.0,551000000.0,,551000000.0,551000000.0,551000000.0,200000000.0,,200000000.0,200000000.0,200000000.0,133000000.0,,133000000.0,133000000.0,133000000.0,130000000.0,,130000000.0,130000000.0,130000000.0,136000000.0,,136000000.0,136000000.0
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax / USD,,,,,,,,,,,,,,,-3759000000.0,,,,,,,,,,,,,,,,,,,,,,,,-3198000000.0,,,,-2996000000.0,,,,,-2999000000.0,,,,,-3274000000.0,,,,,-2487000000.0,,,,,-2213000000.0,,,,,-2256000000.0,,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax / USD,,,,,,,,,,,,,,,379000000.0,,,,,,,,,,,,,,,,,,,,,,,,-180000000.0,,,,-68000000.0,,,,,-40000000.0,,,,,-9000000.0,,,,,-305000000.0,,,,,-264000000.0,,,,,-233000000.0,,,,
DefinedContributionPlanCostRecognized / USD,,,,,,,128000000.0,,,,106000000.0,,,,108000000.0,,,,106000000.0,,,,81000000.0,,,,80000000.0,,,,82000000.0,,,,85000000.0,,,,93000000.0,,,,83000000.0,,,,,85000000.0,,,,,78000000.0,,,,,88000000.0,,,,,90000000.0,,,,,91000000.0,,,,
Depreciation / USD,,,,,,,,,,,271000000.0,,,,256000000.0,,,,233000000.0,,,,205000000.0,,,,192000000.0,,,,188000000.0,,,,204000000.0,,,,183000000.0,,,,188000000.0,,,,,189000000.0,,,,,182000000.0,,,,,185000000.0,,,,,172000000.0,,,,,153000000.0,38000000.0,,75000000.0,111000000.0
DepreciationDepletionAndAmortization / USD,,162000000.0,232000000.0,78000000.0,147000000.0,218000000.0,215000000.0,69000000.0,137000000.0,208000000.0,291000000.0,60000000.0,121000000.0,184000000.0,276000000.0,56000000.0,113000000.0,169000000.0,253000000.0,54000000.0,106000000.0,158000000.0,225000000.0,50000000.0,100000000.0,149000000.0,212000000.0,49000000.0,100000000.0,150000000.0,208000000.0,49000000.0,98000000.0,149000000.0,225000000.0,52000000.0,104000000.0,155000000.0,204000000.0,53000000.0,104000000.0,168000000.0,209000000.0,53000000.0,,106000000.0,163000000.0,227000000.0,65000000.0,,130000000.0,192000000.0,226000000.0,63000000.0,,128000000.0,190000000.0,257000000.0,52000000.0,,109000000.0,163000000.0,244000000.0,52000000.0,,114000000.0,194000000.0,226000000.0,65000000.0,,139000000.0,213000000.0
DividendsCommonStockCash / USD,,,,,,,,,,,,,,,,,,3447000000.0,3266000000.0,3683000000.0,3683000000.0,3683000000.0,3447000000.0,3961000000.0,3961000000.0,3961000000.0,3683000000.0,4261000000.0,4261000000.0,4261000000.0,3961000000.0,4590000000.0,4590000000.0,4590000000.0,4261000000.0,4877000000.0,4877000000.0,4877000000.0,4590000000.0,1329000000.0,2652000000.0,4159000000.0,4877000000.0,1500000000.0,,2997000000.0,4568000000.0,5660000000.0,1563000000.0,,3126000000.0,4726000000.0,6130000000.0,1596000000.0,,3187000000.0,4845000000.0,6327000000.0,1635000000.0,,3262000000.0,4953000000.0,6490000000.0,1681000000.0,,3356000000.0,5095000000.0,6636000000.0,1688000000.0,,3375000000.0,5113000000.0
DividendsPayableCurrent / USD,,665000000.0,665000000.0,710000000.0,710000000.0,710000000.0,710000000.0,797000000.0,797000000.0,797000000.0,797000000.0,841000000.0,841000000.0,841000000.0,841000000.0,888000000.0,888000000.0,888000000.0,888000000.0,959000000.0,959000000.0,959000000.0,959000000.0,1028000000.0,1028000000.0,1028000000.0,1028000000.0,1110000000.0,1110000000.0,1110000000.0,1110000000.0,1188000000.0,1188000000.0,1188000000.0,1188000000.0,1258000000.0,1258000000.0,1258000000.0,1258000000.0,1503000000.0,1503000000.0,1503000000.0,1503000000.0,1565000000.0,,1565000000.0,1565000000.0,1565000000.0,1602000000.0,,1602000000.0,1602000000.0,1602000000.0,1647000000.0,,1647000000.0,1647000000.0,1647000000.0,1685000000.0,,1685000000.0,1685000000.0,1685000000.0,1735000000.0,,1735000000.0,1735000000.0,1735000000.0,1732000000.0,,1732000000.0,1732000000.0
EarningsPerShareBasic / USD/shares,1.62,2.04,4.64,0.28,0.77,1.2,2.37,0.39,0.89,1.43,1.55,0.45,0.66,1.23,1.87,,,,,,,,,,,,,,,,,,,,,,,,7.28,,,,5.31,,,,0.27,3.69,0.83,,1.88,1.37,-0.7,0.77,,1.93,0.46,2.4,1.08,,1.57,1.69,1.34,1.0,,2.18,3.4,3.19,1.21,,3.41,4.75
EarningsPerShareDiluted / USD/shares,1.61,2.03,4.62,0.28,0.77,1.19,2.36,0.39,0.89,1.43,1.54,0.45,0.66,1.23,1.87,,,,,,,,,,,,,,,,,,,,,,,,7.28,,,,5.31,,,,0.27,3.68,0.83,,1.88,1.36,-0.7,0.77,,1.93,0.46,2.4,1.08,,1.57,1.69,1.34,1.0,,2.18,3.4,3.19,1.21,,3.41,4.75
EffectiveIncomeTaxRateContinuingOperations / pure,,,,,0.377,0.347,0.355,0.365,0.295,0.308,0.342,,0.47,0.419,0.317,,0.341,0.348,0.392,,,,0.354,,,0.346,0.347,,,0.354,0.348,0.33,0.322,0.312,0.351,0.232,0.249,0.251,0.348,0.261,0.243,0.251,-0.041,,,0.254,0.741,0.254,,,0.254,0.418,2.695,,,0.263,0.449,0.354,0.267,,0.334,0.344,0.353,0.279,,0.261,0.259,0.22,0.223,,0.245,0.244
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,,0.21,,,,,0.21,,,,,0.21,,,,,0.21,,,,,0.21,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,,,,0.021,,,,0.013,,,,0.0,,,,-0.007,,,,-0.003,,,,-0.001,,,,0.0,,,,-0.003,,,,0.0,,,,0.008,,,,,-0.004,,,,,-0.038,,,,,0.001,,,,,-0.002,,,,,-0.002,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,,,,0.042,,,,0.024,,,,0.037,,,,0.038,,,,0.035,,,,0.038,,,,0.04,,,,0.037,,,,0.012,,,,0.035,,,,,0.04,,,,,0.465,,,,,0.06,,,,,0.118,,,,,0.059,,,,
EffectiveIncomeTaxRateReconciliationTaxContingencies / pure,,,,,,,,,,,,,,,,,,,0.055,,,,-0.007,,,,0.007,,,,0.005,,,,-0.008,,,,0.0,,,,-0.009,,,,,0.001,,,,,-0.052,,,,,0.001,,,,,-0.007,,,,,0.0,,,,
EntityCommonStockSharesOutstanding / shares,2071359145.0,2072211321.0,2080531691.0,2082565977.0,2083965475.0,2087827398.0,2091985586.0,2093387178.0,2071234300.0,2056422586.0,2045667279.0,2034843783.0,2032833474.0,2025106086.0,2009855261.0,2008662018.0,2004409870.0,2000014810.0,1992853529.0,1986461132.0,1983448803.0,1976470062.0,1969316914.0,1966557766.0,1960695029.0,1960679441.0,1957931815.0,1956424846.0,1953854575.0,1950270736.0,1939420437.0,1931645437.0,1918567642.0,1908189678.0,1900449362.0,1892648384.0,1885174950.0,1879045481.0,1874430847.0,1870919863.0,1868095889.0,1868126510.0,1858366804.0,1858368058.0,1858366804.0,1858397202.0,1858419165.0,1858689654.0,1850637974.0,1858689654.0,1844077897.0,1836988822.0,1817257322.0,1810557271.0,1817257322.0,1800823383.0,1792172618.0,1785563827.0,1785039536.0,1785563827.0,1774609985.0,1768646674.0,1763461775.0,1717626424.0,1763461775.0,1706224328.0,1694812982.0,1690661641.0,1684451818.0,1690661641.0,1679890953.0,1678671552.0
EntityPublicFloat / USD,42000000000.0,,34000000000.0,,,,42000000000.0,,,,55000000000.0,,,,70000000000.0,,,,70000000000.0,,,,83000000000.0,,,,96000000000.0,,,,135000000000.0,,,,143000000000.0,,,,107000000000.0,,,,88000000000.0,,88000000000.0,,,73000000000.0,,73000000000.0,,,88000000000.0,,88000000000.0,,,75000000000.0,,75000000000.0,,,80000000000.0,,80000000000.0,,,78000000000.0,,78000000000.0,,
EquityMethodInvestmentDividendsOrDistributions / USD,,181000000.0,224000000.0,,,-181000000.0,-249000000.0,,,219000000.0,254000000.0,,,264000000.0,303000000.0,,,299000000.0,357000000.0,,,331000000.0,402000000.0,,,344000000.0,439000000.0,,,374000000.0,456000000.0,,0.0,403000000.0,495000000.0,,434000000.0,434000000.0,739000000.0,,477000000.0,477000000.0,806000000.0,,,221000000.0,221000000.0,657000000.0,,,108000000.0,108000000.0,396000000.0,,,119000000.0,119000000.0,108000000.0,,,104000000.0,104000000.0,119000000.0,,,163000000.0,163000000.0,104000000.0,,,139000000.0,139000000.0
EquityMethodInvestments / USD,4261000000.0,4261000000.0,4261000000.0,4980000000.0,4980000000.0,4980000000.0,4980000000.0,5367000000.0,5367000000.0,5367000000.0,5367000000.0,5509000000.0,5509000000.0,5509000000.0,5509000000.0,6637000000.0,6637000000.0,6637000000.0,6637000000.0,6455000000.0,6455000000.0,6455000000.0,6455000000.0,6183000000.0,6183000000.0,6183000000.0,6183000000.0,5483000000.0,5483000000.0,5483000000.0,5483000000.0,17852000000.0,17852000000.0,17852000000.0,17852000000.0,17952000000.0,17952000000.0,17952000000.0,17952000000.0,30496000000.0,30496000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,315000000.0,,,,
ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue / USD,,,,,,,800000000.0,,,,700000000.0,,,,600000000.0,,,,600000000.0,,,,700000000.0,,,,700000000.0,,,,700000000.0,,,,700000000.0,,,,700000000.0,,,,700000000.0,,,,,600000000.0,,,,,600000000.0,,,,,600000000.0,,,,,700000000.0,,,,,700000000.0,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,,27000000.0,27000000.0,27000000.0,,,,47000000.0,,,,67000000.0,,,,87000000.0,,,,107000000.0,,,,127000000.0,,,,148000000.0,,,,169000000.0,,,,190000000.0,,,221000000.0,221000000.0,,,,,264000000.0,,,,,336000000.0,,,,,397000000.0,,,470000000.0,470000000.0,470000000.0,,,598000000.0,598000000.0,598000000.0,737000000.0,,737000000.0,737000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,,,,,,,,,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,30000000.0,,,63000000.0,70000000.0,,,,,70000000.0,,,,,70000000.0,,,,,75000000.0,,,160000000.0,170000000.0,165000000.0,,,150000000.0,150000000.0,150000000.0,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,,,,,,,,,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,30000000.0,,,63000000.0,70000000.0,,,,,70000000.0,,,,,70000000.0,,,,,75000000.0,,,160000000.0,170000000.0,165000000.0,,,150000000.0,150000000.0,150000000.0,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,,,,,,,,,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,30000000.0,,,63000000.0,70000000.0,,,,,70000000.0,,,,,70000000.0,,,,,75000000.0,,,160000000.0,170000000.0,165000000.0,,,150000000.0,150000000.0,150000000.0,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,,,,,,,,,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,30000000.0,,,63000000.0,70000000.0,,,,,70000000.0,,,,,70000000.0,,,,,75000000.0,,,160000000.0,170000000.0,165000000.0,,,150000000.0,150000000.0,150000000.0,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,,,,,,,,,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,30000000.0,,,63000000.0,70000000.0,,,,,70000000.0,,,,,70000000.0,,,,,75000000.0,,,160000000.0,170000000.0,165000000.0,,,150000000.0,150000000.0,150000000.0,,,,
FiniteLivedIntangibleAssetsGross / USD,,,,,464000000.0,464000000.0,464000000.0,,,,464000000.0,,,,464000000.0,,,,464000000.0,,,,464000000.0,,,,465000000.0,,,,465000000.0,,,,465000000.0,,,,465000000.0,,,654000000.0,654000000.0,,,,,1275000000.0,,,,,1275000000.0,,,,,1260000000.0,,,1411000000.0,1411000000.0,1411000000.0,,,2841000000.0,2841000000.0,2841000000.0,2621000000.0,,2621000000.0,2621000000.0
Goodwill / USD,77000000.0,77000000.0,77000000.0,5174000000.0,5174000000.0,5174000000.0,77000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5285000000.0,5285000000.0,5285000000.0,5285000000.0,5285000000.0,5285000000.0,5285000000.0,5285000000.0,5285000000.0,5285000000.0,5285000000.0,5285000000.0,5307000000.0,5307000000.0,5307000000.0,5285000000.0,5196000000.0,5196000000.0,5307000000.0,5307000000.0,5177000000.0,,5177000000.0,5177000000.0,5196000000.0,5177000000.0,,5177000000.0,5177000000.0,5177000000.0,5177000000.0,,5177000000.0,5177000000.0,5177000000.0,5177000000.0,,5177000000.0,5177000000.0,5177000000.0,6791000000.0,,5177000000.0,5177000000.0,5177000000.0,6791000000.0,,6791000000.0,6791000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,5097000000.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,22000000.0,,,0.0,0.0,,,,,55000000.0,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,1614000000.0,1614000000.0,1614000000.0,154000000.0,,154000000.0,154000000.0
GoodwillImpairedAccumulatedImpairmentLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000000.0,,,,111000000.0,,,,,111000000.0,,,,,74000000.0,,,,,0.0,,,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0
GoodwillImpairmentLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,111000000.0,111000000.0,,,,,74000000.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,0.0
GrossProfit / USD,3728000000.0,5839000000.0,7385000000.0,2042000000.0,4498000000.0,6783000000.0,7687000000.0,2084000000.0,4458000000.0,6934000000.0,8834000000.0,2148000000.0,4120000000.0,6565000000.0,9188000000.0,2202000000.0,4696000000.0,7180000000.0,8939000000.0,2674000000.0,5228000000.0,8049000000.0,9563000000.0,2256000000.0,4859000000.0,7533000000.0,10457000000.0,2475000000.0,5346000000.0,8392000000.0,10160000000.0,2656000000.0,5613000000.0,8763000000.0,11114000000.0,2776000000.0,5890000000.0,9061000000.0,11572000000.0,2936000000.0,6077000000.0,9332000000.0,11963000000.0,2811000000.0,,6130000000.0,9627000000.0,12254000000.0,2873000000.0,,6160000000.0,9877000000.0,12711000000.0,3272000000.0,,7004000000.0,10677000000.0,13023000000.0,3373000000.0,,7039000000.0,10736000000.0,13992000000.0,3329000000.0,,7086000000.0,10785000000.0,14246000000.0,3280000000.0,,6955000000.0,10763000000.0
GuaranteeObligationsMaximumExposure / USD,,,,,,,,,,,,,,32000000.0,31000000.0,31000000.0,31000000.0,32000000.0,32000000.0,32000000.0,33000000.0,32000000.0,32000000.0,32000000.0,32000000.0,20000000.0,21000000.0,22000000.0,24000000.0,24000000.0,25000000.0,26000000.0,30000000.0,30000000.0,33000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,27000000.0,26000000.0,27000000.0,,25000000.0,25000000.0,25000000.0,25000000.0,,25000000.0,24000000.0,19000000.0,19000000.0,,19000000.0,19000000.0,19000000.0,19000000.0,,19000000.0,22000000.0,19000000.0,19000000.0,,19000000.0,19000000.0,19000000.0,90000000.0,,90000000.0,90000000.0
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000.0,,,,44000000.0,,,,,44000000.0,,,,,,,,,,,,,,,,,,,,,354000000.0,,354000000.0,354000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,,,,4789000000.0,,,,4868000000.0,,,,5709000000.0,,,,5568000000.0,,,,6461000000.0,,,,6929000000.0,,,,7763000000.0,,,,8078000000.0,,,,21867000000.0,,,,9809000000.0,,,,,9441000000.0,,,,,266000000.0,,,,,6842000000.0,,,,,4239000000.0,,,,,7628000000.0,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,2633000000.0,4316000000.0,4877000000.0,1450000000.0,2606000000.0,4399000000.0,5723000000.0,1869000000.0,3676000000.0,4719000000.0,5582000000.0,2147000000.0,4111000000.0,6229000000.0,6477000000.0,1806000000.0,3751000000.0,5865000000.0,6942000000.0,1562000000.0,3816000000.0,6105000000.0,7774000000.0,1883000000.0,4417000000.0,6144000000.0,8078000000.0,2091000000.0,5001000000.0,7645000000.0,21852000000.0,2466000000.0,5023000000.0,7631000000.0,9828000000.0,1516000000.0,,4117000000.0,1989000000.0,9341000000.0,2108000000.0,,4673000000.0,4349000000.0,766000000.0,1937000000.0,,4846000000.0,1544000000.0,6890000000.0,2673000000.0,,4278000000.0,4685000000.0,3824000000.0,2479000000.0,,5285000000.0,8193000000.0,7389000000.0,2739000000.0,,7855000000.0,10881000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,,,,9000000.0,,,,9000000.0,,,,14000000.0,,,,14000000.0,,,,16000000.0,,,,13000000.0,,,,11000000.0,,,,0.0,,,,-15000000.0,,,,19000000.0,,,,,-100000000.0,,,,,500000000.0,,,,,48000000.0,,,,,-415000000.0,,,,,-239000000.0,,,,
IncomeLossFromEquityMethodInvestments / USD,290000000.0,344000000.0,510000000.0,106000000.0,323000000.0,442000000.0,467000000.0,138000000.0,251000000.0,437000000.0,600000000.0,189000000.0,344000000.0,552000000.0,628000000.0,520000000.0,743000000.0,973000000.0,730000000.0,256000000.0,483000000.0,738000000.0,1224000000.0,225000000.0,425000000.0,753000000.0,991000000.0,134000000.0,359000000.0,546000000.0,1006000000.0,66000000.0,265000000.0,564000000.0,757000000.0,23000000.0,163000000.0,332000000.0,795000000.0,342000000.0,570000000.0,759000000.0,532000000.0,86000000.0,,533000000.0,866000000.0,890000000.0,157000000.0,,166000000.0,-306000000.0,1725000000.0,251000000.0,,226000000.0,-5789000000.0,-211000000.0,134000000.0,,26000000.0,-2352000000.0,-5979000000.0,170000000.0,,297000000.0,355000000.0,-2201000000.0,295000000.0,,414000000.0,530000000.0
IncomeTaxExaminationPenaltiesAndInterestAccrued / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,,,11000000.0,,,,,18000000.0,,,,
IncomeTaxExpenseBenefit / USD,906000000.0,1397000000.0,1547000000.0,372000000.0,968000000.0,1320000000.0,1699000000.0,468000000.0,777000000.0,1329000000.0,1669000000.0,512000000.0,1224000000.0,1843000000.0,1816000000.0,674000000.0,1255000000.0,1641000000.0,2189000000.0,762000000.0,1460000000.0,2182000000.0,2294000000.0,631000000.0,1314000000.0,2031000000.0,2407000000.0,544000000.0,1349000000.0,2110000000.0,2704000000.0,665000000.0,1545000000.0,2178000000.0,2835000000.0,689000000.0,1609000000.0,2386000000.0,7608000000.0,571000000.0,1251000000.0,1915000000.0,-399000000.0,395000000.0,,999000000.0,1473000000.0,2374000000.0,558000000.0,,1185000000.0,1817000000.0,2064000000.0,516000000.0,,1275000000.0,693000000.0,2436000000.0,714000000.0,,1428000000.0,1611000000.0,1349000000.0,692000000.0,,1381000000.0,2123000000.0,1625000000.0,610000000.0,,1923000000.0,2656000000.0
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440000000.0,,,,,1962000000.0,,,,,161000000.0,,,,,1447000000.0,,,,,803000000.0,,,,,1552000000.0,,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79000000.0,,,,,-38000000.0,,,,,-29000000.0,,,,,6000000.0,,,,,-9000000.0,,,,,-21000000.0,,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345000000.0,,,,,377000000.0,,,,,356000000.0,,,,,410000000.0,,,,,451000000.0,,,,,435000000.0,,,,
IncomeTaxReconciliationTaxContingencies / USD,,,,,,,828000000.0,,,,575000000.0,,,,788000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89000000.0,,,,,8000000.0,,,,,-40000000.0,,,,,9000000.0,,,,,-25000000.0,,,,,0.0,,,,
IncomeTaxesPaid / USD,,,2241000000.0,,,,1837000000.0,,,,1606000000.0,,,,1884000000.0,,,,2865000000.0,,,,3338000000.0,,,,2448000000.0,,,,2765000000.0,,,,3029000000.0,,,,4664000000.0,,,,3036000000.0,,,,,2307000000.0,,,,,1977000000.0,,,,,2616000000.0,,,,,2673000000.0,,,,,2657000000.0,,,,
IncomeTaxesReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000000.0,461000000.0,461000000.0,461000000.0,461000000.0,167000000.0,167000000.0,167000000.0,167000000.0,,,,,,,,,,,,,,,,,,,,103000000.0,496000000.0,,496000000.0,496000000.0,496000000.0,,,,
IncreaseDecreaseInAccountsPayable / USD,-156000000.0,-157000000.0,-82000000.0,-6000000.0,-58000000.0,-40000000.0,-162000000.0,-8000000.0,-41000000.0,6000000.0,-25000000.0,-66000000.0,-94000000.0,-106000000.0,48000000.0,-68000000.0,-64000000.0,-38000000.0,-92000000.0,-218000000.0,-211000000.0,-139000000.0,-13000000.0,-109000000.0,-121000000.0,-64000000.0,-76000000.0,-166000000.0,-154000000.0,-102000000.0,-5000000.0,-188000000.0,-203000000.0,-102000000.0,26000000.0,-189000000.0,-233000000.0,-154000000.0,24000000.0,-164000000.0,-158000000.0,-79000000.0,-55000000.0,-189000000.0,,-175000000.0,-157000000.0,27000000.0,-45000000.0,,-47000000.0,24000000.0,-79000000.0,-98000000.0,,-113000000.0,3000000.0,53000000.0,-59000000.0,,-47000000.0,-27000000.0,163000000.0,-115000000.0,,-82000000.0,-47000000.0,92000000.0,-61000000.0,,-16000000.0,-68000000.0
IncreaseDecreaseInAccruedIncomeTaxesPayable / USD,-163000000.0,19000000.0,-900000000.0,258000000.0,-103000000.0,16000000.0,-201000000.0,341000000.0,-80000000.0,5000000.0,130000000.0,396000000.0,5000000.0,215000000.0,-53000000.0,744000000.0,1186000000.0,825000000.0,147000000.0,639000000.0,89000000.0,181000000.0,883000000.0,601000000.0,-5000000.0,17000000.0,-95000000.0,541000000.0,-153000000.0,-6000000.0,1000000.0,645000000.0,-53000000.0,-122000000.0,-12000000.0,719000000.0,379000000.0,341000000.0,-231000000.0,521000000.0,225000000.0,308000000.0,-294000000.0,471000000.0,,94000000.0,174000000.0,218000000.0,495000000.0,,1049000000.0,0.0,89000000.0,396000000.0,,-171000000.0,-200000000.0,-29000000.0,637000000.0,,6000000.0,49000000.0,-149000000.0,409000000.0,,-191000000.0,-210000000.0,-118000000.0,671000000.0,,177000000.0,396000000.0
IncreaseDecreaseInInventories / USD,-115000000.0,-194000000.0,-375000000.0,168000000.0,16000000.0,-99000000.0,-185000000.0,3000000.0,-160000000.0,-192000000.0,-51000000.0,21000000.0,130000000.0,178000000.0,-7000000.0,51000000.0,-95000000.0,-155000000.0,-24000000.0,70000000.0,-45000000.0,-28000000.0,-33000000.0,91000000.0,-38000000.0,20000000.0,133000000.0,62000000.0,-105000000.0,-59000000.0,184000000.0,79000000.0,-72000000.0,-54000000.0,33000000.0,68000000.0,-55000000.0,-67000000.0,34000000.0,30000000.0,-105000000.0,-147000000.0,171000000.0,25000000.0,,-96000000.0,-147000000.0,129000000.0,5000000.0,,-87000000.0,-136000000.0,-42000000.0,-18000000.0,,-172000000.0,-118000000.0,-2000000.0,20000000.0,,-50000000.0,-88000000.0,-57000000.0,72000000.0,,-9000000.0,-26000000.0,-14000000.0,26000000.0,,-41000000.0,-114000000.0
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet / USD,,,,,,,,,89000000.0,181000000.0,-218000000.0,96000000.0,58000000.0,-208000000.0,221000000.0,-6000000.0,-62000000.0,195000000.0,-21000000.0,193000000.0,87000000.0,103000000.0,14000000.0,234000000.0,-12000000.0,320000000.0,107000000.0,117000000.0,-74000000.0,-22000000.0,107000000.0,115000000.0,133000000.0,257000000.0,-184000000.0,289000000.0,63000000.0,525000000.0,113000000.0,267000000.0,-121000000.0,319000000.0,,,,,,,,,,,-11000000.0,,,,104000000.0,15000000.0,372000000.0,,177000000.0,382000000.0,-165000000.0,369000000.0,,-187000000.0,210000000.0,129000000.0,377000000.0,,351000000.0,919000000.0
IncreaseDecreaseInOtherNoncurrentLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120000000.0,,,,,1120000000.0,,,,
