fact_unit,2012-04-26,2012-07-31,2012-11-01,2013-02-11,2013-05-01,2013-07-31,2013-11-05,2014-02-10,2014-04-24,2014-07-31,2014-10-24,2015-02-09,2015-04-30,2015-06-05,2015-07-30,2015-10-29,2016-02-08,2016-05-04,2016-08-03,2016-11-02,2017-02-06,2017-05-03,2017-08-02,2017-11-02,2018-02-05,2018-05-02,2018-07-31,2018-10-31,2019-02-04,2019-05-02,2019-07-31,2019-10-30,2020-02-03,2020-05-05,2020-07-30,2020-10-29,2021-02-08,2021-05-06,2021-08-05,2021-11-04,2022-02-07,2022-05-05,2022-08-04,2022-11-03,2023-02-08,2023-05-04,2023-08-03,2023-11-02,2024-02-06,2024-03-28,2024-05-02,2024-08-01,2024-10-31,2025-02-07,2025-05-01,2025-07-31,2025-10-30
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,7540000000.0,9527000000.0,2947000000.0,5905000000.0,8739000000.0,10270000000.0,2962000000.0,5920000000.0,8802000000.0,11706000000.0,2725000000.0,4672000000.0,7693000000.0,11711000000.0,3296000000.0,6501000000.0,9639000000.0,11126000000.0,3589000000.0,7206000000.0,11027000000.0,13182000000.0,,4058000000.0,8394000000.0,12615000000.0,14854000000.0,4023000000.0,8106000000.0,12057000000.0
CostsAndExpenses / USD,3585000000.0,7370000000.0,10908000000.0,12877000000.0,3628000000.0,7157000000.0,10453000000.0,14397000000.0,3627000000.0,7384000000.0,11014000000.0,14043000000.0,3457000000.0,12680000000.0,7057000000.0,10427000000.0,13424000000.0,3351000000.0,6728000000.0,9898000000.0,13741000000.0,3607000000.0,7419000000.0,11047000000.0,9629000000.0,2850000000.0,5639000000.0,8414000000.0,10735000000.0,3256000000.0,6519000000.0,9681000000.0,11468000000.0,3278000000.0,6570000000.0,9809000000.0,12962000000.0,1607000000.0,3878000000.0,7182000000.0,13081000000.0,3594000000.0,7116000000.0,10555000000.0,10948000000.0,3922000000.0,7882000000.0,12026000000.0,14429000000.0,,4470000000.0,9260000000.0,13928000000.0,16226000000.0,4482000000.0,9092000000.0,13443000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,98000000.0,,,,104000000.0,,,,71000000.0,,58000000.0,,,57000000.0,,,,46000000.0,,,,-17000000.0,,,,47000000.0,,,,37000000.0,,,,40000000.0,,,,8000000.0,,,,-53000000.0,,,,1000000.0,,,,,45000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,164000000.0,,,,232000000.0,,,,199000000.0,,179000000.0,,,219000000.0,,,,205000000.0,,,,185000000.0,,,,238000000.0,,,,214000000.0,,,,214000000.0,,,,156000000.0,,,,154000000.0,,,,156000000.0,,,,,205000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,272000000.0,,,,341000000.0,,,,275000000.0,,241000000.0,,,282000000.0,,,,260000000.0,,,,167000000.0,,,,288000000.0,,,,249000000.0,,,,264000000.0,,,,165000000.0,,,,101000000.0,,,,161000000.0,,,,,265000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,10000000.0,,,,5000000.0,,,,5000000.0,,4000000.0,,,6000000.0,,,,9000000.0,,,,-1000000.0,,,,3000000.0,,,,-2000000.0,,,,10000000.0,,,,1000000.0,,,,0.0,,,,4000000.0,,,,,15000000.0,,,
DebtAndCapitalLeaseObligations / USD,,2103000000.0,2103000000.0,2103000000.0,2464000000.0,2464000000.0,2464000000.0,2464000000.0,2412000000.0,2412000000.0,2412000000.0,2412000000.0,2451000000.0,2412000000.0,2451000000.0,2451000000.0,2426000000.0,4008000000.0,4008000000.0,4008000000.0,4008000000.0,3971000000.0,3971000000.0,3971000000.0,3963000000.0,4149000000.0,4149000000.0,4149000000.0,4149000000.0,4344000000.0,4344000000.0,4344000000.0,4344000000.0,4364000000.0,4364000000.0,4364000000.0,4364000000.0,4101000000.0,4101000000.0,4101000000.0,4101000000.0,4067000000.0,4067000000.0,4067000000.0,4067000000.0,6491000000.0,6491000000.0,6491000000.0,6491000000.0,,6213000000.0,6213000000.0,6213000000.0,6213000000.0,8352000000.0,8352000000.0,8352000000.0
DebtInstrumentConvertibleThresholdConsecutiveTradingDays1 / D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,20.0,,,
DebtIssuanceCostsLineOfCreditArrangementsNet / USD,,,,,,,,,,,,,,,,,,,12000000.0,12000000.0,12000000.0,10000000.0,10000000.0,10000000.0,10000000.0,8000000.0,8000000.0,8000000.0,8000000.0,6000000.0,6000000.0,6000000.0,6000000.0,3000000.0,3000000.0,3000000.0,3000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,4000000.0,4000000.0,4000000.0
DebtLongtermAndShorttermCombinedAmount / USD,,2103000000.0,2103000000.0,2103000000.0,2464000000.0,2464000000.0,2464000000.0,2464000000.0,2412000000.0,2412000000.0,2412000000.0,2412000000.0,2451000000.0,2412000000.0,2451000000.0,2451000000.0,2426000000.0,4008000000.0,4008000000.0,4008000000.0,4008000000.0,3971000000.0,3971000000.0,3971000000.0,3963000000.0,4149000000.0,4149000000.0,4149000000.0,4149000000.0,4344000000.0,4344000000.0,4344000000.0,4344000000.0,4364000000.0,4364000000.0,4364000000.0,4364000000.0,4101000000.0,4101000000.0,4101000000.0,4101000000.0,4067000000.0,4067000000.0,4067000000.0,4067000000.0,6491000000.0,6491000000.0,6491000000.0,6491000000.0,,6213000000.0,6213000000.0,6213000000.0,6213000000.0,8352000000.0,8352000000.0,8352000000.0
DebtSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161000000.0,161000000.0,161000000.0,161000000.0
DebtSecuritiesAvailableForSaleUnrealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,,,,15000000.0,,,,5000000.0,,,,5000000.0,,,,5000000.0,,,,5000000.0,,,,,10000000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,-17000000.0,,,,-45000000.0,,,,24000000.0,,28000000.0,,,-23000000.0,,,,-32000000.0,,,,-1000000.0,,,,-88000000.0,,,,-15000000.0,,,,13000000.0,,,,-23000000.0,,,,-14000000.0,,,,-17000000.0,,,,,-43000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,3000000.0,,,,12000000.0,,,,-88000000.0,,-96000000.0,,,-18000000.0,,,,29000000.0,,,,-5000000.0,,,,-33000000.0,,,,-12000000.0,,,,-16000000.0,,,,-8000000.0,,,,-37000000.0,,,,-43000000.0,,,,,-90000000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,2000000.0,-7000000.0,17000000.0,-14000000.0,3000000.0,7000000.0,18000000.0,-36000000.0,-2000000.0,3000000.0,23000000.0,-63000000.0,10000000.0,-67000000.0,3000000.0,-3000000.0,-42000000.0,-1000000.0,0.0,-10000000.0,-5000000.0,3000000.0,9000000.0,21000000.0,-6000000.0,5000000.0,3000000.0,2000000.0,-121000000.0,-7000000.0,-11000000.0,-73000000.0,-26000000.0,4000000.0,1000000.0,14000000.0,-14000000.0,-18000000.0,-22000000.0,10000000.0,-33000000.0,3000000.0,4000000.0,-5000000.0,-52000000.0,-1000000.0,-5000000.0,-6000000.0,-60000000.0,,-7000000.0,-17000000.0,-1408000000.0,-144000000.0,32000000.0,31000000.0,-1000000.0
DeferredIncomeTaxLiabilities / USD,,,,250000000.0,,,,230000000.0,,,,195000000.0,,187000000.0,,,230000000.0,,,,481000000.0,,,,410000000.0,,,,409000000.0,,,,331000000.0,,,,426000000.0,,,,399000000.0,,,,372000000.0,,,,799000000.0,,,,,793000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229000000.0,229000000.0,229000000.0,,207000000.0,207000000.0,207000000.0,,153000000.0,153000000.0,153000000.0,153000000.0,481000000.0,481000000.0,481000000.0,481000000.0,,394000000.0,394000000.0,394000000.0,394000000.0,290000000.0,290000000.0,290000000.0
DeferredIncomeTaxesAndOtherAssetsNoncurrent / USD,,204000000.0,204000000.0,204000000.0,281000000.0,281000000.0,281000000.0,281000000.0,283000000.0,283000000.0,283000000.0,283000000.0,232000000.0,262000000.0,232000000.0,232000000.0,232000000.0,238000000.0,238000000.0,238000000.0,238000000.0,283000000.0,283000000.0,283000000.0,130000000.0,185000000.0,185000000.0,185000000.0,185000000.0,143000000.0,143000000.0,143000000.0,143000000.0,164000000.0,164000000.0,164000000.0,164000000.0,174000000.0,174000000.0,174000000.0,174000000.0,159000000.0,159000000.0,159000000.0,159000000.0,259000000.0,259000000.0,259000000.0,259000000.0,,2351000000.0,2351000000.0,2351000000.0,2351000000.0,2281000000.0,2281000000.0,2281000000.0
DeferredRevenueRevenueRecognized1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000.0,69000000.0,84000000.0,93000000.0,,49000000.0,73000000.0,87000000.0,95000000.0,57000000.0,77000000.0,98000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,0.0,,,,-3000000.0,,,,1000000.0,,1000000.0,,,-1000000.0,,,,-2000000.0,,,,0.0,,,,0.0,,,,1000000.0,,,,-11000000.0,,,,-2000000.0,,,,-1000000.0,,,,0.0,,,,,-11000000.0,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1773000000.0,,,
DeferredTaxAssetsGross / USD,,,,947000000.0,,,,964000000.0,,,,1101000000.0,,1072000000.0,,,1210000000.0,,,,1377000000.0,,,,1796000000.0,,,,1380000000.0,,,,1419000000.0,,,,1436000000.0,,,,1198000000.0,,,,1144000000.0,,,,1333000000.0,,,,,5782000000.0,,,
DeferredTaxAssetsInProcessResearchAndDevelopment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,111000000.0,,,,,125000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,225000000.0,,,,232000000.0,,,,264000000.0,,243000000.0,,,233000000.0,,,,125000000.0,,,,,,,,,,,,,,,,,,,,6000000.0,,,,6000000.0,,,,1957000000.0,,,,,1957000000.0,,,
DeferredTaxAssetsNet / USD,,,,475000000.0,,,,462000000.0,,,,459000000.0,,430000000.0,,,463000000.0,,,,467000000.0,,,,397000000.0,,,,372000000.0,,,,241000000.0,,,,361000000.0,,,,366000000.0,,,,378000000.0,,,,577000000.0,,,,,2750000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,483000000.0,,,,471000000.0,,,,614000000.0,,602000000.0,,,708000000.0,,,,902000000.0,,,,1362000000.0,,,,976000000.0,,,,1089000000.0,,,,993000000.0,,,,746000000.0,,,,699000000.0,,,,735000000.0,,,,,1756000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign / USD,,,,471000000.0,,,,614000000.0,,,,719000000.0,,708000000.0,,,902000000.0,,,,1415000000.0,,,,965000000.0,,,,1073000000.0,,,,987000000.0,,,,742000000.0,,,,695000000.0,,,,715000000.0,,,,1716000000.0,,,,,553000000.0,,,
DeferredTaxAssetsOther / USD,,,,91000000.0,,,,147000000.0,,,,126000000.0,,119000000.0,,,147000000.0,,,,156000000.0,,,,236000000.0,,,,210000000.0,,,,136000000.0,,,,149000000.0,,,,171000000.0,,,,184000000.0,,,,154000000.0,,,,,193000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,,10000000.0,,,,30000000.0,,,,31000000.0,,31000000.0,,,40000000.0,,,,53000000.0,,,,99000000.0,,,,108000000.0,,,,64000000.0,,,,75000000.0,,,,93000000.0,,,,87000000.0,,,,68000000.0,,,,,1597000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits / USD,,,,49000000.0,,,,19000000.0,,,,28000000.0,,28000000.0,,,25000000.0,,,,24000000.0,,,,26000000.0,,,,12000000.0,,,,43000000.0,,,,43000000.0,,,,29000000.0,,,,30000000.0,,,,26000000.0,,,,,54000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions / USD,,,,136000000.0,,,,200000000.0,,,,208000000.0,,208000000.0,,,213000000.0,,,,167000000.0,,,,79000000.0,,,,94000000.0,,,,88000000.0,,,,95000000.0,,,,106000000.0,,,,76000000.0,,,,56000000.0,,,,,73000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves / USD,,,,188000000.0,,,,127000000.0,,,,125000000.0,,115000000.0,,,117000000.0,,,,128000000.0,,,,93000000.0,,,,88000000.0,,,,63000000.0,,,,72000000.0,,,,69000000.0,,,,77000000.0,,,,85000000.0,,,,,85000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,472000000.0,,,,502000000.0,,,,642000000.0,,642000000.0,,,747000000.0,,,,910000000.0,,,,1399000000.0,,,,1008000000.0,,,,1178000000.0,,,,1075000000.0,,,,832000000.0,,,,766000000.0,,,,756000000.0,,,,,3032000000.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,,,160000000.0,,,,151000000.0,,,,97000000.0,,88000000.0,,,144000000.0,,,,360000000.0,,,,316000000.0,,,,307000000.0,,,,234000000.0,,,,238000000.0,,,,201000000.0,,,,174000000.0,,,,588000000.0,,,,,550000000.0,,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,84000000.0,,,,77000000.0,,,,78000000.0,,,,97000000.0,,,,,120000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,6000000.0,,,,48000000.0,,,,39000000.0,,40000000.0,,,12000000.0,,,,51000000.0,,,,21000000.0,,,,33000000.0,,,,38000000.0,,,,48000000.0,,,,57000000.0,,,,55000000.0,,,,45000000.0,,,,,49000000.0,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,,,,39000000.0,,,,31000000.0,,,,59000000.0,,59000000.0,,,74000000.0,,,,70000000.0,,,,73000000.0,,,,69000000.0,,,,59000000.0,,,,56000000.0,,,,64000000.0,,,,65000000.0,,,,69000000.0,,,,,74000000.0,,,
DefinedBenefitPlanActuarialGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172000000.0,,,,172000000.0,,,,,-38000000.0,,,
DefinedBenefitPlanExpectedFutureEmployerContributionsNextFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,62000000.0,,,,48000000.0,,,,50000000.0,,,,41000000.0,,,,35000000.0,,,,36000000.0,,,,37000000.0,,,,,22000000.0,,,
DefinedBenefitPlanFairValueOfPlanAssets / USD,,,,,,,,,,,,1199000000.0,,1199000000.0,,,1264000000.0,,,,1209000000.0,,,,1212000000.0,,,,377000000.0,,,,362000000.0,,,,403000000.0,,,,438000000.0,,,,438000000.0,,,,307000000.0,,,,,341000000.0,,,
DefinedContributionPlanCostRecognized / USD,,,,35000000.0,,,,46000000.0,,,,48000000.0,,48000000.0,,,49000000.0,,,,55000000.0,,,,41000000.0,,,,36000000.0,,,,36000000.0,,,,37000000.0,,,,40000000.0,,,,17000000.0,,,,37000000.0,,,,,39000000.0,,,
DepositsAssetsCurrent / USD,,12000000.0,12000000.0,12000000.0,15000000.0,15000000.0,15000000.0,15000000.0,9000000.0,9000000.0,9000000.0,9000000.0,8000000.0,9000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,5000000.0,8000000.0,8000000.0,8000000.0,8000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,5000000.0,5000000.0,5000000.0,5000000.0,6000000.0,6000000.0,6000000.0,6000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,4000000.0,4000000.0,4000000.0
Depreciation / USD,99000000.0,196000000.0,300000000.0,351000000.0,93000000.0,187000000.0,280000000.0,396000000.0,105000000.0,211000000.0,322000000.0,402000000.0,110000000.0,369000000.0,222000000.0,335000000.0,402000000.0,104000000.0,216000000.0,324000000.0,446000000.0,129000000.0,285000000.0,425000000.0,274000000.0,97000000.0,198000000.0,305000000.0,372000000.0,125000000.0,251000000.0,383000000.0,429000000.0,139000000.0,284000000.0,428000000.0,522000000.0,144000000.0,293000000.0,449000000.0,571000000.0,156000000.0,316000000.0,472000000.0,620000000.0,154000000.0,309000000.0,462000000.0,625000000.0,,157000000.0,322000000.0,489000000.0,613000000.0,176000000.0,372000000.0,560000000.0
DepreciationAndAmortization / USD,,233000000.0,356000000.0,421000000.0,114000000.0,227000000.0,340000000.0,475000000.0,131000000.0,263000000.0,401000000.0,486000000.0,134000000.0,445000000.0,269000000.0,406000000.0,499000000.0,128000000.0,263000000.0,394000000.0,540000000.0,162000000.0,352000000.0,526000000.0,344000000.0,126000000.0,256000000.0,392000000.0,489000000.0,155000000.0,311000000.0,474000000.0,546000000.0,173000000.0,361000000.0,539000000.0,676000000.0,180000000.0,364000000.0,556000000.0,717000000.0,193000000.0,390000000.0,583000000.0,764000000.0,191000000.0,384000000.0,574000000.0,773000000.0,,216000000.0,440000000.0,666000000.0,762000000.0,230000000.0,478000000.0,719000000.0
DerivativeAssetsCurrent / USD,,4000000.0,4000000.0,4000000.0,21000000.0,21000000.0,21000000.0,21000000.0,15000000.0,15000000.0,15000000.0,15000000.0,0.0,15000000.0,,0.0,,,0.0,0.0,0.0,11000000.0,11000000.0,11000000.0,11000000.0,30000000.0,30000000.0,30000000.0,30000000.0,6000000.0,6000000.0,6000000.0,6000000.0,30000000.0,30000000.0,30000000.0,30000000.0,48000000.0,48000000.0,48000000.0,48000000.0,38000000.0,38000000.0,38000000.0,38000000.0,44000000.0,44000000.0,44000000.0,44000000.0,,138000000.0,138000000.0,138000000.0,138000000.0,18000000.0,18000000.0,18000000.0
DerivativeAssetsNoncurrent / USD,,0.0,0.0,0.0,6000000.0,6000000.0,6000000.0,6000000.0,5000000.0,5000000.0,5000000.0,5000000.0,0.0,5000000.0,,,,,0.0,0.0,0.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,2000000.0,2000000.0,2000000.0,2000000.0,8000000.0,8000000.0,8000000.0,8000000.0,22000000.0,22000000.0,22000000.0,22000000.0,3000000.0,3000000.0,3000000.0,3000000.0,14000000.0,14000000.0,14000000.0,14000000.0,,23000000.0,23000000.0,23000000.0,23000000.0,1000000.0,1000000.0,1000000.0
DerivativeFairValueOfDerivativeNet / USD,,-65000000.0,-65000000.0,-65000000.0,14000000.0,14000000.0,14000000.0,14000000.0,-2000000.0,-2000000.0,-2000000.0,-2000000.0,-104000000.0,-2000000.0,-104000000.0,-104000000.0,-104000000.0,-129000000.0,-129000000.0,-129000000.0,-129000000.0,-37000000.0,-37000000.0,-37000000.0,-37000000.0,12000000.0,12000000.0,12000000.0,12000000.0,-20000000.0,-20000000.0,-20000000.0,-20000000.0,34000000.0,34000000.0,34000000.0,34000000.0,61000000.0,61000000.0,61000000.0,61000000.0,21000000.0,21000000.0,21000000.0,21000000.0,22000000.0,22000000.0,22000000.0,22000000.0,,154000000.0,154000000.0,154000000.0,154000000.0,-96000000.0,-96000000.0,-96000000.0
DerivativeLiabilitiesCurrent / USD,,43000000.0,43000000.0,43000000.0,12000000.0,12000000.0,12000000.0,12000000.0,16000000.0,16000000.0,16000000.0,16000000.0,64000000.0,16000000.0,64000000.0,64000000.0,64000000.0,108000000.0,108000000.0,108000000.0,108000000.0,45000000.0,45000000.0,45000000.0,45000000.0,15000000.0,15000000.0,15000000.0,15000000.0,19000000.0,19000000.0,19000000.0,19000000.0,4000000.0,4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0,8000000.0,13000000.0,13000000.0,13000000.0,13000000.0,29000000.0,29000000.0,29000000.0,29000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,76000000.0,76000000.0,76000000.0
DerivativeLiabilitiesNoncurrent / USD,,26000000.0,26000000.0,26000000.0,1000000.0,1000000.0,1000000.0,1000000.0,6000000.0,6000000.0,6000000.0,6000000.0,40000000.0,6000000.0,40000000.0,40000000.0,40000000.0,21000000.0,21000000.0,21000000.0,21000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,9000000.0,9000000.0,9000000.0,9000000.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,39000000.0,39000000.0,39000000.0
DividendsPayableCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,59000000.0,59000000.0,59000000.0,59000000.0,,,,,,,,,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,,,,,,0.0,0.0
DividendsPreferredStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,47000000.0,63000000.0,,16000000.0,29000000.0,29000000.0,63000000.0,,,
EarningsPerShareBasic / USD/shares,0.42,1.15,1.89,0.92,1.04,2.05,2.89,2.72,0.88,2.05,2.93,3.34,1.05,3.34,2.31,3.33,3.9,0.72,2.95,4.38,4.5,1.54,2.48,3.56,5.08,1.24,2.62,4.11,4.6,1.16,2.25,3.09,5.07,0.93,1.99,2.95,4.04,6.15,4.69,5.69,3.85,1.03,1.58,1.89,6.72,0.27,0.04,1.1,1.95,,0.54,1.38,7.27,1.96,0.79,4.24,5.76
EarningsPerShareDiluted / USD/shares,0.42,1.15,1.89,0.92,1.04,2.05,2.89,2.72,0.88,2.05,2.92,3.33,1.04,3.33,2.3,3.32,3.89,0.72,2.94,4.36,4.48,1.53,2.48,3.56,5.06,1.24,2.62,4.1,4.59,1.15,2.25,3.09,5.06,0.92,1.99,2.95,4.02,6.14,4.66,5.63,3.85,1.03,1.57,1.89,6.66,0.27,0.04,1.1,1.94,,0.54,1.38,7.17,1.96,0.79,4.24,5.76
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23000000.0,,,,86000000.0,,,,-54000000.0,,,,-3000000.0,,,,24000000.0,-6000000.0,-25000000.0,-54000000.0,-16000000.0,,2000000.0,-8000000.0,-23000000.0,-24000000.0,-12000000.0,-25000000.0,0.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,0.24,0.27,0.18,0.2,0.0,0.2,0.11,0.14,0.16,0.16,0.18,0.14,0.15,0.15,0.16,0.17,0.17,0.16,0.16,0.19,0.21,0.2,0.16,0.08,0.1,0.1,0.17,0.16,0.19,0.2,0.18,0.12,0.11,0.12,0.19,0.01,0.0,0.0,0.12,0.12,0.12,0.12,0.03,0.12,0.19,0.15,0.11,,0.12,0.1,-1.22,0.12,0.21,0.09,0.09
EffectiveIncomeTaxRateReconciliationTaxExemptIncome / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,5000000.0,4000000.0,,8000000.0,5000000.0
EmployeeRelatedLiabilitiesCurrent / USD,,214000000.0,214000000.0,214000000.0,259000000.0,259000000.0,259000000.0,259000000.0,269000000.0,269000000.0,269000000.0,269000000.0,243000000.0,258000000.0,243000000.0,243000000.0,243000000.0,221000000.0,221000000.0,221000000.0,221000000.0,233000000.0,233000000.0,233000000.0,194000000.0,218000000.0,218000000.0,218000000.0,217000000.0,235000000.0,235000000.0,235000000.0,235000000.0,226000000.0,226000000.0,226000000.0,226000000.0,293000000.0,293000000.0,293000000.0,293000000.0,286000000.0,286000000.0,286000000.0,286000000.0,330000000.0,330000000.0,330000000.0,330000000.0,,371000000.0,371000000.0,371000000.0,371000000.0,344000000.0,344000000.0,344000000.0
EntityCommonStockSharesOutstanding / shares,328244510.0,322997253.0,317554040.0,315299183.0,312645583.0,310200000.0,307717560.0,306389149.0,303664259.0,299631922.0,296079367.0,290279017.0,288737844.0,,284348662.0,280088170.0,277533669.0,272977046.0,272764736.0,270839670.0,269561837.0,267890504.0,266844164.0,265839794.0,265839794.0,264769110.0,264737985.0,263472291.0,260034563.0,257835355.0,256192757.0,255288084.0,255288240.0,254875855.0,270025374.0,270025374.0,270025374.0,270462749.0,270507574.0,270514140.0,270514140.0,270930925.0,270932774.0,270949579.0,270949579.0,270506398.0,282824285.0,282862149.0,279036041.0,279036041.0,272062381.0,265760092.0,235035739.0,229446368.0,217730489.0,217759811.0,216079411.0
EntityPublicFloat / USD,,,,7306600068.0,,,,15623292731.0,,,,20575754910.0,,,,,24121485016.0,,,,17022048583.0,,,,23256238117.0,,,,24136537262.0,,,,20638801929.0,,,,20958040169.0,,,,42398905595.0,,,,24055205443.0,,,,28792327747.0,28792327747.0,,,,18718930601.0,,,
EquityMethodInvestmentOtherThanTemporaryImpairment / USD,,,,0.0,,,,7000000.0,,,,0.0,,0.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,,,
EquityMethodInvestments / USD,257000000.0,257000000.0,257000000.0,257000000.0,231000000.0,231000000.0,231000000.0,231000000.0,234000000.0,234000000.0,234000000.0,234000000.0,98000000.0,87000000.0,98000000.0,98000000.0,98000000.0,94000000.0,94000000.0,94000000.0,94000000.0,101000000.0,101000000.0,101000000.0,67000000.0,91000000.0,91000000.0,91000000.0,91000000.0,99000000.0,99000000.0,99000000.0,99000000.0,106000000.0,106000000.0,106000000.0,106000000.0,2011000000.0,2011000000.0,2011000000.0,2011000000.0,1797000000.0,1797000000.0,1797000000.0,1797000000.0,1723000000.0,1723000000.0,1723000000.0,1723000000.0,,1443000000.0,1443000000.0,1443000000.0,1443000000.0,1433000000.0,1433000000.0,1433000000.0
EquitySecuritiesFVNINoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66000000.0,66000000.0,66000000.0,,17000000.0,17000000.0,17000000.0,,,14000000.0,14000000.0,14000000.0,,,,
EquitySecuritiesFvNi / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,66000000.0,,,,17000000.0,,,,,14000000.0,11000000.0,11000000.0,11000000.0
EquitySecuritiesFvNiAndWithoutReadilyDeterminableFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113000000.0,113000000.0,113000000.0,96000000.0,96000000.0,96000000.0,96000000.0,84000000.0,84000000.0,84000000.0,84000000.0,,65000000.0,65000000.0,65000000.0,65000000.0,178000000.0,178000000.0,178000000.0
EquitySecuritiesFvNiGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,9000000.0,8000000.0,0.0,-32000000.0,-49000000.0,-55000000.0,0.0,,-3000000.0,-6000000.0,-6000000.0,-52000000.0,-1000000.0,,
