fact_unit,2012-04-26,2012-07-31,2012-11-01,2013-02-11,2013-05-01,2013-07-31,2013-11-05,2014-02-10,2014-04-24,2014-07-31,2014-10-24,2015-02-09,2015-04-30,2015-06-05,2015-07-30,2015-10-29,2016-02-08,2016-05-04,2016-08-03,2016-11-02,2017-02-06,2017-05-03,2017-08-02,2017-11-02,2018-02-05,2018-05-02,2018-07-31,2018-10-31,2019-02-04,2019-05-02,2019-07-31,2019-10-30,2020-02-03,2020-05-05,2020-07-30,2020-10-29,2021-02-08,2021-05-06,2021-08-05,2021-11-04,2022-02-07,2022-05-05,2022-08-04,2022-11-03,2023-02-08,2023-05-04,2023-08-03,2023-11-02,2024-02-06,2024-03-28,2024-05-02,2024-08-01,2024-10-31,2025-02-07,2025-05-01,2025-07-31,2025-10-30
OperatingIncomeLoss / USD,412000000.0,840000000.0,1233000000.0,940000000.0,464000000.0,932000000.0,1299000000.0,1644000000.0,397000000.0,880000000.0,1267000000.0,1476000000.0,440000000.0,1390000000.0,902000000.0,1294000000.0,1627000000.0,446000000.0,927000000.0,1388000000.0,1758000000.0,444000000.0,838000000.0,1301000000.0,1235000000.0,293000000.0,657000000.0,1030000000.0,1539000000.0,374000000.0,795000000.0,1118000000.0,1416000000.0,297000000.0,632000000.0,952000000.0,1473000000.0,1619000000.0,1308000000.0,1672000000.0,1276000000.0,429000000.0,714000000.0,929000000.0,2118000000.0,256000000.0,353000000.0,823000000.0,1189000000.0,,348000000.0,758000000.0,1204000000.0,1263000000.0,419000000.0,860000000.0,1363000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000000.0,56000000.0,84000000.0,114000000.0,29000000.0,56000000.0,84000000.0,114000000.0,,,,114000000.0,,,,111000000.0,,,,119000000.0,,,,,122000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443000000.0,442000000.0,421000000.0,423000000.0,423000000.0,423000000.0,423000000.0,423000000.0,,,,400000000.0,,,,396000000.0,,,,470000000.0,,,,,574000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,94000000.0,94000000.0,94000000.0,94000000.0,100000000.0,100000000.0,100000000.0,100000000.0,92000000.0,92000000.0,92000000.0,92000000.0,109000000.0,109000000.0,109000000.0,109000000.0,,121000000.0,121000000.0,121000000.0,121000000.0,124000000.0,124000000.0,124000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,329000000.0,329000000.0,329000000.0,329000000.0,300000000.0,300000000.0,300000000.0,300000000.0,304000000.0,304000000.0,304000000.0,304000000.0,361000000.0,361000000.0,361000000.0,361000000.0,,453000000.0,453000000.0,453000000.0,453000000.0,412000000.0,412000000.0,412000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,56000000.0,85000000.0,112000000.0,27000000.0,56000000.0,85000000.0,112000000.0,,,,112000000.0,,,,107000000.0,,,,122000000.0,,,,,116000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,413000000.0,413000000.0,413000000.0,413000000.0,380000000.0,380000000.0,380000000.0,380000000.0,383000000.0,383000000.0,383000000.0,383000000.0,451000000.0,451000000.0,451000000.0,451000000.0,,540000000.0,540000000.0,540000000.0,540000000.0,495000000.0,495000000.0,495000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,,,,0.0325,,,,0.03,,,,0.0325,,,,,0.04,,,
OtherAssetsCurrent / USD,616000000.0,616000000.0,616000000.0,616000000.0,623000000.0,623000000.0,623000000.0,623000000.0,604000000.0,604000000.0,604000000.0,604000000.0,567000000.0,573000000.0,567000000.0,567000000.0,567000000.0,431000000.0,431000000.0,431000000.0,431000000.0,410000000.0,410000000.0,410000000.0,302000000.0,521000000.0,521000000.0,521000000.0,521000000.0,445000000.0,445000000.0,445000000.0,445000000.0,504000000.0,504000000.0,504000000.0,504000000.0,503000000.0,503000000.0,503000000.0,503000000.0,499000000.0,499000000.0,499000000.0,499000000.0,480000000.0,480000000.0,480000000.0,480000000.0,,696000000.0,696000000.0,696000000.0,696000000.0,671000000.0,671000000.0,671000000.0
OtherAssetsMiscellaneousCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8000000.0,8000000.0,8000000.0,8000000.0,,3000000.0,3000000.0,3000000.0,3000000.0,0.0,0.0,0.0
OtherAssetsMiscellaneousNoncurrent / USD,,50000000.0,50000000.0,50000000.0,69000000.0,69000000.0,69000000.0,69000000.0,64000000.0,64000000.0,64000000.0,64000000.0,66000000.0,64000000.0,66000000.0,66000000.0,66000000.0,65000000.0,65000000.0,65000000.0,65000000.0,67000000.0,67000000.0,67000000.0,37000000.0,88000000.0,88000000.0,88000000.0,88000000.0,53000000.0,53000000.0,53000000.0,53000000.0,43000000.0,43000000.0,43000000.0,43000000.0,48000000.0,48000000.0,48000000.0,48000000.0,71000000.0,71000000.0,71000000.0,71000000.0,79000000.0,79000000.0,79000000.0,79000000.0,,103000000.0,103000000.0,103000000.0,103000000.0,97000000.0,97000000.0,97000000.0
OtherAssetsNoncurrent / USD,459000000.0,459000000.0,459000000.0,459000000.0,582000000.0,582000000.0,582000000.0,582000000.0,626000000.0,626000000.0,626000000.0,626000000.0,508000000.0,589000000.0,508000000.0,508000000.0,483000000.0,459000000.0,459000000.0,459000000.0,459000000.0,509000000.0,509000000.0,509000000.0,280000000.0,470000000.0,470000000.0,470000000.0,470000000.0,521000000.0,521000000.0,521000000.0,521000000.0,719000000.0,719000000.0,719000000.0,719000000.0,694000000.0,694000000.0,694000000.0,694000000.0,622000000.0,622000000.0,622000000.0,622000000.0,740000000.0,740000000.0,740000000.0,740000000.0,,2862000000.0,2862000000.0,2862000000.0,2862000000.0,2842000000.0,2842000000.0,2842000000.0
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,7000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40000000.0,56000000.0,-7000000.0,-2000000.0,-64000000.0,27000000.0,37000000.0,-62000000.0,-67000000.0,-57000000.0,,94000000.0,148000000.0,112000000.0,24000000.0,15000000.0,-86000000.0,-172000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,67000000.0,117000000.0,-47000000.0,-4000000.0,78000000.0,-73000000.0,9000000.0,-94000000.0,-78000000.0,-117000000.0,-4000000.0,60000000.0,-14000000.0,60000000.0,7000000.0,-172000000.0,49000000.0,-234000000.0,-173000000.0,-293000000.0,-325000000.0,37000000.0,-19000000.0,8000000.0,-344000000.0,86000000.0,189000000.0,276000000.0,-147000000.0,61000000.0,-132000000.0,-168000000.0,315000000.0,1000000.0,-19000000.0,-129000000.0,-194000000.0,-131000000.0,-112000000.0,-21000000.0,-45000000.0,-92000000.0,-49000000.0,-127000000.0,154000000.0,-35000000.0,-212000000.0,-425000000.0,-143000000.0,,17000000.0,-22000000.0,-104000000.0,-198000000.0,-71000000.0,-158000000.0,20000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,68000000.0,106000000.0,-158000000.0,70000000.0,129000000.0,-38000000.0,69000000.0,-269000000.0,-55000000.0,-140000000.0,-22000000.0,-52000000.0,-46000000.0,-52000000.0,16000000.0,-174000000.0,4000000.0,-211000000.0,-157000000.0,-286000000.0,-513000000.0,65000000.0,52000000.0,91000000.0,-308000000.0,129000000.0,237000000.0,309000000.0,-191000000.0,39000000.0,39000000.0,-175000000.0,341000000.0,22000000.0,4000000.0,-106000000.0,-231000000.0,-277000000.0,-179000000.0,-52000000.0,-19000000.0,-92000000.0,-21000000.0,-155000000.0,176000000.0,4000000.0,-267000000.0,-478000000.0,-127000000.0,,111000000.0,125000000.0,8000000.0,-115000000.0,-56000000.0,-243000000.0,-145000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,-3000000.0,3000000.0,1000000.0,2000000.0,,,,,2000000.0,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174000000.0,7000000.0,-270000000.0,-479000000.0,-127000000.0,,109000000.0,123000000.0,10000000.0,-119000000.0,-54000000.0,-239000000.0,-147000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,-2000000.0,-2000000.0,0.0,-26000000.0,0.0,1000000.0,2000000.0,77000000.0,-17000000.0,-16000000.0,-11000000.0,171000000.0,-1000000.0,171000000.0,-2000000.0,-14000000.0,33000000.0,-27000000.0,-22000000.0,-46000000.0,108000000.0,-5000000.0,-22000000.0,-28000000.0,-64000000.0,-4000000.0,-5000000.0,1000000.0,139000000.0,-1000000.0,-10000000.0,-12000000.0,-11000000.0,-2000000.0,-5000000.0,-10000000.0,-2000000.0,-7000000.0,-10000000.0,-9000000.0,30000000.0,-7000000.0,-30000000.0,-36000000.0,5000000.0,-2000000.0,-7000000.0,-14000000.0,-73000000.0,,,1000000.0,0.0,-59000000.0,,-1000000.0,0.0
OtherInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,51000000.0,51000000.0,51000000.0,167000000.0,167000000.0,167000000.0
OtherLiabilitiesCurrent / USD,,1208000000.0,1208000000.0,1208000000.0,1241000000.0,1241000000.0,1241000000.0,1241000000.0,1238000000.0,1238000000.0,1238000000.0,1238000000.0,1221000000.0,1188000000.0,1221000000.0,1221000000.0,1221000000.0,1204000000.0,1204000000.0,1204000000.0,1204000000.0,1573000000.0,1573000000.0,1573000000.0,1242000000.0,1296000000.0,1296000000.0,1296000000.0,1296000000.0,1054000000.0,1054000000.0,1054000000.0,1054000000.0,1155000000.0,1155000000.0,1155000000.0,1155000000.0,1385000000.0,1385000000.0,1385000000.0,1385000000.0,1246000000.0,1246000000.0,1246000000.0,1246000000.0,1684000000.0,1684000000.0,1684000000.0,1684000000.0,,1648000000.0,1648000000.0,1648000000.0,1648000000.0,1752000000.0,1752000000.0,1752000000.0
OtherLiabilitiesNoncurrent / USD,575000000.0,575000000.0,575000000.0,575000000.0,434000000.0,434000000.0,434000000.0,434000000.0,409000000.0,409000000.0,409000000.0,409000000.0,390000000.0,376000000.0,390000000.0,390000000.0,390000000.0,503000000.0,503000000.0,503000000.0,503000000.0,467000000.0,467000000.0,467000000.0,371000000.0,526000000.0,526000000.0,526000000.0,526000000.0,633000000.0,633000000.0,633000000.0,633000000.0,611000000.0,611000000.0,611000000.0,611000000.0,540000000.0,540000000.0,540000000.0,540000000.0,436000000.0,436000000.0,436000000.0,436000000.0,750000000.0,750000000.0,750000000.0,750000000.0,,701000000.0,701000000.0,701000000.0,701000000.0,613000000.0,613000000.0,613000000.0
OtherNonoperatingIncomeExpense / USD,,6000000.0,7000000.0,22000000.0,2000000.0,3000000.0,2000000.0,20000000.0,2000000.0,3000000.0,3000000.0,2000000.0,1000000.0,2000000.0,2000000.0,5000000.0,7000000.0,-3000000.0,-5000000.0,-7000000.0,8000000.0,3000000.0,1000000.0,7000000.0,-2000000.0,7000000.0,2000000.0,0.0,9000000.0,20000000.0,26000000.0,30000000.0,8000000.0,5000000.0,11000000.0,20000000.0,36000000.0,1000000.0,3000000.0,8000000.0,20000000.0,3000000.0,2000000.0,6000000.0,6000000.0,-5000000.0,-15000000.0,-5000000.0,1000000.0,,5000000.0,5000000.0,8000000.0,-12000000.0,2000000.0,25000000.0,30000000.0
OtherPostretirementBenefitsPayableCurrentAndNoncurrent / USD,,,,,15000000.0,15000000.0,15000000.0,15000000.0,7000000.0,7000000.0,7000000.0,7000000.0,3000000.0,7000000.0,3000000.0,3000000.0,5000000.0,3000000.0,3000000.0,3000000.0,3000000.0,5000000.0,5000000.0,5000000.0,5000000.0,4000000.0,4000000.0,4000000.0,4000000.0,3000000.0,3000000.0,3000000.0,3000000.0,2000000.0,2000000.0,2000000.0,2000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
OtherSundryLiabilitiesCurrent / USD,,254000000.0,254000000.0,254000000.0,300000000.0,300000000.0,300000000.0,300000000.0,311000000.0,311000000.0,311000000.0,311000000.0,312000000.0,293000000.0,312000000.0,312000000.0,312000000.0,334000000.0,334000000.0,334000000.0,334000000.0,376000000.0,376000000.0,376000000.0,272000000.0,323000000.0,323000000.0,323000000.0,323000000.0,320000000.0,320000000.0,320000000.0,320000000.0,314000000.0,314000000.0,314000000.0,314000000.0,477000000.0,477000000.0,477000000.0,477000000.0,416000000.0,416000000.0,416000000.0,416000000.0,543000000.0,543000000.0,543000000.0,543000000.0,,415000000.0,415000000.0,415000000.0,415000000.0,381000000.0,381000000.0,381000000.0
OtherSundryLiabilitiesNoncurrent / USD,,51000000.0,51000000.0,51000000.0,50000000.0,50000000.0,50000000.0,50000000.0,40000000.0,40000000.0,40000000.0,40000000.0,35000000.0,32000000.0,35000000.0,35000000.0,35000000.0,71000000.0,71000000.0,71000000.0,71000000.0,47000000.0,47000000.0,47000000.0,33000000.0,57000000.0,53000000.0,53000000.0,53000000.0,88000000.0,88000000.0,88000000.0,88000000.0,108000000.0,108000000.0,108000000.0,108000000.0,105000000.0,105000000.0,105000000.0,105000000.0,74000000.0,74000000.0,74000000.0,74000000.0,50000000.0,50000000.0,50000000.0,50000000.0,,68000000.0,68000000.0,68000000.0,68000000.0,63000000.0,63000000.0,63000000.0
PaymentForContingentConsiderationLiabilityFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,24000000.0,,,10000000.0,10000000.0,0.0,,,
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities / USD,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,15000000.0,16000000.0,16000000.0,0.0,,12000000.0,12000000.0,1000000.0,0.0,6000000.0,6000000.0,28000000.0,2000000.0,1000000.0,1000000.0,2000000.0,-1000000.0,-1000000.0,-1000000.0,0.0,1000000.0,9000000.0,11000000.0,1000000.0,1000000.0,-4000000.0,-9000000.0,17000000.0,,1000000.0,1000000.0,-6000000.0,-7000000.0,0.0,0.0,2000000.0
PaymentsForRepurchaseOfCommonStock / USD,,0.0,0.0,0.0,0.0,150000000.0,300000000.0,0.0,122000000.0,240000000.0,353000000.0,403000000.0,153000000.0,403000000.0,358000000.0,662000000.0,457000000.0,240000000.0,542000000.0,946000000.0,1024000000.0,358000000.0,435000000.0,530000000.0,1159000000.0,194000000.0,289000000.0,383000000.0,634000000.0,149000000.0,149000000.0,214000000.0,383000000.0,226000000.0,346000000.0,390000000.0,499000000.0,57000000.0,57000000.0,57000000.0,420000000.0,,,,57000000.0,0.0,0.0,0.0,0.0,,68000000.0,98000000.0,98000000.0,0.0,600000000.0,1030000000.0,4104000000.0
PaymentsForRestructuring / USD,,,,,,75000000.0,106000000.0,109000000.0,36000000.0,75000000.0,106000000.0,169000000.0,46000000.0,162000000.0,79000000.0,109000000.0,162000000.0,40000000.0,65000000.0,95000000.0,133000000.0,30000000.0,96000000.0,179000000.0,90000000.0,34000000.0,60000000.0,92000000.0,127000000.0,36000000.0,66000000.0,102000000.0,135000000.0,31000000.0,59000000.0,87000000.0,119000000.0,43000000.0,87000000.0,118000000.0,119000000.0,31000000.0,48000000.0,63000000.0,151000000.0,15000000.0,31000000.0,50000000.0,80000000.0,,35000000.0,53000000.0,77000000.0,67000000.0,75000000.0,143000000.0,190000000.0
PaymentsOfDividendsMinorityInterest / USD,5000000.0,5000000.0,29000000.0,27000000.0,5000000.0,5000000.0,39000000.0,43000000.0,8000000.0,8000000.0,26000000.0,47000000.0,7000000.0,47000000.0,7000000.0,61000000.0,55000000.0,13000000.0,13000000.0,63000000.0,73000000.0,12000000.0,12000000.0,24000000.0,63000000.0,10000000.0,10000000.0,10000000.0,42000000.0,,,26000000.0,38000000.0,0.0,0.0,0.0,30000000.0,6000000.0,6000000.0,6000000.0,11000000.0,0.0,0.0,0.0,10000000.0,8000000.0,8000000.0,8000000.0,0.0,,,,,9000000.0,,,0.0
PaymentsOfDividendsPreferredStockAndPreferenceStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000000.0,32000000.0,16000000.0,32000000.0,47000000.0,63000000.0,,16000000.0,32000000.0,32000000.0,63000000.0,,,
PaymentsOfFinancingCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,18000000.0,18000000.0,0.0,,6000000.0,6000000.0,18000000.0,,,,6000000.0,,,,,,0.0,0.0,0.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,0.0,0.0,0.0,0.0,14000000.0,14000000.0,14000000.0,0.0,8000000.0,0.0,8000000.0,8000000.0,14000000.0,58000000.0,58000000.0,58000000.0,8000000.0,37000000.0,40000000.0,40000000.0,59000000.0,26000000.0,33000000.0,33000000.0,40000000.0,32000000.0,35000000.0,35000000.0,33000000.0,34000000.0,34000000.0,34000000.0,35000000.0,32000000.0,33000000.0,33000000.0,34000000.0,45000000.0,45000000.0,45000000.0,33000000.0,36000000.0,36000000.0,36000000.0,45000000.0,,30000000.0,31000000.0,31000000.0,36000000.0,20000000.0,21000000.0,23000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,17000000.0,17000000.0,0.0,0.0,0.0,0.0,17000000.0,-2000000.0,-2000000.0,10000000.0,980000000.0,,980000000.0,0.0,0.0,-2000000.0,0.0,0.0,15000000.0,345000000.0,15000000.0,15000000.0,15000000.0,1654000000.0,40000000.0,40000000.0,40000000.0,15000000.0,0.0,512000000.0,512000000.0,324000000.0,-2000000.0,23000000.0,23000000.0,1197000000.0,5000000.0,27000000.0,49000000.0,334000000.0,,,45000000.0,49000000.0,220000000.0,220000000.0,220000000.0,130000000.0,,38000000.0,83000000.0,83000000.0,4310000000.0,,,
PaymentsToAcquireInterestInJointVenture / USD,,,,,,,,,,,,,,,,,12000000.0,0.0,23000000.0,23000000.0,5000000.0,3000000.0,3000000.0,3000000.0,3000000.0,15000000.0,25000000.0,50000000.0,3000000.0,0.0,0.0,0.0,50000000.0,3000000.0,3000000.0,4000000.0,16000000.0,,0.0,1000000.0,10000000.0,0.0,1000000.0,2000000.0,2000000.0,1000000.0,41000000.0,42000000.0,2000000.0,,1000000.0,1000000.0,1000000.0,42000000.0,40000000.0,40000000.0,121000000.0
PaymentsToAcquireProductiveAssets / USD,181000000.0,292000000.0,454000000.0,500000000.0,260000000.0,400000000.0,563000000.0,630000000.0,213000000.0,336000000.0,512000000.0,705000000.0,272000000.0,642000000.0,417000000.0,601000000.0,605000000.0,213000000.0,360000000.0,539000000.0,779000000.0,240000000.0,412000000.0,614000000.0,503000000.0,164000000.0,311000000.0,480000000.0,657000000.0,243000000.0,449000000.0,661000000.0,698000000.0,235000000.0,451000000.0,619000000.0,846000000.0,205000000.0,372000000.0,489000000.0,781000000.0,134000000.0,261000000.0,430000000.0,584000000.0,247000000.0,454000000.0,666000000.0,611000000.0,,269000000.0,491000000.0,703000000.0,844000000.0,265000000.0,491000000.0,664000000.0
PaymentsToAcquireShortTermInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,748000000.0,748000000.0
PensionAndOtherPostretirementBenefitContributions / USD,17000000.0,33000000.0,51000000.0,117000000.0,14000000.0,26000000.0,42000000.0,159000000.0,19000000.0,41000000.0,65000000.0,69000000.0,24000000.0,69000000.0,43000000.0,66000000.0,109000000.0,19000000.0,37000000.0,59000000.0,110000000.0,19000000.0,39000000.0,60000000.0,37000000.0,8000000.0,15000000.0,27000000.0,43000000.0,11000000.0,22000000.0,35000000.0,40000000.0,8000000.0,21000000.0,30000000.0,48000000.0,9000000.0,16000000.0,23000000.0,38000000.0,6000000.0,12000000.0,18000000.0,33000000.0,4000000.0,9000000.0,15000000.0,28000000.0,,8000000.0,14000000.0,20000000.0,24000000.0,7000000.0,13000000.0,21000000.0
PensionAndOtherPostretirementBenefitExpense / USD,19000000.0,38000000.0,56000000.0,59000000.0,17000000.0,33000000.0,49000000.0,70000000.0,21000000.0,42000000.0,62000000.0,67000000.0,22000000.0,66000000.0,45000000.0,70000000.0,80000000.0,20000000.0,40000000.0,60000000.0,88000000.0,15000000.0,31000000.0,45000000.0,36000000.0,9000000.0,20000000.0,31000000.0,32000000.0,11000000.0,20000000.0,29000000.0,51000000.0,10000000.0,19000000.0,29000000.0,35000000.0,10000000.0,20000000.0,31000000.0,44000000.0,10000000.0,24000000.0,34000000.0,38000000.0,8000000.0,16000000.0,25000000.0,39000000.0,,11000000.0,22000000.0,34000000.0,30000000.0,12000000.0,23000000.0,32000000.0
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,674000000.0,674000000.0,674000000.0,674000000.0,929000000.0,929000000.0,929000000.0,929000000.0,959000000.0,959000000.0,959000000.0,959000000.0,1002000000.0,952000000.0,1002000000.0,1002000000.0,1002000000.0,854000000.0,854000000.0,854000000.0,854000000.0,955000000.0,955000000.0,955000000.0,439000000.0,454000000.0,454000000.0,454000000.0,454000000.0,445000000.0,445000000.0,445000000.0,445000000.0,483000000.0,483000000.0,483000000.0,483000000.0,525000000.0,525000000.0,525000000.0,525000000.0,440000000.0,440000000.0,440000000.0,440000000.0,354000000.0,354000000.0,354000000.0,354000000.0,,417000000.0,417000000.0,417000000.0,417000000.0,374000000.0,374000000.0,374000000.0
PreferredStockDividendRatePerDollarAmount / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,,5.5,5.5,5.5,5.5,,,
PreferredStockDividendRatePercentage / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,,0.055,0.055,0.055,0.055,,,
PreferredStockDividendsIncomeStatementImpact / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3000000.0,19000000.0,0.0,16000000.0,32000000.0,47000000.0,35000000.0,16000000.0,32000000.0,47000000.0,63000000.0,,16000000.0,29000000.0,29000000.0,63000000.0,,,
PreferredStockLiquidationPreference / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,
PreferredStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized / shares,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0
PreferredStockSharesIssued / shares,0.0,,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,11500000.0,11500000.0,0.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,11500000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValue / USD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseAndOtherAssetsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,104000000.0,104000000.0,,72000000.0,72000000.0,72000000.0,,88000000.0,88000000.0,88000000.0,,47000000.0,47000000.0,47000000.0,,63000000.0,63000000.0,63000000.0,63000000.0,75000000.0,75000000.0,75000000.0,75000000.0,,91000000.0,91000000.0,91000000.0,91000000.0,97000000.0,97000000.0,97000000.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,-17000000.0,-17000000.0,0.0,,0.0,0.0
ProceedsFromIssuanceOfUnsecuredDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641000000.0,0.0,0.0,0.0,0.0,2472000000.0,2472000000.0,2472000000.0,1450000000.0,,,0.0,0.0,2472000000.0,,798000000.0,2920000000.0
