fact_unit,2015-08-10,2015-11-06,2016-03-03,2016-05-05,2016-08-05,2016-11-04,2017-02-23,2017-05-04,2017-08-04,2017-11-07,2018-02-16,2018-05-03,2018-08-03,2018-11-02,2019-06-07,2019-08-13,2019-10-31,2020-02-14,2020-05-01,2020-07-31,2020-10-30,2020-11-13,2021-02-17,2021-04-30,2021-08-04,2021-10-28,2022-02-17,2022-04-28,2022-07-28,2022-10-27,2023-02-16,2023-05-03,2023-08-02,2023-11-01,2024-02-15,2024-05-01,2024-07-31,2024-10-30,2025-02-13,2025-04-29,2025-07-30,2025-10-29
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,34.02,,35.92,,,,37.25,,,,38.78,,,,33.48,,,33.89,,,,33.89,38.54,,,,45.04,,,,47.43,,,,50.37,,,,50.15,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,,21000000.0,,,,,,,103000000.0,103000000.0,21000000.0,20000000.0,35000000.0,46000000.0,186000000.0,8000000.0,8000000.0,124000000.0,2000000.0,20000000.0,23000000.0,124000000.0,67000000.0,9000000.0,19000000.0,20000000.0,10000000.0,13000000.0,17000000.0,19000000.0,24000000.0,,10000000.0,10000000.0,23000000.0,,,,24000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice / USD/shares,44.39,,33.02,37.02,40.65,49.51,46.93,44.78,51.18,44.78,52.5,44.45,59.16,60.27,61.1,63.75,66.59,66.89,62.91,61.95,63.0,66.89,63.45,49.25,58.08,53.3,53.02,58.96,60.6,64.21,61.8,56.49,55.05,66.15,64.67,46.75,46.86,46.75,48.0,50.34,50.3,51.3
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,,,,,,,1094676.0,126206.0,387121.0,126206.0,661762.0,408067.0,724506.0,906412.0,1136924.0,243779.0,1279549.0,1771653.0,321960.0,540299.0,889088.0,1771653.0,1090768.0,202229.0,362553.0,642018.0,733998.0,322764.0,578412.0,1008060.0,1091515.0,200449.0,250971.0,725706.0,786857.0,1199934.0,1278958.0,1467229.0,1636643.0,1744982.0,1786327.0,1933016.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,2601423.0,3409031.0,3409031.0,1139620.0,1204005.0,1466626.0,1466626.0,1170685.0,1219904.0,1170685.0,1579040.0,1420250.0,1420250.0,2143730.0,2143730.0,,1880648.0,1880648.0,,443794.0,523514.0,1880648.0,523514.0,980222.0,980222.0,1021901.0,1021901.0,940822.0,941146.0,941146.0,941146.0,794301.0,794301.0,794301.0,794301.0,654724.0,654724.0,654724.0,654724.0,936208.0,936208.0,936208.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,,9.6,9.6,,,,5.53,,,,14.24,,,,,,,,,30.43,30.57,,4.77,,,,6.63,,,,6.46,,,,8.0,,,,6.46,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,367000000.0,,920000000.0,,,,1027000000.0,,,,716000000.0,,,,168000000.0,,,42000000.0,,,,42000000.0,54000000.0,,,,36000000.0,,,,37000000.0,,,,15000000.0,,,,4000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,16320655.0,8570796.0,8570796.0,24205612.0,24205612.0,24205612.0,24205612.0,20560140.0,20560140.0,20560140.0,20560140.0,19289564.0,19289564.0,19289564.0,19289564.0,18259965.0,18259965.0,18259965.0,17638500.0,17638500.0,17638500.0,18259965.0,17638500.0,13479668.0,13479668.0,13479668.0,13479668.0,11778068.0,11778068.0,11778068.0,11778068.0,9559063.0,9559063.0,9559063.0,9559063.0,8022540.0,8022540.0,8022540.0,8022540.0,6720421.0,6720421.0,6720421.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,35.26,,22.56,34.86,34.86,34.86,34.86,37.39,37.39,37.39,37.39,41.63,41.63,41.63,41.63,44.64,44.64,44.64,41.22,41.22,41.22,44.64,41.22,43.71,43.71,43.71,43.71,45.43,45.43,45.43,45.43,46.8,46.8,46.8,46.8,46.87,46.87,46.87,46.87,46.44,46.44,46.44
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,32.08,,30.3,34.47,35.04,35.04,35.02,34.0,32.65,34.0,32.73,32.19,30.14,29.8,27.68,23.29,23.19,23.81,24.78,23.21,23.44,23.81,23.58,25.82,26.75,26.76,26.63,26.6,27.26,27.11,27.42,35.58,33.55,33.48,33.02,22.6,25.33,25.95,26.13,,,25.41
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,55.26,,52.52,77.66,77.66,79.78,79.78,91.4,91.4,91.4,88.98,66.89,66.89,64.37,64.37,,25.41,25.41,,,,25.41,30.57,37.09,37.09,37.05,37.05,38.68,38.68,38.68,38.68,38.4,38.4,38.4,38.4,35.13,35.13,35.13,35.13,30.71,30.71,30.71
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,289000000.0,,395000000.0,,,,434000000.0,,,,291000000.0,,,,124000000.0,,,51000000.0,,,,51000000.0,35000000.0,,,,21000000.0,,,,29000000.0,,,,15000000.0,,,,4000000.0,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares / shares,,,8570796.0,,,,13492010.0,,,,11899949.0,,,,11827142.0,,,7767917.0,,,,7767917.0,6098932.0,,,,4919593.0,,,,4408137.0,,,,2937357.0,,,,2287093.0,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedNumberOfShares / shares,0.0,593462.0,576362.0,303636.0,470020.0,760613.0,1048477.0,,,,650117.0,,,,1067058.0,,,1409237.0,,,,1409237.0,353235.0,,,,93249.0,,,,525007.0,,,,184413.0,,,,221160.0,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedWeightedAverageGrantDateFairValue / USD/shares,,,10.59,,,,11.71,,,,9.89,,,,10.45,,,11.51,,,,11.51,9.41,,,,5.95,,,,7.9,,,,6.94,,,,7.1,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue / USD/shares,,,5.38,,,,10.02,,,,8.26,,,,8.36,,,10.16,,,,10.16,9.04,,,,8.37,,,,7.52,,,,7.53,,,,7.04,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares / shares,,,3421966.0,,,,2010210.0,,,,1001730.0,,,,5135897.0,,,2140396.0,,,,2140396.0,1349618.0,,,,1440108.0,,,,1886919.0,,,,1260152.0,,,,756528.0,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue / USD/shares,,,24.4,,,,21.24,,,,15.09,,,,5.99,,,7.12,,,,7.12,9.74,,,,9.89,,,,6.87,,,,8.81,,,,6.6,,,
ShortTermBorrowings / USD,59000000.0,,,,4000000.0,4000000.0,4000000.0,645000000.0,645000000.0,645000000.0,645000000.0,460000000.0,460000000.0,460000000.0,909000000.0,1003000000.0,973000000.0,21000000.0,6000000.0,6000000.0,6000000.0,21000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,14000000.0,14000000.0,14000000.0,14000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,,0.0,,,,
ShortTermLeaseCost / USD,,,,,,,,,,,,,,,,3000000.0,9000000.0,13000000.0,,,,13000000.0,13000000.0,,,,13000000.0,,,,20000000.0,,,,17000000.0,,,,8000000.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,3610773.0,655436.0,1084988.0,1295303.0,3090965.0,3701021.0,4017422.0,1126852.0,1761346.0,1126852.0,2187854.0,476048.0,940978.0,1287760.0,2036405.0,344599.0,469687.0,730460.0,383295.0,3160087.0,3461682.0,730460.0,3591578.0,958927.0,1622199.0,1712957.0,1989503.0,1154021.0,1492502.0,1614646.0,2068636.0,1161560.0,1456175.0,1479202.0,1543967.0,168861.0,260676.0,308010.0,320200.0,,,39355.0
StockRepurchaseProgramAuthorizedAmount1 / USD,3000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000000.0,,,,3000000000.0,,,
StockRepurchaseProgramRemainingNumberOfSharesAuthorizedToBeRepurchased / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700000000.0,,,,1900000000.0,,,
StockholdersEquity / USD,16588000000.0,7117000000.0,7117000000.0,57685000000.0,57685000000.0,57685000000.0,57685000000.0,57358000000.0,57358000000.0,57358000000.0,57358000000.0,66034000000.0,66034000000.0,66034000000.0,57606000000.0,66087000000.0,65219000000.0,51657000000.0,51623000000.0,51623000000.0,51623000000.0,51657000000.0,51623000000.0,50103000000.0,50103000000.0,50103000000.0,50103000000.0,49298000000.0,49298000000.0,49298000000.0,49298000000.0,48678000000.0,48678000000.0,48678000000.0,48678000000.0,49526000000.0,49526000000.0,49526000000.0,49526000000.0,49185000000.0,49185000000.0,49185000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,7336000000.0,7336000000.0,7336000000.0,57893000000.0,57893000000.0,57893000000.0,8192000000.0,57574000000.0,57574000000.0,57574000000.0,7336000000.0,66241000000.0,66241000000.0,66241000000.0,57871000000.0,66070000000.0,66070000000.0,57460000000.0,51775000000.0,51775000000.0,51775000000.0,57460000000.0,66070000000.0,51749000000.0,51749000000.0,51749000000.0,51775000000.0,50243000000.0,50243000000.0,50243000000.0,51749000000.0,49448000000.0,49448000000.0,49448000000.0,50243000000.0,48830000000.0,48830000000.0,48830000000.0,49448000000.0,49688000000.0,49688000000.0,49688000000.0
StockholdersEquityOther / USD,10599000000.0,-97000000.0,,-50000000.0,-136000000.0,-137000000.0,-10000000.0,33000000.0,-66000000.0,33000000.0,-140000000.0,1000000.0,-3000000.0,-20000000.0,-40000000.0,1000000.0,1000000.0,91000000.0,-6000000.0,-6000000.0,-6000000.0,-91000000.0,-7000000.0,-40000000.0,-40000000.0,-40000000.0,-69000000.0,-48000000.0,-48000000.0,-48000000.0,-178000000.0,-50000000.0,-50000000.0,-50000000.0,-19000000.0,-74000000.0,-74000000.0,-74000000.0,21000000.0,-31000000.0,-31000000.0,-31000000.0
SubleaseIncome / USD,,,,,,,,,,,,,,,,3000000.0,11000000.0,14000000.0,,,,14000000.0,14000000.0,,,,14000000.0,,,,11000000.0,,,,9000000.0,,,,10000000.0,,,
TradeReceivablesHeldForSaleAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
TransferOfFinancialAssetsAccountedForAsSalesCashProceedsReceivedForAssetsDerecognizedAmount / USD,,,,,,,,,,,,,,,,,,,,,,,50000000.0,,,,50000000.0,,,,197000000.0,100000000.0,0.0,0.0,0.0,100000000.0,,,197000000.0,,,
TreasuryStockCommonShares / shares,,,,,,,,,2471348.0,2471348.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0,3000000.0,4000000.0,3000000.0,3000000.0,3000000.0,4000000.0,3000000.0,5000000.0,5000000.0,5000000.0,5000000.0,11000000.0,11000000.0,11000000.0,11000000.0,18000000.0,18000000.0,18000000.0,5000000.0,31000000.0,31000000.0,31000000.0,11000000.0,59000000.0,59000000.0,59000000.0
TreasuryStockValue / USD,29000000.0,0.0,0.0,31000000.0,31000000.0,31000000.0,31000000.0,207000000.0,207000000.0,207000000.0,207000000.0,224000000.0,224000000.0,224000000.0,223000000.0,240000000.0,264000000.0,282000000.0,271000000.0,271000000.0,271000000.0,282000000.0,271000000.0,344000000.0,344000000.0,344000000.0,344000000.0,587000000.0,587000000.0,587000000.0,587000000.0,847000000.0,847000000.0,847000000.0,847000000.0,1286000000.0,1286000000.0,1286000000.0,1286000000.0,2218000000.0,2218000000.0,2218000000.0
TreasuryStockValueAcquiredCostMethod / USD,746000000.0,,139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000000.0,280000000.0,939000000.0,280000000.0,280000000.0,280000000.0
UnamortizedDebtIssuanceExpense / USD,,,228000000.0,,,,85000000.0,,,,85000000.0,,,,124000000.0,,5000000.0,115000000.0,,,,115000000.0,119000000.0,,,,130000000.0,,,,97000000.0,,,,88000000.0,,,,81000000.0,,,
UnrecognizedTaxBenefits / USD,371000000.0,71000000.0,353000000.0,,,,53000000.0,,,,71000000.0,,,,353000000.0,,,389000000.0,,,,389000000.0,408000000.0,,,,387000000.0,,,,406000000.0,,,,421000000.0,,,,441000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,90000000.0,,,,,,5000000.0,,,,9000000.0,,,,18000000.0,,,35000000.0,,,,35000000.0,81000000.0,,,,39000000.0,,,,34000000.0,,,,51000000.0,,,,27000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,33000000.0,,,,,,1000000.0,,,,0.0,,,,62000000.0,,,59000000.0,,,,59000000.0,3000000.0,,,,20000000.0,,,,8000000.0,,,,1000000.0,,,,6000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,74000000.0,,21000000.0,,,,72000000.0,,,,81000000.0,,,,57000000.0,,,62000000.0,,,,62000000.0,62000000.0,,,,72000000.0,,,,81000000.0,,,,100000000.0,,,,102000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,18000000.0,,,,,,18000000.0,,,,18000000.0,,,,8000000.0,,,-24000000.0,,,,-24000000.0,5000000.0,,,,10000000.0,,,,10000000.0,,,,9000000.0,,,,20000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,16000000.0,,,,,,21000000.0,,,,33000000.0,,,,62000000.0,,,135000000.0,,,,135000000.0,74000000.0,,,,60000000.0,,,,57000000.0,,,,75000000.0,,,,53000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,11000000.0,,,,,,5000000.0,,,,25000000.0,,,,59000000.0,,,2000000.0,,,,2000000.0,9000000.0,,,,28000000.0,,,,13000000.0,,,,13000000.0,,,,8000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,0.0,,,,,,2000000.0,,,,9000000.0,,,,5000000.0,,,24000000.0,,,,24000000.0,10000000.0,,,,10000000.0,,,,13000000.0,,,,16000000.0,,,,14000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,167000000.0,58000000.0,218000000.0,,,,325000000.0,,,,316000000.0,,,,352000000.0,,,369000000.0,,,,369000000.0,383000000.0,,,,406000000.0,,,,425000000.0,,,,412000000.0,,,,374000000.0,,,
ValuationAllowancesAndReservesBalance / USD,57000000.0,,,,,,79000000.0,,,,72000000.0,,,,,,,,,,,,103000000.0,,,,105000000.0,,,,145000000.0,,,,153000000.0,,,,149000000.0,,,
ValuationAllowancesAndReservesChargedToCostAndExpense / USD,5000000.0,,,,,,10000000.0,,,,15000000.0,,,,,,,,,,,,9000000.0,,,,42000000.0,,,,18000000.0,,,,6000000.0,,,,-9000000.0,,,
ValuationAllowancesAndReservesChargedToOtherAccounts / USD,0.0,,,,,,-16000000.0,,,,32000000.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1000000.0,,,,0.0,,,
ValuationAllowancesAndReservesDeductions / USD,8000000.0,,,,,,1000000.0,,,,4000000.0,,,,,,,,,,,,7000000.0,,,,2000000.0,,,,10000000.0,,,,11000000.0,,,,-2000000.0,,,
VariableLeaseCost / USD,,,,,,,,,,,,,,,,343000000.0,976000000.0,1270000000.0,,,,1270000000.0,1270000000.0,,,,1270000000.0,,,,1313000000.0,,,,1192000000.0,,,,1232000000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,596000000.0,377000000.0,,399000000.0,379000000.0,633000000.0,377000000.0,1225000000.0,1226000000.0,1225000000.0,786000000.0,1229000000.0,1229000000.0,1229000000.0,1226000000.0,1228000000.0,1227000000.0,1228000000.0,1224000000.0,1223000000.0,1223000000.0,1228000000.0,1219000000.0,1224000000.0,1222000000.0,1222000000.0,1224000000.0,1232000000.0,1235000000.0,1235000000.0,1228000000.0,1234000000.0,1235000000.0,1235000000.0,1236000000.0,1234000000.0,1235000000.0,1235000000.0,1235000000.0,1223000000.0,1219000000.0,1217000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,591000000.0,377000000.0,,377000000.0,379000000.0,633000000.0,377000000.0,1215000000.0,1216000000.0,1215000000.0,786000000.0,1217000000.0,1218000000.0,1218000000.0,1217000000.0,1219000000.0,1219000000.0,1218000000.0,1220000000.0,1220000000.0,1220000000.0,1218000000.0,1219000000.0,1222000000.0,1222000000.0,1222000000.0,1221000000.0,1223000000.0,1223000000.0,1224000000.0,1223000000.0,1225000000.0,1225000000.0,1226000000.0,1224000000.0,1226000000.0,1227000000.0,1228000000.0,1226000000.0,1214000000.0,1213000000.0,1212000000.0
