fact_unit,2021-08-18,2021-10-29,2022-02-24,2022-05-06,2022-08-03,2022-11-03,2023-02-27,2023-05-10,2023-08-03,2023-11-07,2024-02-27,2024-05-08,2024-08-08,2024-10-31,2025-02-18,2025-05-01,2025-07-31,2025-11-06
NetIncomeLoss / USD,5082000.0,-5579000.0,-106569000.0,-1445000000.0,-1947000000.0,-3264000000.0,7000000.0,-392000000.0,-687000000.0,-862000000.0,-3687000000.0,-511000000.0,-486000000.0,-571000000.0,-1028000000.0,157000000.0,345000000.0,495000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,2050000.0,-5579000.0,-106569000.0,-1445000000.0,-1947000000.0,-3264000000.0,3000000.0,-392000000.0,-687000000.0,-862000000.0,-3687000000.0,-511000000.0,-486000000.0,-571000000.0,-1028000000.0,157000000.0,345000000.0,495000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,2050000.0,-5579000.0,-106569000.0,-1445000000.0,-1947000000.0,-3264000000.0,3000000.0,-392000000.0,-687000000.0,-862000000.0,-3687000000.0,-511000000.0,-486000000.0,-571000000.0,-1028000000.0,157000000.0,345000000.0,495000000.0
NumberOfOperatingSegments / segment,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,
OffBalanceSheetCreditLossLiability / USD,,,,,,,,,,,0.0,32000000.0,32000000.0,0.0,0.0,32000000.0,32000000.0,32000000.0
OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal / USD,,,,,,,,,,,19000000.0,8000000.0,19000000.0,10000000.0,19000000.0,8000000.0,19000000.0,30000000.0
OperatingExpenses / USD,366188000.0,646667000.0,384463000.0,464000000.0,965000000.0,2673000000.0,945000000.0,690000000.0,1300000000.0,1835000000.0,3456000000.0,950000000.0,1416000000.0,1956000000.0,2369000000.0,460000000.0,953000000.0,1439000000.0
OperatingLeaseCost / USD,5063000.0,8034000.0,5422000.0,4000000.0,9000000.0,16000000.0,12000000.0,,,,24000000.0,,,,33000000.0,,,
OperatingLeaseLiability / USD,54100000.0,54100000.0,54100000.0,183000000.0,154000000.0,160000000.0,151000000.0,148000000.0,148000000.0,148000000.0,148000000.0,109000000.0,109000000.0,109000000.0,109000000.0,131000000.0,131000000.0,131000000.0
OperatingLeaseLiabilityCurrent / USD,6100000.0,6100000.0,6100000.0,22000000.0,22000000.0,22000000.0,22000000.0,21000000.0,21000000.0,21000000.0,21000000.0,20000000.0,20000000.0,20000000.0,20000000.0,21000000.0,21000000.0,21000000.0
OperatingLeaseLiabilityNoncurrent / USD,48000000.0,48000000.0,48000000.0,129000000.0,129000000.0,129000000.0,129000000.0,127000000.0,127000000.0,127000000.0,127000000.0,89000000.0,89000000.0,89000000.0,89000000.0,110000000.0,110000000.0,110000000.0
OperatingLeasePayments / USD,9609000.0,11238000.0,4755000.0,2000000.0,1000000.0,0.0,13000000.0,3000000.0,11000000.0,18000000.0,6000000.0,7000000.0,14000000.0,32000000.0,23000000.0,7000000.0,13000000.0,20000000.0
OperatingLeaseRightOfUseAsset / USD,49200000.0,49200000.0,49200000.0,129000000.0,129000000.0,129000000.0,129000000.0,92000000.0,92000000.0,92000000.0,92000000.0,68000000.0,68000000.0,68000000.0,68000000.0,94000000.0,94000000.0,94000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,0.0702,0.0702,0.0702,0.0627,0.0627,0.0627,0.0627,,,,0.0652,,,,0.0724,,,
OtherAssetsCurrent / USD,851138000.0,851138000.0,48655000.0,30000000.0,30000000.0,30000000.0,57000000.0,72000000.0,72000000.0,72000000.0,72000000.0,207000000.0,196000000.0,196000000.0,196000000.0,509000000.0,509000000.0,509000000.0
OtherAssetsNoncurrent / USD,62692000.0,62507000.0,62507000.0,8000000.0,8000000.0,8000000.0,161000000.0,132000000.0,132000000.0,132000000.0,132000000.0,126000000.0,107000000.0,107000000.0,107000000.0,533000000.0,533000000.0,533000000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,0.0,1000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,0.0,,-3000000.0,-4000000.0,0.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,0.0,0.0,0.0,,-3000000.0,-4000000.0,0.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-1000000.0,-3000000.0,-3000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,-174000.0,20000.0,179000.0,0.0,0.0,0.0,0.0,-1000000.0,-1000000.0,-2000000.0,0.0,,,0.0,-1000000.0,0.0,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,-174000.0,20000.0,179000.0,0.0,0.0,0.0,0.0,-1000000.0,-1000000.0,-2000000.0,0.0,0.0,-3000000.0,-4000000.0,-1000000.0,1000000.0,3000000.0,4000000.0
OtherCostAndExpenseOperating / USD,52277000.0,93239000.0,33869000.0,67000000.0,168000000.0,276000000.0,135000000.0,91000000.0,177000000.0,242000000.0,368000000.0,42000000.0,78000000.0,119000000.0,249000000.0,28000000.0,56000000.0,83000000.0
OtherLiabilitiesCurrent / USD,893036000.0,893036000.0,90553000.0,112000000.0,112000000.0,112000000.0,134000000.0,105000000.0,105000000.0,105000000.0,105000000.0,217000000.0,217000000.0,217000000.0,217000000.0,266000000.0,266000000.0,266000000.0
OtherLiabilitiesNoncurrent / USD,48012000.0,48012000.0,48012000.0,,,,129000000.0,128000000.0,128000000.0,128000000.0,128000000.0,91000000.0,91000000.0,91000000.0,91000000.0,111000000.0,111000000.0,111000000.0
OtherNonoperatingIncomeExpense / USD,-43000.0,-88000.0,-657000.0,1000000.0,1000000.0,1000000.0,0.0,,-2000000.0,-2000000.0,1000000.0,0.0,2000000.0,0.0,-16000000.0,4000000.0,6000000.0,8000000.0
OtherOperatingActivitiesCashFlowStatement / USD,19000.0,2343000.0,169000.0,,,0.0,2000000.0,0.0,,8000000.0,-1000000.0,5000000.0,0.0,-27000000.0,35000000.0,0.0,-1000000.0,0.0
PaymentForContingentConsiderationLiabilityInvestingActivities / USD,,,,,,,,,,,,,,,,,6000000.0,6000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,0.0,-141000.0,,0.0,2000000.0,0.0,,5000000.0,19000000.0,3000000.0,,-10000000.0,-10000000.0,20000000.0,,-1000000.0,-1000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,,0.0,0.0,,,608000000.0,0.0,0.0,0.0,97000000.0
PaymentsOfDebtIssuanceCosts / USD,,,,,0.0,0.0,0.0,0.0,10000000.0,10000000.0,0.0,10000000.0,10000000.0,10000000.0,10000000.0,14000000.0,14000000.0,14000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,0.0,0.0,0.0,0.0,412000000.0,0.0,3000000.0,7000000.0,9000000.0,422000000.0,2000000.0,5000000.0,9000000.0,12000000.0,40000000.0,99000000.0,155000000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,,,0.0,0.0,0.0,0.0,0.0,14000000.0,27000000.0,24000000.0,27000000.0,,,,25000000.0,,,
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,0.0,0.0,,,119000000.0,0.0,,,0.0,125000000.0,,0.0,90000000.0,0.0,0.0,,
PaymentsToAcquireHeldToMaturitySecurities / USD,,,,,,,,0.0,0.0,0.0,0.0,487000000.0,575000000.0,651000000.0,0.0,171000000.0,302000000.0,469000000.0
PaymentsToAcquireOtherProductiveAssets / USD,11689000.0,,,,,,,,,,63000000.0,0.0,0.0,1000000.0,28000000.0,2000000.0,2000000.0,9000000.0
PaymentsToAcquireReceivables / USD,,,,,,,,,,,,0.0,0.0,0.0,0.0,29000000.0,70000000.0,239000000.0
PaymentsToDevelopSoftware / USD,4573000.0,5708000.0,5198000.0,2000000.0,6000000.0,13000000.0,8000000.0,8000000.0,14000000.0,22000000.0,20000000.0,5000000.0,9000000.0,14000000.0,29000000.0,7000000.0,14000000.0,26000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,,0.0001,0.0001,,,,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
PreferredStockSharesAuthorized / shares,,0.0,0.0,,,,,210000000.0,210000000.0,210000000.0,210000000.0,210000000.0,210000000.0,210000000.0,210000000.0,210000000.0,210000000.0,210000000.0
PreferredStockSharesIssued / shares,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValue / USD,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseCurrent / USD,28629000.0,28629000.0,28600000.0,92000000.0,92000000.0,92000000.0,92000000.0,86000000.0,86000000.0,86000000.0,86000000.0,63000000.0,63000000.0,63000000.0,63000000.0,75000000.0,75000000.0,75000000.0
PrepaidExpenseNoncurrent / USD,,,8200000.0,44000000.0,44000000.0,44000000.0,44000000.0,17000000.0,17000000.0,17000000.0,17000000.0,3000000.0,3000000.0,4000000.0,4000000.0,17000000.0,17000000.0,17000000.0
ProceedsFromIssuanceOfSecuredDebt / USD,,,,,,,,,,,,0.0,0.0,0.0,0.0,17000000.0,17000000.0,95000000.0
ProceedsFromLinesOfCredit / USD,907700000.0,937700000.0,137000000.0,1000000000.0,1348000000.0,1958000000.0,938000000.0,11000000.0,11000000.0,21000000.0,1968000000.0,,10000000.0,20000000.0,21000000.0,,11000000.0,12000000.0
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities / USD,,,,,,,,1000000.0,5000000.0,19000000.0,0.0,9000000.0,,,42000000.0,,,
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities / USD,,,,,,,,0.0,2000000.0,0.0,0.0,2000000.0,92000000.0,167000000.0,0.0,154000000.0,289000000.0,439000000.0
ProceedsFromSaleOfHeldToMaturitySecurities / USD,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ProceedsFromStockOptionsExercised / USD,584000.0,3587000.0,2617000.0,6000000.0,7000000.0,12000000.0,9000000.0,3000000.0,5000000.0,6000000.0,14000000.0,1000000.0,2000000.0,2000000.0,6000000.0,4000000.0,8000000.0,10000000.0
ProceedsFromStockPlans / USD,,,0.0,,0.0,0.0,0.0,,13000000.0,13000000.0,7000000.0,,9000000.0,9000000.0,16000000.0,,10000000.0,10000000.0
PropertyPlantAndEquipmentGross / USD,62920000.0,62920000.0,62920000.0,,,,185000000.0,,,,227000000.0,,,,231000000.0,,,
PropertyPlantAndEquipmentNet / USD,45834000.0,45834000.0,45834000.0,146000000.0,146000000.0,146000000.0,146000000.0,146000000.0,146000000.0,146000000.0,146000000.0,120000000.0,120000000.0,120000000.0,120000000.0,139000000.0,139000000.0,139000000.0
ProvisionForDoubtfulAccounts / USD,23933000.0,44339000.0,11109000.0,16000000.0,37000000.0,62000000.0,59000000.0,8000000.0,19000000.0,28000000.0,78000000.0,9000000.0,15000000.0,29000000.0,36000000.0,16000000.0,34000000.0,57000000.0
ReceivablesFromBrokersDealersAndClearingOrganizations / USD,124501000.0,124501000.0,124501000.0,88000000.0,88000000.0,88000000.0,88000000.0,76000000.0,76000000.0,76000000.0,76000000.0,89000000.0,89000000.0,89000000.0,89000000.0,471000000.0,471000000.0,471000000.0
RepaymentsOfLinesOfCredit / USD,892700000.0,937700000.0,137000000.0,1000000000.0,1348000000.0,1958000000.0,938000000.0,11000000.0,11000000.0,21000000.0,1968000000.0,,10000000.0,20000000.0,21000000.0,,11000000.0,12000000.0
RepaymentsOfSecuredDebt / USD,,,,,,,,,,,,,0.0,0.0,0.0,,1000000.0,1000000.0
ResearchAndDevelopmentExpense / USD,,,27700000.0,,,,52000000.0,,,,438000000.0,,,,381000000.0,,,
RestrictedCashCurrent / USD,,0.0,0.0,,,,1000000.0,,,1000000.0,1000000.0,1000000.0,0.0,26000000.0,1000000.0,83000000.0,69000000.0,67000000.0
RestrictedCashNoncurrent / USD,7364000.0,7364000.0,7364000.0,24000000.0,24000000.0,24000000.0,24000000.0,,,22000000.0,24000000.0,20000000.0,20000000.0,17000000.0,22000000.0,17000000.0,16000000.0,16000000.0
RetainedEarningsAccumulatedDeficit / USD,-190103000.0,-190103000.0,-190103000.0,-3877000000.0,-3877000000.0,-3877000000.0,-3877000000.0,-4905000000.0,-4905000000.0,-4905000000.0,-4905000000.0,-5446000000.0,-5446000000.0,-5446000000.0,-5446000000.0,-4035000000.0,-4035000000.0,-4035000000.0
Revenues / USD,371761000.0,641291000.0,277533000.0,522000000.0,1087000000.0,1452000000.0,958000000.0,299000000.0,617000000.0,978000000.0,1815000000.0,441000000.0,927000000.0,1394000000.0,1358000000.0,618000000.0,1300000000.0,1937000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,14902000.0,14991000.0,14816000.0,9000000.0,32000000.0,97000000.0,26000000.0,32000000.0,32000000.0,32000000.0,,0.0,0.0,0.0,,6000000.0,5000000.0,5000000.0
SafeguardingAssetPlatformOperatorCryptoAsset / USD,,,,,,,,,8431000000.0,8431000000.0,8431000000.0,14708000000.0,14708000000.0,14708000000.0,14710000000.0,,,
SafeguardingLiabilityPlatformOperatorCryptoAsset / USD,,,,,,,,,8431000000.0,8431000000.0,8431000000.0,14708000000.0,14708000000.0,14708000000.0,,,,
SecuritiesBorrowed / USD,372000.0,372000.0,372000.0,300000.0,300000.0,0.0,0.0,517000000.0,517000000.0,517000000.0,517000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0,3236000000.0,3236000000.0,3236000000.0
SecuritiesBorrowedAmountOffsetAgainstCollateral / USD,11000.0,11000.0,11000.0,0.0,0.0,0.0,0.0,8000000.0,8000000.0,8000000.0,8000000.0,66000000.0,66000000.0,66000000.0,66000000.0,118000000.0,118000000.0,118000000.0
SecuritiesBorrowedCollateralObligationToReturnCash / USD,361000.0,361000.0,361000.0,300000.0,300000.0,0.0,0.0,509000000.0,509000000.0,509000000.0,509000000.0,1536000000.0,1536000000.0,1536000000.0,1536000000.0,3118000000.0,3118000000.0,3118000000.0
SecuritiesBorrowedGross / USD,372000.0,372000.0,372000.0,300000.0,300000.0,0.0,0.0,517000000.0,517000000.0,517000000.0,517000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0,3236000000.0,3236000000.0,3236000000.0
SecuritiesBorrowedLiability / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SecuritiesLoaned / USD,1921118000.0,1921118000.0,1921118000.0,3651000000.0,3651000000.0,3651000000.0,3651000000.0,1834000000.0,1834000000.0,1834000000.0,1834000000.0,3547000000.0,3547000000.0,3547000000.0,3547000000.0,7463000000.0,7463000000.0,7463000000.0
SecuritiesLoanedAmountOffsetAgainstCollateral / USD,133299000.0,133299000.0,133299000.0,224200000.0,224200000.0,224000000.0,224000000.0,205000000.0,205000000.0,205000000.0,205000000.0,359000000.0,359000000.0,359000000.0,359000000.0,576000000.0,576000000.0,576000000.0
SecuritiesLoanedAsset / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SecuritiesLoanedCollateralRightToReclaimCash / USD,1787819000.0,1787819000.0,1787819000.0,3426800000.0,3426800000.0,3427000000.0,3427000000.0,1629000000.0,1629000000.0,1629000000.0,1629000000.0,3188000000.0,3188000000.0,3188000000.0,3188000000.0,6887000000.0,6887000000.0,6887000000.0
SecuritiesLoanedGross / USD,1921118000.0,1921118000.0,1921118000.0,3651000000.0,3651000000.0,3651000000.0,3651000000.0,1834000000.0,1834000000.0,1834000000.0,1834000000.0,3547000000.0,3547000000.0,3547000000.0,3547000000.0,7463000000.0,7463000000.0,7463000000.0
ShareBasedCompensation / USD,3777000.0,5348000.0,26667000.0,9000000.0,10000000.0,1253000000.0,24000000.0,220000000.0,384000000.0,494000000.0,1572000000.0,598000000.0,707000000.0,790000000.0,654000000.0,62000000.0,148000000.0,227000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,15905386.0,14040377.0,13521686.0,12442934.0,12103301.0,11916639.0,11841163.0,,,,10667515.0,,,,7278423.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,1.75,1.79,1.87,1.92,2.04,2.05,2.07,,,,3.5,,,,3.74,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,,,29000000.0,,,,45000000.0,,,,179000000.0,,,,25000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod / shares,,,,,,,,,,,179524.0,,,,55184.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,,,,,,,,,,,461015.0,,,,288107.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,,0.0,0.0,4463248.0,4463248.0,4463248.0,0.0,,,,0.0,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,304590000.0,304590000.0,304590000.0,226000000.0,226000000.0,226000000.0,226000000.0,,,,72000000.0,,,,100000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,21543828.0,21543828.0,21543828.0,14527468.0,14527468.0,14527468.0,14527468.0,,,,15226096.0,,,,12141566.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,2.19,2.19,2.19,2.2,2.2,2.2,2.2,,,,4.73,,,,4.78,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue / USD,576535000.0,565754000.0,214813000.0,144000000.0,75000000.0,96000000.0,72000000.0,,,,100000000.0,,,,244000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue / USD,632774000.0,615827000.0,226000000.0,145000000.0,75000000.0,96000000.0,72000000.0,,,,100000000.0,,,,257000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber / shares,17685650.0,15447206.0,14527468.0,17486667.0,16614350.0,15905575.0,15226096.0,,,,12141566.0,,,,7843554.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice / USD/shares,2.22,2.21,2.2,5.21,5.2,5.01,4.73,,,,4.78,,,,4.49,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,1.87,2.02,2.06,2.47,2.07,2.22,2.25,,,,2.07,,,,4.54,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,13.14,,,,14.15,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,14.15,,,,14.15,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,,0.0,2.31,14.15,14.15,14.15,3.64,,,,14.15,,,,14.15,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1 / USD,,,,,,,,,,,0.0,,,,0.0,,,
ShortTermLeaseCost / USD,313000.0,579000.0,1188000.0,0.0,,1000000.0,1000000.0,,,,1000000.0,,,,0.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,3581521.0,5819965.0,6706616.0,1422856.0,1986252.0,2272363.0,2433884.0,,,,2443991.0,,,,3954721.0,,,
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan / USD,,,7344000.0,,13000000.0,13000000.0,7000000.0,,13000000.0,13000000.0,7000000.0,,9000000.0,9000000.0,16000000.0,,10000000.0,10000000.0
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures / USD,,-411772000.0,,,,-412000000.0,0.0,-3000000.0,-7000000.0,-9000000.0,-12000000.0,-2000000.0,-5000000.0,-9000000.0,-12000000.0,-40000000.0,-99000000.0,-155000000.0
StockIssuedDuringPeriodValueShareBasedCompensation / USD,1440000.0,4514000.0,2291000.0,6000000.0,7000000.0,13000000.0,9000000.0,4000000.0,5000000.0,6000000.0,14000000.0,1000000.0,2000000.0,2000000.0,6000000.0,4000000.0,8000000.0,10000000.0
StockRepurchasedAndRetiredDuringPeriodValue / USD,,,,,,,,,,611000000.0,611000000.0,,,611000000.0,611000000.0,322000000.0,446000000.0,97000000.0
StockholdersEquity / USD,-97048000.0,-97048000.0,-21482000.0,-55000000.0,-55000000.0,-55000000.0,-97000000.0,7293000000.0,7293000000.0,7293000000.0,-55000000.0,6956000000.0,6956000000.0,6956000000.0,7293000000.0,6696000000.0,6696000000.0,6696000000.0
SubleaseIncome / USD,,,,,,,,,,,,,,,0.0,,,
UnrecognizedTaxBenefits / USD,,,2177000.0,,,,7000000.0,,,,46000000.0,,,,58000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,0.0,,,,4000000.0,,,,0.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,4395000.0,,,,38000000.0,,,,16000000.0,,,,16000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,848000.0,,,,1000000.0,,,,0.0,,,,0.0,,,
UnrecognizedTaxBenefitsPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,-506000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,,,,,,,,,,,,65000000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount / USD,,,,,,,,,,,,,,,6000000.0,,,
VariableLeaseCost / USD,1427000.0,2218000.0,1078000.0,1000000.0,3000000.0,4000000.0,3000000.0,,,,6000000.0,,,,7000000.0,,,
WarrantsAndRightsOutstanding / USD,,,,,,,,,,,,,,,342000000.0,322000000.0,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,244539192.0,225299165.0,221664610.0,230685464.0,231459227.0,368518894.0,244997388.0,867769168.0,871343295.0,875055571.0,492381190.0,896924695.0,900977045.0,898999464.0,878630024.0,895779155.0,900026613.0,903555592.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,224953736.0,225299165.0,221664610.0,230685464.0,231459227.0,368518894.0,225748355.0,867769168.0,871343295.0,875055571.0,492381190.0,896924695.0,900977045.0,898999464.0,878630024.0,875319407.0,878198015.0,880182573.0
