fact_unit,2021-02-25,2021-05-06,2021-08-05,2021-11-04,2022-02-23,2022-05-04,2022-08-03,2022-11-02,2023-02-22,2023-05-03,2023-08-02,2023-11-01,2024-02-21,2024-05-08,2024-08-07,2024-11-06,2025-02-19,2025-05-07,2025-08-06,2025-11-05
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,537000.0,,,,551000.0,,,,826000.0,,,,316000.0,,,,187000.0,,,2275000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,697000.0,,,,537000.0,,,,854000.0,,,,826000.0,,,,316000.0,,,2401000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,276000.0,,,,182000.0,,,,229000.0,,,,159000.0,,,,79000.0,,,7770000.0
Liabilities / USD,86039000.0,86451000.0,86451000.0,86451000.0,86451000.0,112353000.0,112353000.0,112353000.0,112353000.0,104540000.0,104540000.0,104540000.0,104540000.0,113202000.0,113202000.0,113202000.0,113202000.0,115555000.0,115555000.0,115555000.0
LiabilitiesAndStockholdersEquity / USD,598176000.0,571635000.0,571635000.0,571635000.0,571635000.0,764064000.0,764064000.0,764064000.0,764064000.0,877427000.0,877427000.0,877427000.0,877427000.0,1156398000.0,1156398000.0,1156398000.0,1156398000.0,1248020000.0,1248020000.0,1248020000.0
LiabilitiesCurrent / USD,,20581000.0,20581000.0,20581000.0,21376000.0,50900000.0,50900000.0,50900000.0,50900000.0,39595000.0,39595000.0,39595000.0,39595000.0,44387000.0,44387000.0,44387000.0,44387000.0,46561000.0,46561000.0,46561000.0
NetCashProvidedByUsedInFinancingActivities / USD,-70049000.0,-124098000.0,-124098000.0,-124098000.0,-50899000.0,-21329000.0,-45162000.0,-74786000.0,-201660000.0,-23443000.0,-225590000.0,-281708000.0,-104948000.0,-32837000.0,-77345000.0,-108588000.0,-336808000.0,-38455000.0,-71730000.0,-334968000.0
NetCashProvidedByUsedInInvestingActivities / USD,-81533000.0,-24443000.0,-25311000.0,-25647000.0,-111692000.0,-1449000.0,-4471000.0,-9989000.0,-25998000.0,-5178000.0,-8263000.0,-14591000.0,-14997000.0,-1744000.0,-27654000.0,-55914000.0,-21401000.0,-2238000.0,-9648000.0,-225763000.0
NetCashProvidedByUsedInOperatingActivities / USD,195448000.0,68639000.0,104128000.0,161859000.0,342790000.0,52387000.0,96489000.0,174512000.0,207037000.0,107735000.0,195405000.0,314645000.0,265163000.0,114775000.0,199264000.0,306858000.0,447149000.0,147244000.0,245533000.0,364096000.0
NetIncomeLoss / USD,209736000.0,57401000.0,57401000.0,57401000.0,318728000.0,50052000.0,50052000.0,50052000.0,176049000.0,97900000.0,97900000.0,97900000.0,269980000.0,86568000.0,86568000.0,86568000.0,446362000.0,114417000.0,114417000.0,114417000.0
NonoperatingIncomeExpense / USD,916000.0,826000.0,1009000.0,2296000.0,2682000.0,5000.0,411000.0,924000.0,2401000.0,76000.0,706000.0,2626000.0,624000.0,5389000.0,12260000.0,20239000.0,6548000.0,9943000.0,23163000.0,31249000.0
NumberOfOperatingSegments / segment,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0
NumberOfReportableSegments / segment,,,,,,,,,,,,,,,,,,2.0,2.0,2.0
OperatingIncomeLoss / USD,260834000.0,70542000.0,105282000.0,162029000.0,399573000.0,62022000.0,133292000.0,236532000.0,217261000.0,124313000.0,276021000.0,438076000.0,362393000.0,104952000.0,225232000.0,352190000.0,562307000.0,136041000.0,269263000.0,396594000.0
OperatingLeaseCost / USD,700000.0,,,,700000.0,,,,800000.0,,,,800000.0,,,,800000.0,,,600000.0
OperatingLeaseExpense / USD,700000.0,,,,800000.0,,,,800000.0,,,,800000.0,,,,800000.0,,,
OperatingLeaseLiability / USD,3367000.0,2821000.0,2821000.0,2821000.0,2800000.0,,,,2100000.0,,,,2024000.0,,,,1250000.0,,,17668000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,2026000.0,,,,1445000.0,,,,1955000.0,,,,1170000.0,,,453000.0
OperatingLeaseRightOfUseAsset / USD,3098000.0,2473000.0,2473000.0,2473000.0,2473000.0,,,,1826000.0,,,,2525000.0,,,,1861000.0,,,1163000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,0.045,,,,0.047,,,,0.047,,,,0.047,,,0.066
OtherAssets / USD,3980000.0,1695000.0,1695000.0,1695000.0,3183000.0,4368000.0,4368000.0,4368000.0,2542000.0,3819000.0,3819000.0,3819000.0,1294000.0,6689000.0,6689000.0,6689000.0,4828000.0,11306000.0,11306000.0,10143000.0
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent / USD,119000.0,,,,-484000.0,,,,-1560000.0,,,,2134000.0,,,,4463000.0,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax / USD,-144000.0,,,,-419000.0,,,,-1285000.0,,,,1572000.0,,,,3491000.0,,,
OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent / USD,388000.0,,,,716000.0,,,,268000.0,,,,-673000.0,,,,-488000.0,,,
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax / USD,50000.0,,,,36000.0,,,,53000.0,,,,114000.0,,,,32000.0,,,
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax / USD,-64000.0,,,,-46000.0,,,,-66000.0,,,,-144000.0,,,,-41000.0,,,
OtherComprehensiveIncomeLossNetOfTax / USD,-94000.0,13000.0,14000.0,14000.0,-383000.0,28000.0,28000.0,28000.0,-1232000.0,8000.0,8000.0,8000.0,1686000.0,-25000.0,-25000.0,-25000.0,3523000.0,-21000.0,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,-21000.0,-21000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax / USD,156000.0,,,,1029000.0,,,,3217000.0,,,,978000.0,,,,-1958000.0,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax / USD,-183000.0,,,,530000.0,,,,1626000.0,,,,-1990000.0,,,,-4422000.0,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax / USD,38000.0,,,,111000.0,,,,342000.0,,,,-418000.0,,,,-931000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax / USD,,,,,,,,,,,,,,,,,-9000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax / USD,200000.0,,,,200000.0,,,,200000.0,,,,200000.0,,,,400000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax / USD,100000.0,,,,100000.0,,,,100000.0,,,,100000.0,,,,100000.0,,,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1 / USD,,4000.0,7000.0,11000.0,,8000.0,8000.0,8000.0,-328000.0,2000.0,2000.0,2000.0,448000.0,6000.0,14000.0,-8000.0,940000.0,6000.0,6000.0,6000.0
OtherNonoperatingIncomeExpense / USD,,,,,,,,,,,,,433000.0,3000.0,3000.0,390000.0,-22000.0,,2316000.0,2346000.0
OtherPaymentsToAcquireBusinesses / USD,,,,,,,,,,,,,,,,0.0,,,,42952000.0
OtherPostretirementBenefitExpense / USD,,,,,,,,,,,,,-113000.0,-128000.0,-258000.0,,-363000.0,,,
OtherReceivables / USD,62995000.0,48216000.0,48216000.0,48216000.0,48216000.0,95217000.0,95217000.0,95217000.0,95217000.0,103983000.0,103983000.0,103983000.0,103983000.0,128971000.0,128971000.0,128971000.0,128971000.0,126670000.0,126670000.0,126670000.0
PaymentsForRepurchaseOfCommonStock / USD,38397000.0,,0.0,0.0,,0.0,2504000.0,10816000.0,0.0,219000.0,24592000.0,57578000.0,19684000.0,6837000.0,26379000.0,32325000.0,87765000.0,10341000.0,16722000.0,22795000.0
PaymentsOfDividends / USD,31652000.0,124098000.0,124098000.0,124098000.0,46546000.0,21329000.0,42658000.0,63970000.0,201660000.0,23224000.0,200998000.0,224130000.0,85264000.0,25061000.0,50027000.0,74979000.0,247281000.0,26907000.0,53801000.0,310550000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,0.0,0.0,0.0,0.0,0.0,939000.0,939000.0,1284000.0,1762000.0,1207000.0,1207000.0,1623000.0
PaymentsToAcquireBusinessesGross / USD,,,,,,,,,,,,,,,,0.0,0.0,,,45000000.0
PaymentsToAcquireIntangibleAssets / USD,,,,,,,,,,,,0.0,0.0,,,21403000.0,0.0,,,
PaymentsToAcquireRealEstate / USD,9377000.0,3890000.0,3912000.0,3966000.0,74583000.0,0.0,10000.0,10000.0,3966000.0,13000.0,12000.0,12000.0,535000.0,,20320000.0,20320000.0,633000.0,0.0,1026000.0,1026000.0
PaymentsToAcquireRoyaltyInterestsInMiningProperties / USD,24303000.0,16936000.0,16945000.0,16945000.0,5017000.0,0.0,0.0,0.0,16946000.0,1637000.0,1662000.0,1662000.0,0.0,,1803000.0,3566000.0,1662000.0,0.0,0.0,120334000.0
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent / USD,0.0,,,,2150000.0,,,,611000.0,,,,0.0,,,,0.0,,,
PreferredStockParOrStatedValuePerShare / USD/shares,100.0,0.01,0.01,0.01,100.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized / shares,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
PreferredStockSharesOutstanding / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValue / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseAndOtherAssetsCurrent / USD,,2778000.0,2778000.0,2778000.0,1290000.0,3054000.0,3054000.0,3054000.0,3054000.0,7427000.0,7427000.0,7427000.0,7427000.0,2944000.0,2944000.0,2944000.0,2944000.0,5318000.0,5318000.0,5318000.0
PrepaidTaxes / USD,,,,,,,,,0.0,4809000.0,4809000.0,4809000.0,4809000.0,,,0.0,,,,
ProceedsFromLegalSettlements / USD,,,,,,,,,,,,,,,1900000.0,1900000.0,1400000.0,,1900000.0,
ProceedsFromPreviousAcquisition / USD,,,,,,,,,,,,,,,,,,,0.0,0.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,25000.0,,,,117000.0,0.0,0.0,1079000.0,0.0,96000.0,96000.0,106000.0,1086000.0,5000.0,5000.0,5000.0,106000.0,,,
ProfessionalFees / USD,2498000.0,2358000.0,4968000.0,6955000.0,16403000.0,2212000.0,3353000.0,4904000.0,10778000.0,1719000.0,2882000.0,4988000.0,7281000.0,16628000.0,26782000.0,28471000.0,,,,
PropertyPlantAndEquipmentGross / USD,99636000.0,104422000.0,104422000.0,104422000.0,104422000.0,118401000.0,118401000.0,118401000.0,118401000.0,135482000.0,135482000.0,135482000.0,135482000.0,146739000.0,146739000.0,146739000.0,146739000.0,178385000.0,178385000.0,178385000.0
PropertyPlantAndEquipmentNet / USD,88323000.0,79267000.0,79267000.0,79267000.0,79267000.0,79722000.0,79722000.0,79722000.0,79722000.0,85478000.0,85478000.0,85478000.0,85478000.0,89587000.0,89587000.0,89587000.0,89587000.0,122578000.0,122578000.0,122578000.0
ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions / MMBbls,,,,,,,,,,,,,,,,,13449.0,,,
ProvedDevelopedAndUndevelopedReservesNet / MMBbls,,,,,,,,,,,,,,,,,42533.0,,,
ProvedDevelopedAndUndevelopedReservesProduction / MMBbls,,,,,,,,,,,,,,,,,7791.0,,,
ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace / MMBbls,,,,,,,,,,,,,,,,,37.0,,,
ProvedDevelopedReservesVolume / MMBbls,,,,,,,,,,,,,,,,,48228.0,,,
RealEstateGrossAtCarryingValue / USD,107075000.0,108536000.0,108536000.0,108536000.0,108536000.0,109071000.0,109071000.0,109071000.0,109071000.0,109704000.0,109704000.0,109704000.0,109704000.0,130024000.0,130024000.0,130024000.0,130024000.0,143178000.0,143178000.0,143178000.0
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions / USD,,,,,,,,,,,,,,,,,1027000.0,,,
ResultsOfOperationsIncomeTaxExpense / USD,,,,,,,,,,,,,,,,,95307000.0,,,
ResultsOfOperationsOilAndGasProducingActivitiesNetIncomeExcludingCorporateOverheadAndInterestCosts / USD,,,,,,,,,,,,,,,,,347366000.0,,,
ResultsOfOperationsProductionOrLiftingCosts / USD,,,,,,,,,,,,,,,,,8734000.0,,,
ResultsOfOperationsRevenueFromOilAndGasProducingActivities / USD,,,,,,,,,,,,,,,,,452434000.0,,,
RetainedEarningsAccumulatedDeficit / USD,,487877000.0,487877000.0,487877000.0,487877000.0,668029000.0,668029000.0,668029000.0,668029000.0,866139000.0,866139000.0,866139000.0,866139000.0,1171672000.0,1171672000.0,1171672000.0,1171672000.0,1277594000.0,1277594000.0,1277594000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,300220000.0,96594000.0,153878000.0,228260000.0,490496000.0,84155000.0,180087000.0,303780000.0,302564000.0,147335000.0,323605000.0,514716000.0,450958000.0,146362000.0,306971000.0,464938000.0,667422000.0,174142000.0,346476000.0,520039000.0
RevisionsOfPreviousQuantityEstimates / USD,,,,,,,,,,,,,,,,,1259000.0,,,
SalesAndTransfersOfOilAndGasProducedNetOfProductionCosts / USD,,,,,,,,,,,,,,,,,443700000.0,,,
SegmentExpenditureAdditionToLongLivedAssets / USD,,,,,,,,,,,,,16415000.0,3773000.0,5144000.0,10387000.0,18967000.0,5662000.0,12161000.0,21994000.0
ShareBasedCompensation / USD,,,,,0.0,0.0,0.0,0.0,0.0,1505000.0,3495000.0,5616000.0,28000.0,2473000.0,5323000.0,8112000.0,8432000.0,3354000.0,6054000.0,8989000.0
StandardizedMeasureOfDiscountedFutureNetCashFlowOfProvedOilAndGasReservesOther / USD,,,,,,,,,,,,,,,,,-41308000.0,,,
StandardizedMeasureOfDiscountedFutureNetCashFlowRelatingToProvedOilAndGasReservesAccretionOfDiscount / USD,,,,,,,,,,,,,,,,,78618000.0,,,
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves / USD,,,,,,,,,,,,,,,,,616919000.0,,,
StockIssuedDuringPeriodValueNewIssues / USD,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,,,,,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,,,,,,,,,,178500000.0,178500000.0,170200000.0
StockRepurchasedAndRetiredDuringPeriodValue / USD,38397000.0,,,,4353000.0,,,,87900000.0,,,,19903000.0,,,,87900000.0,,,
StockRepurchasedDuringPeriodValue / USD,,,2504000.0,2504000.0,,,2504000.0,2504000.0,,6749000.0,25534000.0,25534000.0,,6749000.0,6749000.0,6749000.0,,10445000.0,10445000.0,10445000.0
StockholdersEquity / USD,105098000.0,512137000.0,512137000.0,512137000.0,244691000.0,485184000.0,485184000.0,485184000.0,512137000.0,651711000.0,651711000.0,651711000.0,485184000.0,772887000.0,772887000.0,772887000.0,651711000.0,1043196000.0,1043196000.0,1043196000.0
StockholdersEquityNoteStockSplitConversionRatio1 / pure,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,,,
TaxesExcludingIncomeAndExciseTaxes / USD,,,,,,,,,,2043000.0,4085000.0,6953000.0,144000.0,1574000.0,3644000.0,5425000.0,8854000.0,2357000.0,3801000.0,5990000.0
TreasuryStockCommonShares / shares,,,0.0,0.0,0.0,11461.0,11461.0,11461.0,11461.0,60477.0,60477.0,60477.0,60477.0,86929.0,86929.0,86929.0,86929.0,114273.0,114273.0,114273.0
TreasuryStockCommonValue / USD,,,,,,,,,,,,,,,,,,,168843000.0,168843000.0
TreasuryStockValue / USD,,,0.0,0.0,0.0,15417000.0,15417000.0,15417000.0,15417000.0,104139000.0,104139000.0,104139000.0,104139000.0,144998000.0,144998000.0,144998000.0,144998000.0,168843000.0,,
TreasuryStockValueAcquiredCostMethod / USD,,,,,,,,58400000.0,19900000.0,,,,87900000.0,6700000.0,26200000.0,32200000.0,42400000.0,10300000.0,16600000.0,22700000.0
UnrecognizedTaxBenefits / USD,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
WaterProductionCosts / USD,11168000.0,6780000.0,8945000.0,11205000.0,20808000.0,3298000.0,6849000.0,10499000.0,14233000.0,2782000.0,6697000.0,13045000.0,13233000.0,5656000.0,15943000.0,24496000.0,17463000.0,10212000.0,25036000.0,36767000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,7787407.0,7756156.0,7756156.0,7756156.0,7756437.0,7756156.0,7756020.0,7754439.0,7756156.0,7742710.0,7739859.0,7733505.0,7752054.0,23095193.0,23083643.0,23072955.0,23180427.0,23020249.0,23018313.0,23016733.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,,7756156.0,7756156.0,7756437.0,7756156.0,7756020.0,7754439.0,7756156.0,7741365.0,7737527.0,7729866.0,7752027.0,23079251.0,23068056.0,23054073.0,23165871.0,23003001.0,22995486.0,22990213.0
