fact_unit,2017-11-06,2018-02-15,2018-05-04,2018-08-03,2018-11-02,2019-02-11,2019-05-03,2019-08-06,2019-10-31,2020-02-14,2020-05-05,2020-07-31,2020-10-30,2021-02-12,2021-05-04,2021-06-03,2021-08-04,2021-11-03,2022-02-11,2022-05-06,2022-08-04,2022-11-08,2023-02-15,2023-05-03,2023-08-03,2023-11-02,2024-02-15,2024-05-01,2024-07-31,2024-11-05,2025-02-14,2025-05-02,2025-08-05,2025-11-06
NoncurrentAssets / USD,,17854000000.0,,,,23486000000.0,,,,10029000000.0,,,,9917000000.0,,6823000000.0,,,7100000000.0,,,,5641000000.0,,,,5753000000.0,,,,5731000000.0,5731000000.0,,
NonoperatingIncomeExpense / USD,1369000000.0,4716000000.0,-444000000.0,-122000000.0,272000000.0,1486000000.0,115000000.0,-16000000.0,-25000000.0,66000000.0,84000000.0,65000000.0,144000000.0,92000000.0,212000000.0,91000000.0,201000000.0,631000000.0,144000000.0,19000000.0,154000000.0,155000000.0,632000000.0,3000000.0,97000000.0,123000000.0,145000000.0,29000000.0,57000000.0,112000000.0,191000000.0,191000000.0,-49000000.0,147000000.0
NumberOfOperatingSegments / segment,9.0,9.0,,,,9.0,,,,,,,,,,,,,3.0,,,,2.0,,,,2.0,,,,2.0,2.0,2.0,2.0
NumberOfReportableSegments / segment,8.0,8.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0
OciBeforeReclassificationsNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,1438000000.0,,,,-264000000.0,77000000.0,,,-996000000.0,-996000000.0,,
OperatingLeaseCost / USD,,,,,,,201000000.0,90000000.0,141000000.0,182000000.0,44000000.0,90000000.0,141000000.0,182000000.0,31000000.0,139000000.0,64000000.0,100000000.0,139000000.0,27000000.0,53000000.0,80000000.0,136000000.0,27000000.0,55000000.0,82000000.0,105000000.0,29000000.0,58000000.0,88000000.0,113000000.0,113000000.0,63000000.0,88000000.0
OperatingLeaseLeaseIncome / USD,,,,,,,,,,,,,,,,,,,,,,,58000000.0,,,,73000000.0,,,,58000000.0,58000000.0,,
OperatingLeaseLiability / USD,,,,,,,3310000000.0,538000000.0,599000000.0,554000000.0,554000000.0,554000000.0,554000000.0,554000000.0,425000000.0,433000000.0,425000000.0,425000000.0,425000000.0,429000000.0,429000000.0,429000000.0,429000000.0,423000000.0,423000000.0,423000000.0,423000000.0,487000000.0,487000000.0,487000000.0,487000000.0,487000000.0,406000000.0,380000000.0
OperatingLeaseLiabilityCurrent / USD,,,,,,,690000000.0,144000000.0,162000000.0,138000000.0,138000000.0,138000000.0,138000000.0,138000000.0,117000000.0,109000000.0,117000000.0,117000000.0,117000000.0,92000000.0,92000000.0,92000000.0,92000000.0,90000000.0,90000000.0,90000000.0,90000000.0,97000000.0,97000000.0,97000000.0,97000000.0,97000000.0,84000000.0,79000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,2620000000.0,394000000.0,437000000.0,416000000.0,416000000.0,416000000.0,416000000.0,416000000.0,308000000.0,324000000.0,308000000.0,308000000.0,308000000.0,337000000.0,337000000.0,337000000.0,337000000.0,333000000.0,333000000.0,333000000.0,333000000.0,390000000.0,390000000.0,390000000.0,390000000.0,390000000.0,322000000.0,301000000.0
OperatingLeasePayments / USD,,,,,,,210000000.0,92000000.0,150000000.0,184000000.0,41000000.0,92000000.0,150000000.0,184000000.0,31000000.0,142000000.0,63000000.0,101000000.0,142000000.0,27000000.0,52000000.0,80000000.0,134000000.0,27000000.0,56000000.0,82000000.0,105000000.0,27000000.0,55000000.0,85000000.0,109000000.0,109000000.0,60000000.0,84000000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,3287000000.0,539000000.0,604000000.0,556000000.0,556000000.0,556000000.0,556000000.0,556000000.0,423000000.0,435000000.0,423000000.0,423000000.0,423000000.0,422000000.0,422000000.0,422000000.0,422000000.0,426000000.0,426000000.0,426000000.0,426000000.0,484000000.0,484000000.0,484000000.0,484000000.0,484000000.0,403000000.0,372000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,0.0397,0.034,0.033,0.0328,,,,0.0328,0.0241,0.0299,0.0226,0.0226,0.0226,0.0201,0.0201,0.0201,0.0201,0.0276,0.0276,0.0276,0.0276,0.0355,0.0355,0.0355,0.0355,0.0355,0.0378,0.037
OtherAssetsNoncurrent / USD,565000000.0,565000000.0,2774000000.0,2774000000.0,2774000000.0,2774000000.0,2476000000.0,134000000.0,134000000.0,134000000.0,1014000000.0,1014000000.0,1014000000.0,1014000000.0,812000000.0,782000000.0,812000000.0,812000000.0,812000000.0,1360000000.0,1360000000.0,1360000000.0,1360000000.0,1251000000.0,1251000000.0,1251000000.0,1251000000.0,1237000000.0,1237000000.0,1237000000.0,1237000000.0,1237000000.0,1204000000.0,1131000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,0.0,-58000000.0,0.0,18000000.0,38000000.0,0.0,11000000.0,67000000.0,109000000.0,56000000.0,-3000000.0,-21000000.0,-12000000.0,61000000.0,61000000.0,21000000.0,0.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,325000000.0,-986000000.0,239000000.0,626000000.0,247000000.0,-644000000.0,1333000000.0,-1060000000.0,-1234000000.0,446000000.0,-97000000.0,-135000000.0,-829000000.0,-1743000000.0,-404000000.0,-1743000000.0,-59000000.0,547000000.0,-464000000.0,-484000000.0,-365000000.0,-554000000.0,1540000000.0,-272000000.0,-965000000.0,-1802000000.0,-755000000.0,82000000.0,-77000000.0,-345000000.0,-1119000000.0,-1119000000.0,-372000000.0,59000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,986000000.0,-650000000.0,308000000.0,748000000.0,455000000.0,-1155000000.0,1455000000.0,-723000000.0,-557000000.0,850000000.0,36000000.0,78000000.0,-621000000.0,-2385000000.0,-402000000.0,-2385000000.0,-54000000.0,556000000.0,-520000000.0,-214000000.0,-78000000.0,-235000000.0,1460000000.0,-268000000.0,-906000000.0,-1672000000.0,-16000000.0,75000000.0,-108000000.0,-370000000.0,-850000000.0,-850000000.0,-377000000.0,17000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,30000000.0,65000000.0,-633000000.0,,,,,,,,,,1460000000.0,,,,-3000000.0,74000000.0,,,-832000000.0,-832000000.0,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,-640000000.0,-552000000.0,-102000000.0,-203000000.0,-308000000.0,620000000.0,-130000000.0,-257000000.0,-384000000.0,-466000000.0,-135000000.0,-191000000.0,-187000000.0,626000000.0,-2000000.0,626000000.0,-5000000.0,-9000000.0,65000000.0,-12000000.0,-11000000.0,-23000000.0,80000000.0,7000000.0,8000000.0,-21000000.0,-425000000.0,4000000.0,10000000.0,13000000.0,-41000000.0,-41000000.0,26000000.0,42000000.0
OtherComprehensiveIncomeLossTax / USD,-185000000.0,-46000000.0,-59000000.0,-104000000.0,166000000.0,-233000000.0,20000000.0,83000000.0,-171000000.0,-309000000.0,27000000.0,38000000.0,44000000.0,149000000.0,,149000000.0,,,-28000000.0,,,,-37000000.0,,,,140000000.0,,,,-1000000.0,-1000000.0,,
OtherLiabilitiesNoncurrent / USD,5560000000.0,5560000000.0,7969000000.0,7969000000.0,7969000000.0,7969000000.0,6988000000.0,764000000.0,764000000.0,764000000.0,1191000000.0,1191000000.0,1191000000.0,1191000000.0,834000000.0,1040000000.0,834000000.0,834000000.0,834000000.0,873000000.0,873000000.0,873000000.0,873000000.0,1151000000.0,1151000000.0,1151000000.0,1151000000.0,1234000000.0,1234000000.0,1234000000.0,1234000000.0,1234000000.0,1281000000.0,1254000000.0
OtherNoncashIncomeExpense / USD,-300000000.0,-437000000.0,-141000000.0,-252000000.0,-228000000.0,-361000000.0,-269000000.0,,,,,,,,,,,-127000000.0,-338000000.0,-53000000.0,-92000000.0,-128000000.0,-175000000.0,-24000000.0,-19000000.0,-12000000.0,-177000000.0,-27000000.0,-70000000.0,-72000000.0,59000000.0,59000000.0,8000000.0,-4000000.0
OtherNonrecurringIncomeExpense / USD,-287000000.0,-3828000000.0,727000000.0,1049000000.0,1838000000.0,1664000000.0,1452000000.0,1708000000.0,-274000000.0,,-947000000.0,-1708000000.0,-274000000.0,-4157000000.0,857000000.0,-3643000000.0,3395000000.0,3585000000.0,1812000000.0,5000000.0,-107000000.0,-68000000.0,2260000000.0,111000000.0,63000000.0,14000000.0,22000000.0,8000000.0,30000000.0,47000000.0,233000000.0,233000000.0,184000000.0,51000000.0
OtherOperatingIncomeExpenseNet / USD,,,,,,,,45000000.0,43000000.0,14000000.0,31000000.0,-8000000.0,8000000.0,83000000.0,5000000.0,77000000.0,6000000.0,16000000.0,-24000000.0,-12000000.0,-19000000.0,-17000000.0,24000000.0,1000000.0,8000000.0,11000000.0,-15000000.0,-1000000.0,3000000.0,10000000.0,20000000.0,20000000.0,13000000.0,14000000.0
OtherReceivablesNetCurrent / USD,4312000000.0,4312000000.0,5579000000.0,5579000000.0,5579000000.0,5579000000.0,4963000000.0,431000000.0,431000000.0,431000000.0,,,,795000000.0,510000000.0,653000000.0,510000000.0,510000000.0,510000000.0,516000000.0,547000000.0,547000000.0,470000000.0,,,,716000000.0,,,,556000000.0,556000000.0,,
OtherTaxExpenseBenefit / USD,,,,,,,,10000000.0,10000000.0,,,,,,-59000000.0,,-59000000.0,-59000000.0,,-59000000.0,-59000000.0,-59000000.0,,,9000000.0,,,8000000.0,-8000000.0,-8000000.0,-8000000.0,-8000000.0,-8000000.0,-8000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,0.0,0.0,0.0,,2000000.0,-24000000.0,2000000.0,,,,,,,,,,,-22000000.0,5000000.0,-4000000.0,-9000000.0,-18000000.0,-29000000.0,-2000000.0,-11000000.0,-4000000.0,-39000000.0,1000000.0,-4000000.0,2000000.0,-12000000.0,-12000000.0,-7000000.0,-13000000.0
PaymentsForRepurchaseOfCommonStock / USD,416000000.0,1166000000.0,0.0,0.0,0.0,916000000.0,1000000000.0,102000000.0,461000000.0,750000000.0,982000000.0,982000000.0,982000000.0,982000000.0,1500000000.0,982000000.0,,232000000.0,2329000000.0,500000000.0,1143000000.0,1643000000.0,,375000000.0,875000000.0,1125000000.0,3250000000.0,,,,3250000000.0,3250000000.0,,
PaymentsOfDividends / USD,1782000000.0,2253000000.0,506000000.0,1063000000.0,1947000000.0,2462000000.0,880000000.0,,,3394000000.0,,,,3491000000.0,,3491000000.0,,,1611000000.0,,,,882000000.0,,,,630000000.0,,,,652000000.0,652000000.0,,
PaymentsOfDividendsCommonStock / USD,,,,,,,,,,,,,,,,,,662000000.0,1611000000.0,161000000.0,319000000.0,476000000.0,882000000.0,169000000.0,335000000.0,500000000.0,630000000.0,165000000.0,330000000.0,495000000.0,652000000.0,652000000.0,317000000.0,476000000.0
PaymentsOfDividendsMinorityInterest / USD,85000000.0,112000000.0,21000000.0,51000000.0,58000000.0,176000000.0,27000000.0,,,,,,,,,,,48000000.0,27000000.0,19000000.0,24000000.0,34000000.0,50000000.0,18000000.0,15000000.0,27000000.0,29000000.0,34000000.0,34000000.0,34000000.0,26000000.0,26000000.0,20000000.0,18000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,65000000.0,50000000.0,84000000.0,85000000.0,89000000.0,65000000.0,103000000.0,,,,,,,,,,,14000000.0,84000000.0,15000000.0,25000000.0,26000000.0,15000000.0,22000000.0,23000000.0,25000000.0,26000000.0,26000000.0,24000000.0,25000000.0,27000000.0,27000000.0,24000000.0,26000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,187000000.0,123000000.0,26000000.0,31000000.0,-3000000.0,187000000.0,,,,,,,,,,,,73000000.0,180000000.0,11000000.0,11000000.0,2323000000.0,70000000.0,-5000000.0,,-5000000.0,2346000000.0,,0.0,1761000000.0,-5000000.0,-5000000.0,,320000000.0
PaymentsToAcquireMarketableSecurities / USD,426000000.0,1246000000.0,129000000.0,379000000.0,476000000.0,577000000.0,758000000.0,,,,,,,,,,,1000000.0,197000000.0,2001000000.0,2001000000.0,2001000000.0,1000000.0,0.0,15000000.0,15000000.0,2001000000.0,17000000.0,32000000.0,32000000.0,1317000000.0,1317000000.0,,
PaymentsToAcquireProductiveAssets / USD,2877000000.0,3703000000.0,754000000.0,1549000000.0,2301000000.0,3804000000.0,776000000.0,,,551000000.0,,,,,,,,922000000.0,2472000000.0,283000000.0,499000000.0,707000000.0,1194000000.0,251000000.0,347000000.0,502000000.0,788000000.0,232000000.0,355000000.0,474000000.0,662000000.0,662000000.0,309000000.0,376000000.0
PensionAndOtherPostretirementBenefitContributions / USD,567000000.0,844000000.0,302000000.0,381000000.0,463000000.0,629000000.0,378000000.0,,,,,,,,,,,77000000.0,697000000.0,28000000.0,46000000.0,62000000.0,98000000.0,20000000.0,34000000.0,44000000.0,74000000.0,21000000.0,35000000.0,49000000.0,66000000.0,66000000.0,38000000.0,49000000.0
PensionAndOtherPostretirementBenefitExpense / USD,312000000.0,755000000.0,112000000.0,219000000.0,306000000.0,389000000.0,31000000.0,,,,,,,,,,,30000000.0,-72000000.0,-6000000.0,-13000000.0,-22000000.0,-12000000.0,-7000000.0,-13000000.0,-20000000.0,-30000000.0,2000000.0,4000000.0,7000000.0,-28000000.0,-28000000.0,-10000000.0,-12000000.0
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities / USD,364000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000000.0,53000000.0,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent / USD,11375000000.0,11375000000.0,18581000000.0,18581000000.0,18581000000.0,18581000000.0,15909000000.0,1343000000.0,1343000000.0,1343000000.0,1172000000.0,1172000000.0,1172000000.0,1172000000.0,1110000000.0,986000000.0,1110000000.0,1110000000.0,1110000000.0,762000000.0,762000000.0,762000000.0,762000000.0,522000000.0,522000000.0,522000000.0,522000000.0,565000000.0,565000000.0,565000000.0,565000000.0,565000000.0,523000000.0,517000000.0
PrepaidExpenseAndOtherAssetsCurrent / USD,,,,,,,,,,,,,,,,,,,181000000.0,177000000.0,177000000.0,177000000.0,177000000.0,168000000.0,161000000.0,161000000.0,161000000.0,194000000.0,194000000.0,194000000.0,194000000.0,194000000.0,179000000.0,161000000.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,,96000000.0,215000000.0,522000000.0,,33000000.0,,,,,,,,,,,1008000000.0,299000000.0,31000000.0,172000000.0,285000000.0,1033000000.0,15000000.0,300000000.0,364000000.0,797000000.0,0.0,0.0,16000000.0,10951000000.0,10951000000.0,,
ProceedsFromIssuanceOfCommonStock / USD,0.0,0.0,0.0,0.0,32000000.0,0.0,108000000.0,,,,,,,,,,,34000000.0,85000000.0,90000000.0,108000000.0,110000000.0,57000000.0,83000000.0,83000000.0,83000000.0,115000000.0,12000000.0,12000000.0,22000000.0,88000000.0,88000000.0,18000000.0,43000000.0
ProceedsFromLongTermLinesOfCredit / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,600000000.0,0.0,,,,600000000.0,600000000.0,,
ProceedsFromPaymentsForOtherFinancingActivities / USD,-2000000.0,-88000000.0,0.0,0.0,-2000000.0,-2000000.0,-5000000.0,,,,,,,,,,,-55000000.0,-5000000.0,-3000000.0,-3000000.0,-2000000.0,-55000000.0,,-4000000.0,-4000000.0,-26000000.0,,-1000000.0,-2000000.0,-4000000.0,-4000000.0,-1000000.0,-1000000.0
ProceedsFromRepaymentsOfShortTermDebt / USD,-69000000.0,-82000000.0,136000000.0,288000000.0,953000000.0,-33000000.0,196000000.0,,,,,,,,,,,-1439000000.0,2735000000.0,0.0,0.0,0.0,-1829000000.0,254000000.0,511000000.0,1137000000.0,150000000.0,,,175000000.0,-150000000.0,-150000000.0,,
ProceedsFromSaleAndMaturityOfMarketableSecurities / USD,607000000.0,640000000.0,136000000.0,435000000.0,2088000000.0,733000000.0,1376000000.0,,,,,,,,,,1000000.0,1000000.0,242000000.0,,2001000000.0,2001000000.0,1000000.0,,0.0,15000000.0,2001000000.0,,1334000000.0,1334000000.0,15000000.0,15000000.0,,
ProfitLoss / USD,4320000000.0,7783000000.0,915000000.0,2274000000.0,2808000000.0,4404000000.0,1148000000.0,2941000000.0,3480000000.0,1291000000.0,572000000.0,35000000.0,412000000.0,4000000000.0,-610000000.0,4000000000.0,-3081000000.0,-3153000000.0,600000000.0,5398000000.0,5885000000.0,6289000000.0,-2923000000.0,508000000.0,1303000000.0,1679000000.0,6515000000.0,265000000.0,148000000.0,476000000.0,5917000000.0,5917000000.0,382000000.0,846000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,4256000000.0,,,,4142000000.0,,,,4448000000.0,,,,4841000000.0,4841000000.0,,
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,6867000000.0,,,,5753000000.0,5731000000.0,5731000000.0,5731000000.0,5731000000.0,5884000000.0,5884000000.0,5884000000.0,5884000000.0,5884000000.0,5768000000.0,5014000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,11123000000.0,,,,9895000000.0,,,,10179000000.0,,,,10725000000.0,10725000000.0,,
RatioOfIndebtednessToNetCapital1 / pure,,,,,,,,,,0.6,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,,,,0.6,,,,0.6,0.6,,
ReceivablesNetCurrent / USD,,,,,,,,3391000000.0,3391000000.0,3391000000.0,3802000000.0,3802000000.0,3802000000.0,3802000000.0,2421000000.0,2751000000.0,2421000000.0,2421000000.0,2421000000.0,2159000000.0,2159000000.0,2159000000.0,2159000000.0,2518000000.0,2518000000.0,2518000000.0,2518000000.0,2370000000.0,2370000000.0,2370000000.0,2370000000.0,2370000000.0,2199000000.0,2011000000.0
RepaymentsOfLongTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,687000000.0,687000000.0
RepaymentsOfLongTermLinesOfCredit / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,600000000.0,0.0,,,,600000000.0,600000000.0,,
RepaymentsOfUnsecuredDebt / USD,,,,,,,,,,,,,,,,,,,,,,,2031000000.0,,,,5000000000.0,,,,2500000000.0,2500000000.0,,
ResearchAndDevelopmentExpense / USD,1159000000.0,1598000000.0,419000000.0,827000000.0,1355000000.0,1593000000.0,768000000.0,544000000.0,808000000.0,657000000.0,267000000.0,499000000.0,724000000.0,1070000000.0,173000000.0,797000000.0,326000000.0,466000000.0,689000000.0,139000000.0,272000000.0,409000000.0,565000000.0,143000000.0,284000000.0,413000000.0,557000000.0,127000000.0,252000000.0,380000000.0,536000000.0,536000000.0,259000000.0,370000000.0
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,7000000.0,7000000.0,411000000.0,411000000.0,411000000.0,411000000.0,411000000.0,6000000.0,6000000.0
RestrictedCashAndCashEquivalentsNoncurrent / USD,,,,,,,,,,,,,,,,,,6206000000.0,6206000000.0,53000000.0,53000000.0,53000000.0,53000000.0,103000000.0,103000000.0,103000000.0,103000000.0,,,0.0,0.0,0.0,36000000.0,36000000.0
RestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,65000000.0,65000000.0,110000000.0,110000000.0,110000000.0,110000000.0,411000000.0,411000000.0,411000000.0,411000000.0,411000000.0,42000000.0,42000000.0
RestructuringCharges / USD,,,,,,,,,,288000000.0,,,,147000000.0,398000000.0,97000000.0,-131000000.0,139000000.0,156000000.0,2000000.0,7000000.0,8000000.0,172000000.0,7000000.0,7000000.0,7000000.0,50000000.0,14000000.0,31000000.0,,61000000.0,61000000.0,47000000.0,56000000.0
RestructuringCostsAndAssetImpairmentCharges / USD,452000000.0,559000000.0,-1000000.0,-13000000.0,166000000.0,595000000.0,262000000.0,,,,,,,,,,,807000000.0,588000000.0,4000000.0,14000000.0,15000000.0,849000000.0,101000000.0,101000000.0,101000000.0,50000000.0,14000000.0,31000000.0,39000000.0,155000000.0,155000000.0,47000000.0,56000000.0
RestructuringReserveCurrent / USD,,,,,,,,,,,,,,,,,,,96000000.0,,,,43000000.0,67000000.0,67000000.0,67000000.0,67000000.0,107000000.0,107000000.0,107000000.0,107000000.0,107000000.0,48000000.0,37000000.0
RetainedEarningsAccumulatedDeficit / USD,30338000000.0,30338000000.0,29211000000.0,29211000000.0,29211000000.0,29211000000.0,30536000000.0,30257000000.0,30257000000.0,30257000000.0,-8400000000.0,-8400000000.0,-8400000000.0,-8400000000.0,-11586000000.0,-8400000000.0,-11586000000.0,-11586000000.0,-11586000000.0,-23187000000.0,-23187000000.0,-23187000000.0,-23187000000.0,-21065000000.0,-21065000000.0,-21065000000.0,-21065000000.0,-22874000000.0,-22874000000.0,-22874000000.0,-22874000000.0,-22874000000.0,-23076000000.0,-23076000000.0
RetainedEarningsUndistributedEarningsFromEquityMethodInvestees / USD,,1196000000.0,,,,1731000000.0,,,,1760000000.0,,,,790000000.0,,1067000000.0,,,950000000.0,,,,912000000.0,,,,656000000.0,,,,637000000.0,637000000.0,,
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,3670000000.0,,6959000000.0,10588000000.0,15436000000.0,3017000000.0,6121000000.0,9320000000.0,11128000000.0,3274000000.0,6596000000.0,9913000000.0,12566000000.0,3018000000.0,6112000000.0,9170000000.0,13017000000.0,13017000000.0,6102000000.0,8263000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,111000000.0,117000000.0,57000000.0,82000000.0,111000000.0,117000000.0,53000000.0,100000000.0,51000000.0,101000000.0,125000000.0,14000000.0,23000000.0,64000000.0,129000000.0,12000000.0,59000000.0,75000000.0,131000000.0,18000000.0,78000000.0,143000000.0,131000000.0,131000000.0,26000000.0,42000000.0
SegmentExpenditureAdditionToLongLivedAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,816000000.0,,,,659000000.0,659000000.0,,
SellingGeneralAndAdministrativeExpense / USD,2166000000.0,2948000000.0,759000000.0,1479000000.0,2480000000.0,2953000000.0,1714000000.0,1570000000.0,2301000000.0,1615000000.0,726000000.0,1368000000.0,2013000000.0,3028000000.0,482000000.0,2403000000.0,896000000.0,1299000000.0,2057000000.0,395000000.0,790000000.0,1201000000.0,1492000000.0,389000000.0,774000000.0,1130000000.0,1602000000.0,340000000.0,698000000.0,1058000000.0,1467000000.0,1467000000.0,802000000.0,1134000000.0
ShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000000.0,75000000.0,44000000.0,60000000.0
ShortTermLeaseCost / USD,,,,,,,60000000.0,2000000.0,3000000.0,5000000.0,,,,5000000.0,,4000000.0,,,4000000.0,,,,3000000.0,,,,5000000.0,,,,4000000.0,4000000.0,,
StockholdersEquity / USD,25987000000.0,25987000000.0,100330000000.0,100330000000.0,100330000000.0,100330000000.0,94571000000.0,94292000000.0,94292000000.0,94292000000.0,40987000000.0,40987000000.0,40987000000.0,40987000000.0,38504000000.0,40987000000.0,38504000000.0,38504000000.0,38504000000.0,26433000000.0,26433000000.0,26433000000.0,26433000000.0,26569000000.0,26569000000.0,26569000000.0,26569000000.0,24279000000.0,24279000000.0,24279000000.0,24279000000.0,24279000000.0,23350000000.0,23350000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,26183000000.0,23354000000.0,27229000000.0,27229000000.0,27229000000.0,26183000000.0,101927000000.0,101647000000.0,101647000000.0,27250000000.0,95900000000.0,95900000000.0,95900000000.0,101647000000.0,41556000000.0,101647000000.0,41556000000.0,41556000000.0,95900000000.0,39070000000.0,39070000000.0,39070000000.0,41556000000.0,27050000000.0,27050000000.0,27050000000.0,39070000000.0,27017000000.0,27017000000.0,27017000000.0,27050000000.0,27050000000.0,24725000000.0,24725000000.0
StockholdersEquityNoteSpinoffTransaction / USD,,,,,,,,-50487000000.0,-50487000000.0,-50654000000.0,,-50487000000.0,-50487000000.0,-50654000000.0,-15955000000.0,-50654000000.0,-15955000000.0,-15955000000.0,-50654000000.0,,,,,,,,-15955000000.0,,,,-167000000.0,-167000000.0,,
StockholdersEquityOther / USD,21000000.0,12000000.0,10000000.0,17000000.0,24000000.0,29000000.0,8000000.0,-38000000.0,-43000000.0,-170000000.0,5000000.0,6000000.0,11000000.0,37000000.0,28000000.0,37000000.0,33000000.0,30000000.0,9000000.0,21000000.0,3000000.0,1000000.0,11000000.0,21000000.0,19000000.0,21000000.0,-2000000.0,0.0,-3000000.0,-1000000.0,17000000.0,17000000.0,-1000000.0,1000000.0
SubleaseIncome / USD,,,,,,,-9000000.0,12000000.0,19000000.0,23000000.0,,,,23000000.0,,22000000.0,,,22000000.0,,,,8000000.0,,,,11000000.0,,,,12000000.0,12000000.0,,
SupplierFinanceProgramObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97000000.0,97000000.0,,
SupplierFinanceProgramObligationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,127000000.0,127000000.0,127000000.0,97000000.0,97000000.0,97000000.0,,104000000.0,104000000.0,84000000.0
SupplierFinanceProgramObligationDecreaseSettlement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413000000.0,413000000.0,,
SupplierFinanceProgramObligationIncrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421000000.0,421000000.0,,
TreasuryStockRetiredCostMethodAmount / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TreasuryStockValueAcquiredCostMethod / USD,416000000.0,2688000000.0,1000000000.0,2000000000.0,3000000000.0,916000000.0,1000000000.0,2000000000.0,3000000000.0,1000000000.0,1579000000.0,1681000000.0,2040000000.0,4421000000.0,232000000.0,4421000000.0,232000000.0,232000000.0,2329000000.0,500000000.0,1143000000.0,1643000000.0,232000000.0,375000000.0,875000000.0,1125000000.0,2143000000.0,400000000.0,400000000.0,1600000000.0,3725000000.0,3725000000.0,400000000.0,400000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,,18668000000.0,,,,22460000000.0,,,,7823000000.0,,,,10101000000.0,,7993000000.0,,,7897000000.0,,,,5969000000.0,,,,6495000000.0,,,,7024000000.0,7024000000.0,,
UnrecognizedTaxBenefits / USD,231000000.0,240000000.0,,,,280000000.0,,,,231000000.0,,,,994000000.0,,994000000.0,,,1062000000.0,,,,368000000.0,,,,432000000.0,,,,351000000.0,351000000.0,,
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation / USD,,,,,,15000000.0,,,,,,,,,,,,,3000000.0,,,,14000000.0,,,,5000000.0,,,,5000000.0,5000000.0,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,6000000.0,,,,12000000.0,,,,-6000000.0,,,,-51000000.0,,-51000000.0,,,149000000.0,,,,1000000.0,,,,18000000.0,,,,4000000.0,4000000.0,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,56000000.0,,,,325000000.0,,,,-11000000.0,,,,-13000000.0,,-13000000.0,,,0.0,,,,3000000.0,,,,1000000.0,,,,10000000.0,10000000.0,,
