fact_unit,2015-03-05,2015-06-04,2015-09-03,2015-12-21,2016-03-04,2016-06-03,2016-09-02,2016-12-19,2017-02-28,2017-06-07,2017-09-06,2017-12-20,2018-03-08,2018-06-05,2018-08-31,2018-12-18,2019-03-05,2019-05-30,2019-06-25,2019-08-30,2019-12-18,2020-03-05,2020-06-02,2020-09-01,2020-12-17,2021-03-03,2021-05-28,2021-08-31,2021-12-17,2022-03-01,2022-06-01,2022-08-30,2022-12-15,2023-03-03,2023-05-31,2023-08-30,2023-12-15,2024-03-05,2024-05-31,2024-08-29,2024-12-17,2025-03-06,2025-06-03,2025-08-29
StandardProductWarrantyAccrualPayments / USD,8000000.0,15000000.0,24000000.0,33000000.0,9000000.0,16000000.0,23000000.0,31000000.0,8000000.0,16000000.0,24000000.0,32000000.0,8000000.0,15000000.0,23000000.0,32000000.0,8000000.0,17000000.0,32000000.0,26000000.0,36000000.0,9000000.0,18000000.0,26000000.0,35000000.0,8000000.0,16000000.0,22000000.0,29000000.0,7000000.0,14000000.0,21000000.0,28000000.0,6000000.0,12000000.0,18000000.0,25000000.0,7000000.0,14000000.0,21000000.0,29000000.0,7000000.0,13000000.0,20000000.0
StandardProductWarrantyAccrualWarrantiesIssued / USD,12000000.0,23000000.0,34000000.0,46000000.0,9000000.0,17000000.0,26000000.0,33000000.0,8000000.0,14000000.0,16000000.0,23000000.0,7000000.0,15000000.0,24000000.0,33000000.0,10000000.0,18000000.0,33000000.0,28000000.0,36000000.0,8000000.0,15000000.0,21000000.0,28000000.0,5000000.0,9000000.0,17000000.0,24000000.0,9000000.0,15000000.0,23000000.0,29000000.0,7000000.0,11000000.0,16000000.0,23000000.0,9000000.0,16000000.0,23000000.0,33000000.0,7000000.0,10000000.0,16000000.0
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans / shares,,,,764113.0,,,,878816.0,,,,1234111.0,,,,1234111.0,,,1234111.0,,1085382.0,,,,885110.0,,,,810172.0,,,,628449.0,,,,541241.0,,,,462279.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,,,830000.0,,,,668000.0,,,,922000.0,,,,1048000.0,,,1048000.0,,747000.0,,,,182000.0,,,,100000.0,,,,100000.0,,,,100000.0,,,,100000.0,,,
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan / USD,,,,,,,,,,,,,,,,,,,,,,,,,36000000.0,,,,48000000.0,,,,53000000.0,,,,56000000.0,,,,62000000.0,,,
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,,200000000.0,200000000.0,,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,350000000.0,350000000.0,500000000.0,500000000.0,500000000.0,350000000.0,500000000.0,500000000.0,750000000.0,750000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,,,,,,,,,,,,,160000000.0,,,,,,,,,,,,,,,,,,,,,410000000.0,260000000.0,210000000.0
StockholdersEquity / USD,769000000.0,769000000.0,769000000.0,769000000.0,1302000000.0,1302000000.0,1302000000.0,1302000000.0,1513000000.0,1513000000.0,1513000000.0,1513000000.0,2310000000.0,2310000000.0,2310000000.0,2310000000.0,2433000000.0,2433000000.0,2310000000.0,2433000000.0,2433000000.0,3004000000.0,3004000000.0,3004000000.0,3004000000.0,3297000000.0,3297000000.0,3297000000.0,3297000000.0,3784000000.0,3784000000.0,3784000000.0,3784000000.0,4161000000.0,4161000000.0,4161000000.0,4161000000.0,4654000000.0,4654000000.0,4654000000.0,4654000000.0,5105000000.0,5105000000.0,5105000000.0
StockholdersEquityAverageAmountOutstanding / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77000000.0,77000000.0,77000000.0,77000000.0,,77000000.0,225000000.0,225000000.0,225000000.0,,785000000.0,635000000.0,485000000.0,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,,,,1305000000.0,,,,1245000000.0,,,,769000000.0,,,,1302000000.0,2310000000.0,2310000000.0,1302000000.0,2310000000.0,1513000000.0,2433000000.0,2433000000.0,2433000000.0,2310000000.0,3004000000.0,3004000000.0,3004000000.0,2433000000.0,3297000000.0,3297000000.0,3297000000.0,3004000000.0,3784000000.0,3784000000.0,3784000000.0,3297000000.0,4161000000.0,4161000000.0,4161000000.0,3784000000.0,4654000000.0,4654000000.0,4654000000.0
SubleaseIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
TaxesPayableCurrent / USD,72000000.0,72000000.0,72000000.0,72000000.0,50000000.0,50000000.0,50000000.0,50000000.0,41000000.0,41000000.0,41000000.0,41000000.0,28000000.0,28000000.0,28000000.0,28000000.0,42000000.0,42000000.0,28000000.0,42000000.0,42000000.0,55000000.0,55000000.0,55000000.0,55000000.0,64000000.0,64000000.0,64000000.0,64000000.0,74000000.0,74000000.0,74000000.0,74000000.0,96000000.0,96000000.0,96000000.0,96000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0,90000000.0
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,0.0,,,,-37000000.0,,,,0.0,,,,3000000.0,,,
TreasuryStockCommonShares / shares,,,,,,,,0.0,,,,2300000.0,,,,2300000.0,,,2300000.0,,4400000.0,,,,6500000.0,,,,10700000.0,,,,15100000.0,,20500000.0,20500000.0,20500000.0,25400000.0,25400000.0,25400000.0,25400000.0,28400000.0,28400000.0,28400000.0
TreasuryStockCommonValue / USD,,,,,,,,0.0,,,,62000000.0,,40000000.0,80000000.0,62000000.0,,,62000000.0,,182000000.0,,,,342000000.0,,,,752000000.0,,,,1425000000.0,,,,2274000000.0,2980000000.0,2980000000.0,2980000000.0,2980000000.0,3422000000.0,3422000000.0,3422000000.0
TreasuryStockSharesAcquired / shares,,,,,,1600000.0,2300000.0,,,0.0,0.0,2300000.0,0.0,773352000000.0,1441610000000.0,0.0,0.0,773352.0,0.0,1441610.0,0.0,686398000.0,1030120000.0,1790420000.0,2075460.0,731918000.0,2047166.0,2047166.0,2093570.0,137200.0,1728800.0,2297600.0,4274366.0,1128733.0,3006809.0,4646427.0,4361542.0,710736.0,710736.0,1640236.0,5442280.0,624961.0,926861.0,2000882.0
TreasuryStockValueAcquiredCostMethod / USD,,,,,,42000000.0,62000000.0,62000000.0,,,,62000000.0,,,,62000000.0,0.0,40000000.0,62000000.0,80000000.0,120000000.0,40000000.0,70000000.0,130000000.0,120000000.0,75000000.0,195000000.0,195000000.0,160000000.0,20000000.0,240000000.0,320000000.0,410000000.0,206000000.0,495000000.0,723000000.0,673000000.0,125000000.0,125000000.0,276000000.0,849000000.0,93000000.0,139000000.0,290000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,,,,,,,,,,,,,,,,91000000.0,,,91000000.0,,88000000.0,,,,105000000.0,,,,105000000.0,,,,105000000.0,,,,105000000.0,,,,105000000.0,,,
UnrealizedGainLossOnInvestments / USD,,,,,,,,,,,,,,,,,0.0,,,,2000000.0,,,,0.0,,,,6000000.0,,,,11000000.0,-3000000.0,-13000000.0,-21000000.0,0.0,6000000.0,,,,4000000.0,6000000.0,7000000.0
UnrecognizedTaxBenefits / USD,,,,162000000.0,,,,173000000.0,,,,129000000.0,,,,50000000.0,,,50000000.0,,51000000.0,,,,146000000.0,,,,234000000.0,,,,226000000.0,,,,237000000.0,,,,249000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,1000000.0,,,,20000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,2000000.0,,,,59000000.0,,,,4000000.0,,,,4000000.0,,,4000000.0,,9000000.0,,,,1000000.0,,,,32000000.0,,,,2000000.0,,,,2000000.0,,,,25000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,0.0,,,,1000000.0,,,,0.0,,,,0.0,,,0.0,,0.0,,,,12000000.0,,,,,,,,0.0,,,,0.0,,,,3000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,,,8000000.0,,,,1000000.0,,,,1000000.0,,,,2000000.0,,,2000000.0,,20000000.0,,,,22000000.0,,,,28000000.0,,,,33000000.0,,,,37000000.0,,,,36000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,,,,2000000.0,,,,4000000.0,,,,0.0,,,,1000000.0,,,1000000.0,,18000000.0,,,,2000000.0,,,,2000000.0,,,,5000000.0,,,,4000000.0,,,,3000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition / USD,,,,,,,,,,,,,,,,,,,,,22000000.0,,,,0.0,,,,9000000.0,,,,,,,,,,,,0.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,9000000.0,,,,10000000.0,,,,34000000.0,,,,5000000.0,,,5000000.0,,31000000.0,,,,100000000.0,,,,18000000.0,,,,13000000.0,,,,19000000.0,,,,32000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,5000000.0,,,,9000000.0,,,,2000000.0,,,,1000000.0,,,1000000.0,,52000000.0,,,,2000000.0,,,,0.0,,,,2000000.0,,,,0.0,,,,5000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,1000000.0,,,,3000000.0,,,,0.0,,,,1000000.0,,,1000000.0,,1000000.0,,,,1000000.0,,,,3000000.0,,,,3000000.0,,,,4000000.0,,,,4000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,50000000.0,,,,,,,,,,,,249000000.0,,,249000000.0,,227000000.0,,,,227000000.0,,,,216000000.0,,,,178000000.0,,,,176000000.0,,,,150000000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,291000000.0,,,349000000.0,291000000.0,,444000000.0,444000000.0,444000000.0,,,,467000000.0,,,,423000000.0,,,
VariableLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,4000000.0,8000000.0,12000000.0,16000000.0,4000000.0,8000000.0,12000000.0,16000000.0,5000000.0,10000000.0,11000000.0,16000000.0,4000000.0,8000000.0,12000000.0,14000000.0,4000000.0,10000000.0,15000000.0,17000000.0,7000000.0,11000000.0,16000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,167000000.0,167000000.0,167000000.0,167000000.0,170000000.0,171000000.0,171000000.0,167000000.0,172000000.0,172000000.0,172000000.0,171000000.0,173000000.0,176000000.0,180000000.0,172000000.0,189000000.0,190000000.0,172000000.0,191000000.0,182000000.0,190000000.0,191000000.0,191000000.0,191000000.0,191000000.0,190000000.0,190000000.0,191000000.0,188000000.0,188000000.0,187000000.0,189000000.0,184000000.0,183000000.0,182000000.0,187000000.0,180000000.0,179000000.0,179000000.0,182000000.0,176000000.0,175000000.0,175000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,167000000.0,167000000.0,167000000.0,167000000.0,168000000.0,168000000.0,169000000.0,167000000.0,171000000.0,171000000.0,170000000.0,169000000.0,171000000.0,174000000.0,178000000.0,170000000.0,187000000.0,187000000.0,170000000.0,187000000.0,180000000.0,187000000.0,188000000.0,188000000.0,187000000.0,188000000.0,188000000.0,187000000.0,188000000.0,186000000.0,185000000.0,185000000.0,187000000.0,183000000.0,182000000.0,181000000.0,185000000.0,178000000.0,178000000.0,178000000.0,180000000.0,175000000.0,175000000.0,174000000.0
