fact_unit,2015-03-05,2015-06-04,2015-09-03,2015-12-21,2016-03-04,2016-06-03,2016-09-02,2016-12-19,2017-02-28,2017-06-07,2017-09-06,2017-12-20,2018-03-08,2018-06-05,2018-08-31,2018-12-18,2019-03-05,2019-05-30,2019-06-25,2019-08-30,2019-12-18,2020-03-05,2020-06-02,2020-09-01,2020-12-17,2021-03-03,2021-05-28,2021-08-31,2021-12-17,2022-03-01,2022-06-01,2022-08-30,2022-12-15,2023-03-03,2023-05-31,2023-08-30,2023-12-15,2024-03-05,2024-05-31,2024-08-29,2024-12-17,2025-03-06,2025-06-03,2025-08-29
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,10000000.0,,,,11000000.0,,,,13000000.0,,,,20000000.0,,,20000000.0,,23000000.0,,,,24000000.0,,,,31000000.0,,,,26000000.0,,,,26000000.0,,,,23000000.0,,,
DeferredTaxLiabilitiesTaxDeferredIncome / USD,,,,1000000.0,,,,3000000.0,,,,1000000.0,,,,3000000.0,,,3000000.0,,1000000.0,,,,5000000.0,,,,3000000.0,,,,4000000.0,,,,1000000.0,,,,1000000.0,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,,,,53000000.0,,,,33000000.0,,,,38000000.0,,,,305000000.0,,,305000000.0,,5000000.0,,,,12000000.0,,,,37000000.0,,,,21000000.0,,,,8000000.0,,,,11000000.0,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries / USD,,,,,,,,,,,,,,,,4000000.0,,,4000000.0,,4000000.0,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231000000.0,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1 / USD,,,,,,,,,0.0,0.0,0.0,,68000000.0,68000000.0,68000000.0,,,,,,,,,,-2000000.0,,,,-5000000.0,,,,-5000000.0,,,,-16000000.0,,,,-9000000.0,,,
DefinedContributionPlanCostRecognized / USD,,,,12000000.0,,,,12000000.0,,,,,,,,14000000.0,,,14000000.0,,16000000.0,,,,23000000.0,,,,25000000.0,,,,27000000.0,,,,28000000.0,,,,31000000.0,,,
Depreciation / USD,,,,65000000.0,,,,74000000.0,,,,81000000.0,,,70000000.0,85000000.0,26000000.0,53000000.0,85000000.0,78000000.0,92000000.0,24000000.0,48000000.0,72000000.0,103000000.0,24000000.0,50000000.0,76000000.0,96000000.0,28000000.0,57000000.0,87000000.0,104000000.0,30000000.0,59000000.0,88000000.0,117000000.0,29000000.0,59000000.0,90000000.0,117000000.0,30000000.0,62000000.0,94000000.0
DerivativeFairValueOfDerivativeAsset / USD,9000000.0,9000000.0,9000000.0,9000000.0,1000000.0,1000000.0,1000000.0,1000000.0,4000000.0,4000000.0,4000000.0,4000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,2000000.0,,,2000000.0,26000000.0,26000000.0,26000000.0,26000000.0,54000000.0,54000000.0,54000000.0,54000000.0,154000000.0,154000000.0,154000000.0,154000000.0,18000000.0,18000000.0,18000000.0,18000000.0,38000000.0,38000000.0,38000000.0
DerivativeFairValueOfDerivativeLiability / USD,3000000.0,3000000.0,3000000.0,3000000.0,10000000.0,10000000.0,10000000.0,10000000.0,8000000.0,8000000.0,8000000.0,8000000.0,1000000.0,1000000.0,1000000.0,1000000.0,6000000.0,6000000.0,1000000.0,6000000.0,6000000.0,6000000.0,,,6000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,12000000.0,12000000.0,12000000.0,12000000.0,54000000.0,54000000.0,54000000.0,54000000.0,6000000.0,6000000.0,6000000.0
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000.0,98000000.0
DerivativeLossOnDerivative / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63000000.0,18000000.0,18000000.0,18000000.0,18000000.0,,
EarningsPerShareBasic / USD/shares,0.44,1.1,1.74,2.74,0.42,0.99,1.4,2.35,0.37,0.89,1.43,3.04,0.64,0.91,0.78,1.97,0.5,0.84,1.97,1.49,0.57,0.61,1.42,2.27,0.88,0.87,1.25,2.19,3.31,0.93,1.93,3.31,3.35,1.25,2.67,4.56,4.84,1.46,3.04,4.66,6.23,0.98,1.71,3.94
EarningsPerShareDiluted / USD/shares,0.44,1.1,1.74,2.74,0.41,0.97,1.38,2.35,0.37,0.88,1.41,3.0,0.63,0.9,0.78,1.95,0.5,0.83,1.95,1.46,0.56,0.6,1.4,2.23,0.86,0.86,1.23,2.16,3.25,0.92,1.91,3.27,3.31,1.24,2.65,4.52,4.78,1.45,3.02,4.63,6.18,0.98,1.7,3.92
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,4000000.0,6000000.0,-4000000.0,-21000000.0,-27000000.0,3000000.0,20000000.0,13000000.0,10000000.0,-43000000.0,8000000.0,0.0,2000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,0.195,,,0.09,,,,0.18,,,,-0.32,,,,0.08,,-1.628,0.08,-0.613,0.43,0.052,0.148,0.169,1.4,0.191,0.246,0.172,0.13,0.116,0.111,0.09,0.18,0.131,0.148,0.1,0.11,0.215,0.216,0.231,0.13,0.245,0.258,-0.112
EffectiveIncomeTaxRateReconciliationFdiiAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,,,,16000000.0,,,,17000000.0,,,
EffectiveIncomeTaxRateReconciliationGiltiAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12000000.0,,,,-11000000.0,,,,-16000000.0,,,
EmployeeRelatedLiabilitiesCurrent / USD,167000000.0,167000000.0,167000000.0,167000000.0,168000000.0,168000000.0,168000000.0,168000000.0,183000000.0,183000000.0,183000000.0,183000000.0,217000000.0,217000000.0,217000000.0,217000000.0,276000000.0,276000000.0,217000000.0,276000000.0,276000000.0,278000000.0,278000000.0,278000000.0,278000000.0,289000000.0,289000000.0,289000000.0,289000000.0,355000000.0,355000000.0,355000000.0,355000000.0,333000000.0,333000000.0,333000000.0,333000000.0,304000000.0,304000000.0,304000000.0,304000000.0,295000000.0,295000000.0,295000000.0
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount / USD,,,,,,0.0,0.0,,1000000.0,0.0,0.0,,1000000.0,0.0,0.0,,1000000.0,0.0,,0.0,,1000000.0,0.0,0.0,0.0,2000000.0,,,0.0,2000000.0,,,0.0,3000000.0,0.0,0.0,,4000000.0,2000000.0,2000000.0,,4000000.0,2000000.0,2000000.0
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions / USD,,,,,,,,32000000.0,,,,47000000.0,,,,53000000.0,,,53000000.0,,57000000.0,,,,59000000.0,,,,62000000.0,,,,107000000.0,,,,139000000.0,,,,124000000.0,,,
EntityCommonStockSharesOutstanding / shares,168450545.0,169337658.0,169470653.0,170850543.0,171310827.0,170227893.0,169936965.0,171445423.0,171543474.0,185367946.0,186007291.0,187284245.0,187542645.0,187919243.0,187428054.0,187641764.0,187988723.0,188170970.0,,187577953.0,188447566.0,187395353.0,187037035.0,187139371.0,186094056.0,185994432.0,184225986.0,184195849.0,183042478.0,181975058.0,179945914.0,178796275.0,178795460.0,178138727.0,178367757.0,177574662.0,175044604.0,174555842.0,174539238.0,173543355.0,173172764.0,172810514.0,172108859.0,171856249.0
EntityPublicFloat / USD,,,,4000000000.0,,,,3000000000.0,,,,5000000000.0,,,,6000000000.0,,,,,11000000000.0,,,,13000000000.0,,,,19000000000.0,,,,20000000000.0,,,,20000000000.0,,,,20000000000.0,,,
EquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,10000000.0,10000000.0,,,
EquitySecuritiesFvNiRealizedGain / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
EquitySecuritiesFvNiUnrealizedGainLoss / USD,,,,,,,,,,,,,,,,,5000000.0,3000000.0,,7000000.0,,5000000.0,3000000.0,7000000.0,,0.0,10000000.0,13000000.0,,2000000.0,1000000.0,-2000000.0,11000000.0,4000000.0,16000000.0,24000000.0,4000000.0,8000000.0,7000000.0,20000000.0,-36000000.0,7000000.0,10000000.0,13000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount / USD,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
FinanceLeaseInterestExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,144000000.0,144000000.0,144000000.0,144000000.0,159000000.0,159000000.0,159000000.0,159000000.0,202000000.0,202000000.0,202000000.0,202000000.0,333000000.0,333000000.0,333000000.0,333000000.0,542000000.0,542000000.0,333000000.0,542000000.0,542000000.0,752000000.0,752000000.0,752000000.0,752000000.0,972000000.0,972000000.0,972000000.0,972000000.0,1146000000.0,1146000000.0,1146000000.0,1146000000.0,1249000000.0,1249000000.0,1249000000.0,1249000000.0,1339000000.0,1339000000.0,1339000000.0,1339000000.0,1477000000.0,1477000000.0,1477000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,,,,44000000.0,43000000.0,42000000.0,42000000.0,14000000.0,14000000.0,97000000.0,96000000.0,62000000.0,63000000.0,65000000.0,65000000.0,21000000.0,21.0,21.0,21000000.0,20000000.0,1000000.0,2000000.0,2000000.0,14000000.0,5000000.0,19000000.0,29000000.0,29000000.0,16000000.0,16000000.0,16000000.0,23000000.0,14000000.0,14000000.0,26000000.0,26000000.0,11000000.0,84000000.0,18000000.0,34000000.0,38000000.0,25000000.0,26000000.0,26000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,6000000.0,,,43000000.0,,,,41000000.0,,,,198000000.0,,,,203000000.0,,,203000000.0,,211000000.0,,,166000000.0,166000000.0,95000000.0,97000000.0,96000000.0,100000000.0,79000000.0,80000000.0,83000000.0,82000000.0,43000000.0,53000000.0,53000000.0,53000000.0,113000000.0,118000000.0,124000000.0,125000000.0,113000000.0,119000000.0,119000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,6000000.0,4000000.0,2000000.0,,31000000.0,22000000.0,11000000.0,,31000000.0,100000000.0,46000000.0,,152000000.0,102000000.0,50000000.0,,152.0,101.0,,54000000.0,,156000000.0,103000000.0,58000000.0,,114000000.0,59000000.0,26000000.0,,75000000.0,50000000.0,25000000.0,,59000000.0,42000000.0,19000000.0,,93000000.0,60000000.0,32000000.0,,93000000.0,65000000.0,32000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,0.0,0.0,36000000.0,36000000.0,36000000.0,37000000.0,29000000.0,30000000.0,113000000.0,113000000.0,50000000.0,50000000.0,52000000.0,52000000.0,44000000.0,44.0,44.0,44000000.0,49000000.0,17000000.0,18000000.0,18000000.0,,9000000.0,,,,13000000.0,,,,9000000.0,,,,14000000.0,,82000000.0,88000000.0,89000000.0,15000000.0,17000000.0,17000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,1000000.0,1000000.0,36000000.0,36000000.0,37000000.0,37000000.0,37000000.0,38000000.0,179000000.0,179000000.0,126000000.0,127000000.0,128000000.0,128000000.0,52000000.0,52.0,52.0,52000000.0,67000000.0,49000000.0,49000000.0,49000000.0,26000000.0,26000000.0,16000000.0,17000000.0,17000000.0,21000000.0,12000000.0,12000000.0,16000000.0,16000000.0,9000000.0,18000000.0,17000000.0,18000000.0,87000000.0,91000000.0,96000000.0,97000000.0,89000000.0,95000000.0,96000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,1000000.0,3000000.0,3000000.0,36000000.0,36000000.0,37000000.0,37000000.0,37000000.0,38000000.0,181000000.0,182000000.0,194000000.0,194000000.0,196000000.0,196000000.0,128000000.0,128.0,128.0,128000000.0,143000000.0,67000000.0,66000000.0,66000000.0,65000000.0,65000000.0,32000000.0,34000000.0,34000000.0,38000000.0,22000000.0,23000000.0,26000000.0,25000000.0,16000000.0,24000000.0,25000000.0,24000000.0,90000000.0,94000000.0,99000000.0,101000000.0,98000000.0,104000000.0,104000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,3000000.0,6000000.0,6000000.0,39000000.0,39000000.0,40000000.0,41000000.0,38000000.0,39000000.0,181000000.0,182000000.0,196000000.0,202000000.0,203000000.0,203000000.0,196000000.0,196.0,196.0,196000000.0,211000000.0,143000000.0,142000000.0,142000000.0,88000000.0,88000000.0,72000000.0,73000000.0,74000000.0,77000000.0,39000000.0,40000000.0,43000000.0,43000000.0,25000000.0,35000000.0,35000000.0,35000000.0,102000000.0,106000000.0,111000000.0,112000000.0,101000000.0,107000000.0,107000000.0
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss / USD,,,,,,,,3000000.0,0.0,0.0,0.0,4000000.0,3000000.0,1000000.0,,0.0,,,0.0,0.0,1000000.0,0.0,,3000000.0,1000000.0,3000000.0,4000000.0,4000000.0,2000000.0,1000000.0,1000000.0,1000000.0,3000000.0,,1000000.0,1000000.0,,5000000.0,0.0,6000000.0,8000000.0,19000000.0,13000000.0,14000000.0
FiniteLivedIntangibleAssetsGross / USD,162000000.0,162000000.0,162000000.0,162000000.0,393000000.0,393000000.0,393000000.0,393000000.0,398000000.0,398000000.0,398000000.0,398000000.0,1159000000.0,1159000000.0,1159000000.0,1159000000.0,1186000000.0,1186000000.0,1159000000.0,1186000000.0,1186000000.0,1240000000.0,1240000000.0,1240000000.0,1240000000.0,1331000000.0,1331000000.0,1331000000.0,1331000000.0,1411000000.0,1411000000.0,1411000000.0,1411000000.0,1438000000.0,1438000000.0,1438000000.0,,1494000000.0,1494000000.0,1494000000.0,1494000000.0,2039000000.0,2039000000.0,2039000000.0
FiniteLivedIntangibleAssetsNet / USD,,,,18000000.0,234000000.0,234000000.0,234000000.0,234000000.0,196000000.0,196000000.0,196000000.0,196000000.0,826000000.0,826000000.0,826000000.0,826000000.0,644000000.0,644000000.0,826000000.0,644000000.0,644000000.0,488000000.0,488000000.0,488000000.0,488000000.0,359000000.0,359000000.0,359000000.0,359000000.0,265000000.0,265000000.0,265000000.0,265000000.0,189000000.0,189000000.0,189000000.0,,155000000.0,155000000.0,155000000.0,155000000.0,562000000.0,562000000.0,562000000.0
FinitelivedIntangibleAssetsAcquired1 / USD,,0.0,0.0,6000000.0,0.0,6000000.0,9000000.0,246000000.0,0.0,746000000.0,745000000.0,19000000.0,0.0,0.0,0.0,785000000.0,0.0,0.0,785000000.0,,56000000.0,,,,56000000.0,,,,88000000.0,,9000000.0,23000000.0,83000000.0,,,,23000000.0,,529000000.0,582000000.0,582000000.0,,,
ForeignCurrencyTransactionGainLossRealized / USD,,,,-4000000.0,,,,0.0,,,,5000000.0,,,,0.0,,,0.0,,-1000000.0,,,,-4000000.0,,,,2000000.0,,,,3000000.0,,,,3000000.0,,,,-1000000.0,,,
Goodwill / USD,392000000.0,392000000.0,392000000.0,419000000.0,700000000.0,700000000.0,700000000.0,392000000.0,736000000.0,736000000.0,736000000.0,700000000.0,1882000000.0,1882000000.0,1882000000.0,736000000.0,1171000000.0,1171000000.0,736000000.0,1171000000.0,1882000000.0,1209000000.0,1209000000.0,1209000000.0,1171000000.0,1537000000.0,1537000000.0,1537000000.0,1209000000.0,1628000000.0,1628000000.0,1628000000.0,1537000000.0,1582000000.0,1582000000.0,1582000000.0,1628000000.0,1640000000.0,1640000000.0,1640000000.0,1582000000.0,2388000000.0,2388000000.0,2388000000.0
GoodwillAcquiredDuringPeriod / USD,0.0,0.0,0.0,5000000.0,0.0,10000000.0,9000000.0,327000000.0,0.0,977000000.0,1133000000.0,14000000.0,0.0,0.0,6000000.0,1159000000.0,,,1159000000.0,30000000.0,6000000.0,8000000.0,8000000.0,288000000.0,30000000.0,41000000.0,68000000.0,72000000.0,314000000.0,2000000.0,11000000.0,20000000.0,100000000.0,,57000000.0,57000000.0,20000000.0,603000000.0,648000000.0,743000000.0,56000000.0,,3000000.0,3000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,-19000000.0,,,,22000000.0,,,,-13000000.0,,,-13000000.0,,-5000000.0,,,,8000000.0,,,,14000000.0,,,,-9000000.0,,,,-66000000.0,,-6000000.0,8000000.0,2000000.0,-34000000.0,42000000.0,38000000.0
GoodwillImpairedAccumulatedImpairmentLoss / USD,,,,,,,,,,,,,,,,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0,709000000.0
GoodwillImpairmentLoss / USD,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,0.0,,0.0,,,,709000000.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GovernmentAssistanceAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,4000000.0,,,
GovernmentAssistanceAmountCumulativeCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,
GovernmentAssistanceOperatingIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
ImpairmentLessorAssetUnderOperatingLease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,2000000.0,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill / USD,,,,1000000.0,,,,,0.0,0.0,0.0,0.0,,7000000.0,7000000.0,7000000.0,,,7000000.0,,5000000.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3000000.0,,,,,0.0,,,,1000000.0,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,14000000.0,,,,-18000000.0,,,,-6000000.0,,,,-30000000.0,,,-30000000.0,,-147000000.0,,,,-532000000.0,,,,20000000.0,,,,68000000.0,,,,89000000.0,,,,235000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,118000000.0,275000000.0,433000000.0,583000000.0,124000000.0,278000000.0,402000000.0,601000000.0,129000000.0,264000000.0,404000000.0,559000000.0,128000000.0,275000000.0,439000000.0,546000000.0,,,515000000.0,,598000000.0,,,,735000000.0,,,,715000000.0,195000000.0,403000000.0,673000000.0,761000000.0,264000000.0,571000000.0,917000000.0,1010000000.0,331000000.0,692000000.0,1081000000.0,1285000000.0,229000000.0,404000000.0,617000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,487000000.0,,,,493000000.0,,,,394000000.0,,,,396000000.0,,,396000000.0,,326000000.0,,,,121000000.0,,,,695000000.0,,,,693000000.0,,,,921000000.0,,,,1050000000.0,,,
IncomeTaxExpenseBenefit / USD,18000000.0,36000000.0,51000000.0,44000000.0,8000000.0,34000000.0,51000000.0,83000000.0,20000000.0,19000000.0,25000000.0,-125000000.0,43000000.0,16000000.0,9000000.0,31000000.0,-117000000.0,-98000000.0,31000000.0,-106000000.0,77000000.0,6000000.0,46000000.0,86000000.0,-576000000.0,39000000.0,76000000.0,85000000.0,94000000.0,23000000.0,45000000.0,61000000.0,134000000.0,35000000.0,84000000.0,92000000.0,116000000.0,71000000.0,149000000.0,250000000.0,161000000.0,57000000.0,106000000.0,-70000000.0
IncomeTaxHolidayAggregateDollarAmount / USD,,,,68000000.0,,17000000.0,31000000.0,40000000.0,8000000.0,47000000.0,27000000.0,250000000.0,,,,34000000.0,8000000.0,19000000.0,34000000.0,32000000.0,49000000.0,8000000.0,19000000.0,32000000.0,567000000.0,15000000.0,13000000.0,29000000.0,47000000.0,10000000.0,24000000.0,41000000.0,53000000.0,19000000.0,39000000.0,63000000.0,70000000.0,25000000.0,49000000.0,73000000.0,,12000000.0,33000000.0,49000000.0
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,-147000000.0,,,,-113000000.0,,,,-107000000.0,,,,-88000000.0,,,-88000000.0,,0.0,,,,0.0,,,,-13000000.0,,,,39000000.0,,,,58000000.0,,,,53000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,,,,,166000000.0,,,,136000000.0,,,,128000000.0,,,128000000.0,,63000000.0,,,,-96000000.0,,,,150000000.0,,,,160000000.0,,,,212000000.0,,,,270000000.0,,,
IncomeTaxReconciliationNondeductibleExpenseOther / USD,,,,0.0,,,,6000000.0,,,,5000000.0,,,,-6000000.0,,,-6000000.0,,0.0,,,,-2000000.0,,,,8000000.0,,,,5000000.0,,,,6000000.0,,,,8000000.0,,,
IncomeTaxReconciliationOtherReconcilingItems / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,2000000.0,,,,16000000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,2000000.0,,,,6000000.0,,,,3000000.0,,,,-1000000.0,,,-1000000.0,,1000000.0,,,,2000000.0,,,,-6000000.0,,,,4000000.0,,,,-6000000.0,,,,8000000.0,,,
IncomeTaxReconciliationTaxContingenciesOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26000000.0,,,
IncomeTaxReconciliationTaxCreditsResearch / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000.0,,,,15000000.0,,,,14000000.0,,,
IncomeTaxesPaidNet / USD,,0.0,0.0,0.0,14000000.0,22000000.0,35000000.0,4000000.0,8000000.0,8000000.0,17000000.0,40000000.0,17000000.0,34000000.0,43000000.0,23000000.0,1000000.0,11000000.0,23000000.0,22000000.0,121000000.0,1000000.0,48000000.0,78000000.0,27000000.0,9000000.0,47000000.0,66000000.0,103000000.0,22000000.0,55000000.0,100000000.0,84000000.0,12000000.0,122000000.0,157000000.0,130000000.0,14000000.0,180000000.0,268000000.0,191000000.0,12000000.0,146000000.0,130000000.0
IncomeTaxesReceivable / USD,,,,,,,,27000000.0,,,,29000000.0,,,,40000000.0,,,40000000.0,,32000000.0,,,,40000000.0,,,,53000000.0,,,,30000000.0,,,,49000000.0,,,,78000000.0,,,
IncomeTaxesReceivableNoncurrent / USD,,,,,,,,7000000.0,,,,6000000.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,26000000.0,,,,53000000.0,,,
IncreaseDecreaseInAccountsPayable / USD,-1000000.0,26000000.0,-19000000.0,-24000000.0,-13000000.0,1000000.0,1000000.0,32000000.0,-22000000.0,-27000000.0,-38000000.0,18000000.0,-12000000.0,-17000000.0,-17000000.0,-8000000.0,14000000.0,20000000.0,-8000000.0,13000000.0,15000000.0,-10000000.0,1000000.0,10000000.0,22000000.0,-26000000.0,-67000000.0,-60000000.0,13000000.0,4000000.0,18000000.0,10000000.0,-33000000.0,-4000000.0,31000000.0,41000000.0,53000000.0,-19000000.0,-41000000.0,-54000000.0,56000000.0,1000000.0,-11000000.0,-4000000.0
IncreaseDecreaseInAccountsReceivable / USD,-49000000.0,-5000000.0,-20000000.0,-44000000.0,-36000000.0,5000000.0,-31000000.0,25000000.0,-33000000.0,3000000.0,16000000.0,20000000.0,-40000000.0,-10000000.0,-14000000.0,42000000.0,-99000000.0,31000000.0,42000000.0,55000000.0,11000000.0,-56000000.0,28000000.0,-25000000.0,89000000.0,3000000.0,-178000000.0,-112000000.0,26000000.0,38000000.0,61000000.0,64000000.0,-75000000.0,-25000000.0,84000000.0,166000000.0,122000000.0,-6000000.0,-61000000.0,-32000000.0,204000000.0,-124000000.0,-121000000.0,-130000000.0
IncreaseDecreaseInAccruedIncomeTaxesPayable / USD,,,,-2000000.0,9000000.0,3000000.0,1000000.0,63000000.0,2000000.0,2000000.0,3000000.0,2000000.0,-15000000.0,-7000000.0,8000000.0,-9000000.0,115000000.0,125000000.0,-9000000.0,96000000.0,3000000.0,10000000.0,-8000000.0,-11000000.0,181000000.0,10000000.0,1000000.0,8000000.0,-16000000.0,-1000000.0,7000000.0,8000000.0,5000000.0,14000000.0,-26000000.0,-59000000.0,34000000.0,56000000.0,-32000000.0,-28000000.0,-14000000.0,38000000.0,-35000000.0,-24000000.0
IncreaseDecreaseInAccruedSalaries / USD,,,,,,,,,,,,,,,,,,,,,,,5000000.0,-55000000.0,63000000.0,-63000000.0,-36000000.0,-57000000.0,0.0,-54000000.0,51000000.0,-12000000.0,2000000.0,-117000000.0,-41000000.0,-81000000.0,50000000.0,-84000000.0,-35000000.0,-87000000.0,-17000000.0,-74000000.0,-26000000.0,-69000000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,167.0,276.0,,342.0,386.0,167000000.0,273000000.0,322000000.0,377000000.0,161000000.0,355000000.0,424000000.0,487000000.0,233000000.0,424000000.0,479000000.0,546000000.0,279000000.0,414000000.0,467000000.0,551000000.0,250000000.0,383000000.0,440000000.0,529000000.0,246000000.0,397000000.0,434000000.0
IncreaseDecreaseInDeferredRevenue / USD,,,,,,,,,,,,-24000000.0,15000000.0,30000000.0,58000000.0,15000000.0,61000000.0,71000000.0,15000000.0,65000000.0,90000000.0,43000000.0,85000000.0,103000000.0,75000000.0,29000000.0,51000000.0,35000000.0,112000000.0,50000000.0,89000000.0,86000000.0,41000000.0,28000000.0,90000000.0,69000000.0,96000000.0,62000000.0,81000000.0,41000000.0,79000000.0,27000000.0,14000000.0,-35000000.0
IncreaseDecreaseInIncomeTaxesReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30000000.0,,,161000000.0
