fact_unit,2015-08-06,2015-11-05,2016-03-03,2016-05-06,2016-08-04,2016-11-03,2017-02-28,2017-05-08,2017-08-09,2017-11-08,2018-02-27,2018-05-09,2018-08-03,2018-11-07,2019-02-22,2019-05-03,2019-08-02,2019-11-07,2020-02-21,2020-05-07,2020-08-06,2020-11-05,2021-02-19,2021-05-06,2021-08-05,2021-11-04,2022-02-17,2022-05-05,2022-08-04,2022-11-04,2023-02-16,2023-05-05,2023-08-04,2023-11-03,2024-02-29,2024-05-03,2024-08-02,2024-10-31,2025-02-20,2025-05-02,2025-08-08,2025-10-31
EntityPublicFloat / USD,,,666052488.0,,,,1476049440.0,,,,3685245433.0,,,,10628537575.0,,,,12377121842.0,,,,12208091402.0,,,,14700000000.0,,,,10900000000.0,,,,11100000000.0,,,,19700000000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40000000.0,,,,40000000.0,40500000.0,40500000.0,40500000.0,40000000.0,53100000.0,53100000.0,53100000.0,40500000.0,53100000.0,53100000.0,53100000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossAnnualAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2300000.0,-2300000.0,-2300000.0,,,,2300000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,253700000.0,253700000.0,253700000.0,350800000.0,350800000.0,350800000.0,350800000.0,439900000.0,439900000.0,439900000.0,439900000.0,418100000.0,418100000.0,418100000.0,418100000.0,536200000.0,536200000.0,536200000.0,536200000.0,566700000.0,566700000.0,566700000.0,566700000.0,659200000.0,659200000.0,659200000.0,659200000.0,457900000.0,457900000.0,457900000.0,457900000.0,534200000.0,534200000.0,534200000.0,534200000.0,623600000.0,623600000.0,623600000.0,623600000.0,624900000.0,624900000.0,624900000.0
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,20500000.0,20400000.0,0.0,0.0,0.0,700000.0,0.0,2800000.0,294900000.0,304900000.0,220900000.0,228100000.0,215700000.0,215500000.0,144600000.0,145100000.0,144600000.0,140000000.0,85000000.0,82500000.0,,,34900000.0,,,,7900000.0,,,,3100000.0,,,,1200000.0,,,,0.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,89100000.0,,,,58300000.0,,,,130300000.0,,,,119000000.0,,,,111700000.0,,94700000.0,108000000.0,111500000.0,120200000.0,123600000.0,129000000.0,132000000.0,103800000.0,99900000.0,101300000.0,107900000.0,81500000.0,83400000.0,81300000.0,83200000.0,67800000.0,70600000.0,71900000.0,68300000.0,22600000.0,24000000.0,23800000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,46700000.0,26100000.0,,67200000.0,45600000.0,20400000.0,,43500000.0,69300000.0,34100000.0,,100600000.0,65000000.0,33800000.0,,88000000.0,58000000.0,27900000.0,,83200000.0,57600000.0,32200000.0,,94000000.0,62900000.0,32700000.0,,97300000.0,62600000.0,31400000.0,,70900000.0,46300000.0,21800000.0,,55700000.0,37400000.0,19700000.0,,50900000.0,34000000.0,16400000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,24000000.0,25900000.0,20400000.0,20400000.0,20400000.0,21500000.0,2600000.0,2600000.0,80300000.0,82800000.0,80200000.0,83800000.0,79500000.0,80600000.0,69700000.0,69600000.0,70400000.0,68300000.0,61700000.0,60400000.0,,,72400000.0,,,,26700000.0,,,,4600000.0,,,,1900000.0,,,,1300000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,39500000.0,44400000.0,25900000.0,25900000.0,26100000.0,27400000.0,23500000.0,23400000.0,102700000.0,105300000.0,81800000.0,85500000.0,81100000.0,82300000.0,84800000.0,84800000.0,85600000.0,83200000.0,71300000.0,71000000.0,60800000.0,73500000.0,76300000.0,77400000.0,78100000.0,78600000.0,80700000.0,26100000.0,24800000.0,24800000.0,26600000.0,4500000.0,4500000.0,4400000.0,3800000.0,1900000.0,1900000.0,1900000.0,1900000.0,1300000.0,1200000.0,1200000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,47500000.0,52500000.0,44600000.0,44600000.0,44900000.0,46400000.0,30900000.0,30000000.0,109000000.0,111600000.0,104500000.0,108100000.0,103700000.0,105300000.0,86500000.0,86400000.0,87400000.0,85000000.0,86600000.0,86000000.0,71400000.0,86400000.0,89400000.0,80800000.0,83000000.0,83500000.0,86500000.0,79100000.0,75500000.0,74300000.0,78700000.0,25000000.0,25300000.0,24600000.0,21700000.0,4200000.0,4200000.0,4300000.0,4200000.0,1900000.0,1900000.0,1900000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,82200000.0,88800000.0,52800000.0,52800000.0,53100000.0,54600000.0,50100000.0,49200000.0,128300000.0,130800000.0,111100000.0,114800000.0,110400000.0,140000000.0,109500000.0,109200000.0,110700000.0,108300000.0,88300000.0,87900000.0,88900000.0,104800000.0,108300000.0,95600000.0,98900000.0,102400000.0,105400000.0,85000000.0,81400000.0,81600000.0,86300000.0,74200000.0,75700000.0,73700000.0,75500000.0,22500000.0,22500000.0,23300000.0,21900000.0,4200000.0,4400000.0,4400000.0
FiniteLivedIntangibleAssetsNet / USD,260400000.0,258100000.0,232800000.0,210900000.0,190100000.0,171000000.0,165400000.0,151500000.0,784500000.0,769500000.0,728800000.0,720900000.0,655400000.0,657500000.0,614100000.0,583100000.0,556700000.0,512700000.0,504600000.0,471000000.0,456500000.0,508300000.0,492800000.0,500000000.0,480500000.0,461000000.0,439200000.0,399200000.0,351900000.0,321000000.0,307200000.0,259200000.0,238300000.0,209000000.0,187300000.0,153400000.0,137800000.0,122300000.0,97600000.0,80900000.0,65500000.0,47700000.0
GainsLossesOnExtinguishmentOfDebt / USD,0.0,0.0,0.0,,-21400000.0,-21400000.0,0.0,0.0,0.0,0.0,-21400000.0,-1700000.0,-1700000.0,-7000000.0,0.0,,0.0,0.0,-7300000.0,,-14500000.0,-14500000.0,0.0,,,,-14800000.0,,,,0.0,,,0.0,0.0,0.0,0.0,-1500000.0,-3600000.0,-1000000.0,-3100000.0,-3100000.0
GeneralAndAdministrativeExpense / USD,85700000.0,127500000.0,145800000.0,47900000.0,124400000.0,168600000.0,172000000.0,48200000.0,101000000.0,153800000.0,219700000.0,61000000.0,132800000.0,198200000.0,221200000.0,76400000.0,157400000.0,247100000.0,282400000.0,93000000.0,197800000.0,270000000.0,334000000.0,85500000.0,167700000.0,244100000.0,362100000.0,95200000.0,179700000.0,260900000.0,323800000.0,90600000.0,185300000.0,286900000.0,345800000.0,94100000.0,186800000.0,278400000.0,385500000.0,91700000.0,187300000.0,282100000.0
Goodwill / USD,1661200000.0,1661200000.0,1627600000.0,1663400000.0,1663400000.0,1663400000.0,1661200000.0,1718400000.0,1718400000.0,1718400000.0,1663400000.0,2859900000.0,2859900000.0,2859900000.0,1718400000.0,2948000000.0,2948000000.0,2948000000.0,2859900000.0,2976500000.0,2976500000.0,2976500000.0,2948000000.0,3275100000.0,3275100000.0,3275100000.0,2976500000.0,3540800000.0,3540800000.0,3540800000.0,3275100000.0,3536900000.0,3536900000.0,3536900000.0,3540800000.0,3569300000.0,3569300000.0,3569300000.0,3536900000.0,3518900000.0,3518900000.0,3518900000.0
GoodwillAcquiredDuringPeriod / USD,1100000.0,1100000.0,33600000.0,,1500000.0,14700000.0,2200000.0,,1034000000.0,1056700000.0,55000000.0,4800000.0,4500000.0,139600000.0,1048400000.0,,21000000.0,21100000.0,139800000.0,54000000.0,95000000.0,231700000.0,20900000.0,242000000.0,263400000.0,263400000.0,237300000.0,,,56300000.0,311600000.0,,,,56300000.0,,,,39600000.0,,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,68500000.0,106900000.0,93100000.0,33600000.0,-26900000.0,-32900000.0,93100000.0,300000.0,-3200000.0,-36900000.0,-51700000.0,-35900000.0,-27200000.0,13100000.0,7600000.0,-19400000.0,-11800000.0,-36600000.0,61300000.0,-26400000.0,-86400000.0,-153300000.0,-44500000.0,14800000.0,30300000.0,-6300000.0,-74700000.0,-18900000.0,-22600000.0,26400000.0,-3300000.0,40400000.0,125100000.0,112600000.0
GoodwillPurchaseAccountingAdjustments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12400000.0,14500000.0,14500000.0,,,,14500000.0,,,,-3900000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,-203400000.0,,,,-149000000.0,,,,-121200000.0,,,,-28500000.0,,,,180600000.0,,,,138900000.0,,,,176400000.0,,,,-423400000.0,,,,310300000.0,,,,418600000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,-90900000.0,-119500000.0,-201000000.0,-43800000.0,-114900000.0,-119200000.0,-146100000.0,-16900000.0,-28400000.0,-21000000.0,-120600000.0,-2100000.0,16700000.0,20800000.0,-21500000.0,3900000.0,22900000.0,36100000.0,106800000.0,9300000.0,-4200000.0,69900000.0,73000000.0,41800000.0,-630500000.0,-560800000.0,126400000.0,10000000.0,64500000.0,162100000.0,-495400000.0,74900000.0,163400000.0,260600000.0,253600000.0,47600000.0,128400000.0,256300000.0,356500000.0,143200000.0,318100000.0,539100000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,2400000.0,,,,2900000.0,,,,600000.0,,,,7000000.0,,,,-73800000.0,,,,-65900000.0,,,,-50000000.0,,,,-72000000.0,,,,-56700000.0,,,,-62100000.0,,,
IncomeTaxExpenseBenefit / USD,-2000000.0,-3000000.0,-1100000.0,-400000.0,-200000.0,700000.0,-2800000.0,1400000.0,1000000.0,100000.0,-200000.0,1000000.0,-3600000.0,-6600000.0,400000.0,-300000.0,-1500000.0,-2400000.0,-18900000.0,-3900000.0,-4700000.0,-7400000.0,-9000000.0,-1400000.0,-500000.0,4100000.0,-12000000.0,-800000.0,6800000.0,6700000.0,-1300000.0,6300000.0,4300000.0,1500000.0,10800000.0,200000.0,-2100000.0,-5200000.0,3600000.0,-258300000.0,-229700000.0,-199200000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,0.0,,,,0.0,,,,31700000.0,,,,1500000.0,,,,-14600000.0,,,,-4800000.0,,,,-33100000.0,,,,217600000.0,,,,-113900000.0,-13000000.0,-13000000.0,-13000000.0,-77000000.0,,,
IncomeTaxReconciliationChangeInEnactedTaxRate / USD,,,,,,,,,,,0.0,,,,0.0,,,,-7900000.0,,,,,,,,0.0,,,,0.0,,,,3600000.0,,,,0.0,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,1800000.0,,,,2500000.0,,,,2200000.0,,,,900000.0,,,,15300000.0,,,,-3100000.0,,4000000.0,4000000.0,-2100000.0,,,,5400000.0,,,,900000.0,,,,-3700000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,-68300000.0,,,,-49700000.0,,,,-42200000.0,,,,-7500000.0,,,,37400000.0,,,,15300000.0,,,,26500000.0,,,,-104000000.0,,,,53300000.0,,,,74900000.0,,,
IncomeTaxReconciliationNondeductibleExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100000.0,,,,0.0,,,
IncomeTaxReconciliationNondeductibleExpenseRestructuringCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,7000000.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,-200000.0,,,,100000.0,,,,700000.0,,,,-100000.0,,,,-500000.0,,,,-900000.0,,,,4300000.0,,,,-900000.0,,,,-3800000.0,,,,1900000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,-400000.0,,,,-1500000.0,,,,-5400000.0,,,,-100000.0,,,,3100000.0,,,,-2100000.0,,,,1200000.0,,,,-44900000.0,,,,31500000.0,,,,-2900000.0,,,
IncomeTaxReconciliationTaxCreditsResearch / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,75000000.0,,,,21900000.0,,,,29200000.0,,,
IncomeTaxesPaidNet / USD,1600000.0,1700000.0,2500000.0,600000.0,1000000.0,1600000.0,2300000.0,1100000.0,1800000.0,2700000.0,2300000.0,1400000.0,6600000.0,12600000.0,4000000.0,5300000.0,15700000.0,19600000.0,16600000.0,3600000.0,4200000.0,5900000.0,22800000.0,2000000.0,8000000.0,11600000.0,6100000.0,1200000.0,11600000.0,15500000.0,16200000.0,4500000.0,6900000.0,9300000.0,19100000.0,2200000.0,4900000.0,7200000.0,11200000.0,5200000.0,14100000.0,16800000.0
IncreaseDecreaseInAccountsPayable / USD,,,1900000.0,,,,8500000.0,,,,13500000.0,,,,19600000.0,,,,-8400000.0,,,,-3400000.0,,7200000.0,,13600000.0,,,,-20500000.0,,,,34200000.0,,25700000.0,6200000.0,35100000.0,-26500000.0,-52400000.0,-73900000.0
IncreaseDecreaseInAccruedLiabilities / USD,,,60600000.0,,,,-22300000.0,,,,9500000.0,-1400000.0,1500000.0,5800000.0,10000000.0,,,,32600000.0,,,,14900000.0,,,,40400000.0,,,,22300000.0,,,,40900000.0,,3900000.0,45200000.0,11300000.0,-19400000.0,-39300000.0,
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,,,,,,161900000.0,208400000.0,160800000.0,103100000.0,154200000.0,168500000.0,220000000.0,105200000.0,157200000.0,182800000.0,158000000.0,96500000.0,155100000.0,200500000.0,179500000.0,127100000.0,196400000.0,214800000.0,215600000.0,94600000.0,127000000.0,132900000.0,190700000.0,114800000.0,153300000.0,173400000.0,101600000.0,146100000.0,225300000.0,262300000.0
IncreaseDecreaseInEquitySecuritiesFvNi / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400000.0,14400000.0,14400000.0,500000.0,,,,14400000.0,,,
IncreaseDecreaseInOtherOperatingCapitalNet / USD,4300000.0,2800000.0,-500000.0,-3000000.0,-13100000.0,-18200000.0,-9100000.0,-8400000.0,-6100000.0,-9000000.0,6700000.0,-6600000.0,-1500000.0,-10200000.0,3400000.0,26300000.0,31300000.0,18800000.0,-3300000.0,-1500000.0,-8300000.0,-21400000.0,15300000.0,3900000.0,13200000.0,49500000.0,28900000.0,-3700000.0,2600000.0,-13600000.0,71800000.0,19500000.0,29800000.0,-5100000.0,85000000.0,4700000.0,60000000.0,74900000.0,31900000.0,39400000.0,58900000.0,89300000.0
IntangibleAssetsGrossExcludingGoodwill / USD,1003400000.0,1003400000.0,1003400000.0,1089800000.0,1089800000.0,1089800000.0,1089800000.0,1170800000.0,1170800000.0,1170800000.0,1170800000.0,1762900000.0,1762900000.0,1762900000.0,1744100000.0,1747700000.0,1747700000.0,1747700000.0,1747700000.0,1664400000.0,1664400000.0,1664400000.0,1664400000.0,1914300000.0,1914300000.0,1914300000.0,1914300000.0,1842600000.0,1842600000.0,1842600000.0,1842600000.0,1786400000.0,1786400000.0,1786400000.0,1786400000.0,1782200000.0,1782200000.0,1782200000.0,1782200000.0,1680700000.0,1680700000.0,1680700000.0
IntangibleAssetsNetExcludingGoodwill / USD,749700000.0,749700000.0,749700000.0,735300000.0,735300000.0,735300000.0,735300000.0,716500000.0,716500000.0,716500000.0,716500000.0,1326000000.0,1326000000.0,1326000000.0,1326000000.0,1211500000.0,1211500000.0,1211500000.0,1211500000.0,1097700000.0,1097700000.0,1097700000.0,1097700000.0,1255100000.0,1255100000.0,1255100000.0,1255100000.0,1384700000.0,1384700000.0,1384700000.0,1384700000.0,1252200000.0,1252200000.0,1252200000.0,1252200000.0,1158600000.0,1158600000.0,1158600000.0,1158600000.0,1055800000.0,1055800000.0,1055800000.0
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91400000.0,135400000.0,146300000.0,41300000.0,80800000.0,120200000.0
InterestIncomeExpenseNonoperatingNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115200000.0,-135000000.0,,,
InterestPaidNet / USD,,,,,,,,,,,,,,59300000.0,46500000.0,20500000.0,40500000.0,61800000.0,88300000.0,21400000.0,39800000.0,53400000.0,84100000.0,11200000.0,36200000.0,48600000.0,80300000.0,15000000.0,45700000.0,74400000.0,80500000.0,28100000.0,59600000.0,90700000.0,104200000.0,44700000.0,88400000.0,128300000.0,127300000.0,31200000.0,76500000.0,113200000.0
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet / USD,,,,,,,,,13000000.0,11400000.0,11000000.0,12700000.0,20400000.0,23700000.0,29600000.0,32200000.0,30900000.0,28400000.0,22000000.0,21300000.0,2600000.0,-5500000.0,-9800000.0,-11900000.0,-14300000.0,6700000.0,-9300000.0,-6800000.0,25500000.0,62800000.0,87300000.0,72600000.0,98700000.0,102200000.0,99000000.0,97200000.0,96900000.0,82700000.0,76900000.0,77200000.0,70300000.0,64500000.0
LeaseCost / USD,,,,,,,,,,,,,,,,14700000.0,28500000.0,44900000.0,61400000.0,14700000.0,28500000.0,44900000.0,61400000.0,15100000.0,30500000.0,44600000.0,61400000.0,13800000.0,27500000.0,41200000.0,59400000.0,13700000.0,23700000.0,36900000.0,54300000.0,11300000.0,22500000.0,31400000.0,48200000.0,8300000.0,16500000.0,24500000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,191600000.0,206100000.0,277300000.0,288500000.0,,,,253600000.0,,,,215900000.0,,,,178000000.0,,,,141100000.0,,,,117600000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,52100000.0,54500000.0,118100000.0,110000000.0,,,,89400000.0,,,,67300000.0,,,,50300000.0,,,,39000000.0,,,,33100000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,50600000.0,,,,50800000.0,,,,45000000.0,,,,40100000.0,,,,34700000.0,,,,27600000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,21000000.0,21400000.0,25000000.0,24300000.0,,,,23500000.0,,,,21500000.0,,,,15300000.0,,,,9500000.0,,,,10000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,22800000.0,27600000.0,32500000.0,25600000.0,,,,26700000.0,,,,24300000.0,,,,20600000.0,,,,14700000.0,,,,10800000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,25600000.0,36700000.0,42700000.0,33100000.0,,,,26800000.0,,,,27700000.0,,,,23700000.0,,,,19900000.0,,,,16400000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,34600000.0,41000000.0,46800000.0,44900000.0,,,,36400000.0,,,,30100000.0,,,,28000000.0,,,,23300000.0,,,,19700000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,34900000.0,34400000.0,56600000.0,56100000.0,,,,45400000.0,,,,36300000.0,,,,28200000.0,,,,21800000.0,,,,17900000.0,,,
LiabilitiesAndStockholdersEquity / USD,3264800000.0,3264800000.0,3260700000.0,3498800000.0,3498800000.0,3498800000.0,3498800000.0,3786900000.0,3786900000.0,3786900000.0,3786900000.0,5738300000.0,5738300000.0,5738300000.0,5738300000.0,6083400000.0,6083400000.0,6083400000.0,6083400000.0,6301200000.0,6301200000.0,6301200000.0,6301200000.0,6432900000.0,6432900000.0,6432900000.0,6432900000.0,7417100000.0,7417100000.0,7417100000.0,7417100000.0,6973500000.0,6973500000.0,6973500000.0,6973500000.0,7564900000.0,7564900000.0,7564900000.0,7564900000.0,8235400000.0,8235400000.0,8235400000.0
LiabilitiesCurrent / USD,972800000.0,972800000.0,972200000.0,1113600000.0,1113600000.0,1113600000.0,1113600000.0,1262200000.0,1262200000.0,1262200000.0,1262200000.0,1810700000.0,1810700000.0,1810700000.0,1810700000.0,1886200000.0,1886200000.0,1886200000.0,1886200000.0,2001100000.0,2001100000.0,2001100000.0,2001100000.0,2314200000.0,2314200000.0,2314200000.0,2314200000.0,2436700000.0,2436700000.0,2436700000.0,2436700000.0,2459800000.0,2459800000.0,2459800000.0,2459800000.0,2683100000.0,2683100000.0,2683100000.0,2683100000.0,2698400000.0,2698400000.0,2698400000.0
LongTermDebtCurrent / USD,5000000.0,5000000.0,4400000.0,4200000.0,4200000.0,4200000.0,4200000.0,4000000.0,4000000.0,4000000.0,4000000.0,16700000.0,16700000.0,16700000.0,16700000.0,16600000.0,16600000.0,16600000.0,16600000.0,18400000.0,18400000.0,18400000.0,18400000.0,24300000.0,24300000.0,24300000.0,24300000.0,24100000.0,24100000.0,24100000.0,24100000.0,18200000.0,18200000.0,18200000.0,18200000.0,17900000.0,17900000.0,17900000.0,17900000.0,15900000.0,15900000.0,15900000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,1039500000.0,1039500000.0,1028500000.0,1028500000.0,1028500000.0,1028500000.0,0.0,1021700000.0,2382300000.0,2382400000.0,2357300000.0,2357300000.0,2357300000.0,2357300000.0,2332300000.0,2332300000.0,2332300000.0,2332300000.0,600000000.0,600000000.0,,,1308600000.0,,,,2101200000.0,,,,2481500000.0,,,,2464300000.0,,,,945200000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,25000000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,25200000.0,25200000.0,25200000.0,25100000.0,25100000.0,25000000.0,24700000.0,24700000.0,24600000.0,24600000.0,24600000.0,24600000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,1028500000.0,10700000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,1732300000.0,1732300000.0,,,7500000.0,,,,7500000.0,,,,1319000000.0,,,,17600000.0,,,,2210300000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,10700000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,1732300000.0,1740000000.0,1740000000.0,7500000.0,7500000.0,7500000.0,7500000.0,7500000.0,7500000.0,7500000.0,25200000.0,1319000000.0,1319000000.0,1318900000.0,1318900000.0,17500000.0,24700000.0,24700000.0,24600000.0,2210300000.0,2210300000.0,2210300000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,10700000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,32500000.0,32500000.0,1740000000.0,1740000000.0,1740000000.0,1740000000.0,7500000.0,7500000.0,7500000.0,25200000.0,25200000.0,25200000.0,25100000.0,25100000.0,1318800000.0,624700000.0,624700000.0,624600000.0,24600000.0,24600000.0,24600000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,10700000.0,595500000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,1740000000.0,1740000000.0,1740000000.0,25200000.0,25200000.0,25200000.0,25100000.0,25100000.0,25000000.0,24700000.0,24700000.0,24600000.0,624600000.0,624600000.0,624600000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,5500000.0,2800000.0,11000000.0,8200000.0,5500000.0,2800000.0,11000000.0,8000000.0,12500000.0,6200000.0,25000000.0,18800000.0,12500000.0,6300000.0,25000000.0,18800000.0,12500000.0,6300000.0,25000000.0,18800000.0,12500000.0,8100000.0,,24400000.0,16300000.0,8200000.0,,24400000.0,16300000.0,8100000.0,,18900000.0,12600000.0,6300000.0,,18800000.0,12300000.0,6200000.0,,18500000.0,12300000.0,6200000.0
LongTermDebtNoncurrent / USD,1413900000.0,1413900000.0,1410400000.0,1039800000.0,1039800000.0,1039800000.0,1039800000.0,1035700000.0,1035700000.0,1035700000.0,1035700000.0,2410800000.0,2410800000.0,2410800000.0,2410800000.0,2394200000.0,2394200000.0,2394200000.0,2394200000.0,2376800000.0,2376800000.0,2376800000.0,2376800000.0,3090100000.0,3090100000.0,3090100000.0,3090100000.0,3858200000.0,3858200000.0,3858200000.0,3858200000.0,3812900000.0,3812900000.0,3812900000.0,3812900000.0,3798500000.0,3798500000.0,3798500000.0,3798500000.0,3779100000.0,3779100000.0,3779100000.0
LossContingencyAccrualAtCarryingValue / USD,,,5900000.0,,,,7100000.0,,,,6100000.0,,,,,,,,,15100000.0,15100000.0,15100000.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,,,,8100000.0,,,
LossContingencyAccrualProvision / USD,,,-1200000.0,,,,,,,,,,,,,,18100000.0,18100000.0,18100000.0,,,,18100000.0,18100000.0,18100000.0,18100000.0,18100000.0,,,,18100000.0,,,,18100000.0,,,,18100000.0,,,
MarketingAndAdvertisingExpense / USD,81500000.0,121700000.0,145500000.0,50700000.0,101500000.0,150800000.0,164700000.0,57500000.0,117500000.0,170900000.0,202200000.0,67400000.0,129900000.0,188700000.0,228800000.0,74500000.0,141900000.0,212000000.0,253200000.0,90300000.0,180600000.0,260200000.0,291400000.0,93100000.0,197500000.0,312900000.0,345600000.0,132700000.0,259200000.0,383200000.0,438500000.0,116300000.0,217000000.0,317400000.0,503900000.0,92400000.0,181900000.0,268300000.0,412300000.0,87500000.0,180700000.0,265100000.0
NetCashProvidedByUsedInFinancingActivities / USD,-19300000.0,-24500000.0,91100000.0,-6900000.0,86000000.0,79500000.0,-29700000.0,-5700000.0,-600000.0,16600000.0,94400000.0,-4900000.0,1684500000.0,1094000000.0,15100000.0,11900000.0,21900000.0,34000000.0,1107500000.0,-11900000.0,-5400000.0,-407400000.0,47000000.0,-307300000.0,-494000000.0,-604100000.0,-456900000.0,613700000.0,539600000.0,292400000.0,-581700000.0,-750600000.0,-953700000.0,-1081000000.0,298100000.0,-124200000.0,-608300000.0,-1133300000.0,-1326700000.0,-135000000.0,-646200000.0,-675900000.0
NetCashProvidedByUsedInInvestingActivities / USD,-16100000.0,-80800000.0,-208500000.0,-7400000.0,-55000000.0,-88800000.0,-107300000.0,-15900000.0,-73000000.0,-105800000.0,-144400000.0,-29600000.0,-1913500000.0,-1497900000.0,-183400000.0,-33500000.0,-70800000.0,-195300000.0,-1570100000.0,-29000000.0,-88500000.0,-117400000.0,-254800000.0,-135900000.0,-196600000.0,-435900000.0,-135300000.0,-306500000.0,-359900000.0,-570300000.0,-482300000.0,-12500000.0,-30500000.0,-115500000.0,-635600000.0,-22800000.0,-52000000.0,-61400000.0,-132000000.0,43700000.0,40900000.0,35900000.0
