fact_unit,2012-05-09,2012-08-09,2012-11-13,2013-03-11,2013-05-10,2013-08-14,2013-11-08,2014-03-11,2014-05-07,2014-08-11,2014-11-10,2015-03-02,2015-05-07,2015-08-07,2015-11-06,2016-02-23,2016-05-09,2016-08-08,2016-11-09,2017-03-01,2017-05-08,2017-08-08,2017-11-07,2018-02-27,2018-05-10,2018-08-06,2018-11-05,2019-02-26,2019-05-09,2019-08-08,2019-11-07,2020-03-02,2020-05-07,2020-08-06,2020-11-05,2021-02-25,2021-05-06,2021-08-06,2021-11-05,2022-02-25,2022-05-10,2022-08-05,2022-11-04,2023-02-24,2023-05-05,2023-08-03,2023-11-03,2024-02-22,2024-05-09,2024-08-08,2024-11-07,2025-02-28,2025-05-08,2025-08-07,2025-11-06
EarningsPerShareDiluted / USD/shares,,,,,0.27,0.55,0.85,0.27,0.27,0.56,0.9,1.17,0.35,0.65,1.03,1.28,0.29,0.66,1.1,1.4,0.45,0.92,1.4,1.62,0.44,1.12,1.9,1.87,1.15,2.03,3.19,1.32,1.06,2.08,3.24,4.24,1.47,2.62,4.14,4.53,1.86,3.8,5.75,5.6,1.52,1.84,4.47,8.15,1.73,3.75,5.4,7.09,1.97,3.67,6.04
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,2952000.0,5912000.0,10435000.0,-3387000.0,3040000.0,-7645000.0,-8660000.0,11776000.0,548000.0,2248000.0,-5753000.0,-14240000.0,-22009000.0,-11999000.0,-10110000.0,3530000.0,-11856000.0,-3761000.0,-12691000.0,9357000.0,-45407000.0,-45661000.0,-75876000.0,-18032000.0,14070000.0,17096000.0,-5632000.0,-44867000.0,-19560000.0,-26447000.0,-543000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,,,0.156,0.159,0.157,0.15,0.191,0.19,0.191,,0.196,0.195,0.179,,0.193,0.204,0.204,,0.21,0.21,0.211,0.204,0.173,0.149,0.152,0.215,-0.345,-0.092,-0.054,0.583,0.054,0.113,0.131,0.038,0.113,0.118,0.126,0.128,0.051,0.06,0.091,0.136,0.156,0.058,0.136,0.097,0.196,0.198,0.219,0.173,0.06,0.165,0.214
EffectiveIncomeTaxRateReconciliationNondeductibleExpense / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,0.006
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-9307000.0,,,,-17370000.0,,,,-28385000.0,,,,-36646000.0,,,,-71628000.0,,,,-35119000.0,,,
EmployeeRelatedLiabilitiesCurrent / USD,,,,,,,,15450000.0,,,,13674000.0,,,,22766000.0,,,,47285000.0,,,,33404000.0,,,,67034000.0,,,,177594000.0,230035000.0,230035000.0,230035000.0,230035000.0,294709000.0,294709000.0,294709000.0,294709000.0,502997000.0,502997000.0,502997000.0,502997000.0,475871000.0,475871000.0,475871000.0,475871000.0,412747000.0,412747000.0,412747000.0,412747000.0,484952000.0,484952000.0,484952000.0
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions / USD,,,,,,,,,,48936000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26100000.0,,33800000.0,29900000.0,26500000.0,,29800000.0,25700000.0,21600000.0,,12300000.0,10000000.0,7500000.0
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,1695000.0,,,0.0,1695000.0,5832000.0,8452000.0,,4690000.0,10130000.0,16197000.0,,11513000.0,16254000.0,20482000.0,,11700000.0,19800000.0,29000000.0,,21500000.0,42500000.0,52800000.0,36600000.0,13100000.0,20500000.0,31400000.0,71600000.0,6000000.0,13400000.0,15100000.0,35100000.0,20900000.0,20800000.0,20500000.0
EntityCommonStockSharesOutstanding / shares,42297625.0,42782672.0,43525140.0,44903909.0,45311721.0,46091444.0,46502771.0,46848703.0,46988555.0,47538649.0,47906033.0,48858032.0,48905023.0,49755506.0,49971442.0,50370482.0,50668313.0,50891845.0,51035929.0,51184697.0,51839547.0,52523337.0,52812586.0,53039832.0,53402051.0,53781973.0,54009372.0,54177444.0,54631565.0,54850289.0,54984738.0,55259184.0,55639436.0,55852596.0,55988929.0,56179461.0,56404766.0,56630464.0,56719559.0,56878539.0,57151133.0,57367432.0,57513488.0,57677992.0,57905539.0,57960775.0,57700476.0,57827498.0,57974371.0,56935370.0,56721427.0,56888128.0,56652701.0,55696909.0,55242618.0
EntityPublicFloat / USD,,,,313000000.0,,,,653300000.0,,,,1589000000.0,,,,3332000000.0,,,,3092000000.0,,,,4178000000.0,,,,6392000000.0,,,,9127000000.0,,,,13559685089.0,,,,27963532231.0,,,,16369932254.0,,,,12606792746.0,,,,10346000000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31700000.0,31700000.0,31700000.0,38500000.0,38500000.0,38500000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,3082000.0,,,,4143000.0,,,,4143000.0,,,,7978000.0,,,,12713000.0,,,,20527000.0,,,,26234000.0,,,,34488000.0,,,,44200000.0,,,,57055000.0,,,,74192000.0,,,,95197000.0,,,,119449000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,,,,4741000.0,,,,3672000.0,,,,19049000.0,,,,18111000.0,,,,17622000.0,,,,11359000.0,,,,10973000.0,,,,5939000.0,,,,1720000.0,,,,9376000.0,,,,4044000.0,,,,3772000.0,,,,135988000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,2811000.0,,,,2503000.0,,,,6520000.0,,,,6633000.0,,,,7482000.0,,,,6661000.0,,,,9520000.0,,,,11322000.0,,,,12585000.0,,,,23527000.0,,,,21727000.0,,,,22080000.0,,,,68591000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,1947000.0,,,,977000.0,,,,4748000.0,,,,5292000.0,,,,6539000.0,,,,6508000.0,,,,8153000.0,,,,7023000.0,,,,5543000.0,,,,11027000.0,,,,6918000.0,,,,2999000.0,,,,52367000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,2385000.0,,,,1865000.0,,,,5032000.0,,,,5292000.0,,,,6539000.0,,,,6661000.0,,,,9379000.0,,,,9526000.0,,,,8586000.0,,,,15522000.0,,,,10973000.0,,,,9870000.0,,,,54424000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,2412000.0,,,,2341000.0,,,,5957000.0,,,,5292000.0,,,,6539000.0,,,,6661000.0,,,,9520000.0,,,,11126000.0,,,,11115000.0,,,,19472000.0,,,,15120000.0,,,,14133000.0,,,,60519000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,2538000.0,,,,2376000.0,,,,6383000.0,,,,6240000.0,,,,6539000.0,,,,6661000.0,,,,9520000.0,,,,11322000.0,,,,12426000.0,,,,22219000.0,,,,18870000.0,,,,18264000.0,,,,64529000.0,,,
FiniteLivedIntangibleAssetsGross / USD,,,,4333000.0,,,,20977000.0,,,,20977000.0,,,,55667000.0,,,,59573000.0,,,,71787000.0,,,,70745000.0,,,,91553000.0,,,,100458000.0,,,,109030000.0,,,,175335000.0,,,,172849000.0,,,,190567000.0,,,
FiniteLivedIntangibleAssetsNet / USD,,,,1251000.0,,,,16834000.0,,,,16834000.0,,,,47689000.0,,,,46860000.0,,,,51260000.0,,,,44511000.0,,,,57065000.0,,,,56258000.0,,,,51975000.0,,,,101143000.0,,,,77652000.0,,,,71118000.0,,,
ForeignCurrencyTransactionGainLossBeforeTax / USD,,-837000.0,-3138000.0,-2181000.0,80000.0,-1314000.0,-1949000.0,-3638000.0,-499000.0,-1368000.0,-2088000.0,-2084000.0,-1241000.0,-2480000.0,-3198000.0,-2800000.0,-5754000.0,-6219000.0,-6187000.0,-2075000.0,-1290000.0,-3585000.0,-5313000.0,-4628000.0,-2955000.0,-1393000.0,-1470000.0,-12078000.0,-247000.0,1583000.0,1069000.0,-3242000.0,-3484000.0,-7046000.0,-10151000.0,487000.0,6524000.0,-2643000.0,3253000.0,-12049000.0,2299000.0,-2394000.0,-5835000.0,-4667000.0,-22785000.0,-108726000.0,-102035000.0,-7197000.0,-4608000.0,-10618000.0,-6725000.0,-75733000.0,-1919000.0,-706000.0,-1416000.0
GainLossOnOilAndGasHedgingActivity / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-41369000.0,-32013000.0,-20469000.0,0.0,7904000.0,7904000.0,7904000.0,-7904000.0,,,
GainLossOnSaleOfBusiness / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-25922000.0,0.0,,,
Goodwill / USD,8169000.0,8169000.0,8169000.0,10032000.0,22698000.0,22698000.0,22698000.0,8169000.0,22268000.0,22268000.0,22268000.0,22698000.0,57417000.0,57417000.0,57417000.0,22268000.0,115930000.0,115930000.0,115930000.0,57417000.0,109289000.0,109289000.0,109289000.0,115930000.0,119531000.0,119531000.0,119531000.0,109289000.0,166832000.0,166832000.0,166832000.0,119531000.0,195043000.0,195043000.0,195043000.0,166832000.0,211956000.0,211956000.0,211956000.0,195043000.0,530723000.0,530723000.0,530723000.0,211956000.0,529072000.0,529072000.0,529072000.0,530723000.0,562459000.0,562459000.0,562459000.0,529072000.0,1181575000.0,1181575000.0,1181575000.0
GoodwillAcquiredDuringPeriod / USD,,4383000.0,2935000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37313000.0,51553000.0,53428000.0,24477000.0,,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,795000.0,132000.0,-373000.0,-2785000.0,1002000.0,1998000.0,3131000.0,-2373000.0,1001000.0,-1157000.0,-1237000.0,3695000.0,875000.0,499000.0,-1865000.0,-1798000.0,-3515000.0,-2670000.0,-422000.0,1317000.0,-1051000.0,-308000.0,-2610000.0,3695000.0,-4460000.0,-18940000.0,-36618000.0,-7101000.0,4571000.0,5330000.0,-1519000.0,-15493000.0,-5357000.0,-6803000.0,5155000.0,8823000.0,8864000.0,28889000.0,27897000.0
GoodwillPurchaseAccountingAdjustments / USD,,,,,,,,,,,,,-77000.0,,,,,,,,,,,,,,,,,,,,,,,,-24000.0,-24000.0,-24000.0,,,,,,87000.0,87000.0,87000.0,,805000.0,863000.0,861000.0,87000.0,,,
GovernmentAssistanceExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,-25000000.0,-52000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,809000.0,,,,2872000.0,,,,9291000.0,,,,7001000.0,,,,-7229000.0,,,,-7687000.0,,,,-9300000.0,,,,-6595000.0,,,,44527000.0,,,,65370000.0,,,,100411000.0,,,,128498000.0,,,,78564000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276459000.0,299526000.0,114924000.0,238085000.0,373443000.0,378479000.0,106292000.0,114950000.0,306096000.0,533392000.0,127284000.0,277330000.0,409182000.0,507258000.0,123655000.0,257465000.0,447081000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,30286000.0,,,,49920000.0,,,,56572000.0,,,,69769000.0,,,,94182000.0,,,,113757000.0,,,,135766000.0,,,,180900000.0,,,,205246000.0,,,,234156000.0,,,,278068000.0,,,,404894000.0,,,,428694000.0,,,
IncomeTaxExpenseBenefit / USD,2123000.0,4449000.0,5474000.0,2787000.0,2241000.0,4816000.0,7338000.0,8439000.0,2987000.0,6304000.0,10223000.0,11379000.0,4228000.0,7815000.0,11153000.0,14776000.0,3510000.0,8719000.0,14519000.0,17312000.0,6353000.0,12846000.0,19913000.0,21614000.0,4954000.0,10641000.0,18594000.0,27200000.0,-16519000.0,-9655000.0,-9286000.0,101545000.0,3496000.0,15229000.0,28196000.0,9517000.0,10854000.0,20306000.0,34838000.0,38469000.0,5878000.0,14368000.0,34070000.0,51319000.0,16573000.0,6627000.0,41719000.0,51740000.0,24992000.0,55005000.0,89653000.0,87842000.0,7412000.0,42577000.0,95847000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,-489000.0,,,,0.0,,,,-489000.0,,,,489000.0,,,,149000.0,,,,0.0,,,,0.0,,,,783000.0,,,,,,,,,,,,0.0,,,,0.0,,,,-8264000.0,,,
IncomeTaxReconciliationChangeInEnactedTaxRate / USD,,,,101000.0,,,,-22000.0,,,,148000.0,,,,-59000.0,,,,754000.0,,,,9000.0,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,,,,4100000.0,,,
IncomeTaxReconciliationDispositionOfBusiness / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,1700000.0,1200000.0,3600000.0,,1700000.0,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,-9947000.0,,,,-13297000.0,,,,-14472000.0,,,,-17279000.0,,,,-24772000.0,,,,-31094000.0,,,,-33477000.0,,,,-39997000.0,,,,-88000.0,,,,-1402000.0,,,,-387000.0,,,,-206000.0,,,,4902000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,10572000.0,,,,18482000.0,,,,22393000.0,,,,26102000.0,,,,29564000.0,,,,37125000.0,,,,44263000.0,,,,61007000.0,,,,52452000.0,,,,62898000.0,,,,79481000.0,,,,112016000.0,,,,106514000.0,,,
IncomeTaxReconciliationNondeductibleExpenseOther / USD,,,,,,,,,,,,,,,,,,,,,,,,7314000.0,,,,5042000.0,,,,3205000.0,,,,2724000.0,,,,3264000.0,,,,3507000.0,,,,4756000.0,,,,7812000.0,,,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost / USD,,,,1165000.0,,,,0.0,,,,1165000.0,,,,1948000.0,,,,3782000.0,,,,7591000.0,,,,9535000.0,,,,6908000.0,,,,652000.0,,,,571000.0,,,,44000.0,,,,1102000.0,,,,3869000.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7200000.0,-8500000.0,,,7200000.0,8500000.0,,2300000.0,2300000.0,,,2300000.0,,
IncomeTaxReconciliationOtherReconcilingItems / USD,,,,-112000.0,,,,16000.0,,,,177000.0,,,,683000.0,,,,155000.0,,,,328000.0,,,,645000.0,,,,-420000.0,,,,990000.0,,,,-522000.0,,,,-194000.0,,,,379000.0,,,,1326000.0,,,26200000.0
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,216000.0,,,,266000.0,,,,280000.0,,,,368000.0,,,,311000.0,,,,341000.0,,,,1192000.0,,,,-116000.0,,,,3452000.0,,,,2971000.0,,,,5323000.0,,,,9192000.0,,,,9323000.0,,,
IncomeTaxReconciliationTaxCredits / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,4100000.0,,,,2876000.0,,,
IncomeTaxesPaidNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26669000.0,,,,40437000.0,,,,65306000.0,,,,54520000.0,,,,87317000.0,,,,113188000.0,,,
IncreaseDecreaseInAccountsPayable / USD,-600000.0,1011000.0,-437000.0,-2646000.0,1394000.0,349000.0,-2098000.0,254000.0,3009000.0,2630000.0,2475000.0,1407000.0,8563000.0,5899000.0,-264000.0,-2900000.0,9669000.0,7743000.0,8128000.0,-2603000.0,671000.0,461000.0,2011000.0,-2781000.0,77000.0,518000.0,1885000.0,741000.0,2520000.0,1008000.0,1574000.0,1221000.0,-2488000.0,-2069000.0,-1844000.0,-772000.0,-2407000.0,633000.0,1836000.0,-1685000.0,-3166000.0,-3948000.0,-6468000.0,2428000.0,-4633000.0,725000.0,8769000.0,-2403000.0,1494000.0,1784000.0,837000.0,-2934000.0,-5483000.0,-2354000.0,-4611000.0
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities / USD,,-3796000.0,770000.0,10065000.0,,,,9474000.0,-12094000.0,-12695000.0,-10822000.0,-5825000.0,-7908000.0,-2172000.0,6346000.0,501000.0,-10374000.0,-4160000.0,10844000.0,9978000.0,-34153000.0,-31915000.0,-26402000.0,25694000.0,-18484000.0,-3333000.0,18725000.0,-13926000.0,-31470000.0,-15861000.0,9625000.0,47803000.0,-22360000.0,-42075000.0,-11230000.0,51953000.0,5437000.0,-5835000.0,30787000.0,27125000.0,-15830000.0,-6772000.0,86822000.0,60133000.0,-74929000.0,-62153000.0,-7100000.0,155657000.0,-58463000.0,-128498000.0,-95570000.0,26025000.0,-1749000.0,-44703000.0,17262000.0
IncreaseDecreaseInAccruedTaxesPayable / USD,-518000.0,-203000.0,1809000.0,1675000.0,-2013000.0,-2223000.0,-1358000.0,3426000.0,-5244000.0,-2177000.0,70000.0,5498000.0,-3704000.0,1798000.0,5035000.0,3074000.0,-11873000.0,-4824000.0,-8799000.0,16868000.0,-3173000.0,-3840000.0,-609000.0,8972000.0,7135000.0,4208000.0,-2458000.0,2271000.0,3848000.0,105000.0,-1996000.0,,-20467000.0,-19638000.0,-23899000.0,,-9062000.0,-2016000.0,-2813000.0,-23127000.0,-25909000.0,-40247000.0,-26450000.0,14385000.0,-2670000.0,-24803000.0,19460000.0,3568000.0,-4964000.0,-53747000.0,-38385000.0,3600000.0,-16100000.0,-35514000.0,-23218000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,-440000.0,3062000.0,-19000.0,2253000.0,714000.0,-955000.0,-1243000.0,1694000.0,103000.0,-981000.0,-1422000.0,1339000.0,-939000.0,-1000000.0,-525000.0,-587000.0,-48000.0,7935000.0,-29000.0,-565000.0,1383000.0,-194000.0,630000.0,574000.0,2211000.0,-973000.0,-2036000.0,2391000.0,7623000.0,4495000.0,1765000.0,-1061000.0,-401000.0,-1690000.0,-237000.0,8432000.0,9746000.0,-1216000.0,-4261000.0,7155000.0,8581000.0,7795000.0,8768000.0,-6983000.0,9515000.0,3350000.0,7787000.0,16182000.0,105000.0,-8980000.0,-13208000.0,12140000.0,4215000.0,3659000.0,52167000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,,,,,,,,,,,,,,,,,,3115000.0,2987000.0,3265029.0,2930658.0,2939931.0,2854496.0,2906000.0,3162010.0,3115948.0,3114299.0,2907162.0,2991294.0,2961810.0,2963436.0,3050000.0,2856000.0,2700000.0,2716000.0,2949000.0,2608000.0,2579000.0,2570000.0,2719000.0,2026000.0,1903000.0,1914000.0,2553000.0,1596000.0,1392000.0,1293000.0,1878000.0,1094000.0,824000.0,721000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
IntangibleAssetsNetExcludingGoodwill / USD,1251000.0,1251000.0,1251000.0,1251000.0,16834000.0,16834000.0,16834000.0,16834000.0,13734000.0,13734000.0,13734000.0,13734000.0,47689000.0,47689000.0,47689000.0,47689000.0,46860000.0,46860000.0,46860000.0,46860000.0,51260000.0,51260000.0,51260000.0,51260000.0,44511000.0,44511000.0,44511000.0,44511000.0,57065000.0,57065000.0,57065000.0,57065000.0,56258000.0,56258000.0,56258000.0,56258000.0,51975000.0,51975000.0,51975000.0,51975000.0,101143000.0,101143000.0,101143000.0,101143000.0,77652000.0,77652000.0,77652000.0,77652000.0,71118000.0,71118000.0,71118000.0,71118000.0,436418000.0,436418000.0,436418000.0
InterestPaidNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548000.0,,,,777000.0,,,,832000.0,,,,425000.0,,,,413000.0,,,,1659000.0,,,
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16259000.0,33983000.0,53053000.0,75340000.0,16714000.0,34915000.0,54649000.0,75340000.0,22038000.0,41737000.0,61796000.0,75340000.0,19694000.0,38931000.0,58262000.0,81370000.0,20110000.0,36093000.0,51476000.0,77947000.0,17487000.0,33780000.0,49275000.0,67436000.0,14441000.0,28660000.0,43347000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189848000.0,230010000.0,228700000.0,264049000.0,273997000.0,265957000.0,267327000.0,261790000.0,236514000.0,219681000.0,214633000.0,205380000.0,200039000.0,182521000.0,171283000.0,173447000.0,171416000.0,169524000.0,160169000.0,159985000.0,160956000.0,153842000.0,152989000.0,150133000.0,144406000.0,150188000.0,141661000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48096000.0,64305000.0,63793000.0,58532000.0,62988000.0,67913000.0,71115000.0,52531000.0,,,,34701000.0,,,,28254000.0,,,,19732000.0,,,,10968000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34903000.0,29047000.0,15442000.0,64667000.0,50933000.0,34183000.0,18334000.0,66585000.0,48143000.0,47210000.0,50537000.0,53985000.0,39984000.0,39699000.0,40949000.0,43813000.0,38223000.0,39896000.0,41039000.0,41495000.0,36502000.0,37314000.0,40667000.0,44455000.0,37442000.0,41167000.0,42959000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15911000.0,19659000.0,20915000.0,22603000.0,26870000.0,27677000.0,30360000.0,22859000.0,,,,18576000.0,,,,14324000.0,,,,16477000.0,,,,11765000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20199000.0,26122000.0,28396000.0,27018000.0,31190000.0,32080000.0,35343000.0,32400000.0,22110000.0,22471000.0,23688000.0,24144000.0,20225000.0,20470000.0,20630000.0,22321000.0,14968000.0,16712000.0,16942000.0,19173000.0,18596000.0,19150000.0,20533000.0,20855000.0,12087000.0,15064000.0,15021000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31324000.0,41267000.0,44896000.0,36886000.0,42665000.0,44318000.0,48523000.0,37268000.0,31510000.0,31115000.0,32968000.0,33589000.0,25346000.0,25625000.0,26472000.0,28485000.0,23774000.0,25524000.0,26005000.0,28579000.0,22461000.0,23105000.0,24747000.0,26118000.0,21481000.0,25006000.0,25754000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39415000.0,49610000.0,55258000.0,54343000.0,59351000.0,59786000.0,63652000.0,50147000.0,36318000.0,36440000.0,39323000.0,40385000.0,33442000.0,33070000.0,33962000.0,36250000.0,30128000.0,31827000.0,32609000.0,34529000.0,31054000.0,31803000.0,34216000.0,35972000.0,27734000.0,31446000.0,32538000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47591000.0,31405000.0,15890000.0,,39877000.0,23589000.0,10416000.0,,34923000.0,23155000.0,11491000.0,,31706000.0,21779000.0,11098000.0,,34374000.0,24223000.0,12154000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22057000.0,23444000.0,23295000.0,25660000.0,24577000.0,23315000.0,22285000.0,20427000.0,18330000.0,14875000.0,13903000.0,12474000.0,12204000.0,10505000.0,9981000.0,10778000.0,12571000.0,14536000.0,13543000.0,14166000.0,14383000.0,13359000.0,12877000.0,12073000.0,11323000.0,12535000.0,11480000.0
Liabilities / USD,54614000.0,54614000.0,54614000.0,54614000.0,64534000.0,64534000.0,64534000.0,64534000.0,56776000.0,56776000.0,56776000.0,56776000.0,129976000.0,129976000.0,129976000.0,129976000.0,165313000.0,165313000.0,165313000.0,165313000.0,144399000.0,144399000.0,144399000.0,144399000.0,275309000.0,275309000.0,275309000.0,275309000.0,349206000.0,349206000.0,349206000.0,349206000.0,648063000.0,648063000.0,648063000.0,648063000.0,738314000.0,738314000.0,738314000.0,738314000.0,1027390000.0,1027390000.0,1027390000.0,1027390000.0,1006141000.0,1006141000.0,1006141000.0,1006141000.0,880895000.0,880895000.0,880895000.0,880895000.0,1119322000.0,1119322000.0,1119322000.0
LiabilitiesAndStockholdersEquity / USD,235613000.0,235613000.0,235613000.0,235613000.0,350814000.0,350814000.0,350814000.0,350814000.0,432877000.0,432877000.0,432877000.0,432877000.0,594026000.0,594026000.0,594026000.0,594026000.0,778536000.0,778536000.0,778536000.0,778536000.0,925811000.0,925811000.0,925811000.0,925811000.0,1250256000.0,1250256000.0,1250256000.0,1250256000.0,1611802000.0,1611802000.0,1611802000.0,1611802000.0,2244208000.0,2244208000.0,2244208000.0,2244208000.0,2721332000.0,2721332000.0,2721332000.0,2721332000.0,3523227000.0,3523227000.0,3523227000.0,3523227000.0,4009151000.0,4009151000.0,4009151000.0,4009151000.0,4352365000.0,4352365000.0,4352365000.0,4352365000.0,4750473000.0,4750473000.0,4750473000.0
LiabilitiesCurrent / USD,53127000.0,53127000.0,53127000.0,53127000.0,59352000.0,59352000.0,59352000.0,59352000.0,54664000.0,54664000.0,54664000.0,54664000.0,125413000.0,125413000.0,125413000.0,125413000.0,127911000.0,127911000.0,127911000.0,127911000.0,116219000.0,116219000.0,116219000.0,116219000.0,180967000.0,180967000.0,180967000.0,180967000.0,262829000.0,262829000.0,262829000.0,262829000.0,386948000.0,386948000.0,386948000.0,386948000.0,465950000.0,465950000.0,465950000.0,465950000.0,763420000.0,763420000.0,763420000.0,763420000.0,747483000.0,747483000.0,747483000.0,747483000.0,644932000.0,644932000.0,644932000.0,644932000.0,821039000.0,821039000.0,821039000.0
LongTermDebtNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25074000.0,25074000.0,,25038000.0,25038000.0,25038000.0,25038000.0,30234000.0,30234000.0,30234000.0,30234000.0,27693000.0,27693000.0,27693000.0,27693000.0,26126000.0,26126000.0,26126000.0,26126000.0,25194000.0,25194000.0,25194000.0
MinorityInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8720000.0,8720000.0,8720000.0,8720000.0,1478000.0,1478000.0,1478000.0,1478000.0,579000.0,579000.0,579000.0,579000.0,1940000.0,1940000.0,1940000.0
MinorityInterestDecreaseFromRedemptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749000.0,7067000.0,7067000.0,7067000.0,1749000.0,7067000.0,7067000.0,7067000.0,1749000.0,,1453000.0,1453000.0,7266000.0,1358000.0,1358000.0,1358000.0
