fact_unit,2012-05-16,2012-08-03,2012-11-01,2013-02-22,2013-05-02,2013-08-01,2013-10-31,2014-02-21,2014-05-01,2014-07-31,2014-10-30,2015-02-20,2015-05-01,2015-07-31,2015-10-30,2016-02-19,2016-04-29,2016-07-29,2016-10-28,2017-02-17,2017-05-05,2017-08-01,2017-10-27,2018-02-23,2018-04-27,2018-07-27,2018-10-26,2019-02-22,2019-04-30,2019-07-26,2019-10-25,2020-02-21,2020-05-01,2020-07-31,2020-10-30,2021-02-24,2021-04-30,2021-08-03,2021-10-29,2022-02-18,2022-04-29,2022-07-29,2022-11-09,2023-02-22,2023-05-04,2023-08-04,2023-11-03,2024-02-21,2024-04-29,2024-07-31,2024-10-29,2025-02-21,2025-04-25,2025-07-28,2025-10-29
DeferredTaxAssetsNet / USD,,,,652000000.0,,,,1149000000.0,,,,1010000000.0,,,,1029000000.0,,,,1209000000.0,,,,1292000000.0,,,,560000000.0,,,,571000000.0,,,,986000000.0,,,,1083000000.0,,,,994000000.0,,,,793000000.0,,,,895000000.0,,,
DeferredTaxAssetsOther / USD,,,,4000000.0,,,,59000000.0,,,,18000000.0,,,,2000000.0,,,,1000000.0,,,,1000000.0,,,,3000000.0,,,,0.0,,,,313000000.0,,,,289000000.0,,,,262000000.0,,,,220000000.0,,,,274000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits / USD,,,,44000000.0,,,,614000000.0,,,,499000000.0,,,,647000000.0,,,,751000000.0,,,,669000000.0,,,,314000000.0,,,,395000000.0,,,,460000000.0,,,,499000000.0,,,,431000000.0,,,,307000000.0,,,,362000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther / USD,,,,122000000.0,,,,166000000.0,,,,223000000.0,,,,131000000.0,,,,175000000.0,,,,188000000.0,,,,44000000.0,,,,16000000.0,,,,38000000.0,,,,73000000.0,,,,82000000.0,,,,51000000.0,,,,68000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,210000000.0,,,,329000000.0,,,,127000000.0,,,,107000000.0,,,,160000000.0,,,,38000000.0,,,,28000000.0,,,,8000000.0,,,,22000000.0,,,,40000000.0,,,,74000000.0,,,,97000000.0,,,,121000000.0,,,
DeferredTaxLiabilities / USD,,,,6326000000.0,,,,5165000000.0,,,,5834000000.0,,,,5397000000.0,,,,5880000000.0,,,,6651000000.0,,,,4917000000.0,,,,5226000000.0,,,,5505000000.0,,,,5590000000.0,,,,5442000000.0,,,,6582000000.0,,,,7300000000.0,,,
DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates / USD,,,,2233000000.0,,,,2183000000.0,,,,2696000000.0,,,,2331000000.0,,,,2292000000.0,,,,2442000000.0,,,,1923000000.0,,,,2041000000.0,,,,2137000000.0,,,,1859000000.0,,,,2065000000.0,,,,1854000000.0,,,,1979000000.0,,,
DeferredTaxLiabilitiesInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,107000000.0,,,,24000000.0,,,,29000000.0,,,,29000000.0,,,,24000000.0,,,,19000000.0,,,,18000000.0,,,,14000000.0,,,,263000000.0,,,,310000000.0,,,,267000000.0,,,,238000000.0,,,,268000000.0,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430000000.0,,,,1745000000.0,,,
DefinedBenefitPlanActualReturnOnPlanAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
DefinedBenefitPlanAssetsTransferredToFromPlan / USD,,2092000000.0,2092000000.0,2056000000.0,,,,2056000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
DefinedBenefitPlanFairValueOfPlanAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,,,
DefinedBenefitPlanPlanAssetsForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
DefinedContributionPlanCostRecognized / USD,,,,,,,,13000000.0,,,,15000000.0,,,,111000000.0,,,,112000000.0,,,,134000000.0,,,,99000000.0,,,,101000000.0,,,,178000000.0,,,,192000000.0,,,,145000000.0,,,,142000000.0,,,,210000000.0,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent / pure,,,,,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,
DepreciationDepletionAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331000000.0,665000000.0,1001000000.0,1356000000.0,342000000.0,685000000.0,1037000000.0,1341000000.0,356000000.0,720000000.0,1081000000.0,1395000000.0,338000000.0,697000000.0,1127000000.0,1605000000.0,476000000.0,971000000.0,1459000000.0,1629000000.0,504000000.0,1001000000.0,1544000000.0
DerivativeAssetFairValueGrossLiability / USD,,,,,675000000.0,675000000.0,675000000.0,675000000.0,546000000.0,546000000.0,546000000.0,546000000.0,3307000000.0,3307000000.0,,,,,,,0.0,0.0,0.0,,,,,721000000.0,1075000000.0,1075000000.0,1075000000.0,1075000000.0,1188000000.0,1188000000.0,1188000000.0,1188000000.0,669000000.0,669000000.0,669000000.0,669000000.0,779000000.0,779000000.0,779000000.0,779000000.0,1594000000.0,1594000000.0,1594000000.0,1594000000.0,3041000000.0,3041000000.0,3041000000.0,3041000000.0,2118000000.0,2118000000.0,2118000000.0
DerivativeCollateralObligationToReturnSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeLiabilityCollateralRightToReclaimCashOffset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,80000000.0,80000000.0,80000000.0,80000000.0,46000000.0,46000000.0,46000000.0,46000000.0,49000000.0,49000000.0,49000000.0,49000000.0,90000000.0,90000000.0,90000000.0,90000000.0,18000000.0,18000000.0,18000000.0,18000000.0,62000000.0,62000000.0,62000000.0
DerivativeLiabilityFairValueGrossAsset / USD,,,,,,,675000000.0,675000000.0,546000000.0,546000000.0,546000000.0,546000000.0,3307000000.0,3307000000.0,,,,,,,,,,,,,,721000000.0,1075000000.0,1075000000.0,1075000000.0,1075000000.0,1188000000.0,1188000000.0,1188000000.0,1188000000.0,669000000.0,669000000.0,669000000.0,669000000.0,779000000.0,779000000.0,779000000.0,779000000.0,1594000000.0,1594000000.0,1594000000.0,1594000000.0,3041000000.0,3041000000.0,3041000000.0,3041000000.0,2118000000.0,2118000000.0,2118000000.0
DividendsCommonStockCash / USD,,,125000000.0,282000000.0,194000000.0,386000000.0,125000000.0,282000000.0,194000000.0,386000000.0,575000000.0,282000000.0,229000000.0,510000000.0,787000000.0,807000000.0,272000000.0,574000000.0,874000000.0,1062000000.0,296000000.0,625000000.0,954000000.0,1172000000.0,326000000.0,686000000.0,1042000000.0,1282000000.0,327000000.0,699000000.0,1069000000.0,1395000000.0,364000000.0,770000000.0,1172000000.0,1436000000.0,396000000.0,789000000.0,1182000000.0,1570000000.0,394000000.0,788000000.0,1182000000.0,1575000000.0,404000000.0,871000000.0,1337000000.0,1585000000.0,486000000.0,960000000.0,1425000000.0,1793000000.0,448000000.0,933000000.0,1410000000.0
EarningsPerShareBasic / USD/shares,,2.73,4.4,1.17,1.01,2.89,5.43,7.61,2.25,3.8,4.69,6.55,2.69,4.23,6.34,6.07,1.8,3.65,6.56,8.4,0.72,1.66,2.62,7.78,1.02,2.08,3.68,2.94,1.07,3.89,7.07,9.9,0.44,3.57,5.15,11.87,-5.66,-6.0,-7.83,6.8,-1.49,-0.83,0.08,-9.06,1.29,8.03,19.37,2.97,4.21,7.95,12.65,23.36,1.74,4.13,4.97
EarningsPerShareDiluted / USD/shares,,2.7,4.36,1.16,1.0,2.86,5.37,7.52,2.23,3.76,4.65,6.48,2.67,4.19,6.28,6.02,1.79,3.63,6.52,8.33,0.72,1.65,2.61,7.73,1.02,2.07,3.66,2.92,1.07,3.87,7.03,9.85,0.44,3.55,5.13,11.8,-5.66,-6.0,-7.83,6.77,-1.49,-0.83,0.08,-9.06,1.29,8.0,19.31,2.97,4.2,7.92,12.59,23.27,1.73,4.1,4.94
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,8000000.0,11000000.0,,2000000.0,19000000.0,-3000000.0,10000000.0,1000000.0,-16000000.0,-20000000.0,17000000.0,8000000.0,5000000.0,-31000000.0,-35000000.0,-9000000.0,-4000000.0,23000000.0,-14000000.0,-22000000.0,-15000000.0,-27000000.0,77000000.0,-8000000.0,-49000000.0,-64000000.0,-42000000.0,15000000.0,49000000.0,16000000.0,49000000.0,-6000000.0,,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13000000.0,20000000.0
EffectOfLIFOInventoryLiquidationOnIncome / USD,,67000000.0,86000000.0,30000000.0,,85000000.0,86000000.0,155000000.0,,,,162000000.0,36000000.0,,,109000000.0,-36000000.0,-37000000.0,-37000000.0,8000000.0,-43000000.0,-58000000.0,-62000000.0,-37000000.0,,,,-68000000.0,,,,0.0,,,,,,-82000000.0,-99000000.0,-101000000.0,-28000000.0,-82000000.0,-99000000.0,101000000.0,40000000.0,43000000.0,43000000.0,-101000000.0,,,,75000000.0,,,
EffectiveIncomeTaxRateContinuingOperations / pure,0.38,0.37,0.35,0.439,0.4,0.39,0.37,0.278,0.32,0.33,0.34,0.377,0.33,0.34,0.33,0.334,0.28,0.29,0.31,0.288,0.33,0.31,0.32,0.292,0.29,0.3,0.31,0.25,0.18,0.22,0.21,-0.476,0.21,0.18,0.18,0.211,0.02,0.15,0.25,0.192,0.17,0.21,-0.97,0.252,0.21,0.22,0.22,0.084,0.22,0.22,0.23,0.222,0.21,0.22,0.2
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,0.35,0.35,0.35,0.35,0.35,,0.35,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,,0.35,,,0.21,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate / pure,,,,,,,,,,,,,,,,,,,,,,,,-0.765,,,,0.0,,,,-0.765,,,,0.005,,,,-0.01,,,,0.0,,,,-0.015,,,,-0.002,,,
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense / pure,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,0.012,,,,0.013,,,,0.008,,,,0.015,,,,-0.011,,,,0.033,,,,0.005,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,,,,,0.0,,,,0.0,,,,0.007,,,,0.003,,,,0.004,,,,0.012,,,,-0.03,,,,-0.017,,,,-0.008,,,,-0.003,,,,-0.011,,,,-0.002,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.034,,,,0.025,,,,0.023,,,,0.025,,,,0.031,,,,0.025,,,,0.006,,,,0.022,,,,0.021,,,,0.022,,,,0.028,,,,-0.037,,,,0.023,,,
EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationTaxCreditEnergyRelatedAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,
EffectiveIncomeTaxRateReconciliationTaxCreditEnergyRelatedPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationTaxExemptIncome / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,,-0.004,,,,0.03,,,,0.002,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,17000000.0,,,,18000000.0,,,,35000000.0,,,,50000000.0,,,,50000000.0,,,,54000000.0,,,,59000000.0,,,,74000000.0,,,,45000000.0,,,,53000000.0,,,,35000000.0,,,,33000000.0,,,,55000000.0,,,
EntityCommonStockSharesOutstanding / shares,625272302.0,626922698.0,625806484.0,621509611.0,619232443.0,611030536.0,599536436.0,587624299.0,565845802.0,558888518.0,553513402.0,543497802.0,541632079.0,537659593.0,533440280.0,527459894.0,525581458.0,522849327.0,520850205.0,517816429.0,516098240.0,511510782.0,506740487.0,501237339.0,465836946.0,464262410.0,461125321.0,454913087.0,453551166.0,448541697.0,444357576.0,439445842.0,436674707.0,436696660.0,436800185.0,436926058.0,437867054.0,437989408.0,438100273.0,438461584.0,481100026.0,481051097.0,472632213.0,463907156.0,458862316.0,445287928.0,439955575.0,427824429.0,423952135.0,418569183.0,412989227.0,407698347.0,407581886.0,404124265.0,402921135.0
EntityPublicFloat / USD,,,,20800000000.0,,,,36000000000.0,,,,44900000000.0,,,,43300000000.0,,,,41500000000.0,,,,42300000000.0,,,,52100000000.0,,,,41900000000.0,,,,31300000000.0,,,,37500000000.0,,,,39400000000.0,,,,42400000000.0,,,,59000000000.0,,,
EquityMethodInvestments / USD,,,,10233000000.0,,,,10291000000.0,,,,11080000000.0,,,,10035000000.0,,,,11977000000.0,,,,13102000000.0,,,,13733000000.0,,,,14218000000.0,,,,14284000000.0,,,,13037000000.0,,,,12832000000.0,,,,14414000000.0,,,,14728000000.0,,,
EquitySecuritiesFvNiUnrealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,224000000.0,0.0,-169000000.0,-390000000.0,-418000000.0,365000000.0,-11000000.0,-26000000.0,-34000000.0,-433000000.0,6000000.0,-1000000.0,-2000000.0
ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue / USD,8600000000.0,8600000000.0,8600000000.0,8600000000.0,7700000000.0,7700000000.0,7700000000.0,7700000000.0,7600000000.0,7600000000.0,7600000000.0,7600000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,1300000000.0,1300000000.0,1300000000.0,1300000000.0,3300000000.0,3300000000.0,3300000000.0,3300000000.0,4300000000.0,4300000000.0,4300000000.0,4300000000.0,2900000000.0,2900000000.0,2900000000.0,2900000000.0,,4300000000.0,4300000000.0,4300000000.0,2700000000.0,2700000000.0,2700000000.0,2700000000.0,5700000000.0,5700000000.0,5700000000.0,5700000000.0,6300000000.0,6300000000.0,6300000000.0,6300000000.0,5300000000.0,5300000000.0,5300000000.0,5300000000.0,4900000000.0,4900000000.0,4900000000.0
FinanceLeaseInterestExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,3000000.0,5000000.0,6000000.0,,,,6000000.0,,,,6000000.0,,,,10000000.0,,,,9000000.0,,,,9000000.0,,,
FinanceLeaseInterestPaymentOnLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,3000000.0,5000000.0,6000000.0,,,,6000000.0,,,,6000000.0,,,,10000000.0,,,,9000000.0,,,,11000000.0,,,
FinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000000.0,174000000.0,166000000.0,277000000.0,,,,277000000.0,,,,264000000.0,,290000000.0,290000000.0,290000000.0,,,,257000000.0,,,,305000000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000.0,15000000.0,13000000.0,18000000.0,,,,18000000.0,,,,16000000.0,,,,33000000.0,,,,23000000.0,,,,25000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166000000.0,159000000.0,153000000.0,259000000.0,,,,259000000.0,,,,248000000.0,,,,257000000.0,,,,234000000.0,,,,280000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000000.0,216000000.0,206000000.0,363000000.0,,,,341000000.0,,,,361000000.0,,,,322000000.0,,,,412000000.0,,,,483000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000000.0,137000000.0,135000000.0,243000000.0,,,,224000000.0,,,,207000000.0,,,,182000000.0,,,,250000000.0,,,,284000000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,,,,42000000.0,,,,32000000.0,,,,39000000.0,,,,44000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,16000000.0,15000000.0,23000000.0,,,,23000000.0,,,,26000000.0,,,,22000000.0,,,,29000000.0,,,,34000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,16000000.0,15000000.0,23000000.0,,,,23000000.0,,,,29000000.0,,,,28000000.0,,,,28000000.0,,,,38000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000.0,18000000.0,18000000.0,23000000.0,,,,23000000.0,,,,29000000.0,,,,26000000.0,,,,34000000.0,,,,37000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000.0,19000000.0,19000000.0,25000000.0,,,,23000000.0,,,,28000000.0,,,,32000000.0,,,,32000000.0,,,,46000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,42000000.0,40000000.0,86000000.0,,,,77000000.0,,,,71000000.0,,,,65000000.0,,,,107000000.0,,,,131000000.0,,,
FinanceLeasePrincipalPayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,10000000.0,18000000.0,21000000.0,,,,21000000.0,,,,21000000.0,,,,17000000.0,,,,21000000.0,,,,32000000.0,,,
FinanceLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193000000.0,185000000.0,177000000.0,284000000.0,,,,284000000.0,,,,264000000.0,,,,259000000.0,,,,259000000.0,,,,298000000.0,,,
FinanceLeaseRightOfUseAssetAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,10000000.0,15000000.0,20000000.0,,,,20000000.0,,,,20000000.0,,,,21000000.0,,,,23000000.0,,,,24000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.038,0.037,0.031,,,,0.031,,,,0.036,,,,0.033,,,,0.033,,,,0.039,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,,,,,,,,,127000000.0,,,,132000000.0,,,,135000000.0,,,,152000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,234000000.0,,,
FiniteLivedIntangibleAssetsNet / USD,,,,31000000.0,,,,23000000.0,,,,4000000.0,,,,144000000.0,,,,136000000.0,,,,124000000.0,,,,120000000.0,,,,116000000.0,,,,117000000.0,,,,118000000.0,,,,98000000.0,,,,128000000.0,,,,220000000.0,,,
ForeignCurrencyTransactionGainLossBeforeTax / USD,43000000.0,74000000.0,56000000.0,-85000000.0,15000000.0,7000000.0,22000000.0,34000000.0,-2000000.0,16000000.0,16000000.0,28000000.0,19000000.0,-10000000.0,-23000000.0,40000000.0,-49000000.0,-49000000.0,-50000000.0,-26000000.0,7000000.0,7000000.0,16000000.0,-49000000.0,1000000.0,1000000.0,-6000000.0,15000000.0,16000000.0,30000000.0,30000000.0,0.0,-5000000.0,-14000000.0,-5000000.0,31000000.0,,-6000000.0,-10000000.0,-5000000.0,0.0,9000000.0,5000000.0,-12000000.0,2000000.0,-19000000.0,-24000000.0,-1000000.0,-25000000.0,-27000000.0,-15000000.0,9000000.0,-7000000.0,-8000000.0,-9000000.0
GainLossOnRepurchaseOfDebtInstrument / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-53000000.0,-53000000.0,0.0,-2000000.0,-2000000.0,3000000.0
GainLossOnSaleOfBusiness / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3013000000.0,0.0,,,,3013000000.0,,,
GainLossOnSaleOfOtherAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,108000000.0,1000000.0,1000000.0,2000000.0,7000000.0,34000000.0,22000000.0,124000000.0,7000000.0,0.0,237000000.0,239000000.0
Goodwill / USD,3332000000.0,3332000000.0,3332000000.0,3332000000.0,3344000000.0,3344000000.0,3344000000.0,3332000000.0,3096000000.0,3096000000.0,3096000000.0,3344000000.0,3274000000.0,3274000000.0,3274000000.0,3096000000.0,3275000000.0,3275000000.0,3275000000.0,3274000000.0,3270000000.0,3270000000.0,3270000000.0,3275000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,1425000000.0,1425000000.0,1425000000.0,3270000000.0,1484000000.0,1484000000.0,1484000000.0,1425000000.0,1486000000.0,1486000000.0,1486000000.0,1484000000.0,1550000000.0,1550000000.0,1550000000.0,1486000000.0,1575000000.0,1575000000.0,1575000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,,,,,,232000000.0,,,,232000000.0,,,,1000000.0,,,,3000000.0,,,,,,,,,,,,,,,,59000000.0,,,,59000000.0,,,,2000000.0,,,,64000000.0,,,
IncomeLossFromContinuingOperations / USD,,,,,,,,4732000000.0,1392000000.0,2336000000.0,2857000000.0,4076000000.0,866000000.0,1729000000.0,2909000000.0,3665000000.0,987000000.0,1999000000.0,3577000000.0,4056000000.0,385000000.0,881000000.0,1392000000.0,4227000000.0,535000000.0,1085000000.0,1908000000.0,1555000000.0,524000000.0,1863000000.0,3355000000.0,5106000000.0,204000000.0,1628000000.0,2340000000.0,5595000000.0,-2496000000.0,-2637000000.0,-3436000000.0,3076000000.0,-654000000.0,-358000000.0,44000000.0,-3975000000.0,582000000.0,3749000000.0,9140000000.0,1317000000.0,1961000000.0,3658000000.0,5755000000.0,11024000000.0,748000000.0,1763000000.0,2109000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,2283000000.0,,,,6107000000.0,,,,6192000000.0,,,,5158000000.0,,,,5121000000.0,,,,4983000000.0,,,,1713000000.0,,,,2799000000.0,,,,5716000000.0,,,,3267000000.0,,,,-5292000000.0,,,,1737000000.0,,,,12628000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,-964000000.0,,,,452000000.0,,,,364000000.0,,,,368000000.0,,,,624000000.0,,,,1061000000.0,,,,478000000.0,,,,756000000.0,,,,1729000000.0,,,,911000000.0,,,,328000000.0,,,,3000000.0,,,,2011000000.0,,,
IncomeLossFromEquityMethodInvestments / USD,690000000.0,1474000000.0,2330000000.0,1765000000.0,734000000.0,1549000000.0,2508000000.0,2843000000.0,1039000000.0,1657000000.0,2304000000.0,3134000000.0,778000000.0,1542000000.0,2053000000.0,3073000000.0,456000000.0,863000000.0,1446000000.0,2466000000.0,333000000.0,768000000.0,1159000000.0,1573000000.0,365000000.0,827000000.0,1357000000.0,1414000000.0,424000000.0,1167000000.0,1946000000.0,1732000000.0,516000000.0,1164000000.0,1663000000.0,2676000000.0,365000000.0,522000000.0,871000000.0,2127000000.0,285000000.0,1115000000.0,2097000000.0,1191000000.0,685000000.0,1602000000.0,2384000000.0,2904000000.0,611000000.0,1174000000.0,1736000000.0,2968000000.0,528000000.0,1015000000.0,1564000000.0
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions / USD,308000000.0,808000000.0,1100000000.0,723000000.0,349000000.0,561000000.0,928000000.0,951000000.0,-77000000.0,21000000.0,76000000.0,872000000.0,-632000000.0,-379000000.0,-360000000.0,354000000.0,337000000.0,-325000000.0,-17000000.0,-197000000.0,166000000.0,515000000.0,772000000.0,-185000000.0,212000000.0,252000000.0,543000000.0,815000000.0,-119000000.0,14000000.0,-111000000.0,516000000.0,-95000000.0,44000000.0,25000000.0,-221000000.0,4000000.0,-298000000.0,-254000000.0,143000000.0,-217000000.0,1000000.0,78000000.0,-334000000.0,100000000.0,490000000.0,985000000.0,128000000.0,242000000.0,566000000.0,767000000.0,1308000000.0,180000000.0,359000000.0,519000000.0
IncomeLossIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,6044000000.0,797000000.0,1645000000.0,2901000000.0,2191000000.0,717000000.0,2552000000.0,4527000000.0,3555000000.0,340000000.0,2169000000.0,3112000000.0,7445000000.0,-2478000000.0,-2923000000.0,-4273000000.0,4178000000.0,-771000000.0,-335000000.0,113000000.0,-4964000000.0,828000000.0,4934000000.0,12092000000.0,1740000000.0,2651000000.0,4895000000.0,7708000000.0,14639000000.0,964000000.0,2275000000.0,2688000000.0
IncomeTaxEffectsAllocatedDirectlyToEquity / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000000.0,,,,81000000.0,,,,13000000.0,,,,123000000.0,,,,-1000000.0,,,,0.0,,,,-323000000.0,,,
IncomeTaxExpenseBenefit / USD,418000000.0,1006000000.0,1505000000.0,579000000.0,431000000.0,1143000000.0,1991000000.0,1822000000.0,663000000.0,1170000000.0,1448000000.0,2473000000.0,426000000.0,913000000.0,1451000000.0,1844000000.0,391000000.0,831000000.0,1598000000.0,1654000000.0,198000000.0,402000000.0,679000000.0,1764000000.0,234000000.0,501000000.0,908000000.0,547000000.0,132000000.0,563000000.0,970000000.0,-1693000000.0,70000000.0,395000000.0,545000000.0,1572000000.0,-51000000.0,-429000000.0,-1053000000.0,801000000.0,-132000000.0,-70000000.0,-110000000.0,-1250000000.0,171000000.0,1095000000.0,2713000000.0,146000000.0,574000000.0,1084000000.0,1754000000.0,3248000000.0,203000000.0,494000000.0,538000000.0
IncomeTaxReconciliationChangeInEnactedTaxRate / USD,,,,,,,,,,,,,,,,,,,,,,,,-2721000000.0,,,,0.0,,,,-2721000000.0,,,,36000000.0,,,,-43000000.0,,,,0.0,,,,-26000000.0,,,,-25000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,462000000.0,,,,2295000000.0,,,,2295000000.0,,,,1934000000.0,,,,2011000000.0,,,,2115000000.0,,,,767000000.0,,,,1244000000.0,,,,1563000000.0,,,,877000000.0,,,,-1043000000.0,,,,365000000.0,,,,3074000000.0,,,
