fact_unit,2024-04-30,2024-07-24,2024-10-23,2025-02-06,2025-04-23,2025-07-23,2025-10-22
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,183000000.0,,,
SaleOfStockNumberOfSharesIssuedInTransaction / shares,100.0,274000000.0,274000000.0,274000000.0,,,
SegmentExpenditureAdditionToLongLivedAssets / USD,,,,487000000.0,216000000.0,372000000.0,530000000.0
SellingGeneralAndAdministrativeExpense / USD,1186000000.0,2458000000.0,3593000000.0,5360000000.0,1202000000.0,2140000000.0,3366000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized / shares,,25000000.0,25000000.0,25000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,1964000.0,1390000.0,1201000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,99.28,92.28,90.45,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod / shares,,9000.0,53000.0,54000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,,0.0,13000.0,19000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,,1450000.0,1450000.0,1450000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,,69.56,69.56,69.56,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,,158000000.0,368000000.0,541000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,,2514000.0,2514000.0,2514000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,,101.32,101.32,101.32,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue / USD,,14000000.0,107000000.0,196000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber / shares,,1078000.0,1147000.0,1171000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice / USD/shares,,158.76,161.39,161.3,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,121.4,116.55,114.48,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice / USD/shares,,123.71,128.91,128.95,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,,0.0,168.91,169.36,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,,170.03,170.03,170.03,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,,142000000.0,226000000.0,286000000.0,,,
SharesPaidForTaxWithholdingForShareBasedCompensation / shares,,,218290.0,218290.0,,,218290.0
ShortTermBorrowings / USD,,,,145000000.0,,,
ShortTermLeaseCost / USD,,,,62000000.0,,,
StandardProductWarrantyAccrual / USD,1414000000.0,1414000000.0,1414000000.0,1197000000.0,1370000000.0,1370000000.0,1370000000.0
StandardProductWarrantyAccrualPayments / USD,,,,617000000.0,,,
StandardProductWarrantyAccrualWarrantiesIssued / USD,,,,928000000.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,412000.0,967000.0,1155000.0,,,
StockIssuedDuringPeriodValueNewIssues / USD,,0.0,0.0,0.0,,0.0,0.0
StockIssuedDuringPeriodValueShareBasedCompensation / USD,,35000000.0,4000000.0,12000000.0,-135000000.0,35000000.0,4000000.0
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,6000000000.0,6000000000.0,6000000000.0,6000000000.0
StockholdersEquity / USD,7416000000.0,7416000000.0,7416000000.0,7416000000.0,9546000000.0,9546000000.0,9546000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,11607000000.0,11607000000.0,11607000000.0,13729000000.0,8380000000.0,8380000000.0,8380000000.0
SupplierFinanceProgramObligationCurrent / USD,,,,,2051000000.0,2051000000.0,2051000000.0
SupplierFinanceProgramObligationDecreaseSettlement / USD,1496000000.0,2921000000.0,3787000000.0,5442000000.0,779000000.0,1791000000.0,2642000000.0
SupplierFinanceProgramObligationIncrease / USD,,,,4521000000.0,,,
TaxesPayableCurrent / USD,,,,123000000.0,,,
TranslationAdjustmentForNetInvestmentHedgeNetOfTax / USD,228000000.0,34000000.0,29000000.0,225000000.0,33000000.0,33000000.0,33000000.0
TreasuryStockCommonShares / shares,,,218290.0,226290.0,226290.0,226290.0,226290.0
TreasuryStockCommonValue / USD,,,0.0,0.0,43000000.0,43000000.0,43000000.0
TreasuryStockSharesAcquired / shares,,,,,4000000.0,5200000.0,6300000.0
TreasuryStockValueAcquiredCostMethod / USD,,,,3000000.0,1213000000.0,1593000000.0,2257000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,,,,6500000000.0,,,
UnrecognizedTaxBenefits / USD,,,,763000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation / USD,,,,24000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,92000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,55000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued / USD,,,,92000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesExpense / USD,,,,-11000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,6000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromForeignCurrencyTranslation / USD,,,,9000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,63000000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued / USD,,,,151000000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense / USD,,,,6000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,51000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,251000000.0,,,
UnusedCommitmentsToExtendCredit / USD,547000000.0,68000000.0,108000000.0,96000000.0,95000000.0,65000000.0,65000000.0
ValueAddedTaxReceivableCurrent / USD,,,,,814000000.0,814000000.0,814000000.0
ValueAddedTaxReceivableNoncurrent / USD,136000000.0,136000000.0,136000000.0,136000000.0,74000000.0,74000000.0,74000000.0
VariableLeaseCost / USD,,,,53000000.0,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment / shares,,0.0,0.0,0.0,0.0,2000000.0,3000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,274000000.0,274000000.0,274000000.0,274000000.0,274000000.0,274000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,274000000.0,274000000.0,274000000.0,274000000.0,274000000.0,274000000.0
