fact_unit,2022-05-10,2022-08-09,2022-11-08,2023-03-01,2023-05-09,2023-08-07,2023-11-07,2024-02-27,2024-05-07,2024-08-08,2024-11-06,2025-02-24,2025-05-07,2025-08-07,2025-11-10
MinorityInterest / USD,6405000000.0,6405000000.0,6405000000.0,6405000000.0,7726000000.0,7726000000.0,7726000000.0,7726000000.0,11189000000.0,11189000000.0,11189000000.0,11189000000.0,13711000000.0,13711000000.0,13711000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,,,,,1392000000.0,1760000000.0,2058000000.0,424000000.0,783000000.0,1391000000.0,2009000000.0,,,
NetCashProvidedByUsedInFinancingActivities / USD,1177000000.0,-177000000.0,-444000000.0,3300000000.0,11240000000.0,11240000000.0,11240000000.0,109000000.0,11523000000.0,16537000000.0,26758000000.0,28710000000.0,18342000000.0,29976000000.0,42227000000.0
NetCashProvidedByUsedInInvestingActivities / USD,19000000.0,772000000.0,-344000000.0,-838000000.0,3103000000.0,3103000000.0,3103000000.0,-1552000000.0,-5640000000.0,-17508000000.0,-27719000000.0,-23444000000.0,-16385000000.0,-31085000000.0,-45551000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-229000000.0,1093000000.0,2137000000.0,-1616000000.0,-3993000000.0,-3993000000.0,-3993000000.0,1064000000.0,1071000000.0,4622000000.0,4258000000.0,3789000000.0,70000000.0,1403000000.0,3257000000.0
NetIncomeLoss / USD,679000000.0,1337000000.0,1595000000.0,157000000.0,,,-2601000000.0,1839000000.0,1010000000.0,1609000000.0,2291000000.0,-1961000000.0,1427000000.0,2280000000.0,3091000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,840000000.0,1687000000.0,2060000000.0,310000000.0,-658000000.0,-658000000.0,-658000000.0,2428000000.0,528000000.0,679000000.0,637000000.0,-1546000000.0,338000000.0,662000000.0,1620000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,670000000.0,1319000000.0,1568000000.0,120000000.0,-401000000.0,-401000000.0,-401000000.0,1802000000.0,1010000000.0,1609000000.0,2269000000.0,-1961000000.0,1403000000.0,2231000000.0,3018000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,670000000.0,1319000000.0,1568000000.0,120000000.0,-401000000.0,-401000000.0,-401000000.0,1802000000.0,1010000000.0,1609000000.0,2269000000.0,-1961000000.0,1403000000.0,2231000000.0,3018000000.0
NoncontrollingInterestDecreaseFromDeconsolidation / USD,2848000000.0,125000000.0,148000000.0,148000000.0,,5381000000.0,4703000000.0,148000000.0,,50000000.0,40000000.0,3648000000.0,,,
NoncontrollingInterestIncreaseFromBusinessCombination / USD,821000000.0,1012000000.0,1189000000.0,843000000.0,3012000000.0,3677000000.0,3955000000.0,2280000000.0,617000000.0,729000000.0,1766000000.0,4816000000.0,1006000000.0,2002000000.0,2481000000.0
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance / USD,,,,,,,598000000.0,584000000.0,,,598000000.0,584000000.0,,,78000000.0
NumberOfReportableSegments / segment,,,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
OciLiabilityForFuturePolicyBenefitGainLossAfterReclassificationAdjustmentBeforeTax / USD,,,,,3562000000.0,3562000000.0,3562000000.0,0.0,-802000000.0,11000000.0,1328000000.0,8425000000.0,803000000.0,1431000000.0,-832000000.0
OciMarketRiskBenefitInstrumentSpecificCreditRiskGainLossAfterAdjustmentsBeforeTax / USD,,,,,397000000.0,397000000.0,397000000.0,0.0,89000000.0,34000000.0,-220000000.0,366000000.0,-28000000.0,6000000.0,-87000000.0
OperatingExpenses / USD,1022000000.0,1769000000.0,2417000000.0,1579000000.0,2784000000.0,2784000000.0,2784000000.0,4113000000.0,3574000000.0,16405000000.0,18156000000.0,15911000000.0,4891000000.0,9475000000.0,15291000000.0
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax / USD,1000000.0,0.0,1000000.0,-1000000.0,-6698000000.0,-6698000000.0,-6698000000.0,0.0,2099000000.0,1388000000.0,-1767000000.0,-18158000000.0,-738000000.0,-1717000000.0,3760000000.0
OtherComprehensiveIncomeLossBeforeTax / USD,-15000000.0,-11000000.0,-20000000.0,41000000.0,-2875000000.0,-2875000000.0,-2875000000.0,-32000000.0,1512000000.0,1399000000.0,-940000000.0,-9421000000.0,-71000000.0,-311000000.0,3092000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax / USD,0.0,0.0,0.0,0.0,-127000000.0,-46000000.0,-126000000.0,0.0,104000000.0,-67000000.0,-280000000.0,4000000.0,-76000000.0,8000000.0,229000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax / USD,-16000000.0,-11000000.0,-21000000.0,42000000.0,-9000000.0,-9000000.0,-9000000.0,-32000000.0,22000000.0,33000000.0,-1000000.0,-58000000.0,-32000000.0,-39000000.0,22000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,-15000000.0,-11000000.0,-20000000.0,41000000.0,-2260000000.0,-2260000000.0,-2260000000.0,-32000000.0,1222000000.0,1098000000.0,-765000000.0,-7488000000.0,-67000000.0,-263000000.0,2458000000.0
OtherComprehensiveIncomeLossTax / USD,0.0,0.0,0.0,0.0,-615000000.0,-615000000.0,-615000000.0,0.0,290000000.0,301000000.0,-175000000.0,-1933000000.0,-4000000.0,-48000000.0,634000000.0
OtherNoncashIncomeExpense / USD,0.0,-382000000.0,-388000000.0,-77000000.0,-42000000.0,30000000.0,62000000.0,-642000000.0,-66000000.0,-81000000.0,349000000.0,-321000000.0,-72000000.0,-144000000.0,-210000000.0
OtherNonoperatingGainsLosses / USD,320000000.0,807000000.0,1614000000.0,1056000000.0,307000000.0,808000000.0,1615000000.0,1056000000.0,-264000000.0,12000000.0,355000000.0,1056000000.0,920000000.0,1474000000.0,-384000000.0
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic / USD,19000000.0,39000000.0,43000000.0,0.0,0.0,0.0,0.0,55000000.0,20000000.0,31000000.0,44000000.0,0.0,29000000.0,45000000.0,59000000.0
PaymentsForDerivativeInstrumentInvestingActivities / USD,,,,0.0,736000000.0,1334000000.0,2235000000.0,0.0,725000000.0,3551000000.0,5242000000.0,3008000000.0,857000000.0,1938000000.0,2845000000.0
PaymentsForProceedsFromDerivativeInstrumentFinancingActivities / USD,0.0,0.0,0.0,0.0,-27000000.0,1024000000.0,22000000.0,0.0,-3489000000.0,-3138000000.0,-945000000.0,330000000.0,-611000000.0,-2340000000.0,-416000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,6000000.0,14000000.0,55000000.0,52000000.0,935000000.0,0.0,-499000000.0,69000000.0,-459000000.0,-315000000.0,-354000000.0,277000000.0,-295000000.0,787000000.0,121000000.0
PaymentsForRepurchaseOfCommonStock / USD,0.0,123000000.0,201000000.0,92000000.0,226000000.0,437000000.0,463000000.0,299000000.0,458000000.0,535000000.0,535000000.0,635000000.0,260000000.0,335000000.0,788000000.0
PaymentsForRepurchaseOfRedeemablePreferredStock / USD,,,,,,,0.0,0.0,,,575000000.0,0.0,,,
PaymentsOfDividendsCommonStock / USD,139000000.0,139000000.0,390000000.0,550000000.0,229000000.0,458000000.0,722000000.0,517000000.0,241000000.0,497000000.0,753000000.0,962000000.0,259000000.0,538000000.0,815000000.0
PaymentsOfDividendsPreferredStockAndPreferenceStock / USD,9000000.0,18000000.0,27000000.0,37000000.0,,,,37000000.0,0.0,0.0,0.0,0.0,24000000.0,49000000.0,73000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,48000000.0,64000000.0,99000000.0,97000000.0,138000000.0,158000000.0,176000000.0,141000000.0,147000000.0,166000000.0,215000000.0,185000000.0,314000000.0,350000000.0,310000000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,,,,0.0,11100000000.0,18665000000.0,28050000000.0,0.0,6668000000.0,16213000000.0,24568000000.0,36684000000.0,18464000000.0,38006000000.0,63058000000.0
PaymentsToAcquireHeldToMaturitySecurities / USD,,,,1874000000.0,1517000000.0,3006000000.0,4160000000.0,4491000000.0,244000000.0,490000000.0,490000000.0,4939000000.0,0.0,0.0,0.0
PaymentsToAcquireNotesReceivable / USD,,,,0.0,4258000000.0,7832000000.0,9824000000.0,0.0,2930000000.0,8700000000.0,14398000000.0,12951000000.0,5714000000.0,11743000000.0,19319000000.0
PaymentsToMinorityShareholders / USD,160000000.0,784000000.0,1177000000.0,855000000.0,633000000.0,947000000.0,1034000000.0,1498000000.0,183000000.0,271000000.0,596000000.0,1050000000.0,305000000.0,662000000.0,859000000.0
PolicyholderAccountBalanceBenefitPayment / USD,,,,,1460000000.0,2462000000.0,4826000000.0,5698000000.0,1266000000.0,3408000000.0,4441000000.0,5698000000.0,2613000000.0,7547000000.0,9953000000.0
PolicyholderAccountBalanceIncreaseDecreaseFromOtherChange / USD,,,,,-218000000.0,-342000000.0,-710000000.0,-714000000.0,56000000.0,-102000000.0,-1325000000.0,-714000000.0,-102000000.0,-114000000.0,347000000.0
PolicyholderAccountBalanceIssuance / USD,,,,,8957000000.0,14768000000.0,24350000000.0,35341000000.0,12162000000.0,22237000000.0,35624000000.0,35341000000.0,21006000000.0,37478000000.0,57563000000.0
PolicyholderAccountBalancePolicyCharge / USD,,,,,142000000.0,288000000.0,443000000.0,603000000.0,159000000.0,319000000.0,483000000.0,603000000.0,169000000.0,343000000.0,524000000.0
PolicyholderAccountBalanceSurrenderAndWithdrawal / USD,,,,,2644000000.0,5777000000.0,9628000000.0,14373000000.0,4603000000.0,10670000000.0,16634000000.0,14373000000.0,4498000000.0,8905000000.0,13478000000.0
PolicyholderBenefitsAndClaimsIncurredGross / USD,,,,12018000000.0,,,,12142000000.0,,,,12142000000.0,,,
PolicyholderBenefitsAndClaimsIncurredNet / USD,,,,12310000000.0,,,,12465000000.0,,,,12465000000.0,,,
PolicyholderFunds / USD,,,,,151390000000.0,151390000000.0,151390000000.0,151390000000.0,168339000000.0,168339000000.0,168339000000.0,151390000000.0,197889000000.0,197889000000.0,197889000000.0
PreferredStockDividendsIncomeStatementImpact / USD,9000000.0,18000000.0,27000000.0,37000000.0,,,0.0,37000000.0,0.0,0.0,22000000.0,0.0,24000000.0,49000000.0,73000000.0
PreferredStockSharesIssued / shares,,,,,,,0.0,0.0,28750000.0,28750000.0,28750000.0,28750000.0,28749765.0,28749765.0,28749765.0
PreferredStockSharesOutstanding / shares,,,,,,,0.0,0.0,28750000.0,28750000.0,28750000.0,28750000.0,28749765.0,28749765.0,28749765.0
PreferredStockValue / USD,,,,,,,0.0,0.0,1398000000.0,1398000000.0,1398000000.0,1398000000.0,1398000000.0,1398000000.0,1398000000.0
PremiumsEarnedNet / USD,,,,11638000000.0,2110000000.0,7724000000.0,10769000000.0,11638000000.0,96000000.0,9137000000.0,9163000000.0,11638000000.0,101000000.0,774000000.0,1163000000.0
PresentValueOfFutureInsuranceProfitsAdditionsFromAcquisitions / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PresentValueOfFutureInsuranceProfitsAmortizationExpense1 / USD,125000000.0,249000000.0,371000000.0,488000000.0,96000000.0,195000000.0,289000000.0,384000000.0,93000000.0,183000000.0,315000000.0,384000000.0,89000000.0,182000000.0,274000000.0
PresentValueOfFutureInsuranceProfitsAmortizationExpenseYearFive / USD,305000000.0,304000000.0,303000000.0,301000000.0,200000000.0,200000000.0,197000000.0,196000000.0,,,,167000000.0,,,
PresentValueOfFutureInsuranceProfitsAmortizationExpenseYearFour / USD,343000000.0,342000000.0,339000000.0,336000000.0,230000000.0,230000000.0,228000000.0,229000000.0,,,,194000000.0,,,
PresentValueOfFutureInsuranceProfitsAmortizationExpenseYearOne / USD,452000000.0,447000000.0,442000000.0,440000000.0,316000000.0,316000000.0,324000000.0,325000000.0,,,,295000000.0,,,
PresentValueOfFutureInsuranceProfitsAmortizationExpenseYearThree / USD,380000000.0,377000000.0,373000000.0,370000000.0,260000000.0,260000000.0,260000000.0,262000000.0,,,,227000000.0,,,
PresentValueOfFutureInsuranceProfitsAmortizationExpenseYearTwo / USD,415000000.0,410000000.0,405000000.0,402000000.0,289000000.0,289000000.0,292000000.0,294000000.0,,,,261000000.0,,,
ProceedsFromAnnuitiesAndInvestmentCertificates / USD,0.0,0.0,0.0,0.0,8342000000.0,13925000000.0,23329000000.0,0.0,12006000000.0,21942000000.0,35168000000.0,33920000000.0,20803000000.0,37102000000.0,57013000000.0
ProceedsFromIssuanceOfConvertiblePreferredStock / USD,,,,,,,,0.0,,,1397000000.0,0.0,,,
ProceedsFromIssuanceOfLongTermDebt / USD,257000000.0,774000000.0,842000000.0,4300000000.0,3656000000.0,3751000000.0,3751000000.0,1334000000.0,1203000000.0,2417000000.0,3821000000.0,5745000000.0,2827000000.0,5652000000.0,6124000000.0
ProceedsFromMinorityShareholders / USD,821000000.0,1012000000.0,1189000000.0,843000000.0,3382000000.0,4086000000.0,3955000000.0,2280000000.0,617000000.0,725000000.0,1766000000.0,4816000000.0,1001000000.0,2000000000.0,2476000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,-50000000.0,-105000000.0,-142000000.0,-157000000.0,-139000000.0,-31000000.0,1689000000.0,-187000000.0,-345000000.0,-518000000.0,-716000000.0,2224000000.0,-742000000.0,-676000000.0,-719000000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt / USD,298000000.0,5785000000.0,9405000000.0,9421000000.0,298000000.0,5785000000.0,9405000000.0,9421000000.0,1140000000.0,3194000000.0,3918000000.0,9421000000.0,3718000000.0,10766000000.0,19305000000.0
ProfitLoss / USD,1519000000.0,3024000000.0,3655000000.0,467000000.0,-1059000000.0,-1059000000.0,-1059000000.0,4267000000.0,1538000000.0,2288000000.0,2928000000.0,-3507000000.0,1765000000.0,2942000000.0,4711000000.0
ProvisionForOtherCreditLosses / USD,192000000.0,364000000.0,193000000.0,227000000.0,192000000.0,364000000.0,193000000.0,227000000.0,66000000.0,177000000.0,237000000.0,227000000.0,10000000.0,100000000.0,114000000.0
RealizedInvestmentGainsLosses / USD,-4217000000.0,-9976000000.0,-12823000000.0,-12717000000.0,-4230000000.0,-9975000000.0,-12822000000.0,-12717000000.0,1065000000.0,1431000000.0,-1193000000.0,-12717000000.0,1677000000.0,1543000000.0,3082000000.0
ReinsuranceEffectOnClaimsAndBenefitsIncurredAmountAssumed / USD,,,,398000000.0,,,,416000000.0,,,,416000000.0,,,
ReinsuranceEffectOnClaimsAndBenefitsIncurredAmountCeded / USD,,,,106000000.0,,,,93000000.0,,,,93000000.0,,,
ReinsuranceRecoverables / USD,,,,4367000000.0,,,,4358000000.0,,,,4154000000.0,,,
RepaymentsOfAnnuitiesAndInvestmentCertificates / USD,0.0,0.0,0.0,0.0,2245000000.0,4074000000.0,7903000000.0,0.0,2707000000.0,6804000000.0,10229000000.0,10209000000.0,4786000000.0,11636000000.0,16054000000.0
RepaymentsOfLongTermDebt / USD,200000000.0,1331000000.0,1539000000.0,925000000.0,695000000.0,735000000.0,791000000.0,1968000000.0,1858000000.0,2262000000.0,2769000000.0,4033000000.0,524000000.0,3222000000.0,4494000000.0
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,708000000.0,1524000000.0,1053000000.0,18000000.0,1872000000.0,1446000000.0,1721000000.0,708000000.0,2209000000.0,2473000000.0,1492000000.0,1676000000.0,1577000000.0,1095000000.0,967000000.0
RetainedEarningsAccumulatedDeficit / USD,1144000000.0,1144000000.0,1144000000.0,1144000000.0,-1007000000.0,-1007000000.0,-1007000000.0,-1007000000.0,2972000000.0,2972000000.0,2972000000.0,2972000000.0,6022000000.0,6022000000.0,6022000000.0
Revenues / USD,2295000000.0,3678000000.0,4756000000.0,2354000000.0,862000000.0,862000000.0,862000000.0,5951000000.0,5301000000.0,19003000000.0,21598000000.0,10968000000.0,7040000000.0,13058000000.0,20831000000.0
SecuritiesReceivedAsCollateral / USD,616000000.0,616000000.0,616000000.0,1753000000.0,1753000000.0,1753000000.0,1753000000.0,1753000000.0,1504000000.0,1504000000.0,1504000000.0,1504000000.0,2208000000.0,2208000000.0,2208000000.0
SecuritiesSoldUnderAgreementsToRepurchase / USD,26000000.0,26000000.0,26000000.0,1640000000.0,1640000000.0,1640000000.0,1640000000.0,1640000000.0,947000000.0,947000000.0,947000000.0,947000000.0,935000000.0,935000000.0,935000000.0
ShareBasedCompensation / USD,56000000.0,109000000.0,166000000.0,213000000.0,168000000.0,293000000.0,410000000.0,1181000000.0,140000000.0,280000000.0,422000000.0,540000000.0,189000000.0,342000000.0,478000000.0
StockIssuedDuringPeriodSharesIssuedForServices / shares,,,,,,,,,,,,,1213003.0,1213003.0,1213003.0
StockIssuedDuringPeriodSharesOther / shares,,,,,,,,,,,,,,1080041.0,1080041.0
StockIssuedDuringPeriodValueAcquisitions / USD,17992000000.0,17992000000.0,17992000000.0,17992000000.0,17992000000.0,17992000000.0,17992000000.0,17992000000.0,,,,17992000000.0,,,1844000000.0
StockIssuedDuringPeriodValueIssuedForServices / USD,,,,,,,,,,,,,200000000.0,200000000.0,200000000.0
StockIssuedDuringPeriodValueNewIssues / USD,21000000.0,252000000.0,22000000.0,22000000.0,21000000.0,252000000.0,252000000.0,22000000.0,,84000000.0,1397000000.0,252000000.0,,84000000.0,84000000.0
StockIssuedDuringPeriodValueStockOptionsExercised / USD,,,,,,10000000.0,16000000.0,21000000.0,8000000.0,10000000.0,16000000.0,21000000.0,8000000.0,12000000.0,13000000.0
StockRepurchaseProgramAuthorizedAmount1 / USD,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0
StockRepurchasedDuringPeriodValue / USD,226000000.0,123000000.0,201000000.0,92000000.0,226000000.0,437000000.0,463000000.0,299000000.0,460000000.0,538000000.0,538000000.0,635000000.0,260000000.0,335000000.0,792000000.0
StockholdersEquity / USD,3789000000.0,3789000000.0,3789000000.0,3789000000.0,6640000000.0,6640000000.0,6640000000.0,6640000000.0,14044000000.0,14044000000.0,14044000000.0,14044000000.0,17253000000.0,17253000000.0,17253000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,5513000000.0,5513000000.0,5513000000.0,3038000000.0,10194000000.0,10194000000.0,10194000000.0,5513000000.0,14366000000.0,14366000000.0,14366000000.0,10194000000.0,25233000000.0,25233000000.0,25233000000.0
TemporaryEquityCarryingAmountAttributableToParent / USD,1770000000.0,1770000000.0,1770000000.0,1770000000.0,1032000000.0,1032000000.0,1032000000.0,1032000000.0,12000000.0,12000000.0,12000000.0,12000000.0,16000000.0,16000000.0,16000000.0
UndistributedEarningsLossAllocatedToParticipatingSecuritiesDiluted / USD,,,,,,,0.0,,,,5000000.0,,,,0.0
UndistributedEarningsLossAvailableToCommonShareholdersBasic / USD,507000000.0,1016000000.0,1135000000.0,-430000000.0,-642000000.0,-2520000000.0,-3324000000.0,1229000000.0,749000000.0,1081000000.0,1472000000.0,-2923000000.0,1115000000.0,1648000000.0,2144000000.0
UndistributedEarningsLossAvailableToCommonShareholdersDiluted / USD,,,,,-642000000.0,,-3324000000.0,1229000000.0,744000000.0,1081000000.0,1467000000.0,-2923000000.0,1139000000.0,1697000000.0,2144000000.0
UnrecognizedTaxBenefits / USD,15700000.0,15700000.0,15700000.0,0.0,,,,0.0,,,,0.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,,,,,,,,,0.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,0.0,,,,0.0,,,,15000000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued / USD,,,,5000000.0,,,,5000000.0,,,,10000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0,23000000.0,23000000.0,10000000.0,23000000.0,4000000.0,4000000.0,10000000.0
ValuationAllowancesAndReservesBalance / USD,,,,0.0,,,,0.0,,,,0.0,,,
ValuationAllowancesAndReservesChargedToCostAndExpense / USD,,,,53000000.0,,,,53000000.0,,,,53000000.0,,,
ValuationAllowancesAndReservesDeductions / USD,,,,14000000.0,,,,14000000.0,,,,14000000.0,,,
ValuationAllowancesAndReservesReservesOfBusinessesAcquired / USD,,,,66000000.0,,,,66000000.0,,,,66000000.0,,,
ValueOfBusinessAcquiredVOBA / USD,4547000000.0,4547000000.0,4547000000.0,4527000000.0,3372000000.0,3372000000.0,3372000000.0,3372000000.0,2988000000.0,2988000000.0,2988000000.0,3372000000.0,2581000000.0,2581000000.0,2581000000.0
VariableInterestDifferenceBetweenCarryingAmountAndMaximumExposure / USD,57482000000.0,51517000000.0,55261000000.0,61578000000.0,61578000000.0,61578000000.0,61578000000.0,61578000000.0,79529000000.0,79529000000.0,79529000000.0,79529000000.0,109616000000.0,109616000000.0,109616000000.0
VariableInterestEntityEntityMaximumLossExposureAmount / USD,68010000000.0,61521000000.0,68679000000.0,74432000000.0,74432000000.0,74432000000.0,74432000000.0,74432000000.0,91931000000.0,91931000000.0,91931000000.0,91931000000.0,124525000000.0,124525000000.0,124525000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,230003502.0,230534073.0,233539355.0,227530600.0,586495913.0,585630085.0,585187783.0,236567691.0,584242571.0,581531570.0,581613279.0,584691775.0,605378709.0,605128505.0,589907752.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,230003502.0,230534073.0,233539355.0,227530600.0,586495913.0,585630085.0,585187783.0,236567691.0,584115927.0,581531570.0,580610127.0,584691775.0,588120328.0,587700042.0,586921189.0
