fact_unit,2018-03-09,2019-03-08,2020-03-06,2021-03-12,2022-03-11,2023-03-10,2024-02-29,2024-03-15,2024-05-10,2024-08-08,2024-11-07,2025-02-26,2025-05-05,2025-08-06,2025-11-05
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,2612000000.0,,-38000000.0,1159000000.0,2459000000.0,3902000000.0,112000000.0,1406000000.0,2759000000.0
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic / USD,,,,,,,2433000000.0,,,,,2712000000.0,,,
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersDiluted / USD,,,,,,,2433000000.0,,,,,2712000000.0,,,
NetIncomeLossFromDiscontinuedOperationsAvailableToCommonShareholdersBasic / USD,,,,,,,179000000.0,,,,,1190000000.0,,,
NetIncomeLossFromDiscontinuedOperationsAvailableToCommonShareholdersDiluted / USD,,,,,,,179000000.0,,,,,1190000000.0,,,
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest / USD,,,,,,,2664000000.0,,-33000000.0,1169000000.0,2478000000.0,3862000000.0,112000000.0,1411000000.0,2791000000.0
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent / USD,,,,,,,9000000.0,,0.0,2000000.0,3000000.0,30000000.0,1000000.0,2000000.0,3000000.0
NoncontrollingInterestDecreaseFromDeconsolidation / USD,,,,,,,,,18000000.0,18000000.0,18000000.0,19000000.0,18000000.0,18000000.0,18000000.0
NoncontrollingInterestIncreaseFromBusinessCombination / USD,,,,,,,,,,,507000000.0,507000000.0,,,507000000.0
NoncurrentAssets / USD,,,,29382000000.0,29967000000.0,30626000000.0,18943000000.0,,,,,18943000000.0,,,
NumberOfOperatingSegments / segment,,,,,,,,,,,4.0,,3.0,3.0,3.0
NumberOfReportableSegments / segment,,,,,,,3.0,,4.0,4.0,4.0,3.0,3.0,3.0,3.0
OperatingIncomeLoss / USD,,,,,,,3327000000.0,,2000000.0,1615000000.0,3403000000.0,3809000000.0,28000000.0,1857000000.0,3821000000.0
OperatingLeaseCost / USD,,,,,,,265000000.0,,,,,255000000.0,,,
OperatingLeaseLiability / USD,,,,,,,1380000000.0,,,,,1339000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,238000000.0,,235000000.0,240000000.0,245000000.0,255000000.0,255000000.0,259000000.0,271000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,1000000000.0,,1021000000.0,1016000000.0,1065000000.0,1125000000.0,1120000000.0,1114000000.0,1117000000.0
OperatingLeasePayments / USD,,,,,,,299000000.0,,,,,269000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,1175000000.0,,1192000000.0,1187000000.0,1237000000.0,1292000000.0,1285000000.0,1279000000.0,1322000000.0
OperatingLeaseRightOfUseAssetAmortizationExpense / USD,,,,,,,318000000.0,,69000000.0,138000000.0,212000000.0,273000000.0,75000000.0,151000000.0,188000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,0.0344,,,,,0.0363,,,
OtherAccruedLiabilitiesCurrent / USD,,,,,,,1176000000.0,,1258000000.0,1415000000.0,1473000000.0,1230000000.0,1244000000.0,1306000000.0,1465000000.0
OtherAssetsCurrent / USD,,,,,,,403000000.0,,416000000.0,404000000.0,430000000.0,478000000.0,748000000.0,704000000.0,694000000.0
OtherAssetsMiscellaneousCurrent / USD,,,,,,,134000000.0,,167000000.0,163000000.0,140000000.0,193000000.0,227000000.0,221000000.0,207000000.0
OtherAssetsMiscellaneousNoncurrent / USD,,,,,,,,,,,334000000.0,,,,
OtherAssetsNoncurrent / USD,,,,,,,607000000.0,,631000000.0,655000000.0,692000000.0,632000000.0,634000000.0,657000000.0,830000000.0
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax / USD,,,,,,,-87000000.0,,119000000.0,158000000.0,5000000.0,-353000000.0,-177000000.0,-195000000.0,159000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,19000000.0,,31000000.0,24000000.0,4000000.0,-37000000.0,-37000000.0,-18000000.0,-26000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax / USD,,,,,,,-6000000.0,,-6000000.0,-3000000.0,-1000000.0,6000000.0,6000000.0,2000000.0,8000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,,,,,,-367000000.0,,98000000.0,147000000.0,17000000.0,-665000000.0,-148000000.0,-197000000.0,166000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,-116000000.0,,126000000.0,168000000.0,17000000.0,-408000000.0,-188000000.0,-216000000.0,132000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,,,,-232000000.0,,3000000.0,3000000.0,4000000.0,-294000000.0,3000000.0,1000000.0,8000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax / USD,,,,,,,41000000.0,,0.0,0.0,0.0,66000000.0,-1000000.0,-1000000.0,0.0
OtherLiabilitiesCurrent / USD,,,,,,,1250000000.0,,2063000000.0,1358000000.0,1675000000.0,2072000000.0,1735000000.0,1422000000.0,1703000000.0
OtherLiabilitiesNoncurrent / USD,,,,,,,2208000000.0,,2132000000.0,2173000000.0,2142000000.0,2196000000.0,2110000000.0,2178000000.0,2430000000.0
OtherNoncashIncomeExpense / USD,,,,,,,-11000000.0,,3000000.0,-35000000.0,-33000000.0,-45000000.0,25000000.0,16000000.0,17000000.0
OtherNonoperatingIncomeExpense / USD,,,,,,,90000000.0,,0.0,2000000.0,3000000.0,-69000000.0,161000000.0,184000000.0,246000000.0
OtherReceivablesNetCurrent / USD,,,,,,,384000000.0,,419000000.0,395000000.0,340000000.0,366000000.0,395000000.0,360000000.0,463000000.0
OtherSundryLiabilitiesCurrent / USD,,,,,,,570000000.0,,754000000.0,676000000.0,640000000.0,583000000.0,828000000.0,786000000.0,822000000.0
OtherSundryLiabilitiesNoncurrent / USD,,,,,,,737000000.0,,629000000.0,654000000.0,542000000.0,660000000.0,660000000.0,667000000.0,598000000.0
PaymentForContingentConsiderationLiabilityFinancingActivities / USD,,,,,,,29000000.0,,4000000.0,4000000.0,8000000.0,24000000.0,7000000.0,10000000.0,16000000.0
PaymentsForDerivativeInstrumentInvestingActivities / USD,,,,,,,0.0,,2000000.0,,,11000000.0,,,
PaymentsForProceedsFromDerivativeInstrumentFinancingActivities / USD,,,,,,,37000000.0,,-6000000.0,-4000000.0,-5000000.0,11000000.0,1000000.0,3000000.0,-34000000.0
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities / USD,,,,,,,,,,-7000000.0,-3000000.0,,13000000.0,3000000.0,21000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,,,4000000.0,,17000000.0,62000000.0,88000000.0,45000000.0,116000000.0,128000000.0,180000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,896000000.0,,246000000.0,959000000.0,2031000000.0,1178000000.0,559000000.0,907000000.0,1224000000.0
PaymentsOfDividendsMinorityInterest / USD,,,,,,,40000000.0,,13000000.0,23000000.0,35000000.0,23000000.0,17000000.0,22000000.0,33000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,,,1494000000.0,,155000000.0,198000000.0,561000000.0,3253000000.0,2206000000.0,2522000000.0,3853000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,,,,,,,1554000000.0,,332000000.0,771000000.0,1175000000.0,1523000000.0,506000000.0,1130000000.0,
PensionAndOtherPostretirementBenefitsExpenseReversalOfExpenseNoncash / USD,,,,,,,61000000.0,,8000000.0,14000000.0,22000000.0,30000000.0,9000000.0,18000000.0,27000000.0
PreferredStockParOrStatedValuePerShare / EUR/shares,,,,,,,1.27,,1.27,1.27,1.27,1.27,1.27,1.27,1.27
PreferredStockValue / USD,,,,,,,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
PrepaidExpenseCurrent / USD,,,,,,,269000000.0,,249000000.0,241000000.0,290000000.0,285000000.0,358000000.0,343000000.0,323000000.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,,,,,,120000000.0,,,0.0,5000000.0,3712000000.0,729000000.0,978000000.0,977000000.0
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital / USD,,,,,,,32000000.0,,8000000.0,12000000.0,23000000.0,36000000.0,6000000.0,15000000.0,22000000.0
ProceedsFromIssuanceOfDebt / USD,,,,,,,0.0,,71000000.0,855000000.0,2687000000.0,38000000.0,1818000000.0,3370000000.0,3452000000.0
ProceedsFromPaymentsToMinorityShareholders / USD,,,,,,,,,,,,-3000000.0,,0.0,0.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,,,,,,,387000000.0,,6000000.0,42000000.0,64000000.0,115000000.0,10000000.0,118000000.0,203000000.0
ProceedsFromStockOptionsExercised / USD,,,,,,,13000000.0,,1000000.0,3000000.0,4000000.0,11000000.0,0.0,,
ProfitLoss / USD,,,,2889000000.0,1738000000.0,1165000000.0,2686000000.0,,-31000000.0,1181000000.0,2499000000.0,3889000000.0,114000000.0,1423000000.0,2812000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization / USD,,,,,,,13961000000.0,,,,,14923000000.0,,,
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,,,,,,,17768000000.0,,,,,17841000000.0,,,
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization / USD,,,,,,,31729000000.0,,,,,32764000000.0,,,
PropertyPlantAndEquipmentNet / USD,,,,,,,17768000000.0,,17997000000.0,18155000000.0,18103000000.0,17841000000.0,18878000000.0,19235000000.0,21289000000.0
ProvisionForDoubtfulAccounts / USD,,,,,,,10000000.0,,10000000.0,19000000.0,23000000.0,24000000.0,4000000.0,0.0,5000000.0
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax / USD,,,,,,,29000000.0,,-7000000.0,-10000000.0,-12000000.0,55000000.0,11000000.0,21000000.0,27000000.0
RedeemableNoncontrollingInterestEquityCarryingAmount / USD,,,,,,,322000000.0,,308000000.0,308000000.0,308000000.0,336000000.0,333000000.0,333000000.0,333000000.0
RedeemablePreferredStockDividends / USD,,,,,,,26000000.0,,13000000.0,19000000.0,27000000.0,15000000.0,13000000.0,17000000.0,23000000.0
RepaymentsOfDebt / USD,,,,,,,1183000000.0,,0.0,849000000.0,940000000.0,364000000.0,651000000.0,1691000000.0,1854000000.0
RestrictedCash / USD,,,,,,,5000000.0,,5000000.0,,,,6000000.0,6000000.0,6000000.0
RestrictedCashCurrent / USD,,,,,,,,,,0.0,0.0,0.0,0.0,869000000.0,102000000.0
RetainedEarningsAccumulatedDeficit / USD,,,,,,,22495000000.0,,21692000000.0,22892000000.0,23936000000.0,22918000000.0,22346000000.0,23030000000.0,23831000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,29206000000.0,,6427000000.0,16136000000.0,26264000000.0,32723000000.0,6533000000.0,16187000000.0,26702000000.0
RevenueRemainingPerformanceObligation / USD,,,,,,,3725000000.0,,4385000000.0,4032000000.0,4069000000.0,3551000000.0,3848000000.0,4046000000.0,3592000000.0
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,,,,30000000.0,,,,,24000000.0,,,
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,180000000.0,,,,,130000000.0,,,
SegmentExpenditureAdditionToLongLivedAssets / USD,,,,,,,1540000000.0,,,,,1533000000.0,523000000.0,1186000000.0,1716000000.0
SegmentReportingOtherItemAmount / USD,,,,,,,,,,,,18845000000.0,4047000000.0,9119000000.0,14698000000.0
SellingGeneralAndAdministrativeExpense / USD,,,,,,,6538000000.0,,1622000000.0,3657000000.0,5647000000.0,7056000000.0,1787000000.0,3735000000.0,5919000000.0
ShareBasedCompensation / USD,,,,,,,110000000.0,,31000000.0,60000000.0,92000000.0,101000000.0,30000000.0,63000000.0,96000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardPercentageOfOutstandingStockMaximum / pure,,,,,,,0.1,,,,,0.1,,,
ShortTermBorrowings / USD,,,,,,,94000000.0,,156000000.0,162000000.0,173000000.0,107000000.0,118000000.0,159000000.0,153000000.0
ShortTermLeaseCost / USD,,,,,,,239000000.0,,,,,273000000.0,,,
StockIssuedDuringPeriodValueShareBasedCompensation / USD,,,,,,,13000000.0,,1000000.0,3000000.0,4000000.0,11000000.0,0.0,,
StockRepurchasedAndRetiredDuringPeriodValue / USD,,,,,,,0.0,,,,79000000.0,1048000000.0,380000000.0,728000000.0,1045000000.0
StockholdersEquity / USD,,,,,,,22157000000.0,,21255000000.0,21821000000.0,21767000000.0,20854000000.0,20015000000.0,20726000000.0,21875000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,20412000000.0,,22732000000.0,22732000000.0,22732000000.0,21246000000.0,21288000000.0,21288000000.0,21288000000.0
TangibleAssetImpairmentCharges / USD,,,,,,,30000000.0,,,,,30000000.0,,,
TaxCreditCarryforwardAmount / USD,,,,,,,2115000000.0,,,,,2603000000.0,,,
TemporaryEquityAccretionToRedemptionValueAdjustment / USD,,,,,,,18000000.0,,10000000.0,12000000.0,18000000.0,-40000000.0,4000000.0,7000000.0,30000000.0
TreasuryStockAcquiredAverageCostPerShare / USD/shares,,,,,,,39.22,,,,,54.92,,,
TreasuryStockCommonShares / shares,,,,,,,7712885.0,,11596581.0,24158408.0,41554960.0,42419281.0,41897429.0,41540247.0,41493074.0
TreasuryStockRetiredCostMethodAmount / USD,,,,,,,0.0,,380000000.0,728000000.0,,0.0,,,
TreasuryStockSharesAcquired / shares,,,,,,,29755861.0,,,,,54900928.0,,,
TreasuryStockSharesRetired / shares,,,,,,,22000000.0,,,,,17620740.0,,,
TreasuryStockValue / USD,,,,,,,297000000.0,,487000000.0,1140000000.0,2132000000.0,2199000000.0,2166000000.0,2143000000.0,2141000000.0
TreasuryStockValueAcquiredCostMethod / USD,,,,,,,896000000.0,,246000000.0,959000000.0,1952000000.0,1178000000.0,179000000.0,179000000.0,179000000.0
UnbilledContractsReceivable / USD,,,,,,,402000000.0,,449000000.0,723000000.0,790000000.0,471000000.0,416000000.0,664000000.0,752000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,,,,,,,16400000000.0,,,,,18600000000.0,,,
UnrecognizedTaxBenefits / USD,,,,,,,536000000.0,,,,,547000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation / USD,,,,,,,18000000.0,,,,,30000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,21000000.0,,,,,8000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,,,,,,68000000.0,,,,,84000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,,,,104000000.0,,,,,130000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromForeignCurrencyTranslation / USD,,,,,,,12000000.0,,,,,12000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,2000000.0,,,,,4000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,,,,537000000.0,,,,,627000000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary / USD,,,,,,,1216000000.0,,,,,1750000000.0,,,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount / USD,,,,,,,2103000000.0,,,,,2549000000.0,,,
VariableLeaseCost / USD,,,,,,,97000000.0,,,,,94000000.0,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment / shares,,,,,,,6600000.0,,0.0,4600000.0,4800000.0,5800000.0,5600000.0,4500000.0,5000000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,,,,,,786800000.0,,742900000.0,743400000.0,736600000.0,764100000.0,693400000.0,691100000.0,690000000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,,,,,,780200000.0,,742900000.0,738800000.0,731800000.0,758300000.0,687800000.0,686600000.0,685000000.0
