fact_unit,2021-03-05,2021-05-14,2021-08-13,2021-11-10,2022-03-01,2022-05-06,2022-08-05,2022-11-04,2023-02-27,2023-05-05,2023-08-02,2023-11-01,2024-02-20,2024-05-01,2024-08-01,2024-10-30,2025-02-14,2025-05-07,2025-08-06,2025-11-06
NetCashProvidedByUsedInInvestingActivities / USD,-357000000.0,5000000.0,-63000000.0,-129000000.0,-570000000.0,-7000000.0,-936000000.0,-1520000000.0,-192000000.0,-246000000.0,80000000.0,-119000000.0,-2047000000.0,-10000000.0,-145000000.0,-223000000.0,-300000000.0,-72000000.0,-219000000.0,-281000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-159000000.0,-125000000.0,85000000.0,315000000.0,-467000000.0,166000000.0,418000000.0,525000000.0,252000000.0,-20000000.0,145000000.0,344000000.0,692000000.0,397000000.0,790000000.0,1188000000.0,367000000.0,553000000.0,1083000000.0,1614000000.0
NetIncomeLoss / USD,-204000000.0,-129000000.0,-129000000.0,-129000000.0,-667000000.0,-110000000.0,-110000000.0,-110000000.0,-461000000.0,-167000000.0,-167000000.0,-167000000.0,-468000000.0,-161000000.0,-161000000.0,-161000000.0,-1365000000.0,-23000000.0,-23000000.0,-23000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,,,,,,,0.0,0.0,0.0,0.0,-1000000.0,0.0,-1000000.0,-3000000.0,-5000000.0,-3000000.0,-2000000.0,-3000000.0,-4000000.0
NoncontrollingInterestIncreaseFromBusinessCombination / USD,,,,,,,,11000000.0,11000000.0,,,11000000.0,11000000.0,,,,11000000.0,,,11000000.0
NumberOfReportableSegments / segment,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0
OperatingIncomeLoss / USD,-210000000.0,-123000000.0,-96000000.0,-131000000.0,-616000000.0,-99000000.0,-198000000.0,-298000000.0,-436000000.0,-173000000.0,-446000000.0,-754000000.0,-452000000.0,-171000000.0,-382000000.0,-490000000.0,-1124000000.0,-61000000.0,-262000000.0,-155000000.0
OperatingLeaseCost / USD,22000000.0,,,,22000000.0,,,,40000000.0,,,,52000000.0,,,,81000000.0,,,
OperatingLeaseImpairmentLoss / USD,11000000.0,,6000000.0,11000000.0,11000000.0,,,,11000000.0,,,,,,0.0,0.0,2000000.0,0.0,83000000.0,83000000.0
OperatingLeaseLiability / USD,253000000.0,,,,399000000.0,,,,511000000.0,,,,522000000.0,,,,536000000.0,,,
OperatingLeaseLiabilityCurrent / USD,17000000.0,15000000.0,15000000.0,15000000.0,15000000.0,26000000.0,26000000.0,26000000.0,26000000.0,55000000.0,55000000.0,55000000.0,55000000.0,68000000.0,68000000.0,68000000.0,68000000.0,68000000.0,68000000.0,68000000.0
OperatingLeaseLiabilityNoncurrent / USD,167000000.0,238000000.0,238000000.0,238000000.0,238000000.0,373000000.0,373000000.0,373000000.0,373000000.0,456000000.0,456000000.0,456000000.0,456000000.0,454000000.0,454000000.0,454000000.0,454000000.0,468000000.0,468000000.0,468000000.0
OperatingLeasePayments / USD,0.0,6000000.0,12000000.0,19000000.0,3000000.0,8000000.0,18000000.0,29000000.0,26000000.0,14000000.0,32000000.0,53000000.0,44000000.0,32000000.0,59000000.0,88000000.0,75000000.0,27000000.0,54000000.0,83000000.0
OperatingLeaseRightOfUseAsset / USD,166000000.0,203000000.0,203000000.0,203000000.0,203000000.0,336000000.0,336000000.0,336000000.0,336000000.0,436000000.0,436000000.0,436000000.0,436000000.0,436000000.0,436000000.0,436000000.0,436000000.0,389000000.0,389000000.0,389000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,0.0712,,,,0.0806,,,,0.0681,,,,0.0639,,,,0.066,,,
OptionIndexedToIssuersEquitySettlementAlternativesCashAtFairValue / USD,,,,,,,,,,,,,,,,,,,680000000.0,680000000.0
OptionIndexedToIssuersEquityShares / shares,,,,,,,,,,,,,,,,,,,9400000.0,9400000.0
OtherAccruedLiabilitiesCurrent / USD,62000000.0,114000000.0,114000000.0,114000000.0,142000000.0,230000000.0,230000000.0,230000000.0,230000000.0,386000000.0,386000000.0,386000000.0,386000000.0,347000000.0,347000000.0,347000000.0,347000000.0,383000000.0,383000000.0,383000000.0
OtherAssetsCurrent / USD,,,,,,,,,,,,,,,,,146000000.0,253000000.0,253000000.0,253000000.0
OtherAssetsNoncurrent / USD,28000000.0,33000000.0,33000000.0,33000000.0,33000000.0,70000000.0,70000000.0,70000000.0,68000000.0,129000000.0,129000000.0,129000000.0,129000000.0,363000000.0,363000000.0,363000000.0,420000000.0,632000000.0,632000000.0,632000000.0
OtherCommitment / CAD,,,,,,,,98000000.0,98000000.0,,,,98000000.0,,,,98000000.0,,,
OtherCommitment / USD,,,,,,,,74000000.0,74000000.0,,,,75000000.0,,,,73000000.0,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax / USD,-1000000.0,2000000.0,2000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,-10000000.0,-16000000.0,-22000000.0,-4000000.0,9000000.0,8000000.0,11000000.0,-16000000.0,-4000000.0,-5000000.0,8000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,1000000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-87000000.0,-267000000.0,0.0,42000000.0,34000000.0,-46000000.0,-16000000.0,-70000000.0,-93000000.0,41000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,-1000000.0,3000000.0,3000000.0,3000000.0,1000000.0,0.0,0.0,0.0,0.0,-10000000.0,-103000000.0,-289000000.0,-4000000.0,51000000.0,42000000.0,-35000000.0,-30000000.0,-74000000.0,-98000000.0,49000000.0
OtherLiabilitiesNoncurrent / USD,1000000.0,13000000.0,13000000.0,13000000.0,13000000.0,9000000.0,9000000.0,9000000.0,9000000.0,21000000.0,21000000.0,21000000.0,21000000.0,162000000.0,162000000.0,162000000.0,162000000.0,129000000.0,129000000.0,129000000.0
OtherNonoperatingIncomeExpense / USD,0.0,-4000000.0,-1000000.0,0.0,-68000000.0,0.0,0.0,-1000000.0,3000000.0,5000000.0,2000000.0,0.0,0.0,-1000000.0,-5000000.0,-6000000.0,-305000000.0,-2000000.0,-7000000.0,-13000000.0
OtherOperatingActivitiesCashFlowStatement / USD,0.0,5000000.0,5000000.0,7000000.0,0.0,6000000.0,11000000.0,18000000.0,18000000.0,3000000.0,14000000.0,24000000.0,75000000.0,4000000.0,19000000.0,23000000.0,18000000.0,14000000.0,41000000.0,-17000000.0
OtherReceivablesNetCurrent / USD,,,,,,,,,,,,,,,,,163000000.0,133000000.0,133000000.0,133000000.0
PaymentsForHedgeFinancingActivities / USD,,,,,,,,,,,,,,,,,,,0.0,0.0
PaymentsForProceedsFromOtherInvestingActivities / USD,0.0,,0.0,0.0,1000000.0,,8000000.0,8000000.0,-1000000.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,2000000.0,1000000.0,9000000.0,8000000.0,7000000.0
PaymentsForRepurchaseOfCommonStock / USD,60000000.0,,,,,,,0.0,0.0,0.0,0.0,400000000.0,0.0,392000000.0,693000000.0,699000000.0,400000000.0,,7000000.0,224000000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,390000000.0,93000000.0,274000000.0,445000000.0,762000000.0,99000000.0,1112000000.0,1968000000.0,593000000.0,656000000.0,1078000000.0,1581000000.0,2344000000.0,434000000.0,930000000.0,1555000000.0,1948000000.0,529000000.0,969000000.0,1527000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,0.0,,,,315000000.0,0.0,,,28000000.0,71000000.0,-71000000.0,-71000000.0,0.0,,,,-71000000.0,0.0,0.0,0.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,13000000.0,22000000.0,37000000.0,86000000.0,78000000.0,32000000.0,63000000.0,94000000.0,106000000.0,32000000.0,77000000.0,131000000.0,129000000.0,39000000.0,66000000.0,94000000.0,176000000.0,17000000.0,40000000.0,72000000.0
PaymentsToDevelopSoftware / USD,3000000.0,10000000.0,21000000.0,36000000.0,14000000.0,22000000.0,45000000.0,73000000.0,53000000.0,39000000.0,73000000.0,119000000.0,108000000.0,42000000.0,97000000.0,143000000.0,170000000.0,49000000.0,105000000.0,160000000.0
PrepaidExpenseAndOtherAssetsCurrent / USD,125000000.0,221000000.0,221000000.0,221000000.0,221000000.0,139000000.0,139000000.0,139000000.0,139000000.0,358000000.0,358000000.0,358000000.0,358000000.0,630000000.0,630000000.0,630000000.0,525000000.0,687000000.0,687000000.0,687000000.0
PrepaidExpenseCurrent / USD,,,,,,,,,,,,,,,,,165000000.0,237000000.0,237000000.0,237000000.0
ProceedsFromIssuanceOfDebt / USD,,,,,,,,,,,,,,,,,,,0.0,0.0
ProceedsFromIssuanceOfWarrants / USD,,,,,,,,,,,,,,,,,,,0.0,0.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities / USD,49000000.0,130000000.0,265000000.0,434000000.0,440000000.0,146000000.0,292000000.0,502000000.0,583000000.0,351000000.0,992000000.0,1330000000.0,720000000.0,504000000.0,962000000.0,1581000000.0,1552000000.0,528000000.0,899000000.0,1481000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,-4000000.0,,,,-2000000.0,,,0.0,0.0,,0.0,14000000.0,0.0,0.0,-8000000.0,-8000000.0,14000000.0,6000000.0,6000000.0,6000000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt / USD,,,4000000.0,4000000.0,160000000.0,0.0,0.0,121000000.0,4000000.0,201000000.0,245000000.0,311000000.0,224000000.0,2000000.0,3000000.0,6000000.0,387000000.0,4000000.0,4000000.0,4000000.0
ProceedsFromStockOptionsExercised / USD,5000000.0,1000000.0,2000000.0,4000000.0,3000000.0,13000000.0,23000000.0,28000000.0,5000000.0,5000000.0,8000000.0,10000000.0,32000000.0,2000000.0,3000000.0,5000000.0,11000000.0,1000000.0,3000000.0,7000000.0
ProfitLoss / USD,,,,,,,,-313000000.0,-461000000.0,-167000000.0,-430000000.0,-726000000.0,-468000000.0,-162000000.0,-334000000.0,-409000000.0,-1368000000.0,-25000000.0,-183000000.0,-22000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization / USD,39000000.0,104000000.0,104000000.0,104000000.0,104000000.0,247000000.0,247000000.0,247000000.0,247000000.0,468000000.0,468000000.0,468000000.0,468000000.0,808000000.0,808000000.0,808000000.0,808000000.0,1196000000.0,1196000000.0,1196000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,101000000.0,210000000.0,210000000.0,210000000.0,210000000.0,402000000.0,402000000.0,402000000.0,402000000.0,637000000.0,637000000.0,637000000.0,637000000.0,712000000.0,712000000.0,712000000.0,712000000.0,778000000.0,778000000.0,778000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization / USD,140000000.0,314000000.0,314000000.0,314000000.0,314000000.0,649000000.0,649000000.0,649000000.0,649000000.0,1105000000.0,1105000000.0,1105000000.0,1105000000.0,1520000000.0,1520000000.0,1520000000.0,1520000000.0,1974000000.0,1974000000.0,1974000000.0
ProvisionForDoubtfulAccounts / USD,16000000.0,,31000000.0,31000000.0,2000000.0,16000000.0,31000000.0,31000000.0,16000000.0,2000000.0,-5000000.0,0.0,37000000.0,0.0,4000000.0,7000000.0,0.0,3000000.0,5000000.0,11000000.0
ResearchAndDevelopmentExpense / USD,51000000.0,33000000.0,71000000.0,112000000.0,107000000.0,82000000.0,182000000.0,297000000.0,321000000.0,148000000.0,353000000.0,579000000.0,430000000.0,231000000.0,500000000.0,750000000.0,829000000.0,279000000.0,582000000.0,871000000.0
RestrictedCashAndInvestmentsNoncurrent / USD,,,,,,,,,,3000000.0,4000000.0,7000000.0,2000000.0,278000000.0,144000000.0,11000000.0,211000000.0,12000000.0,12000000.0,13000000.0
RestrictedCashCurrent / USD,,,,,,,,,,0.0,0.0,0.0,0.0,75000000.0,85000000.0,80000000.0,0.0,111000000.0,178000000.0,221000000.0
RestrictedCashNoncurrent / USD,30000000.0,,,,,,,,2000000.0,211000000.0,211000000.0,211000000.0,211000000.0,11000000.0,11000000.0,11000000.0,,,,
RestructuringCharges / USD,,,,,,,,,0.0,0.0,3000000.0,8000000.0,0.0,2000000.0,2000000.0,2000000.0,92000000.0,0.0,0.0,0.0
RetainedEarningsAccumulatedDeficit / USD,-1152000000.0,-1613000000.0,-1613000000.0,-1613000000.0,-1613000000.0,-2081000000.0,-2081000000.0,-2081000000.0,-2081000000.0,-3846000000.0,-3846000000.0,-3846000000.0,-3846000000.0,-5154000000.0,-5154000000.0,-5154000000.0,-5154000000.0,-5255000000.0,-5255000000.0,-5255000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,291000000.0,362000000.0,1037000000.0,1916000000.0,885000000.0,1077000000.0,2313000000.0,3588000000.0,2886000000.0,1456000000.0,3064000000.0,4765000000.0,4888000000.0,2035000000.0,4168000000.0,6332000000.0,6583000000.0,2513000000.0,5143000000.0,7849000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,137000000.0,,,,69000000.0,,,,164000000.0,,,,154000000.0,,,,154000000.0,,,
SalesAndExciseTaxPayableCurrent / USD,51000000.0,149000000.0,149000000.0,149000000.0,149000000.0,167000000.0,167000000.0,167000000.0,167000000.0,194000000.0,194000000.0,194000000.0,194000000.0,245000000.0,245000000.0,245000000.0,245000000.0,337000000.0,337000000.0,337000000.0
SelfInsuranceReserveCurrent / USD,15000000.0,55000000.0,55000000.0,55000000.0,55000000.0,143000000.0,143000000.0,143000000.0,143000000.0,418000000.0,418000000.0,418000000.0,418000000.0,758000000.0,758000000.0,758000000.0,758000000.0,1049000000.0,1049000000.0,1049000000.0
SellingAndMarketingExpense / USD,135000000.0,152000000.0,320000000.0,610000000.0,594000000.0,333000000.0,760000000.0,1206000000.0,957000000.0,414000000.0,835000000.0,1253000000.0,1619000000.0,496000000.0,967000000.0,1416000000.0,1682000000.0,504000000.0,1013000000.0,1496000000.0
ShareBasedCompensation / USD,24000000.0,5000000.0,8000000.0,11000000.0,18000000.0,97000000.0,235000000.0,357000000.0,322000000.0,129000000.0,360000000.0,609000000.0,486000000.0,230000000.0,541000000.0,819000000.0,889000000.0,252000000.0,554000000.0,828000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate / pure,0.0,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate / pure,,,,,,,0.0,0.0,0.0,,,,0.0,,,,0.6913,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate / pure,,,,,,,0.0,0.0,0.0,,,,0.0,,,,0.0229,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,28291000.0,23524000.0,20662000.0,19231000.0,17690000.0,15563000.0,16291000.0,15977000.0,15676000.0,13995000.0,12158000.0,10434000.0,8747000.0,7181000.0,6171000.0,5452000.0,4300000.0,3597000.0,3204000.0,2526000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,1.95,1.98,1.96,2.07,2.23,2.44,2.64,2.73,2.8,3.03,3.37,3.78,4.39,5.15,5.74,5.81,5.79,6.13,6.35,6.75
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,24000000.0,11000000.0,24000000.0,57000000.0,47000000.0,888000000.0,1400000000.0,1900000000.0,129000000.0,316000000.0,388000000.0,430000000.0,2300000000.0,98000000.0,219000000.0,358000000.0,451000000.0,180000000.0,302000000.0,388000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,254000.0,1000.0,19000.0,28000.0,45000.0,3000.0,18000.0,20000.0,24000.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,1070000000.0,4744000000.0,4744000000.0,4744000000.0,4744000000.0,2797000000.0,2797000000.0,2797000000.0,2797000000.0,737000000.0,737000000.0,737000000.0,737000000.0,853000000.0,853000000.0,853000000.0,853000000.0,732000000.0,732000000.0,732000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,36247000.0,33802000.0,33802000.0,33802000.0,33802000.0,19115000.0,19115000.0,19115000.0,19115000.0,16021000.0,16021000.0,16021000.0,16021000.0,9022000.0,9022000.0,9022000.0,9022000.0,4516000.0,4516000.0,4516000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,2.38,2.42,2.42,2.42,2.42,2.6,2.6,2.6,2.6,2.84,2.84,2.84,2.84,4.38,4.38,4.38,4.38,5.72,5.72,5.72
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue / USD,4744000000.0,3578000000.0,4187000000.0,4359000000.0,2797000000.0,1880000000.0,1048000000.0,767000000.0,737000000.0,865000000.0,909000000.0,811000000.0,853000000.0,988000000.0,661000000.0,781000000.0,732000000.0,665000000.0,799000000.0,690000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber / shares,33802000.0,27812000.0,23808000.0,21428000.0,19115000.0,16425000.0,17090000.0,16454000.0,16021000.0,14297000.0,12449000.0,10716000.0,9022000.0,7448000.0,6430000.0,5704000.0,4516000.0,3765000.0,3325000.0,2599000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice / USD/shares,2.42,2.48,2.46,2.51,2.6,2.74,2.83,2.84,2.84,3.05,3.38,3.79,4.38,5.12,5.67,5.73,5.72,6.04,6.27,6.67
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,1.9,2.15,2.33,2.27,2.18,1.73,2.19,2.28,2.3,1.12,0.96,0.94,0.87,0.89,1.17,2.05,3.04,4.08,4.17,4.42
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,1.94,1.45,2.97,2.98,4.08,3.28,3.98,4.07,4.09,0.0,0.0,0.0,0.0,0.0,2.3,2.31,2.63,0.0,0.0,0.0
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,3983000000.0,3038000000.0,3644000000.0,3921000000.0,2595000000.0,1786000000.0,1003000000.0,746000000.0,721000000.0,847000000.0,888000000.0,790000000.0,827000000.0,952000000.0,634000000.0,746000000.0,696000000.0,635000000.0,770000000.0,670000000.0
ShortTermLeaseCost / USD,10000000.0,,,,10000000.0,,,,11000000.0,,,,17000000.0,,,,9000000.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,2191000.0,5989000.0,9975000.0,12346000.0,14642000.0,2687000.0,3717000.0,4351000.0,4780000.0,1724000.0,3572000.0,5305000.0,6999000.0,1574000.0,2590000.0,3316000.0,4504000.0,751000.0,1191000.0,1917000.0
StockIssuedDuringPeriodValueAcquisitions / USD,,,,,,,2842000000.0,2842000000.0,2838000000.0,,2842000000.0,2842000000.0,2838000000.0,,,,2838000000.0,,,
StockIssuedDuringPeriodValueStockOptionsExercised / USD,5000000.0,1000000.0,1000000.0,1000000.0,3000000.0,13000000.0,13000000.0,13000000.0,5000000.0,5000000.0,5000000.0,5000000.0,32000000.0,2000000.0,2000000.0,2000000.0,11000000.0,1000000.0,1000000.0,1000000.0
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,,,400000000.0,400000000.0,400000000.0,750000000.0,750000000.0,750000000.0,750000000.0,1100000000.0,1100000000.0,1100000000.0,1100000000.0,5000000000.0,5000000000.0,5000000000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,,,,,,,,,,876000000.0,876000000.0,876000000.0,876000000.0
StockRepurchasedAndRetiredDuringPeriodShares / shares,,,,,,,,5600000.0,5600000.0,6800000.0,,,,,,,5568000.0,,,
StockRepurchasedAndRetiredDuringPeriodValue / USD,60000000.0,,,,,,,400000000.0,400000000.0,393000000.0,393000000.0,400000000.0,400000000.0,393000000.0,393000000.0,393000000.0,400000000.0,,2000000.0,2000000.0
StockholdersEquity / USD,-198000000.0,-1082000000.0,-1082000000.0,-1082000000.0,-436000000.0,4700000000.0,4700000000.0,4700000000.0,-1082000000.0,4667000000.0,4667000000.0,4667000000.0,4700000000.0,6754000000.0,6754000000.0,6754000000.0,4667000000.0,6806000000.0,6806000000.0,6806000000.0
SubleaseIncome / USD,3000000.0,,,,3000000.0,,,,5000000.0,,,,3000000.0,,,,4000000.0,,,
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests / USD,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,14000000.0,14000000.0,0.0,7000000.0,7000000.0,7000000.0
TemporaryEquityInterestInSubsidiaryEarnings / USD,,,,,,,,,,,,,,6000000.0,6000000.0,6000000.0,,,,
TreasuryStockAcquiredAverageCostPerShare / USD/shares,,,,,,,,,,,61.85,61.95,62.66,,109.92,105.12,105.12,,,
TreasuryStockSharesAcquired / shares,,,,,,,,,,,11200000.0,11300000.0,12000000.0,,14000.0,2100000.0,2100000.0,0.0,0.0,0.0
UnrealizedGainLossOnDerivatives / USD,0.0,,,,-67000000.0,,,,,,,,,,,,,,0.0,0.0
UnrecognizedTaxBenefits / USD,1000000.0,,,,3000000.0,,,,7000000.0,,,,7000000.0,,,,69000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,0.0,,,,0.0,,,,3000000.0,,,,0.0,,,,19000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,2000000.0,,,,4000000.0,,,,3000000.0,,,,62000000.0,,,,19000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,,,,,,,0.0,,,,0.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,7000000.0,15000000.0,45000000.0,61000000.0,7000000.0,71000000.0,77000000.0,83000000.0,69000000.0,75000000.0,,,183000000.0,,,,275000000.0,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount / USD,154000000.0,,,,154000000.0,,,,97000000.0,,,,1000000000.0,,,,257000000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,,44341000.0,44568000.0,43252000.0,327815000.0,331280000.0,334277000.0,62390000.0,349219000.0,356630000.0,366107000.0,336847000.0,390397000.0,389563000.0,390794000.0,371413000.0,405482000.0,407982000.0,409703000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,,44341000.0,44568000.0,43252000.0,327815000.0,331280000.0,334277000.0,62390000.0,349219000.0,356630000.0,366107000.0,336847000.0,390397000.0,389563000.0,390794000.0,371413000.0,405482000.0,407982000.0,409703000.0
